pathway,pval,padj,log2err,ES,NES,size,leadingEdge,analysis,pathway_source
Metabolism of sphingolipids in ER and Golgi apparatus (WikiPathways),0.06765899864682003,0.8844792247074743,0.07072344490479843,-0.6722434872678441,-1.422497541328997,6,"O-Phosphocolamine;D-Erythro-Sphinganine;D,L-Serine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Phenylalanine metabolism (Reactome),0.08155856727976767,0.8844792247074743,0.0773124512019339,0.6971963560328388,1.4832870551880657,5,L-Aspartic Acid;Dl-Alanine,"Sex (limma t-statistic, positive = higher in males)",Reactome
GABA metabolism (aka GHB) (WikiPathways),0.08331963845521775,0.8844792247074743,0.062459499010238485,-0.564988920582768,-1.4089981287059583,10,L-Glutamic Acid;Beta-Alanine;Uracil;Γ-Aminobutyric Acid;N-Acetylputrescine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Thermogenesis (WikiPathways),0.08807495741056218,0.8844792247074743,0.061819319497729584,-0.6910908454650475,-1.3765634769560489,5,Adenosine 5'-Diphosphate;Adenosine 3'5'-Cyclic Monophosphate,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Metabolism of amine-derived hormones (Reactome),0.09632139399806389,0.8844792247074743,0.07090852647403903,0.6820710841602091,1.4511080000614278,5,S-Adenosyl-L-Homocysteine;Dl-Alanine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Glyoxylate metabolism and glycine degradation (Reactome),0.10138713745271122,0.8844792247074743,0.07053972885275515,0.5689372118247136,1.4235348445179399,8,S-Adenosyl-L-Homocysteine;L-Aspartic Acid;Dl-Alanine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Metabolism of folate and pterines (Reactome),0.11925042589437819,0.8844792247074743,0.052605918148347655,-0.6676188414764955,-1.329810284327857,5,"L-Glutamic Acid;Adenosine 5'-Diphosphate;D,L-Serine","Sex (limma t-statistic, positive = higher in males)",Reactome
Serine biosynthesis (Reactome),0.12316865417376491,0.8844792247074743,0.05169778104977241,-0.6647067456407473,-1.3240097665013049,5,"L-Glutamic Acid;D,L-Serine","Sex (limma t-statistic, positive = higher in males)",Reactome
Tyrosine catabolism (Reactome),0.1303236797274276,0.8844792247074743,0.050143756472362584,-0.6604889256320093,-1.3156084151963314,5,L-Glutamic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
"Valine, leucine and isoleucine degradation (KEGG)",0.13171292494662507,0.8844792247074743,0.048874485355474874,-0.5542523875969043,-1.3380802780471868,9,L-Glutamic Acid;Adenosine 5'-Diphosphate;Biotin,"Sex (limma t-statistic, positive = higher in males)",KEGG
Nucleotide biosynthesis (Reactome),0.13434369380940148,0.8844792247074743,0.06144390609188169,0.48929478703189444,1.3550170397289223,11,Uridine Monophosphate;Guanosine 5'-Diphosphate (Gdp);L-Glutamine;L-Aspartic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
Trans-sulfuration pathway (WikiPathways),0.134978469691951,0.8844792247074743,0.048448610762049545,-0.5709483256168149,-1.329268549385942,8,L-Glutamic Acid;Adenosine 5'-Diphosphate;L-(-)-Methionine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Warburg effect modulated by deubiquitinating enzymes and their substrates (WikiPathways),0.13643031784841075,0.8844792247074743,0.05937398237230633,0.5976066527888909,1.3608796732727348,6,D-Glucose 6-Phosphate,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Paracetamol ADME (Reactome),0.16303236797274276,0.8844792247074743,0.04436101246920242,-0.6426806664051705,-1.2801366687527276,5,L-Glutamic Acid;Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Synthesis of UDP-N-acetyl-glucosamine (Reactome),0.16490630323679728,0.8844792247074743,0.04408127817292084,-0.6415828074647002,-1.2779498759016603,5,L-Glutamic Acid;Adenosine 5'-Diphosphate;Uridine 5'-Triphosphate Sodium Salt;N-Acetyl-D-Glucosamine 6-Phosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Cannabinoid receptor signaling (WikiPathways),0.1662719891745602,0.8844792247074743,0.04370715086187889,-0.6078191703219749,-1.2861727807429786,6,L-Glutamic Acid;Adenosine 3'5'-Cyclic Monophosphate;Γ-Aminobutyric Acid,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Glycolysis and gluconeogenesis (WikiPathways),0.16943521594684385,0.8844792247074743,0.05416236645338977,0.49692579371637063,1.2885379758709827,9,D-Glucose 6-Phosphate;L-Aspartic Acid,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Neurotransmitter release cycle (Reactome),0.16975358350781125,0.8844792247074743,0.04204216887557939,-0.46111415754194396,-1.2708309572851915,14,L-Glutamic Acid;Adenosine 5'-Diphosphate;Beta-Alanine;Γ-Aminobutyric Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
"Cerebral organic acidurias, including diseases (WikiPathways)",0.17188264058679706,0.8844792247074743,0.052485005744846026,0.5692563000502817,1.2963197849381007,6,L-Aspartic Acid;2-Oxoadipic Acid;N-Acetyl-L-Aspartic Acid,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
"Sensory perception of sweet, bitter, and umami (glutamate) taste (Reactome)",0.18655762841809354,0.8844792247074743,0.051429735126524746,0.48782381168679784,1.264936364424961,9,Guanosine 5'-Diphosphate (Gdp);Caprolactam;L-Aspartic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
Aspirin ADME (Reactome),0.2017794191707235,0.8844792247074743,0.039040775777130526,-0.5608106538044227,-1.2470524064558757,7,Adenosine 5'-Diphosphate;3-Hydroxybutyric Acid;Uridine 5'-Diphosphate;Glycine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Urea cycle and associated pathways (WikiPathways),0.20230607966457023,0.8844792247074743,0.04989683590909948,0.42418076404542315,1.2332466922879768,13,Uridine Monophosphate;L-Glutamine;L-Aspartic Acid;Dl-Alanine;N-Acetylglutamic Acid,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Thiamine metabolic pathways (WikiPathways),0.21488020176544767,0.8844792247074743,0.047288783530358106,0.49218902813287974,1.231503612480248,8,D-Glucose 6-Phosphate,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Cell recruitment (pro-inflammatory response) (Reactome),0.2227441285537701,0.8844792247074743,0.04586089172375123,0.505616009568892,1.216980929835719,7,Uridine Monophosphate;Guanosine 5'-Diphosphate (Gdp),"Sex (limma t-statistic, positive = higher in males)",Reactome
Purinergic signaling in leishmaniasis infection (Reactome),0.2227441285537701,0.8844792247074743,0.04586089172375123,0.505616009568892,1.216980929835719,7,Uridine Monophosphate;Guanosine 5'-Diphosphate (Gdp),"Sex (limma t-statistic, positive = higher in males)",Reactome
15q25 copy number variation (WikiPathways),0.22538330494037478,0.8844792247074743,0.036955208126957094,-0.6130767899980838,-1.2211695802639575,5,Adenosine 5'-Diphosphate;Adenosine 3'5'-Cyclic Monophosphate,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Cytosolic tRNA aminoacylation (Reactome),0.22772543741588155,0.8844792247074743,0.04747183533924694,0.37263807895021567,1.1893684882804592,18,L-Glutamine;L-Threonine;L-Aspartic Acid;L-Isoleucine;Dl-Alanine;Leucine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Mitochondrial tRNA aminoacylation (Reactome),0.22772543741588155,0.8844792247074743,0.04747183533924694,0.37263807895021567,1.1893684882804592,18,L-Glutamine;L-Threonine;L-Aspartic Acid;L-Isoleucine;Dl-Alanine;Leucine,"Sex (limma t-statistic, positive = higher in males)",Reactome
tRNA Aminoacylation (Reactome),0.22772543741588155,0.8844792247074743,0.04747183533924694,0.37263807895021567,1.1893684882804592,18,L-Glutamine;L-Threonine;L-Aspartic Acid;L-Isoleucine;Dl-Alanine;Leucine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Acetylcholine synthesis (WikiPathways),0.22834912043301758,0.8844792247074743,0.03652669531221742,-0.5776373474819982,-1.222306682229795,6,Glycerophosphocholine;Choline;Cytidine 5'-Diphosphocholine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Sensory perception of taste (Reactome),0.23232065356139903,0.8844792247074743,0.045610846766173836,0.4465052708195184,1.2000145865115557,10,Guanosine 5'-Diphosphate (Gdp);Caprolactam;L-Aspartic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
Purine catabolism (Reactome),0.2377950210151956,0.8844792247074743,0.034746068639256986,-0.4435881277061735,-1.1956026534573352,13,Adenosine 5'-Diphosphate;Xanthine;Guanosine;Inosine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Activation of NMDA receptors and postsynaptic events (Reactome),0.241396933560477,0.8844792247074743,0.03551405283279296,-0.604269023503993,-1.2036256498980968,5,L-Glutamic Acid;Adenosine 5'-Diphosphate;Adenosine 3'5'-Cyclic Monophosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Post NMDA receptor activation events (Reactome),0.241396933560477,0.8844792247074743,0.03551405283279296,-0.604269023503993,-1.2036256498980968,5,L-Glutamic Acid;Adenosine 5'-Diphosphate;Adenosine 3'5'-Cyclic Monophosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Ferroptosis (WikiPathways),0.24380903752872096,0.8844792247074743,0.04441237368099691,0.4406140693791896,1.184181564770296,10,"L-Glutamine;Pe(18:0_20:4);Arachidonic Acid;Cytidine 2',3'-Cyclic Monophosphoric Acid;1-Stearoyl-2-Hydroxy-Sn-Glycero-3-Phosphoethanolamine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Synthesis of ceramides and 1-deoxyceramides (WikiPathways),0.24407983761840324,0.8844792247074743,0.03513920259142528,-0.5699542632706035,-1.206048929484653,6,"O-Phosphocolamine;D-Erythro-Sphinganine;D,L-Serine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Synthesis of Leukotrienes (LT) and Eoxins (EX) (Reactome),0.24872231686541738,0.8844792247074743,0.034899241107277545,-0.6013074097463782,-1.1977264987831089,5,L-Glutamic Acid;Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Orexin receptor pathway (WikiPathways),0.25163672989759944,0.8844792247074743,0.03436337797438592,-0.5371953538029685,-1.1945400005373867,7,L-Glutamic Acid;Adenosine 3'5'-Cyclic Monophosphate,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Organic cation/anion/zwitterion transport (Reactome),0.2546583850931677,0.8844792247074743,0.03412265343041466,-0.5360930320223961,-1.1920888113172354,7,L-Ergothioneine;Choline;Uric Acid;Creatinine;Histamine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Serine metabolism (WikiPathways),0.259523020867837,0.8844792247074743,0.03347459041996721,-0.5133580450009603,-1.1951882038655945,8,"L-Glutamic Acid;D,L-Serine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Organic anion transporters (Reactome),0.2638700947225981,0.8844792247074743,0.03356355339837744,-0.5611693876358492,-1.1874597363901873,6,L-Glutamic Acid;L-Malic Acid;Citric Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
Fructose and mannose metabolism (KEGG),0.2644915534945346,0.8844792247074743,0.03309956100915795,-0.511823057481207,-1.1916144817927545,8,D-(-)-Mannitol;Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",KEGG
Branched-chain amino acid catabolism (Reactome),0.2746166950596252,0.8844792247074743,0.03291573944475514,-0.5904584406743953,-1.1761167571910787,5,L-Glutamic Acid;Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Kennedy pathway from sphingolipids (WikiPathways),0.2760847962901623,0.8844792247074743,0.03226173823824839,-0.5065757981800059,-1.1793979353092803,8,"Adenosine 5'-Diphosphate;O-Phosphocolamine;D,L-Serine;Choline;Cytidine 5'-Diphosphocholine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway (WikiPathways),0.28534923339011925,0.8844792247074743,0.03216912894294298,-0.5861512188382448,-1.1675373290222646,5,"D-Erythro-Sphinganine;D,L-Serine;D-Pantothenic Acid","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Glutathione metabolism (KEGG),0.2897027426506816,0.8844792247074743,0.031178877509850666,-0.48105873495246154,-1.1613756119538148,9,L-Glutamic Acid;Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",KEGG
Disorders of fructose metabolism (WikiPathways),0.2899755501222494,0.8844792247074743,0.039339066170931865,0.5044295044725353,1.1486951425860572,6,D-Glucose 6-Phosphate,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Pyrimidine biosynthesis (Reactome),0.2906582768635044,0.8844792247074743,0.03905925194396204,0.5433448682803298,1.1559676160801924,5,Uridine Monophosphate;L-Glutamine;L-Aspartic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
Azathioprine ADME (Reactome),0.2946210268948655,0.8844792247074743,0.03898547911510167,0.5025535295022218,1.1444231416089026,6,Guanosine 5'-Diphosphate (Gdp);L-Glutamine;S-Adenosyl-L-Homocysteine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Interconversion of nucleotide di- and triphosphates (Reactome),0.31090670170827855,0.8844792247074743,0.03939563814668847,0.393899713738412,1.1169416537220298,12,Uridine Monophosphate;Guanosine 5'-Diphosphate (Gdp);L-Glutamine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Vitamin B6-dependent and responsive disorders (WikiPathways),0.3143100511073254,0.8844792247074743,0.03033632400642057,-0.5733906349970735,-1.142119898339079,5,L-Glutamic Acid,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Carboxyterminal post-translational modifications of tubulin (Reactome),0.31993185689948894,0.8844792247074743,0.030007646107880627,-0.5712974010081837,-1.137950447279588,5,L-Glutamic Acid;Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Degradation of cysteine and homocysteine (Reactome),0.3261619313516177,0.8844792247074743,0.0289854798089291,-0.46605733004615674,-1.125159107528532,9,"L-Glutamic Acid;D,L-Serine;L-Malic Acid","Sex (limma t-statistic, positive = higher in males)",Reactome
Lysine degradation (KEGG),0.334732247775726,0.8844792247074743,0.028912821198766724,-0.5043668259807009,-1.1215405053540457,7,L-Glutamic Acid,"Sex (limma t-statistic, positive = higher in males)",KEGG
Urea cycle (Reactome),0.3543640054127199,0.8844792247074743,0.028028631856996,-0.5257558231147522,-1.112523036496381,6,L-Glutamic Acid;Adenosine 5'-Diphosphate;L(+)-Ornithine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Synthesis of substrates in N-glycan biosythesis (Reactome),0.36436170212765956,0.8844792247074743,0.036217061511963806,0.35055773400419826,1.0676866085094199,15,Uridine Monophosphate;Guanosine 5'-Diphosphate (Gdp);L-Glutamine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Phosphate bond hydrolysis by NTPDase proteins (Reactome),0.3706918560122543,0.8844792247074743,0.03501166870217918,0.39387929214684536,1.0585785360014592,10,Uridine Monophosphate;Guanosine 5'-Diphosphate (Gdp),"Sex (limma t-statistic, positive = higher in males)",Reactome
Glycolysis (Reactome),0.3718314587879805,0.8844792247074743,0.027050981946814268,-0.4903932979061269,-1.0904681252309794,7,"Adenosine 5'-Diphosphate;Adenosine 3'5'-Cyclic Monophosphate;D-Fructose-1,6-Bisphosphate;Citric Acid","Sex (limma t-statistic, positive = higher in males)",Reactome
Organic cation transport (Reactome),0.37836456558773424,0.8844792247074743,0.027003999230321936,-0.545996791989246,-1.087554910211262,5,L-Ergothioneine;Choline;Creatinine;Histamine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Carnosine metabolism of glial cells (WikiPathways),0.3829642248722317,0.8844792247074743,0.026794688903047145,-0.5441285707202606,-1.0838336553536214,5,Adenosine 5'-Diphosphate;Beta-Alanine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Biogenic amine synthesis (WikiPathways),0.3877483987518476,0.8844792247074743,0.025954242289848287,-0.4418589090417829,-1.0667390977452196,9,L-Glutamic Acid;Γ-Aminobutyric Acid;Choline,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Glucose metabolism (Reactome),0.39227608874281017,0.8844792247074743,0.025768515183271716,-0.4273893351390574,-1.0658452785563919,10,L-Glutamic Acid;Adenosine 5'-Diphosphate;Adenosine 3'5'-Cyclic Monophosphate;L-Malic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
Purine ribonucleoside monophosphate biosynthesis (Reactome),0.39315802910390607,0.8844792247074743,0.03382086211007419,0.3874177534029069,1.0412126923020018,10,Guanosine 5'-Diphosphate (Gdp);L-Glutamine;L-Aspartic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
Abacavir ADME (Reactome),0.3986371379897785,0.8844792247074743,0.026106273527806447,-0.5378892193429106,-1.0714056753242003,5,Adenosine 5'-Diphosphate;Inosine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Abacavir metabolism (Reactome),0.3986371379897785,0.8844792247074743,0.026106273527806447,-0.5378892193429106,-1.0714056753242003,5,Adenosine 5'-Diphosphate;Inosine,"Sex (limma t-statistic, positive = higher in males)",Reactome
16p11.2 proximal deletion syndrome (WikiPathways),0.4019720624486442,0.8844792247074743,0.025356953759916163,-0.4250313954653885,-1.059964928576477,10,"Glycerophosphocholine;Choline;D-Fructose-1,6-Bisphosphate","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Sialic acid metabolism (Reactome),0.4030784844384303,0.8844792247074743,0.025796911112799074,-0.5062754301898136,-1.0713016463829992,6,Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Methionine Metabolism (KEGG),0.4067122634006681,0.8844792247074743,0.02461750086802017,-0.35345780283002304,-1.0446364699292028,18,"L-Glutamic Acid;Adenosine 5'-Diphosphate;L-(-)-Methionine;D,L-Serine;O-Acetylserine","Sex (limma t-statistic, positive = higher in males)",KEGG
Glycerophospholipid biosynthetic pathway (WikiPathways),0.4098757463288688,0.8844792247074743,0.024727948614473298,-0.39572521137120353,-1.0461043976568039,12,"Adenosine 5'-Diphosphate;O-Phosphocolamine;D,L-Serine;Choline;Cytidine 5'-Diphosphocholine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Defective SLC6A19 causes Hartnup disorder (HND) (Reactome),0.4105124835742444,0.8844792247074743,0.033538078140941,0.36113589120804873,1.024036589709666,12,L-Glutamine;L-Isoleucine;Dl-Alanine;Leucine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Metabolic disorders of biological oxidation enzymes (Reactome),0.41426015844620495,0.8844792247074743,0.03280659560827996,0.3942712310267063,1.0223527544663582,9,Vitamin D3;S-Adenosyl-L-Homocysteine;Arachidonic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
Cori cycle (WikiPathways),0.42175134031146283,0.8844792247074743,0.03243706980829171,0.37868679842804215,1.0177476315093636,10,D-Glucose 6-Phosphate;Dl-Alanine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Mitochondrial biogenesis (Reactome),0.43696763202725725,0.8844792247074743,0.024565862521997384,-0.5247344208525002,-1.0452030201053628,5,Adenosine 5'-Diphosphate;Linoleic Acid;Nicotinamide,"Sex (limma t-statistic, positive = higher in males)",Reactome
Transcriptional activation of mitochondrial biogenesis (Reactome),0.43696763202725725,0.8844792247074743,0.024565862521997384,-0.5247344208525002,-1.0452030201053628,5,Adenosine 5'-Diphosphate;Linoleic Acid;Nicotinamide,"Sex (limma t-statistic, positive = higher in males)",Reactome
Disorders of folate metabolism and transport (WikiPathways),0.439276048714479,0.8844792247074743,0.024361426767077064,-0.491441660887032,-1.0399127214450905,6,"L-Glutamic Acid;L-(-)-Methionine;D,L-Serine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Histidine catabolism (Reactome),0.4418681682676383,0.8844792247074743,0.023919511552438037,-0.4401576162458243,-1.024764676236104,8,L-Glutamic Acid;Adenosine 5'-Diphosphate;Beta-Alanine;Anserine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Tyrosine metabolism (KEGG),0.45598991172761666,0.8844792247074743,0.030714680324979204,0.3951986704941269,0.9888245420812463,8,S-Adenosyl-L-Homocysteine;L-Aspartic Acid,"Sex (limma t-statistic, positive = higher in males)",KEGG
Tryptophan catabolism (Reactome),0.462320477650476,0.8844792247074743,0.022770191664584015,-0.38039471874427117,-1.0055780543901989,12,L-Glutamic Acid;L-(-)-Methionine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Carnitine synthesis (Reactome),0.4638024357239513,0.8844792247074743,0.023475127066914864,-0.4821286552046331,-1.0202059813479312,6,"Ne,Ne,Ne-Trimethyllysine;N6,N6,N6-Trimethyl-L-Lysine;Glycine","Sex (limma t-statistic, positive = higher in males)",Reactome
Arginine and proline metabolism (KEGG),0.46382978723404256,0.8844792247074743,0.03139524244166768,0.3229119302617214,0.9834863425498941,15,L-Glutamine;S-Adenosyl-L-Homocysteine;L-Aspartic Acid;Dl-Alanine,"Sex (limma t-statistic, positive = higher in males)",KEGG
Urea cycle and related diseases (WikiPathways),0.4650366748166259,0.8844792247074743,0.029773590463071785,0.43150452397382827,0.9826291806839244,6,L-Glutamine;L-Aspartic Acid;N-Acetylglutamic Acid,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Nitrogen metabolism (KEGG),0.46877521381313536,0.8844792247074743,0.022549389686651333,-0.37834309488968193,-1.0001545618379133,12,"L-Glutamic Acid;Adenosine 5'-Diphosphate;Biotin;D,L-Serine","Sex (limma t-statistic, positive = higher in males)",KEGG
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane (Reactome),0.4737776343391964,0.8844792247074743,0.02238096044606272,-0.3769136994307294,-0.9963759375990894,12,Adenosine 5'-Diphosphate;Uracil;Guanosine;Inosine,"Sex (limma t-statistic, positive = higher in males)",Reactome
beta-Alanine metabolism (KEGG),0.47758252586631633,0.8844792247074743,0.0225329886085533,-0.41040615620280824,-0.9908056255474722,9,L-Glutamic Acid;Beta-Alanine;Uracil;Anserine;D-Pantothenic Acid;1-Methylhistidine,"Sex (limma t-statistic, positive = higher in males)",KEGG
Glycogen synthesis and degradation (WikiPathways),0.48534923339011926,0.8844792247074743,0.022859636478277854,-0.5058488977552082,-1.0075855035233743,5,Adenosine 3'5'-Cyclic Monophosphate;Udp-Β-D-Glucose (Sodium Salt),"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Metabolic pathways of fibroblasts (WikiPathways),0.48558700209643607,0.8844792247074743,0.030255900081709516,0.33266946237853634,0.967190285082368,13,D-Glucose 6-Phosphate;L-Glutamine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
"Transport of vitamins, nucleosides, and related molecules (Reactome)",0.4859412231930103,0.8844792247074743,0.021734604478684288,-0.32405709214455164,-0.9849146643678192,20,Adenosine 5'-Diphosphate;Biotin;Uracil;Linoleic Acid;Guanosine;Inosine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Alanine and aspartate metabolism (WikiPathways),0.4899157518509063,0.8844792247074743,0.029610258382548948,0.3587226997341041,0.9640927001906117,10,N-Beta-Alanyl-L-Histidine;L-Aspartic Acid;Dl-Alanine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Gluconeogenesis (Reactome),0.49420337860218616,0.8844792247074743,0.022124649342717215,-0.4230194205102846,-0.9848639294218249,8,"L-Glutamic Acid;Adenosine 5'-Diphosphate;L-Malic Acid;D-Fructose-1,6-Bisphosphate","Sex (limma t-statistic, positive = higher in males)",Reactome
Deadenylation-dependent mRNA decay (Reactome),0.4973378509196515,0.8844792247074743,0.028371668973619917,0.4496601382130841,0.9566531099513216,5,Uridine Monophosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Pyrimidine catabolism (Reactome),0.5074724913778945,0.8844792247074743,0.02157694854556481,-0.40053304995264205,-0.9669698982650128,9,Adenosine 5'-Diphosphate;Beta-Alanine;Uracil,"Sex (limma t-statistic, positive = higher in males)",Reactome
Arsenic metabolism and reactive oxygen species generation (WikiPathways),0.508557457212714,0.8844792247074743,0.02815621163649068,0.41499608117964465,0.9450358839373996,6,"S-Adenosyl-L-Homocysteine;Cytidine 2',3'-Cyclic Monophosphoric Acid;L-Glutathione (Reduced)","Sex (limma t-statistic, positive = higher in males)",WikiPathways
