Name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Compound.ID,Super.Class,Class
Tg(36:6_4:0),0.012476752496002616,19.71862999826929,0.8983274682662001,0.37793338571277946,0.7930539903482663,-5.650268773503287,C8-Pos-003614,Lipids and lipid-like molecules,Glycerolipids
1-Aminocyclopropanecarboxylic Acid,0.03796463355769534,17.760801551223707,0.6646441623080989,0.5151907623716802,0.84260171415929,-5.651231552809048,Amide-Pos-000091,Organic acids and derivatives,Carboxylic acids and derivatives
Tg(49:11_2:0),-0.05435622306809269,19.079466145132688,-0.8924967329622905,0.38098655818122207,0.7930539903482663,-5.655229848186121,C8-Pos-004921,Lipids and lipid-like molecules,Glycerolipids
Dihydronicotinamide-Adenine Dinucleotide,0.014430581955020916,27.476072289745574,0.8915127901210657,0.3815033685156397,0.7930539903482663,-5.656064065911737,Amide-Pos-002120,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides
Citric Acid,-0.04943712724291511,21.073538022636047,-0.8007734907696281,0.4318241451641862,0.8076202275475332,-5.659405202193953,Amide-Neg-000876,Organic acids and derivatives,Carboxylic acids and derivatives
Indole-3-Carboxaldehyde,-0.024482691858275625,22.74737018484568,-0.8767021674692583,0.38933776981504753,0.7978136447921913,-5.668517225186785,C18-Pos-000538,Organoheterocyclic compounds,Indoles and derivatives
Dl-Arginine,0.06591331425907511,18.797435757465806,0.8744301098039214,0.39054877468874893,0.7978136447921913,-5.670410392149673,Amide-Neg-000697,Organic acids and derivatives,Carboxylic acids and derivatives
2-Oxoadipic Acid,-0.0693937107720674,21.003160112330526,-0.8624866683721268,0.3973218353647091,0.8047083159972757,-5.672588098238877,Amide-Neg-000587,Organic acids and derivatives,Keto acids and derivatives
5-Methylcytosine,-0.08018058710673949,19.21819065661258,-0.398707894993484,0.6961209463041114,0.9212461240589666,-5.678206011012637,Amide-Pos-000296,Organoheterocyclic compounds,Diazines
Pc(O-10:0_23:2),-0.034915756596416006,24.034247014436012,-0.8551588324604387,0.4009180041570304,0.8047083159972757,-5.686283061777555,C8-Pos-003714,Lipids and lipid-like molecules,Glycerophospholipids
Ps(15:0_25:3),-0.029709013725099532,21.35933167842468,-0.3959410148946912,0.6990949747620736,0.9212461240589666,-5.688195837966165,C8-Neg-003418,Lipids and lipid-like molecules,Glycerophospholipids
Histamine,0.00847406827472608,15.919690361591458,0.052417459650091966,0.9589926453844737,0.9924016325497981,-5.688226909715849,Amide-Neg-000145,Organic nitrogen compounds,Organonitrogen compounds
Octanedioic Acid,-0.11322824872606431,18.05227564062134,-0.8526105443720995,0.4023022090035733,0.8047083159972757,-5.688357133910141,C18-Neg-000283,Lipids and lipid-like molecules,Fatty Acyls
Tg(28:6_14:3cho),0.02020453029682048,17.646707660287838,0.13522413236417044,0.89423193513483,0.9842175386704104,-5.689711085140036,C8-Pos-003929,Lipids and lipid-like molecules,Glycerolipids
2-Docosahexaenoyl-1-Stearoyl-Sn-Glycero-3-Phosphoserine,0.029186361907193627,19.61678578477022,0.8509292178634232,0.40321715577605177,0.8047083159972757,-5.689722400368205,C8-Pos-004831,Lipids and lipid-like molecules,Glycerophospholipids
Asp-Leu,-0.04573915293781201,19.550820903898348,-0.8174761496342413,0.42204238682871464,0.8047083159972757,-5.694806426214935,C18-Pos-001333,Organic acids and derivatives,Carboxylic acids and derivatives
Cytidine,-0.016628724743061554,22.034745657023112,-0.364902666069131,0.7210492799262862,0.9416688357246276,-5.699954963234141,Amide-Neg-001321,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides
N-Acetyl-L-Valine,-0.06689941244063645,25.598934069468545,-0.6145514749537286,0.5465392000085592,0.8595764932882678,-5.700789494098674,Amide-Neg-000574,Organic acids and derivatives,Carboxylic acids and derivatives
Propionylcarnitine,-0.04100709330983381,21.805976149814555,-0.836767240522745,0.4109763527445044,0.8047083159972757,-5.701121744274279,C18-Pos-001104,Lipids and lipid-like molecules,Fatty Acyls
N-Acetyl-Neuraminic Acid,-0.03961230745378657,27.31605096045153,-0.8352576843238884,0.41180895071139745,0.8047083159972757,-5.7023262228717115,Amide-Pos-001317,Organic oxygen compounds,Organooxygen compounds
Creatinine,-0.01885528906753556,18.531485204637065,-0.831726822930592,0.41376055401835377,0.8047083159972757,-5.70513551845419,Amide-Pos-000193,Organic acids and derivatives,Carboxylic acids and derivatives
"Ne,Ne,Ne-Trimethyllysine",-0.04982552180452026,20.241985505569033,-0.8310359297269017,0.4141431095328051,0.8047083159972757,-5.70568391130854,Amide-Pos-000682,Organic acids and derivatives,Carboxylic acids and derivatives
Cystathionine,0.05576661240495672,19.259252285426715,0.8256676236913346,0.41712317863888637,0.8047083159972757,-5.709930361171839,Amide-Pos-000836,Organic acids and derivatives,Carboxylic acids and derivatives
Pi(O-5:0_21:0),0.010614833633838715,19.266923416739278,0.052383587680204374,0.9589140625703743,0.9924016325497981,-5.711341792416868,C8-Neg-003063,Lipids and lipid-like molecules,Glycerophospholipids
Pc(19:5cooh_25:8),0.04347226936288096,17.60883735388529,0.8102265430818358,0.4261122130423669,0.8047083159972757,-5.7134082646764774,C8-Neg-003610,Lipids and lipid-like molecules,Glycerophospholipids
Pe 16:1_16:1,-0.07228973554749317,21.445073406247154,-0.8204918017369232,0.42000909241679607,0.8047083159972757,-5.714000011172786,C8-Pos-003535,Lipids and lipid-like molecules,Glycerophospholipids
Progesterone,-0.027947358314047155,14.951108265074668,-0.7808268464144613,0.4432237009836437,0.8132410264183715,-5.714925480325728,C8-Pos-000616,Lipids and lipid-like molecules,Steroids and steroid derivatives
"1,2-Dimyristoyl-Sn-Glycero-3-Pc",-0.07142389600342323,22.68448378474333,-0.8126030654244107,0.42443159342243586,0.8047083159972757,-5.720156367844421,C8-Pos-003474,Lipids and lipid-like molecules,Glycerophospholipids
Lpe 22:3,0.021769249264966577,19.68673610326106,0.8125571449262712,0.42445742137780773,0.8047083159972757,-5.720192039908635,C8-Pos-002412,Lipids and lipid-like molecules,Glycerophospholipids
Ps(17:1_29:3),-0.10123119668121902,21.386731884069484,-0.8105729395774168,0.4255743694072831,0.8047083159972757,-5.721731597992167,C8-Neg-003657,Lipids and lipid-like molecules,Glycerophospholipids
Pe 16:0_22:5,0.0018067902809588711,21.571051086718445,0.024773320576852605,0.9806118538442334,0.9924016325497981,-5.722127884736906,C8-Pos-004173,Lipids and lipid-like molecules,Glycerophospholipids
N-Methyl-D-Glucamine,0.045338370837059494,16.451550792561605,0.7391724641508652,0.46727789587972257,0.8204712218623891,-5.7290495738273846,Amide-Pos-000715,Organic oxygen compounds,Organooxygen compounds
D-(+)-Glucose,0.031085014084274366,19.807231740514208,0.7987471320260311,0.43226911226829867,0.8076202275475332,-5.730833591336146,Amide-Neg-000605,Organic oxygen compounds,Organooxygen compounds
Glycerol Monooleate,0.03584080644009174,18.488072837551126,0.184479225034171,0.8561076086628099,0.9842175386704104,-5.7335720882475165,C8-Pos-000806,Lipids and lipid-like molecules,Glycerolipids
1-Stearoyl-2-Hydroxy-Sn-Glycero-3-Phosphoethanolamine,0.017060149783205792,18.990169856881767,0.7914842350644165,0.43641270880036864,0.8121852114465877,-5.736360957748422,C18-Neg-002092,Lipids and lipid-like molecules,Glycerophospholipids
Phosphoserine,-0.050905747456330225,20.331173641066393,-0.7890507032324562,0.43780650445597014,0.8121852114465877,-5.738202291959452,Amide-Pos-000781,Organic acids and derivatives,Carboxylic acids and derivatives
Ps(20:5_24:4),-0.05298472060663259,14.297091435598313,-0.6355778882759641,0.5326306350396536,0.8551409278159575,-5.738759893313358,C8-Pos-005192,Lipids and lipid-like molecules,Glycerophospholipids
Ps 18:0_22:5,-0.052065041610704216,22.665961781980222,-0.7832634871056466,0.4411320300800494,0.8132410264183715,-5.742559629207648,C8-Neg-003405,Lipids and lipid-like molecules,Glycerophospholipids
Lhnfrfaovvpesm-Crgcijnfna-N,-0.02842042460137919,19.392860292899933,-0.7770661839270695,0.4447102202239026,0.8132410264183715,-5.747192030980967,Amide-Pos-001042,Organic oxygen compounds,Organooxygen compounds
"2-(6-Hydroxy-1-Methyl-2-Methylidene-9-Propan-2-Yl-5-Oxatricyclo[5.4.0.03,8]Undecan-4-Yl)Acetic Acid",-0.0856197200302897,15.327631921872808,-0.6515306898318262,0.522505171728705,0.8492731119429415,-5.747561946449569,C18-Neg-000965,Lipids and lipid-like molecules,Prenol lipids
5'-Cytidylic Acid,0.039835239385651346,20.859868215411925,0.7747253629342992,0.4460663295418127,0.8132410264183715,-5.748932686111618,C18-Pos-002009,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides
"1,3-Diphenylacetone",0.03195979417202334,15.968035578310216,0.7746314444093964,0.4461207916352209,0.8132410264183715,-5.749002420836449,C8-Pos-000033,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids"
N-Nervonoyl-D-Erythro-Sphingosylphosphorylcholine,-0.02768384756213656,17.74065281325025,-0.7622347488975257,0.4536645257267605,0.8137038409788213,-5.74952823148026,C8-Pos-004641,Lipids and lipid-like molecules,Sphingolipids
L-Histidine,0.12385323289812587,15.937905555659533,0.7718409960175336,0.44774077169259485,0.813369913974437,-5.751070676265346,Amide-Pos-000536,Organic acids and derivatives,Carboxylic acids and derivatives
Dl-Pyroglutamic Acid,0.058949565459843596,15.78292566785169,0.7113316452876798,0.485091050495846,0.8295530993821472,-5.752073256770652,Amide-Neg-000291,Organic acids and derivatives,Carboxylic acids and derivatives
Pc(19:2cooh_21:6),0.030639872738121913,18.38432578337683,0.7543948486224876,0.457949346409683,0.8177666900172911,-5.763840883101157,C8-Neg-003658,Lipids and lipid-like molecules,Glycerophospholipids
Pe(O-16:2_22:3),-0.08716414152537379,16.992174523393096,-0.529160633054094,0.6031574152614476,0.8723351047169697,-5.765254595367259,C8-Pos-004273,Lipids and lipid-like molecules,Glycerophospholipids
(Rac)-Idroxioleic Acid,0.03307439585622363,18.680047908432517,0.7513016029091026,0.45977375084395244,0.8182414209934746,-5.766076104898553,C8-Neg-000383,Lipids and lipid-like molecules,Fatty Acyls
Dihydroxyacetone Phosphate,-0.0487909361120781,17.847626090975286,-0.667733609003424,0.5115740473210166,0.8405285335684268,-5.767008339600814,Amide-Neg-000658,Organic oxygen compounds,Organooxygen compounds
Pi(O-16:2_18:3),-0.019316765605439937,15.47277027438167,-0.4094031724731923,0.6876704084471073,0.9212461240589666,-5.7688444314365865,C8-Pos-004803,Lipids and lipid-like molecules,Glycerophospholipids
L-2-Aminoadipic Acid,0.01753445560180737,29.254776585367914,0.7445589485154811,0.4637655488322313,0.8204712218623891,-5.770918146321279,Amide-Pos-000447,Organic acids and derivatives,Carboxylic acids and derivatives
Dg(20:4_22:5),-0.05685859998165413,16.147857722010492,-0.7423273464041515,0.46509121482836824,0.8204712218623891,-5.772511551561434,C8-Pos-003687,Lipids and lipid-like molecules,Glycerolipids
Pi(17:3_25:6),0.01811961873500268,22.893094490963165,0.7393805832586158,0.4668451451792026,0.8204712218623891,-5.774608614006015,C8-Neg-003687,Lipids and lipid-like molecules,Glycerophospholipids
Υ-L-Glutamyl-L-Glutamic Acid,0.04685060370211152,16.710951181611996,0.6665385774250059,0.5123221537940887,0.8405285335684268,-5.778301195696238,Amide-Pos-001105,Organic acids and derivatives,Carboxylic acids and derivatives
Pg(O-29:8_21:6),0.0758364084091881,16.31753860847333,0.7327760188013875,0.47079036322865875,0.8238831356501528,-5.779279867269996,C8-Pos-005548,Lipids and lipid-like molecules,Glycerophospholipids
Gamma-Glu-Glu,-0.02142400195663207,18.16662149318907,-0.15900028309922806,0.8759387132509783,0.9842175386704104,-5.782144970445761,Amide-Pos-001102,Organic acids and derivatives,Carboxylic acids and derivatives
Tg(15:1cooh_24:0),0.021691178021848532,21.056539238457304,0.7266715275763717,0.47445420829575147,0.8255710462387684,-5.7835618744192185,C8-Pos-003694,Lipids and lipid-like molecules,Glycerolipids
4-Cholestenone,0.0859953769839959,20.99115515858835,0.7259307983316411,0.4748999161221106,0.8255710462387684,-5.78407913457815,C8-Pos-001064,Lipids and lipid-like molecules,Steroids and steroid derivatives
3-Hydroxystigmast-5-En-7-One,-0.005131118227903224,22.086707156812157,-0.15382091897649205,0.8798005911841751,0.9842175386704104,-5.787351651619359,C8-Pos-001621,Lipids and lipid-like molecules,Steroids and steroid derivatives
D-Ribose 5-Phosphate,-0.0233848903030553,21.22519532421929,-0.5665410971520609,0.57732741784576,0.8709680872673103,-5.788947475668232,Amide-Neg-001243,Organic oxygen compounds,Organooxygen compounds
Dg(3:0_15:0),0.017263383168543853,25.483725451111447,0.7171794094510394,0.48018422573021335,0.8273634784847557,-5.790152193541457,C8-Pos-001241,Lipids and lipid-like molecules,Glycerolipids
1-Oleoyl-Sn-Glycero-3-Phosphocholine,-0.054360289525329224,17.95259661167648,-0.7165299783609376,0.4805777232564252,0.8273634784847557,-5.790600063665236,C18-Pos-004585,Lipids and lipid-like molecules,Glycerophospholipids
1-Octadecanoyl-2-Octadecenoyl-Sn-Glycero-3-Phosphocholine,0.02463795218170003,21.543387937785667,0.716396235503959,0.48065878273876284,0.8273634784847557,-5.790692249208382,Amide-Pos-002309,Lipids and lipid-like molecules,Glycerophospholipids
D-(+)-Ribonic Acid Gamma-Lactone,0.06825971845731457,16.756742941158453,0.7120608224464928,0.48329069618614784,0.8291752140448614,-5.79367162867549,Amide-Neg-000499,Organic oxygen compounds,Organooxygen compounds
Pe(O-20:1_22:6),0.02655028377315216,21.290606412878272,0.6227628390337415,0.5401432151148914,0.8580443156993383,-5.798473150116214,C8-Pos-004759,Lipids and lipid-like molecules,Glycerophospholipids
(±)5-Hepe,-0.04425948819760106,15.49387455300774,-0.46993694981660655,0.6443701378134146,0.8997189424256453,-5.801371547149341,C8-Pos-000501,Lipids and lipid-like molecules,Fatty Acyls
Phenylacetylglutamine,-0.019353356440801394,21.358124921896696,-0.6980374153714867,0.49186066996331324,0.8324440478420547,-5.80319025294978,C18-Pos-001439,Organic acids and derivatives,Carboxylic acids and derivatives
N8-Acetylspermidine,0.01947893482995135,24.21284056474161,0.6923589740775563,0.4953554034708024,0.8324440478420547,-5.80699300664182,Amide-Pos-000661,Organic acids and derivatives,Carboximidic acids and derivatives
Cis-4-Hydroxy-D-Proline,-0.041307076420292965,19.564217378874535,-0.6920822304394543,0.49552608201268744,0.8324440478420547,-5.807177576233652,C18-Pos-000384,Organic acids and derivatives,Carboxylic acids and derivatives
Maleic Acid,-0.02016406085608432,21.858784873746885,-0.6912457389619655,0.49604218173009496,0.8324440478420547,-5.807735030317801,Amide-Neg-000196,Organic acids and derivatives,Carboxylic acids and derivatives
Lpe 38:6,-0.01600516318716316,17.315210707507052,-0.6905227400953134,0.49648850425317614,0.8324440478420547,-5.808216329946465,C8-Pos-004035,Lipids and lipid-like molecules,Glycerophospholipids
Cl(18:0_17:1cho_22:4_22:4),0.029472836396565606,20.57894348346552,0.6882696873414724,0.4978808209950575,0.8324440478420547,-5.809713087143702,C8-Neg-003242,Lipids and lipid-like molecules,Glycerophospholipids
Pg(24:1_22:7),0.02196948825725445,21.93256178651645,0.43868050372049355,0.6661115229440713,0.9154674071875326,-5.8133893717430025,C8-Neg-003604,Lipids and lipid-like molecules,Glycerophospholipids
"D-Myo-Inositol-1,2-Diphosphate",-0.021593038789940577,26.6293042310774,-0.6804333955338663,0.5027405730019685,0.8379009550032809,-5.8148823737261885,Amide-Pos-001360,Organic oxygen compounds,Organooxygen compounds
S-Adenosyl-L-Homocysteine,0.01305701378395727,28.5350757958115,0.3233870165704906,0.7495996219507074,0.949028373176381,-5.815641728495602,C18-Pos-000925,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides
Guanine,0.05775940268761882,20.723144091193202,0.6754096050408247,0.505870102936314,0.8382615047754011,-5.81816647177086,Amide-Pos-000503,Organoheterocyclic compounds,Imidazopyrimidines
Cysteinylglycine,0.15019526693400492,26.106319449880782,0.6749606912210967,0.5061502800262898,0.8382615047754011,-5.818458793168326,Amide-Pos-000635,Organic acids and derivatives,Carboxylic acids and derivatives
Tg(2:0_11:0_23:4),-0.06438619698913227,21.18481616938112,-0.598288995247198,0.5554922998810834,0.8595764932882678,-5.821703417394367,C8-Pos-003290,Lipids and lipid-like molecules,Glycerolipids
Thiamine,0.022019261578510058,18.192457227400784,0.6670761381478909,0.5110853285177811,0.8405285335684268,-5.823562564618513,Amide-Pos-001056,Organoheterocyclic compounds,Diazines
Acetyl-L-Carnitine,-0.059921082351876785,19.130640472769468,-0.6271162316684246,0.5367578404204574,0.8580151921729948,-5.825206082007467,Amide-Pos-000754,Lipids and lipid-like molecules,Fatty Acyls
Tg(32:4cooh_12:0),0.037426657618341005,20.78128876872872,0.5508689855822329,0.587535312057323,0.8723351047169697,-5.8306235023012825,C8-Pos-004263,Lipids and lipid-like molecules,Glycerolipids
Cytidine 5'-Diphosphocholine,0.028960405558324406,22.71477785151733,0.5581096736711276,0.5826699277124487,0.8723351047169697,-5.833205368756544,Amide-Pos-001779,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides
Methyl Dihydrogen Phosphate,0.035709802833234404,24.37608231998741,0.6493639421634803,0.5222684433845682,0.8492731119429415,-5.834817457042213,C18-Neg-000020,Organic acids and derivatives,Organic phosphoric acids and derivatives
D-Gluconic Acid,0.06310132476249458,16.694907513705722,0.6418234415053308,0.5270696668290304,0.8497031263431707,-5.8395203777110805,Amide-Neg-000920,Organic oxygen compounds,Organooxygen compounds
Dl-Valine,0.01864757557079255,24.178544707157254,0.6409534035935405,0.5276251794054736,0.8497031263431707,-5.8400596019805,Amide-Pos-000236,Organic acids and derivatives,Carboxylic acids and derivatives
Pyrrole-2-Carboxylic Acid,-0.04301954666298434,15.898523591468145,-0.21792384780305057,0.8302425380284437,0.9842175386704104,-5.8426952827150265,Amide-Neg-000142,Organoheterocyclic compounds,Pyrroles
"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",0.025408427523935153,21.348525023940386,0.5898382156264053,0.5610482749571439,0.8610206359624495,-5.847122481955891,C8-Pos-001592,Lipids and lipid-like molecules,Prenol lipids
D-Lysine,0.004604885544889528,18.029936368469333,0.1973290312291337,0.8454670328349662,0.9842175386704104,-5.847201080793741,Amide-Pos-000316,Organic acids and derivatives,Carboxylic acids and derivatives
L-Threonic Acid Calcium Salt,0.017819361890590708,21.223748426118814,0.5486145124724663,0.5885552556098295,0.8723351047169697,-5.84920397545269,Amide-Neg-000405,Organic oxygen compounds,Organooxygen compounds
Guanosine-5'-Monophosphate,0.03190880652452892,19.522095865602573,0.6252755504656387,0.5376895204284101,0.8580151921729948,-5.84965528822421,C18-Pos-002454,"Nucleosides, nucleotides, and analogues",Purine nucleotides
Ps(19:1_17:2),0.010040081256817107,23.562126427253453,0.3094840952932701,0.7605062593909431,0.9498629040779322,-5.850596675752184,C8-Neg-003255,Lipids and lipid-like molecules,Glycerophospholipids
2-Sc S-(2-Succinyl)-L-Cysteine,-0.051341940828173824,19.819672600974187,-0.6201893204342583,0.5409765114218685,0.8580443156993383,-5.8527190208407,Amide-Pos-000902,Organic acids and derivatives,Carboxylic acids and derivatives
Methyl L-Tryptophanate,0.02044387610046247,24.931995433411654,0.3913468327556238,0.6998938220333457,0.9212461240589666,-5.853157013593205,C18-Pos-001113,Organic acids and derivatives,Carboxylic acids and derivatives
1-Methylhistidine,0.020043864784669532,22.42647423124505,0.6157100751096348,0.5438800556389026,0.8595764932882678,-5.855397097425439,Amide-Pos-000599,Organic acids and derivatives,Carboxylic acids and derivatives
Sb01966,-0.06657579059162616,18.76243535771648,-0.6076631944627136,0.5491168514235918,0.8595764932882678,-5.860161037233185,Amide-Pos-000757,Organic oxygen compounds,Organooxygen compounds
Dgdg(2:0_27:3),0.036844180786410184,20.20666346754718,0.5991568435531979,0.5546812934648191,0.8595764932882678,-5.8651310188021695,C8-Neg-003430,Lipids and lipid-like molecules,Glycerolipids
Ps 22:4_22:5,0.018069384267499784,13.291423093786992,0.14549802371774076,0.8861342710042432,0.9842175386704104,-5.8651413119457265,C8-Pos-005189,Lipids and lipid-like molecules,Glycerophospholipids
"N3,N4-Dimethyl-L-Arginine",-0.06760210536137118,18.845080083894064,-0.5990252915963937,0.554767578157612,0.8595764932882678,-5.8652073473917685,Amide-Pos-000747,Organic acids and derivatives,Carboxylic acids and derivatives
D-(+)-Tryptophan,-0.0346177450877173,22.54560789432675,-0.5973917745630184,0.5558395801076164,0.8595764932882678,-5.866153787716801,C18-Pos-001015,Organoheterocyclic compounds,Indoles and derivatives
3-Hydroxybutyric Acid,-0.007344244225599458,18.856818597227637,-0.5961151621332323,0.5566781099390686,0.8595764932882678,-5.866891698287694,Amide-Neg-000118,Organic acids and derivatives,Hydroxy acids and derivatives
Leucine,-0.03254556118232605,20.95210476013561,-0.5918073707028761,0.5595124699390506,0.8610206359624495,-5.869370404403777,Amide-Pos-000363,Organic acids and derivatives,Carboxylic acids and derivatives
Guanosine 5'-Diphospho-Α-D-Mannose,-0.013578360694675478,25.569136078224886,-0.5872282743231301,0.5625334821621337,0.8610206359624495,-5.871986104870664,Amide-Pos-002017,"Nucleosides, nucleotides, and analogues",Purine nucleotides
Dg(16:0_16:1),0.03045908266549962,18.835013369219674,0.42584194320784086,0.6745546309218998,0.9190634444674284,-5.875041140915705,C8-Pos-002844,Lipids and lipid-like molecules,Glycerolipids
"5,5-Dimethyl-2-{[(2-Phenylacetyl)Amino]Methyl}-1,3-Thiazolane-4-Carboxylic Acid",0.026886614312060495,23.291099028752832,0.5817389500400678,0.5661660137425992,0.8616444719091015,-5.875095771377153,C18-Neg-001236,Organic acids and derivatives,Carboxylic acids and derivatives
Asp-Pro-Asn,0.018430283154756123,21.802099906332302,0.5816522090449813,0.5662235101116952,0.8616444719091015,-5.875144682108608,Amide-Pos-001387,Organic acids and derivatives,Carboxylic acids and derivatives
D-Erythro-Sphinganine,-0.027331897937501383,16.79958046733806,-0.5746434211470128,0.570879116481786,0.8662183125807447,-5.879073330129198,C8-Pos-000506,Organic nitrogen compounds,Organonitrogen compounds
Udp-N-Acetylglucosamine,-0.03228330028660921,19.442681715331194,-0.4858035567199353,0.6317014556228595,0.89620480836246,-5.880653853605482,Amide-Neg-001697,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides
Xanthosine,-0.031249692999257037,18.377337798673604,-0.5655467431568748,0.5769503775792302,0.8709680872673103,-5.884103302250244,C18-Neg-001023,"Nucleosides, nucleotides, and analogues",Purine nucleosides
Pc(22:3cho_27:6),-0.062320947191028916,14.975305423416174,-0.40336153684940473,0.6905748160846998,0.9212461240589666,-5.884755338025301,C8-Pos-005692,Lipids and lipid-like molecules,Glycerophospholipids
Cytidine-5'-Monophospho-N-Acetylneuraminic Acid,0.0019110313767059985,19.051779799983855,0.034725418134681094,0.9726807694528128,0.9924016325497981,-5.8892904334016745,Amide-Neg-002218,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides
Pc(22:3cho_28:6),0.053002354612094085,22.639975538177517,0.5534184203211071,0.5850950194960793,0.8723351047169697,-5.890688192656484,C8-Pos-005761,Lipids and lipid-like molecules,Glycerophospholipids
"1,3-Benzodioxolylbutanamine (Bdb)",0.01216060121332132,22.204261815221734,0.3554462413016778,0.72579979169036,0.9434564166143933,-5.893796631932625,C18-Pos-000931,Organoheterocyclic compounds,Benzodioxoles
Asparagine,0.02701207825904431,20.239072097586895,0.5457700965222332,0.5902602277335947,0.8723351047169697,-5.894769290510677,Amide-Pos-000372,Organic acids and derivatives,Carboxylic acids and derivatives
Ser-Ser,0.02652049820993055,23.67740511228878,0.5434281293052355,0.5918463041338105,0.8723351047169697,-5.896007886575169,Amide-Pos-000616,Organic acids and derivatives,Carboxylic acids and derivatives
D-Panthenol,-0.0015009995822679056,26.95235417491872,-0.04366405635241445,0.9655846093793148,0.9924016325497981,-5.897253446672415,C18-Pos-001025,Organic oxygen compounds,Organooxygen compounds
Adenine,-0.009690114857442986,18.42502439514712,-0.5405864766107228,0.5937735784805198,0.8723351047169697,-5.897503782016622,Amide-Pos-000383,Organoheterocyclic compounds,Imidazopyrimidines
"1-Hexadecanoyl-2-(5z,8z,11z,14z-Eicosatetraenoyl)-Sn-Glycero-3-Phosphocholine",-0.028281217812019702,18.568981758486938,-0.21461798440397134,0.8323511954453812,0.9842175386704104,-5.897602654257158,C8-Pos-004336,Lipids and lipid-like molecules,Glycerophospholipids
Pc(6:0_17:0cho),-0.0277288130603181,16.78792622590656,-0.45564811332903515,0.6533183205758577,0.9069287478572131,-5.89843953748767,C8-Pos-003127,Lipids and lipid-like molecules,Glycerophospholipids
"2,6-Dihydroxypyridine Hcl",-0.12272280116620844,20.061068501601163,-0.5377307710203199,0.595713455709882,0.8723351047169697,-5.8989993743611935,Amide-Neg-000141,Organoheterocyclic compounds,Pyridines and derivatives
Dgdg(18:0_11:1),-0.023169232938545843,16.67610033398415,-0.22609724055885883,0.8236725262065131,0.9842175386704104,-5.899561707714723,C8-Neg-003439,Lipids and lipid-like molecules,Glycerolipids
"16-Hydroxycleroda-3,13-Dien-15,16-Olide",-0.0031956847713334835,16.3010123899208,-0.020488356154195485,0.9839903837326471,0.9924016325497981,-5.899967231472284,C8-Pos-000642,Lipids and lipid-like molecules,Prenol lipids
Acetyl-D-Alanine,0.013057567795733888,18.60186710888855,0.5346356455567504,0.5978194353378405,0.8723351047169697,-5.9006116344986195,Amide-Neg-000316,Organic acids and derivatives,Carboxylic acids and derivatives
Pe(19:1cooh_24:4),0.039501515431597044,17.486150437855173,0.5302146993263744,0.6010439001466337,0.8723351047169697,-5.901664528699416,C8-Neg-003487,Lipids and lipid-like molecules,Glycerophospholipids
Glycerophosphocholine,0.025544209430301237,20.765941570468925,0.5314566768549976,0.5999862009127321,0.8723351047169697,-5.90225812055316,Amide-Pos-001017,Lipids and lipid-like molecules,Glycerophospholipids
"(2s)-2-Hydroxy-3-[(Hydroxy{[(1s,2r,3r,4s,5s,6r)-2,3,4,5,6-Pentahydroxycyclohexyl]Oxy}Phosphoryl)Oxy]Propyl (12z)-12-Octadecenoate",0.021340685424601793,27.198918899676986,0.5305714254748995,0.6005902549627677,0.8723351047169697,-5.902714914655666,C8-Neg-002321,Lipids and lipid-like molecules,Glycerophospholipids
D-Proline,-0.04258885312250291,16.251940202582993,-0.5281965234957838,0.6022122191880066,0.8723351047169697,-5.903936705779031,Amide-Pos-000224,Organic acids and derivatives,Carboxylic acids and derivatives
Cytosine,-0.015184034050655533,15.656573322366373,-0.11369481199628287,0.9105106533884604,0.9924016325497981,-5.908416771764112,Amide-Pos-000171,Organoheterocyclic compounds,Diazines
L-Kynurenine,-3.491417756254159e-4,20.95675641044423,-0.006183515688140608,0.9951275469037166,0.9988645283952288,-5.910472160971337,C18-Pos-001046,Organic oxygen compounds,Organooxygen compounds
Adenylyl(3'-5')Cytidine,-0.018171588709993223,23.28929853291021,-0.5090825134776431,0.6153421040048459,0.8875126500069893,-5.913575194660172,C18-Pos-001644,"Nucleosides, nucleotides, and analogues",(3'->5')-dinucleotides and analogues
Phloretic Acid,0.013250280725314223,23.480866828051106,0.34765406135110427,0.7314033553563011,0.9434564166143933,-5.91380209888744,C18-Pos-000567,Phenylpropanoids and polyketides,Phenylpropanoic acids
"Dodecanamide,N-[3-(Dimethyloxidoamino)Propyl]",-0.029960612553076638,22.694340750041206,-0.5023122618272702,0.6200246745037872,0.8918163126424336,-5.916905922202459,Amide-Pos-001195,Lipids and lipid-like molecules,Fatty Acyls
