pathway,pval,padj,log2err,ES,NES,size,leadingEdge,analysis,pathway_source
Sphingolipid metabolism: integrated pathway (WikiPathways),0.08219409282700423,0.9982838931110566,0.06379751353964766,-0.5839573219649125,-1.4191703247828167,9,"O-Phosphocolamine;Palmitoyl Sphingomyelin;Nervonic Ceramide;D,L-Serine;D-Sphingosine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Metabolism of sphingolipids in ER and Golgi apparatus (WikiPathways),0.08359079986268451,0.9982838931110566,0.06379751353964766,-0.6580275868665696,-1.397888550673594,6,"O-Phosphocolamine;Nervonic Ceramide;D,L-Serine;D-Sphingosine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Glycogen metabolism (Reactome),0.0839340885684861,0.9982838931110566,0.06366008862999471,-0.657864067432326,-1.397541176263305,6,Uridine 5'-Triphosphate Sodium Salt;Glucose 1-Phosphate;Uridine 5'-Diphosphate;Uridine Monophosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Carnitine synthesis (Reactome),0.10075523515276348,0.9982838931110566,0.057798519576311866,-0.6429840142095915,-1.3659305622881008,6,"Ne,Ne,Ne-Trimethyllysine;Succinic Acid;L-Ascorbic Acid;Dl-Carnitine;N6,N6,N6-Trimethyl-L-Lysine;Glycine","Sex (limma t-statistic, positive = higher in males)",Reactome
Synthesis of substrates in N-glycan biosythesis (Reactome),0.12375672590901679,0.9982838931110566,0.05035804219297,-0.4745702204063301,-1.343185042841138,15,Cytidine 5'-Diphosphate;Uridine 5'-Triphosphate Sodium Salt;Glucose 1-Phosphate;Uridine 5'-Diphosphate;Uridine Monophosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Pyrimidine salvage (Reactome),0.12465893587994543,0.9982838931110566,0.05139174948307513,-0.598806703592552,-1.337497110636851,7,Uracil;Pseudouridine;Uridine Monophosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Organic cation transport (Reactome),0.13891761461564978,0.9982838931110566,0.048742381660649085,-0.6524822695035462,-1.3039100715301684,5,Histamine;Choline;Dl-Carnitine;L-Ergothioneine;Creatinine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Orexin receptor pathway (WikiPathways),0.14278811307079003,0.9982838931110566,0.057590186832974725,0.5590026915539088,1.3388259623613172,7,2-Arachidonoyl Glycerol;Arachidonic Acid;L-Glutamic Acid;Adenosine 3'5'-Cyclic Monophosphate;D-Glucose;Progesterone,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
"Trans-sulfuration, one-carbon metabolism and related pathways (WikiPathways)",0.15118544982137058,0.9982838931110566,0.04504111299111392,-0.40804834200771517,-1.2880665532138673,23,"L-Glutathione (Reduced);O-Phosphocolamine;Cytidine 5'-Diphosphocholine;Ophthalmate;L-Pyroglutamic Acid;D,L-Serine;Choline;Cytidine 2',3'-Cyclic Monophosphoric Acid;Glycine;Taurine;Sarcosine;Acetylcholine;Phosphoserine;Cytidine 2'_3'-Cyclic Phosphate;L-Glutathione Oxidized","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Glucuronidation (WikiPathways),0.1640506329113924,0.9982838931110566,0.04398069466811599,-0.5336950334014461,-1.2970197057188635,9,Uridine 5'-Triphosphate Sodium Salt;Glucose 1-Phosphate;Udp-Β-D-Glucose (Sodium Salt);Uridine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Sphingolipid pathway (WikiPathways),0.1776973457428473,0.9982838931110566,0.042563358237014653,-0.628519343272695,-1.2560229452186518,5,"O-Phosphocolamine;D,L-Serine;D-Sphingosine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
GABA metabolism (aka GHB) (WikiPathways),0.18306102034011337,0.9982838931110566,0.04108937990777596,-0.5060424093803229,-1.2729824055829158,10,4-(Acetylamino)Butanoic Acid;Beta-Alanine;Uracil,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Nucleotide salvage defects (Reactome),0.18320247442303117,0.9982838931110566,0.04996705025811024,0.6107605586669071,1.294401305529248,5,Adenine;Guanine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Deadenylation-dependent mRNA decay (Reactome),0.18424681144432953,0.9982838931110566,0.0417110149952,-0.6239951720455956,-1.2469819142143452,5,Uridine 5'-Triphosphate Sodium Salt;Uridine Monophosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Purinergic signaling (WikiPathways),0.2018565400843882,0.9982838931110566,0.0391519644289041,-0.5148659768964848,-1.2512601318075607,9,L-Glutathione (Reduced);Uridine 5'-Triphosphate Sodium Salt;Adenosine;Udp-Β-D-Glucose (Sodium Salt);Uridine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Diseases of nucleotide metabolism (Reactome),0.20560521865184828,0.9982838931110566,0.04731916175205844,0.519267260686888,1.2436585735916867,7,Adenine;Guanine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Cell recruitment (pro-inflammatory response) (Reactome),0.21606412005457026,0.9982838931110566,0.03788503263553642,-0.551048381911712,-1.230823927331187,7,Cytidine 5'-Diphosphate;Uridine 5'-Diphosphate;Uridine Monophosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Purinergic signaling in leishmaniasis infection (Reactome),0.21606412005457026,0.9982838931110566,0.03788503263553642,-0.551048381911712,-1.230823927331187,7,Cytidine 5'-Diphosphate;Uridine 5'-Diphosphate;Uridine Monophosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Phosphate bond hydrolysis by NTPDase proteins (Reactome),0.23091030343447816,0.9982838931110566,0.035989021267389364,-0.48542814955651553,-1.2211259019117002,10,Cytidine 5'-Diphosphate;Uridine 5'-Triphosphate Sodium Salt;Uridine 5'-Diphosphate;Uridine Monophosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Urea cycle and related diseases (WikiPathways),0.23091648719789423,0.9982838931110566,0.04415711138248282,0.5353091560874798,1.2179260585423501,6,N-Acetylglutamic Acid;L-Glutamic Acid;L-Glutamine;L-Ornithine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Abacavir ADME (Reactome),0.23371251292657705,0.9982838931110566,0.03643312370047354,-0.601063829787234,-1.201156288719367,5,Adenosine;Uridine 5'-Diphosphate;Inosine-5'-Monophosphate (Imp);Adenosine 5'-Diphosphate;Inosine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Abacavir metabolism (Reactome),0.23371251292657705,0.9982838931110566,0.03643312370047354,-0.601063829787234,-1.201156288719367,5,Adenosine;Uridine 5'-Diphosphate;Inosine-5'-Monophosphate (Imp);Adenosine 5'-Diphosphate;Inosine,"Sex (limma t-statistic, positive = higher in males)",Reactome
MTHFR deficiency (WikiPathways),0.2688728024819028,0.9982838931110566,0.03356355339837744,-0.586319859462224,-1.1716921755937335,5,Cytidine 5'-Diphosphocholine;Nervonic Ceramide;Choline,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Disorders of fructose metabolism (WikiPathways),0.27222794370065223,0.9982838931110566,0.03323591275899222,-0.5525827125862157,-1.1738855066893423,6,"D-Fructose-1,6-Bisphosphate;D-Glyceric Acid;Glucose 1-Phosphate","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Purine metabolism (WikiPathways),0.27446423960753935,0.9982838931110566,0.041842668119133467,0.36225784202316763,1.1387080204781515,17,Adenine;Guanine;D-Ribose 5-Phosphate;Xanthosine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Kennedy pathway from sphingolipids (WikiPathways),0.2908690496357784,0.9982838931110566,0.03169288798808296,-0.4960668534377656,-1.1574261260597665,8,"O-Phosphocolamine;Cytidine 5'-Diphosphocholine;D,L-Serine;Choline","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Phenylalanine and Tyrosine Metabolism (KEGG),0.3018417462482947,0.9982838931110566,0.031114633675759604,-0.5137341761108591,-1.1474787641175361,7,Phenylacetylglutamine,"Sex (limma t-statistic, positive = higher in males)",KEGG
Metabolic reprogramming in pancreatic cancer (WikiPathways),0.30804542159942017,0.9982838931110566,0.037748643821724964,0.4692805201944735,1.1239390320649205,7,"D-Ribose 5-Phosphate;D-Fructose 1,6-Bisphosphate;Pyruvic Acid","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Pyrimidine catabolism (Reactome),0.32236286919831225,0.9982838931110566,0.029696477994879577,-0.4646893641242328,-1.1293177275152533,9,Beta-Alanine;Uracil;Uridine Monophosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Krebs cycle disorders (WikiPathways),0.3304195804195804,0.9982838931110566,0.036955208126957094,0.40640599411760436,1.0951486398886061,10,Propionylcarnitine;Dl-Alanine;Guanosine-5'-Triphosphate;Guanosine 5'-Diphosphate (Gdp),"Sex (limma t-statistic, positive = higher in males)",WikiPathways
KEGG:map01120 (KEGG),0.3340084388185654,0.9982838931110566,0.029049387356143833,-0.4605643371639139,-1.1192928239292932,9,"Maleic Acid;Mesaconic Acid;D-Gluconic Acid;2,6-Dihydroxypyridine Hcl;Cyclohexylamine;6-Aminocaproic Acid;2-Furoic Acid","Sex (limma t-statistic, positive = higher in males)",KEGG
Purine salvage (Reactome),0.3344155844155844,0.9982838931110566,0.036699789407230544,0.40556124375278074,1.0928722777618844,10,Adenine;Guanine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Glycerophospholipid biosynthetic pathway (WikiPathways),0.33565275016567264,0.9982838931110566,0.028626147089758785,-0.4278129929417712,-1.108504350049779,11,"O-Phosphocolamine;Cytidine 5'-Diphosphocholine;D,L-Serine;Choline;Dihydroxyacetone Phosphate;Adenosine 5'-Diphosphate;Cytidine 5'-Triphosphate;Adenosine Triphosphate (Atp);5'-Cytidylic Acid","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Organic anion transporters (Reactome),0.3519980856664274,0.9982838931110566,0.034746068639256986,0.4760213143872114,1.0830353948196276,6,L-Glutamic Acid;Pyruvic Acid;N-Acetyl-Neuraminic Acid;L-(+)-Lactic Acid;Citric Acid;L-Malic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
Biomarkers for urea cycle disorders (WikiPathways),0.3572869389813414,0.9982838931110566,0.03551405283279296,0.3847269248036185,1.0689200341113108,11,N-Acetylglutamic Acid;L-Threonine;L-Glutamic Acid;L-(-)-Methionine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Tyrosine catabolism (Reactome),0.3576352981730438,0.9982838931110566,0.028199018407186534,-0.5522354916044904,-1.1035785231488122,5,L-Glutathione (Reduced);L-Tyrosine;L-Ascorbic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
Tryptophan metabolism (KEGG),0.35798037808088057,0.9982838931110566,0.034403895723653044,0.47396289519121143,1.078352115354476,6,Dl-Alanine;L-Glutamic Acid;S-Adenosyl-L-Homocysteine;L-Kynurenine,"Sex (limma t-statistic, positive = higher in males)",KEGG
Sphingolipid metabolism overview (WikiPathways),0.35805012015104704,0.9982838931110566,0.02810502909125316,-0.5171683277904304,-1.0986525468207227,6,"O-Phosphocolamine;D,L-Serine;D-Sphingosine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Glutamate and glutamine metabolism (Reactome),0.3596403596403596,0.9982838931110566,0.03518196446444808,0.3971377459749553,1.0701733454921485,10,Dl-Alanine;N-Acetyl-1-Aspartylglutamic Acid;L-Glutamic Acid;N-Acetyl-L-Aspartic Acid;Pyruvic Acid;L-Glutamine;L-Ornithine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Amino Sugar Metabolism (KEGG),0.3703885079986941,0.9982838931110566,0.026634233831107856,-0.37111511855832957,-1.0705224290968816,16,Uridine 5'-Triphosphate Sodium Salt;Glucose 1-Phosphate;Udp-Β-D-Glucose (Sodium Salt);Uridine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",KEGG
Purine metabolism and related disorders (WikiPathways),0.3877068557919622,0.9982838931110566,0.034676979288329496,0.3077314253666652,1.0364439317201468,22,Adenine;Guanine;D-Ribose 5-Phosphate;Xanthosine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Nucleotide catabolism (Reactome),0.38942462230793956,0.9982838931110566,0.025515793895118415,-0.3212924948092233,-1.0474517372190666,26,Cytidine 5'-Diphosphate;Beta-Alanine;Uridine 5'-Triphosphate Sodium Salt;Uracil;Adenosine;Uridine 5'-Diphosphate;Uridine Monophosphate;Xanthine,"Sex (limma t-statistic, positive = higher in males)",Reactome
NAD biosynthesis II from tryptophan (WikiPathways),0.3967456329265375,0.9982838931110566,0.03236667054729602,0.4582593250444049,1.0426236263562085,6,Dl-Alanine;L-Glutamic Acid;L-Glutamine;L-Kynurenine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Galactose Metabolism (KEGG),0.39963321107035676,0.9982838931110566,0.02569780416743062,-0.41974537494188247,-1.0558966347902252,10,Uridine 5'-Triphosphate Sodium Salt;Glucose 1-Phosphate;Udp-Β-D-Glucose (Sodium Salt);Uridine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",KEGG
Urea cycle (Reactome),0.4077530509691314,0.9982838931110566,0.03183854044917945,0.454611417698839,1.0343239711667003,6,N-Acetylglutamic Acid;L-Glutamic Acid;L-Ornithine,"Sex (limma t-statistic, positive = higher in males)",Reactome
16p11.2 proximal deletion syndrome (WikiPathways),0.42397465821940644,0.9982838931110566,0.024708386541747073,-0.41065284668038565,-1.0330237919521623,10,"Glycerophosphocholine;D-Fructose-1,6-Bisphosphate;Choline;D-Sphingosine;1-Palmitoyl-Sn-Glycero-3-Phosphocholine;Dihydroxyacetone Phosphate","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Nucleotide biosynthesis (Reactome),0.4428429423459245,0.9982838931110566,0.023888976975200323,-0.39412268535142775,-1.021209543359572,11,"D-Fructose-1,6-Bisphosphate;Uridine Monophosphate;Inosine-5'-Monophosphate (Imp);Glycine;Adenosine 5'-Diphosphate;L-Aspartic Acid","Sex (limma t-statistic, positive = higher in males)",Reactome
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane (Reactome),0.44297014544526664,0.9982838931110566,0.03148275970425541,0.3534622993114256,1.0049035801013624,12,Adenine;Guanine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS) (Reactome),0.446039722421632,0.9982838931110566,0.030146099965808835,0.44034995919338227,1.0018765494308806,6,Adenine;Cytidine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Synthesis of PC (Reactome),0.4662346521145975,0.9982838931110566,0.023522404802882566,-0.45224370105210043,-1.010133386670429,7,Cytidine 5'-Diphosphocholine;Choline;Adenosine 5'-Diphosphate;Cytidine 5'-Triphosphate;Acetylcholine;5'-Cytidylic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
Fructose and mannose metabolism (KEGG),0.47450597706757747,0.9982838931110566,0.029364285031105716,0.38847645428303657,0.9790578916513972,8,D-Mannitol 1-Phosphate;Guanosine-5'-Triphosphate;D-Mannose,"Sex (limma t-statistic, positive = higher in males)",KEGG
"Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases (WikiPathways)",0.47587038952085486,0.9982838931110566,0.023363563621953878,-0.5065028551190547,-1.0121871580526247,5,L-Glutathione (Reduced);Glycine;Adenosine 5'-Diphosphate;Adenosine Triphosphate (Atp),"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Sialic acid metabolism (Reactome),0.4818056985925163,0.9982838931110566,0.023097574267436277,-0.4714486117051491,-1.001527336675663,6,Uridine 5'-Diphosphate;Adenosine 5'-Diphosphate;Cytidine 5'-Triphosphate;5'-Cytidylic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
Aerobic glycolysis - augmented (WikiPathways),0.49662995232615487,0.9982838931110566,0.021930673557325895,-0.36552212041510035,-0.9700198151437169,12,"D-Fructose-1,6-Bisphosphate;D,L-Serine;Phosphocreatine;Dihydroxyacetone Phosphate;Adenosine 5'-Diphosphate;D-(+)-Glucose;Adenosine Triphosphate (Atp)","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Aerobic glycolysis (WikiPathways),0.5034728104353718,0.9982838931110566,0.022188226133586144,-0.41969515768273136,-0.9792352323409342,8,"D-Fructose-1,6-Bisphosphate;Dihydroxyacetone Phosphate;Adenosine 5'-Diphosphate;D-(+)-Glucose;Adenosine Triphosphate (Atp)","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Glutathione metabolism (WikiPathways),0.5039222373806276,0.9982838931110566,0.022278861890899167,-0.4380334040679006,-0.978393209007703,7,"L-Glutathione (Reduced);L-Pyroglutamic Acid;Cytidine 2',3'-Cyclic Monophosphoric Acid;Glycine;Cytidine 2'_3'-Cyclic Phosphate;L-Glutathione Oxidized","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Role of carnosine in muscle contraction (WikiPathways),0.5046343975283213,0.9982838931110566,0.022359395217014768,-0.46203161793599434,-0.9815222365333565,6,Histamine;Beta-Alanine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Purine catabolism (Reactome),0.5058583800305655,0.9982838931110566,0.0289854798089291,0.3275472054498532,0.9555469884146737,13,Guanine;D-Ribose 5-Phosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Paracetamol ADME (Reactome),0.5086177180282662,0.9982838931110566,0.022300285748994175,-0.4936959257658111,-0.986593996445681,5,L-Glutathione (Reduced);Uridine 5'-Diphosphate;Glycine;Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Glutathione conjugation (Reactome),0.5127542226818339,0.9982838931110566,0.022172300969545197,-0.49204144529857596,-0.9832877092939715,5,L-Glutathione (Reduced);L-Pyroglutamic Acid;Glycine;Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Glutathione synthesis and recycling (Reactome),0.5127542226818339,0.9982838931110566,0.022172300969545197,-0.49204144529857596,-0.9832877092939715,5,L-Glutathione (Reduced);L-Pyroglutamic Acid;Glycine;Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Maternal to zygotic transition (MZT) (Reactome),0.5179248534987935,0.9982838931110566,0.022014178079948748,-0.4896203695289161,-0.9784494704213671,5,Uridine 5'-Triphosphate Sodium Salt;Succinic Acid;Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Biogenic amine synthesis (WikiPathways),0.5184810126582279,0.9982838931110566,0.021668243132077245,-0.3949394680513436,-0.9598070818909185,9,Histamine;Choline;L-Tyrosine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Glycine metabolism (WikiPathways),0.5255750085822176,0.9982838931110566,0.021719258337709164,-0.45514880011386577,-0.966900642512137,6,"L-Glutathione (Reduced);D,L-Serine;Glycine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Creatine pathway (WikiPathways),0.5310676278750429,0.9982838931110566,0.021556753073543333,-0.4529263576260406,-0.9621793709875569,6,Phosphocreatine;Creatinine;Glycine;Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Creatine metabolism (Reactome),0.5329493477892597,0.9982838931110566,0.021297202684855503,-0.41001122985737204,-0.9566406344751969,8,Phosphocreatine;Creatinine;Glycine;Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Histidine catabolism (Reactome),0.535321023208538,0.9982838931110566,0.021228254941308113,-0.4094212221073006,-0.9552640248916741,8,Histamine;Beta-Alanine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Arachidonic Acid Metabolism (KEGG),0.5362169584620666,0.9982838931110566,0.021406340846391196,-0.4511133909663032,-0.9583279741966291,6,L-Glutathione (Reduced);Dl-Dipalmitoylphosphatidylcholine;1-Myristoyl-Sn-Glycero-3-Phosphocholine,"Sex (limma t-statistic, positive = higher in males)",KEGG
Cytosolic tRNA aminoacylation (Reactome),0.5390828556539865,0.9982838931110566,0.028250573376528344,0.29390367891512226,0.9385993931111009,18,L-Threonine;Dl-Alanine;L-Lysine;Asparagine;L-Glutamic Acid;L-Serine;L-Valine;L-(-)-Methionine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Mitochondrial tRNA aminoacylation (Reactome),0.5390828556539865,0.9982838931110566,0.028250573376528344,0.29390367891512226,0.9385993931111009,18,L-Threonine;Dl-Alanine;L-Lysine;Asparagine;L-Glutamic Acid;L-Serine;L-Valine;L-(-)-Methionine,"Sex (limma t-statistic, positive = higher in males)",Reactome
tRNA Aminoacylation (Reactome),0.5390828556539865,0.9982838931110566,0.028250573376528344,0.29390367891512226,0.9385993931111009,18,L-Threonine;Dl-Alanine;L-Lysine;Asparagine;L-Glutamic Acid;L-Serine;L-Valine;L-(-)-Methionine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Synthesis of ceramides and 1-deoxyceramides (WikiPathways),0.5398214898729832,0.9982838931110566,0.021302142433555656,-0.4490931222919071,-0.9540361929619383,6,"O-Phosphocolamine;D,L-Serine;D-Sphingosine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Glyoxylate metabolism and glycine degradation (Reactome),0.5423273969260796,0.9982838931110566,0.026988376603236428,0.3672014260249554,0.9254394957833046,8,Dl-Alanine;L-Hydroxyproline;S-Adenosyl-L-Homocysteine;Pyruvic Acid;Glycolic Acid;Sarcosine;L-Aspartic Acid;Glycine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Urea cycle and metabolism of amino groups (WikiPathways),0.5447052947052947,0.9982838931110566,0.02732052295175442,0.34347048300536676,0.9255553258310474,10,N-Acetylglutamic Acid;L-Glutamic Acid;Creatine;L-Ornithine;L(+)-Ornithine;Putrescine;Sarcosine;L-Aspartic Acid;Creatinine;Phosphocreatine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Synthesis of wybutosine at G37 of tRNA(Phe) (Reactome),0.546018614270941,0.9982838931110566,0.021189030099283964,-0.479314204634972,-0.9578537962825293,5,5'-S-Methyl-5'-Thioadenosine;Succinic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
Lactate shuttle in glial cells (WikiPathways),0.5462141882673943,0.9982838931110566,0.021018885784854,-0.42262738746000345,-0.9439822670862738,7,Glucose 1-Phosphate;Udp-Β-D-Glucose (Sodium Salt),"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Glycogen synthesis and degradation (WikiPathways),0.5484315753188556,0.9982838931110566,0.021120687983459337,-0.4785593167591515,-0.9563452404946344,5,Glucose 1-Phosphate;Udp-Β-D-Glucose (Sodium Salt),"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Methionine Metabolism (KEGG),0.5498449991842063,0.9982838931110566,0.020238133815339863,-0.31925745575729336,-0.9343468462496115,17,"N-Formyl-L-Methionine;5'-S-Methyl-5'-Thioadenosine;Adenosine;D,L-Serine;Choline","Sex (limma t-statistic, positive = higher in males)",KEGG
Hereditary leiomyomatosis and renal cell carcinoma pathway (WikiPathways),0.55217988328184,0.9982838931110566,0.020951485520869475,-0.4433762889970325,-0.941891571720344,6,Succinic Acid;Adenosine Triphosphate (Atp);L-Malic Acid;Citric Acid,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Mitochondrial biogenesis (Reactome),0.5588865096359743,0.9982838931110566,0.026040893178506275,0.4283314690958514,0.9077744214640815,5,Linoleic Acid;Palmitic Acid;Arachidonic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
Transcriptional activation of mitochondrial biogenesis (Reactome),0.5588865096359743,0.9982838931110566,0.026040893178506275,0.4283314690958514,0.9077744214640815,5,Linoleic Acid;Palmitic Acid;Arachidonic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
Synthesis of UDP-N-acetyl-glucosamine (Reactome),0.5665287831782144,0.9982838931110566,0.020619946284723318,-0.47221283331122454,-0.943662530061985,5,Uridine 5'-Triphosphate Sodium Salt,"Sex (limma t-statistic, positive = higher in males)",Reactome
