Name,Covariance,Correlation,Compound.ID,Super.Class,Class,Reliable
PC O-38:4,1.052668680543469,0.2314558842624085,C8-Pos-000163,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC(16:1_17:1),3.421731410553092,0.19564619662151322,C8-Pos-000166,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
1-Palmitoyl-3-oleoyl-sn-glycero-2-phosphoethanolamine,-0.25514934131479555,-0.12594154608414795,C8-Pos-000169,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Stearoyl-L-carnitine,-4.416252027485347,-0.21717819959692572,C8-Pos-000170,Lipids and lipid-like molecules,Fatty Acyls,FALSE
PC 20:0_22:6,-0.5327306148789493,-0.2013377410293829,C8-Pos-000172,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
1-Monolinolenin,0.5484343954386554,0.017012645341401664,C8-Pos-000174,Organic compounds,Lipids and lipid-like molecules,FALSE
PC 14:0_16:3,-0.3247630674465119,-0.22056368330769938,C8-Pos-000177,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE 18:1_18:1,0.4424738711680963,0.18099896351133155,C8-Pos-000181,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC 16:2_22:6,0.2712872259915974,0.1391165386317197,C8-Pos-000182,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"2,5-Bis(5-tert-butyl-benzoxazol-2-yl)thiophene",-0.21172364969827798,-0.1009471310106862,C8-Pos-000186,Organoheterocyclic compounds,Benzoxazoles,FALSE
"1-Hexadecyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine",0.6427524527905691,0.02392937761522973,C8-Pos-000187,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
SM 8:1;2O/24:0,-0.16323074634184073,-0.07497026070874105,C8-Pos-000189,Organic nitrogen compounds,Organonitrogen compounds,FALSE
"1-(1Z-Octadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine",2.5966042257657853,0.1368476528284408,C8-Pos-000191,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE 16:1_22:6,-0.06367184630649239,-0.01914833797274997,C8-Pos-000192,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC O-36:5,0.05425440564399865,0.008719109066748275,C8-Pos-000194,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
1-Stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,0.31090012554545376,0.04853760981413606,C8-Pos-000195,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC 16:2_28:7,-8.220610845930034,-0.2139351797405676,C8-Pos-000196,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
LPE 38:4,-0.1640030286115018,-0.003742587627949467,C8-Pos-000197,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC 16:0_18:5,-3.754736285265609,-0.08517342265462871,C8-Pos-000200,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
(R)-Ketamine,-0.5337702648221953,-0.3241715200881834,C8-Pos-000202,Benzenoids,Benzene and substituted derivatives,FALSE
PS 16:4_26:4,-1.158221636384713,-0.3268746787668089,C8-Pos-000203,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC(17:0_18:1),0.13498085833945378,0.05526949523445611,C8-Pos-000204,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC O-40:5,3.581881668366048,0.18700127720797344,C8-Pos-000207,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC 22:4_22:4,-0.7142786008062165,-0.19619726967588896,C8-Pos-000208,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE 19:1_19:2,-0.05348465659017396,-0.012127519400386724,C8-Pos-000209,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
1-(1Z-Octadecenyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine,-12.483496857786893,-0.3783442443514757,C8-Pos-000211,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Penicillin G,0.1722973032275223,0.10682187549090348,C8-Pos-000212,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
PE 20:2_22:6,-0.1534751291087735,-0.05590328495611378,C8-Pos-000215,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
SM 8:1;2O/26:1,-0.020224873224095212,-0.01568803319186356,C8-Pos-000217,Organic nitrogen compounds,Organonitrogen compounds,FALSE
Spectral Match to 2-Linoleoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine from NIST14,-0.09604813793537992,-0.04023281049876416,C8-Pos-000219,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Monopalmitolein (9c),5.403553838398527,0.2192186137094181,C8-Pos-000220,Lipids and lipid-like molecules,Glycerolipids,FALSE
PC 14:0_15:0,0.9511847151832784,0.35127944832483754,C8-Pos-000221,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Dibutyl hexanedioate,0.12225080078653684,0.07016799360924053,C8-Pos-000222,Lipids and lipid-like molecules,Fatty Acyls,FALSE
"2,4-Di-tert-butylphenyl 3,5-di-tert-butyl-4-hydroxybenzoate",0.04726277954538686,0.027559315842060353,C8-Pos-000224,Phenylpropanoids and polyketides,Depsides and depsidones,FALSE
Spectral Match to 1-Hexadecylpyridinium from NIST14,3.472375582986292,0.17528392156926886,C8-Pos-000225,Organoheterocyclic compounds,Pyridines and derivatives,FALSE
PS 20:4_22:6,0.7953786723141271,0.40617105130638886,C8-Pos-000226,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE 22:4_22:5,1.2180079084541535,0.5414767200235711,C8-Pos-000227,Lipids and lipid-like molecules,Glycerophospholipids,TRUE
Monoerucin,0.7272736435604006,0.3925634547795612,C8-Pos-000231,Lipids and lipid-like molecules,Glycerolipids,FALSE
"(Z,E)-Tetradeca-9,12-dienol",0.5892268591655163,0.3848793245250982,C8-Pos-000233,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Cer 18:2;2O/18:0,0.3226318328718893,0.23340171938976897,C8-Pos-000235,Lipids and lipid-like molecules,Sphingolipids,FALSE
Palmitoyl ethanolamide,0.5543804404984822,0.4109594583786278,C8-Pos-000241,Organic acids and derivatives,Carboximidic acids and derivatives,FALSE
LPC 22:6-SN2,0.4913419896241328,0.3378970045740018,C8-Pos-000242,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"Spectral Match to Decanedioic acid, bis(2-ethylhexyl) ester from NIST14",1.2286079117486746,0.025495405328120363,C8-Pos-000243,Lipids and lipid-like molecules,Fatty Acyls,FALSE
PE O-16:1_18:1,3.590849836750065,0.07665523916288967,C8-Pos-000246,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE O-26:3_13:1,0.6462424544701542,0.16628985541771635,C8-Pos-000248,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
DG 16:0_24:6,0.09872712816257506,0.04293268837880199,C8-Pos-000251,Lipids and lipid-like molecules,Glycerolipids,FALSE
PE O-18:2_22:4,0.8165131583052846,0.5508493048241109,C8-Pos-000254,Lipids and lipid-like molecules,Glycerophospholipids,TRUE
PE O-28:3_13:1,7.548375625687715,0.201134154818387,C8-Pos-000255,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Dibutyl sebacate,1.2503838462809354,0.29486635822004265,C8-Pos-000259,Lipids and lipid-like molecules,Fatty Acyls,FALSE
PC 10:0_21:2,1.0368289316562864,0.5491224909816823,C8-Pos-000262,Lipids and lipid-like molecules,Glycerophospholipids,TRUE
1-Linoleoyl-sn-glycero-3-phosphorylcholine,5.319013776445732,0.24521577393882513,C8-Pos-000263,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"Spectral Match to 1,2-Dilinoleoyl-sn-glycero-3-phosphocholine from NIST14",4.506762253245155,0.11362653780590291,C8-Pos-000266,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Lupeol,0.6135890224288042,0.25400138993109084,C8-Pos-000269,Lipids and lipid-like molecules,Prenol lipids,FALSE
Cholest-4-en-3-one,-0.4385810297521102,-0.11791518195572386,C8-Pos-000270,Lipids and lipid-like molecules,Steroids and steroid derivatives,FALSE
PE(16:1_20:4),2.7357271357611603,0.07878990598346614,C8-Pos-000271,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Azithromycin,0.5548130704899955,0.19387177962854363,C8-Pos-000273,Organic oxygen compounds,Organooxygen compounds,FALSE
PE O-18:2_22:3,0.24498382711432112,0.11699049887791751,C8-Pos-000274,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC 22:5_22:5,0.7302337655977301,0.26377309000084587,C8-Pos-000275,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Diphenylphosphate,1.3133185255036786,0.2343771080427657,C8-Pos-000276,Organic acids and derivatives,Organic phosphoric acids and derivatives,FALSE
PC(15:0_16:0),0.11554829210013622,0.031221907723044427,C8-Pos-000277,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
LPE O-18:1,-5.291120169158993,-0.151571801188322,C8-Pos-000280,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
LPE O-18:2,-4.903325064308793,-0.20312672533968082,C8-Pos-000281,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE(18:0_20:4),0.8978541506519561,0.1480514396234057,C8-Pos-000286,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Oleoyl ethanolamide,0.32860894122363993,0.2120424986077214,C8-Pos-000289,Organic nitrogen compounds,Organonitrogen compounds,FALSE
Ethyl palmitoleate,-0.32669205104300214,-0.24258919997762063,C8-Pos-000290,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Docosanamide,4.855264540936022,0.2548889278373889,C8-Pos-000291,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Stearic acid,-4.172542976061784,-0.24331235595844192,C8-Pos-000293,Lipids and lipid-like molecules,Fatty Acyls,FALSE
PE 20:4_22:6,0.1301747413383739,0.07900304869482268,C8-Pos-000294,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"1,2-Dilinolenoyl-sn-glycero-3-phosphoethanolamine",0.5593701443020881,0.26717753749826806,C8-Pos-000295,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Spectral Match to 1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine from NIST14,-4.538347451396808,-0.21297426045153128,C8-Pos-000298,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Docosapentaenoic acid methyl ester,0.03555165027273543,0.017151429355194255,C8-Pos-000299,Lipids and lipid-like molecules,Fatty Acyls,FALSE
PC O-32:0,-1.348773027914628,-0.33486477112098717,C8-Pos-000306,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC O-32:1,-4.017363879690709,-0.09284975496320304,C8-Pos-000307,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"Spectral Match to 1-Heptadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine from NIST14",-0.9800390333409333,-0.29476614172760673,C8-Pos-000308,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
LPC 16:2-SN1,-0.1911060336147715,-0.06774722777476935,C8-Pos-000310,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"3',6'-Bis(diethylamino)-3H-spiro[isobenzofuran-1,9'-xanthen]-3-one",-6.329935909850562,-0.15872489760944536,C8-Pos-000313,Organoheterocyclic compounds,Benzopyrans,FALSE
PC 18:3_18:4,-9.46892184966127,-0.2370518640310236,C8-Pos-000314,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Prohexadione,-0.36379100627318295,-0.23554519021195813,C8-Pos-000315,Organic oxygen compounds,Organooxygen compounds,FALSE
PC 16:2_16:3,1.3870185656423462,0.24213293831659255,C8-Pos-000317,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
LPC 22:5-SN1,4.364238041825942,0.22356884259835022,C8-Pos-000318,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"Spectral Match to Cholesta-4,6-dien-3-one from NIST14",0.649873405779674,0.23610668307294833,C8-Pos-000321,Lipids and lipid-like molecules,Steroids and steroid derivatives,FALSE
"1,2-Didocosahexaenoyl-sn-glycero-3-phosphocholine",-0.6703759192173577,-0.31201957387265294,C8-Pos-000322,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"7,9-Di-tert-butyl-1-oxaspiro[4.5]deca-6,9-diene-2,8-dione",-6.526844411132886,-0.33798800822411146,C8-Pos-000323,Organic compounds,Organoheterocyclic compounds,FALSE
PC 18:1_24:4,3.7764307131457726,0.17122491415436047,C8-Pos-000324,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"1,2-dihydroxyheptadec-16-yn-4-yl acetate",0.21149928109686017,0.09923970040256432,C8-Pos-000326,Lipids and lipid-like molecules,Fatty Acyls,FALSE
PE 22:5_22:5,0.15847057171283124,0.07768964982127755,C8-Pos-000328,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
LPC 20:1-SN1,-0.934759828627092,-0.23978627472576117,C8-Pos-000333,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC 8:0_18:0,-0.422691633126441,-0.11990247443332464,C8-Pos-000334,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE 12:0_20:1,-1.864300909739275,-0.0430924404158416,C8-Pos-000337,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"1,24-Dihydroxyvitamin D3",0.1774604892783966,0.09214196343664258,C8-Pos-000338,Organic compounds,Lipids and lipid-like molecules,FALSE
PE 18:4_24:5,-0.2635242757213735,-0.11111531016145419,C8-Pos-000339,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Octyl α-ketoglutarate,0.2600147776901935,0.1224876822506693,C8-Pos-000341,Organic compounds,Organic acids and derivatives,FALSE
LPC 20:2-SN1,-0.4271070128076468,-0.12224466112382376,C8-Pos-000342,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"(2-aminoethoxy)[2,3-bis(octadecanoyloxy)propoxy]phosphinic acid",0.3793058870678153,0.073174541941591,C8-Pos-000344,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC 13:0_24:5,-0.687753910039477,-0.28088674831881766,C8-Pos-000345,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC 19:2_20:5,-5.278417074338961,-0.2744242670908647,C8-Pos-000346,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Norethandrolone,-0.7126691197433718,-0.22374758052031132,C8-Pos-000347,Lipids and lipid-like molecules,Steroids and steroid derivatives,FALSE
PE 17:2_17:2,-0.6481309726848248,-0.17311801639913876,C8-Pos-000348,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Palmitoleic acid,0.7207494653483905,0.18635573878912612,C8-Pos-000353,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Ethyl oleate,-1.5605868358751964,-0.3289803722695075,C8-Pos-000358,Lipids and lipid-like molecules,Fatty Acyls,FALSE
PC 20:4_20:5,9.074352604627869,0.2525620851418069,C8-Pos-000359,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
LPC 20:3-SN1,5.233164057621799,0.2624191728509413,C8-Pos-000361,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Methyl Deoxycholate,-5.947796234419179,-0.2660003304138013,C8-Pos-000363,Lipids and lipid-like molecules,Steroids and steroid derivatives,FALSE
Cer 18:2;2O/16:0,-1.839276329459407,-0.36586286915296073,C8-Pos-000364,Lipids and lipid-like molecules,Sphingolipids,FALSE
Miltefosine,9.198685365026888,0.3245709425401894,C8-Pos-000366,Organic nitrogen compounds,Organonitrogen compounds,FALSE
PC 20:3_22:6,8.822111011267872,0.16170392026272895,C8-Pos-000369,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"1,4-Anhydro-6-O-[(9Z)-9-octadecenoyl]-D-glucitol",0.20511249205796706,0.07454177088518292,C8-Pos-000370,Lipids and lipid-like molecules,Fatty Acyls,FALSE
LPE 20:3,-0.3990773802511281,-0.1049171247901771,C8-Pos-000372,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
LPE 22:3,0.07337073237625893,0.016176287969769533,C8-Pos-000376,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
LPE 24:5,-0.2752536778351206,-0.09099265623990736,C8-Pos-000377,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Solanidine,-5.437321383778268,-0.27310779861921597,C8-Pos-000378,Lipids and lipid-like molecules,Steroids and steroid derivatives,FALSE
PE 15:1_19:2,0.5641861610162238,0.06894290221428631,C8-Pos-000387,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"Dodecanamide,N-[3-(dimethyloxidoamino)propyl]",0.2055862322923459,0.018087754789524464,C8-Pos-000388,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Terpestacin,-1.8163762067782792,-0.26221028944667196,C8-Pos-000391,Organic oxygen compounds,Organooxygen compounds,FALSE
PC O-40:6,0.3132582751577361,0.29395171548175625,C8-Pos-000396,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
NP-022805,0.19027716653982393,0.22448171702063585,C8-Pos-000398,Lipids and lipid-like molecules,Prenol lipids,FALSE
"Spectral Match to 1-Hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoserine from NIST14",-0.497281250262009,-0.2517973700347333,C8-Pos-000399,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
N-[3-(Dimethylamino)propyl]dodecanamide,0.2598514267332623,0.08979476462811332,C8-Pos-000400,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Dioctyl sulfosuccinate,-11.871043887568014,-0.22280764573104572,C8-Pos-000403,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Cer 18:1;2O/18:0,-0.30681541135441925,-0.3231211429178632,C8-Pos-000404,Lipids and lipid-like molecules,Sphingolipids,FALSE
"Bis(2,2,6,6-tetramethyl-4-piperidyl)sebacate",-2.462221856934135,-0.07033686598916118,C8-Pos-000405,Lipids and lipid-like molecules,Fatty Acyls,FALSE
6-[1-Hydroxy-1-(3-methyl-5-oxooxolan-2-yl)ethyl]-4-methoxy-3-methylpyran-2-one,-1.0292394411357408,-0.23884213309686048,C8-Pos-000407,Organic compounds,Organoheterocyclic compounds,FALSE
Bis(7-methyloctyl) adipate,16.78014969279887,0.356877883022358,C8-Pos-000410,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Diethyleneglycol dibenzoate,0.6655696257660811,0.2342108521940728,C8-Pos-000411,Benzenoids,Benzene and substituted derivatives,FALSE
LPC 22:4-SN2,0.7954849220425505,0.16749673649770114,C8-Pos-000412,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"Didodecyl 3,3'-thiodipropionate dioxide",-5.364292446522187,-0.13815524998226247,C8-Pos-000414,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
3-Oxo-4-cholestenoic acid,-2.523721285660653,-0.04455859325127193,C8-Pos-000415,Organic compounds,Lipids and lipid-like molecules,FALSE
PE 18:0_24:5,0.6737924243119242,0.240079316994779,C8-Pos-000417,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
13-Oxooctadecanoic acid,0.269820757829114,0.1372078136969578,C8-Pos-000420,Lipids and lipid-like molecules,Fatty Acyls,FALSE
LPC O-18:1,-0.13701858685351895,-0.056761623849164625,C8-Pos-000423,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
11-Hydroxy-δ(9)-THC,1.1588452357615902,0.22351940861208963,C8-Pos-000426,Organoheterocyclic compounds,Benzopyrans,FALSE
PC O-40:4,0.3925444863019062,0.21796336656931764,C8-Pos-000429,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Lauric acid ethyl ester,0.14409031451825466,0.045113816115756177,C8-Pos-000430,Lipids and lipid-like molecules,Fatty Acyls,FALSE
"Cholan-24-oic acid, 12-hydroxy-3-oxo-, methyl ester (with partial stereo definitions)",-0.009445394494021596,-0.004939224986269281,C8-Pos-000432,Lipids and lipid-like molecules,Steroids and steroid derivatives,FALSE
PE O-28:3_9:0,-0.5284767357308621,-0.08704230764492334,C8-Pos-000434,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Dodecanedioic acid,0.19163371972373885,0.11241397083618901,C8-Pos-000438,Lipids and lipid-like molecules,Fatty Acyls,FALSE
"N,N'-Diphenylurea",-15.417678538871126,-0.3090793638599688,C8-Pos-000439,Benzenoids,Benzene and substituted derivatives,FALSE
"1,2-Ethanediol, 1-[(2S,4aR,4bS,7S,8aS)-2,3,4,4a,4b,5,6,7,8,8a,9,10-dodecahydro-7-hydroxy-2,4b,8,8-tetramethyl-2-phenanthrenyl]-",9.624491521224197,0.18477797904161383,C8-Pos-000440,Lipids and lipid-like molecules,Prenol lipids,FALSE
"7,9-Dihydroxy-3,6-dimethyl-10-methylenedecahydrocyclodeca[b]furan-2(3H)-one",0.18914160819825274,0.003955469743412243,C8-Pos-000441,Lipids and lipid-like molecules,Prenol lipids,FALSE
2-(5-Oxovaleryl)phosphatidylcholine,-0.6922935929394844,-0.24746945352199898,C8-Pos-000442,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE O-24:3_17:0,-1.3065753657318553,-0.04533465604823373,C8-Pos-000444,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Pebulate,-0.4452020428516101,-0.13899507432280908,C8-Pos-000448,Organosulfur compounds,Thiocarbonyl compounds,FALSE
Nootkatone,-0.46253723189737456,-0.20688859071655485,C8-Pos-000451,Lipids and lipid-like molecules,Prenol lipids,FALSE
PC 22:5_22:6,1.6443382893124032,0.09391614719728475,C8-Pos-000454,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
2-Hydroxypropyl stearate,-0.1543694975295763,-0.08852308325614808,C8-Pos-000455,Lipids and lipid-like molecules,Fatty Acyls,FALSE
PC 21:2_21:2,0.16340719170537404,0.06947766602765848,C8-Pos-000463,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
16-Deoxyvertaline B,-0.30045164022884535,-0.15584872644667347,C8-Pos-000466,Organic compounds,Lipids and lipid-like molecules,FALSE
1-Hexadecyl-sn-glycero-3-phosphocholine,-0.2666545236955598,-0.08772049527436084,C8-Pos-000467,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC 15:0_22:2,-0.15788764648619505,-0.09174885007070448,C8-Pos-000470,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Cer 18:2;2O/14:0,0.17212632765037955,0.05587644386319736,C8-Pos-000471,Lipids and lipid-like molecules,Sphingolipids,FALSE
LPE 18:2,-1.4896678849723635,-0.3724793555346971,C8-Pos-000472,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
LPC 32:5-SN1,-0.5159104448366858,-0.21652819158467376,C8-Pos-000473,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"trans-4'-Ethyl-(1,1'-bicyclohexyl)-4-carboxylic acid",-0.3586779432573666,-0.1116994051200817,C8-Pos-000475,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
"8-Hydroxy-16-methyloxacyclohexadeca-3,11,13-trien-2-one",-1.9091707136581215,-0.3608131015489534,C8-Pos-000477,Phenylpropanoids and polyketides,Macrolides and analogues,FALSE
"3-[1-Decenyl]dihydro-2,5-furandione",0.39713528866702286,0.07086096050865648,C8-Pos-000478,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
PE(18:0_22:6),-0.45850774230421215,-0.08024094086649841,C8-Pos-000480,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
3-Epilupeol,-0.06742701026192996,-0.18608936266289414,C8-Pos-000481,Lipids and lipid-like molecules,Prenol lipids,FALSE
PC 8:0_8:0,-1.2930011935702228,-0.35341969081742697,C8-Pos-000482,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
5-(Hydroxymethyl)-3-(1-hydroxy-4-methylhexyl)oxolan-2-one,0.15760081435330459,0.04648246385901452,C8-Pos-000485,Organic compounds,Lipids and lipid-like molecules,FALSE
PC O-30:0,-1.003307083513695,-0.3030647153088828,C8-Pos-000486,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Minoxidil,-0.29335704699204623,-0.1443810346612364,C8-Pos-000488,Organic nitrogen compounds,Organonitrogen compounds,FALSE
(+/-)8-HEPE,-1.6976416467862827,-0.2070017042004964,C8-Pos-000489,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Citroflex 2,-0.5335970446669132,-0.07568264500418384,C8-Pos-000492,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
Avocadenol D,-0.5148935849336728,-0.009563292862181568,C8-Pos-000494,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Betulin,-0.8216996940941413,-0.060489779622671914,C8-Pos-000495,Lipids and lipid-like molecules,Prenol lipids,FALSE
PE O-18:2_16:1,-1.1522208400642804,-0.028010927853581797,C8-Pos-000497,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
SM 8:1;2O/24:1,-6.86546362439535,-0.15486025048579138,C8-Pos-000503,Organic nitrogen compounds,Organonitrogen compounds,FALSE
PE 16:1_16:1,7.257784280170474,0.2131442327343649,C8-Pos-000504,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"7a-Acetyl-3,4,4a,7a-tetrahydro-4a-hydroxy-2,6,7-trimethyl-2-(4,8,12-trimethyltridecyl)cyclopenta[b]pyran-5(2H)-one",-2.7877912861000467,-0.055110115597844817,C8-Pos-000506,Lipids and lipid-like molecules,Prenol lipids,FALSE
1-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]ethanone,0.3094875086618097,0.05272426877860058,C8-Pos-000507,Organic oxygen compounds,Organooxygen compounds,FALSE
"2-Amino-1,3,4-octadecanetriol",-3.8373819657839,-0.21393527230459133,C8-Pos-000511,Organic nitrogen compounds,Organonitrogen compounds,FALSE
PC O-34:0,-1.3618515919750274,-0.31625289549151847,C8-Pos-000513,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"2-Ethyl-N-({(2R,4S,5R)-5-[6-(2-furyl)-2-methyl-4-pyrimidinyl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)butanamide",-0.5979202343317375,-0.14697157976064437,C8-Pos-000514,Organoheterocyclic compounds,Quinuclidines,FALSE
Dehydropipernonaline,-4.716259416191615,-0.25850350140875694,C8-Pos-000517,Organoheterocyclic compounds,Benzodioxoles,FALSE
LPE 24:4,-0.6717989545827175,-0.26962124501385537,C8-Pos-000520,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
N-Stearoylsphinganine,-0.31634135635021293,-0.11129661991851533,C8-Pos-000521,Lipids and lipid-like molecules,Sphingolipids,FALSE
Methyltestosterone,7.430076162051278,0.29881132019295303,C8-Pos-000522,Lipids and lipid-like molecules,Steroids and steroid derivatives,FALSE
"4-[(1E,3E)-Hepta-1,3-dienyl]-3-(hydroxymethyl)cyclohexane-1,2-diol",-0.6711448066669542,-0.019066620112476975,C8-Pos-000523,Organic oxygen compounds,Organooxygen compounds,FALSE
(5Z)-3-Hydroxy-5-dodecenoic acid,-0.04940107372339089,-0.019652632553815438,C8-Pos-000525,Organic acids and derivatives,Hydroxy acids and derivatives,FALSE
"NCGC00381029-01!1-(3-ethyl-2,4-dihydroxy-6-methoxyphenyl)butan-1-one",-0.43190183643322905,-0.18356230815519065,C8-Pos-000532,Organic oxygen compounds,Organooxygen compounds,FALSE
1-Pentadecanoyl-sn-glycero-3-phosphocholine,-0.2654280745355623,-0.12663536358520203,C8-Pos-000534,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
DG 18:1_20:4,0.485216864058724,0.12757104505160524,C8-Pos-000539,Lipids and lipid-like molecules,Glycerolipids,FALSE
Panaxadiol,0.9990515876156086,0.03544591003264822,C8-Pos-000541,Lipids and lipid-like molecules,Prenol lipids,FALSE
