Name,pathway_id,pathway_label,pathway_source
2-Oxoglutaric Acid,WP4917,Proximal tubule transport,wiki
2-Oxoglutaric Acid,WP4979,Aspartate and asparagine metabolism,wiki
2-Oxoglutaric Acid,WP4980,Alanine metabolism,wiki
2-Oxoglutaric Acid,WP4981,Phenylalanine and tyrosine metabolism,wiki
2-Oxoglutaric Acid,WP4990,Metabolism of cofactors,wiki
2-Oxoglutaric Acid,WP4992,Glutamate and glutamine metabolism,wiki
2-Oxoglutaric Acid,WP4994,Tryptophan catabolism,wiki
2-Oxoglutaric Acid,WP4996,Carnitine synthesis,wiki
2-Oxoglutaric Acid,WP5004,Lysine catabolism,wiki
2-Oxoglutaric Acid,WP5050,TCA cycle in senescence,wiki
2-Oxoglutaric Acid,WP5190,Creatine pathway,wiki
2-Oxoglutaric Acid,WP5213,Amino acid metabolism in triple-negative breast cancer cells,wiki
2-Oxoglutaric Acid,WP5220,Metabolic reprogramming in pancreatic cancer,wiki
2-Oxoglutaric Acid,WP5312,Metabolic pathways of fibroblasts,wiki
2-Oxoglutaric Acid,WP5348,11p11.2 copy number variation syndrome,wiki
2-Oxoglutaric Acid,WP5352,10q11.21q11.23 copy number variation syndrome,wiki
2-Oxoglutaric Acid,WP5402,10q22q23 copy number variation,wiki
2-Oxoglutaric Acid,WP78,TCA cycle (aka Krebs or citric acid cycle),wiki
Xanthine,R-HSA-74259,Purine catabolism,reactome
Xanthine,R-HSA-8956319,Nucleotide catabolism,reactome
Xanthine,WP3633,Caffeine and theobromine metabolism,wiki
Xanthine,WP4042,Nucleobase catabolism,wiki
Xanthine,WP4224,Purine metabolism and related disorders,wiki
Xanthine,WP4507,Molybdenum cofactor (Moco) biosynthesis,wiki
Xanthine,WP4792,Purine metabolism,wiki
2'-Deoxyguanosine 5'-Monophosphate (Dgmp),R-HSA-1834949,Cytosolic sensors of pathogen-associated DNA,reactome
2'-Deoxyguanosine 5'-Monophosphate (Dgmp),R-HSA-3134975,Regulation of innate immune responses to cytosolic DNA,reactome
2'-Deoxyguanosine 5'-Monophosphate (Dgmp),R-HSA-3248023,Regulation by TREX1,reactome
2'-Deoxyguanosine 5'-Monophosphate (Dgmp),R-HSA-499943,Interconversion of nucleotide di- and triphosphates,reactome
2'-Deoxyguanosine 5'-Monophosphate (Dgmp),R-HSA-74217,Purine salvage,reactome
2'-Deoxyguanosine 5'-Monophosphate (Dgmp),R-HSA-74259,Purine catabolism,reactome
2'-Deoxyguanosine 5'-Monophosphate (Dgmp),R-HSA-8956319,Nucleotide catabolism,reactome
2'-Deoxyguanosine 5'-Monophosphate (Dgmp),R-HSA-8956321,Nucleotide salvage,reactome
2'-Deoxyguanosine 5'-Monophosphate (Dgmp),WP2794,Cytosolic sensors of pathogen-associated DNA,wiki
2'-Deoxyguanosine 5'-Monophosphate (Dgmp),WP4042,Nucleobase catabolism,wiki
2'-Deoxyguanosine 5'-Monophosphate (Dgmp),WP4059,Interconversion of nucleotide di- and triphosphates,wiki
2'-Deoxyguanosine 5'-Monophosphate (Dgmp),WP4082,Nucleotide salvage,wiki
2'-Deoxyguanosine 5'-Monophosphate (Dgmp),WP4224,Purine metabolism and related disorders,wiki
2'-Deoxyguanosine 5'-Monophosphate (Dgmp),WP4792,Purine metabolism,wiki
2'-Deoxyguanosine 5'-Monophosphate (Dgmp),WP5269,Genetic causes of porto-sinusoidal vascular disease,wiki
Diacetyl,map00250,"Alanine, aspartate and glutamate metabolism",kegg
Diacetyl,R-HSA-156584,Cytosolic sulfonation of small molecules,reactome
Diacetyl,R-HSA-1834949,Cytosolic sensors of pathogen-associated DNA,reactome
Diacetyl,R-HSA-212300,PRC2 methylates histones and DNA,reactome
Diacetyl,R-HSA-3134975,Regulation of innate immune responses to cytosolic DNA,reactome
Diacetyl,R-HSA-3248023,Regulation by TREX1,reactome
Diacetyl,R-HSA-427413,NoRC negatively regulates rRNA expression,reactome
Diacetyl,R-HSA-499943,Interconversion of nucleotide di- and triphosphates,reactome
Diacetyl,R-HSA-5221030,"TET1,2,3 and TDG demethylate DNA",reactome
Diacetyl,R-HSA-5250941,Negative epigenetic regulation of rRNA expression,reactome
Diacetyl,R-HSA-5334118,DNA methylation,reactome
Diacetyl,R-HSA-73728,RNA Polymerase I Promoter Opening,reactome
Diacetyl,R-HSA-73854,RNA Polymerase I Promoter Clearance,reactome
Diacetyl,R-HSA-73864,RNA Polymerase I Transcription,reactome
Diacetyl,R-HSA-74217,Purine salvage,reactome
Diacetyl,R-HSA-74259,Purine catabolism,reactome
Diacetyl,R-HSA-8956319,Nucleotide catabolism,reactome
Diacetyl,R-HSA-8956321,Nucleotide salvage,reactome
Diacetyl,R-HSA-8963693,Aspartate and asparagine metabolism,reactome
Diacetyl,R-HSA-8964539,Glutamate and glutamine metabolism,reactome
Diacetyl,R-HSA-9816359,Maternal to zygotic transition (MZT),reactome
Diacetyl,R-HSA-9821002,Chromatin modifications during the maternal to zygotic transition (MZT),reactome
Diacetyl,WP2794,Cytosolic sensors of pathogen-associated DNA,wiki
Diacetyl,WP3585,Cytosine methylation,wiki
Diacetyl,WP4042,Nucleobase catabolism,wiki
Diacetyl,WP4059,Interconversion of nucleotide di- and triphosphates,wiki
Diacetyl,WP4082,Nucleotide salvage,wiki
Diacetyl,WP4224,Purine metabolism and related disorders,wiki
Diacetyl,WP4519,"Cerebral organic acidurias, including diseases",wiki
Diacetyl,WP4792,Purine metabolism,wiki
Diacetyl,WP4979,Aspartate and asparagine metabolism,wiki
Diacetyl,WP4992,Glutamate and glutamine metabolism,wiki
Diacetyl,WP5269,Genetic causes of porto-sinusoidal vascular disease,wiki
Diacetyl,WP5365,4p16.3 copy number variation,wiki
5-Aminovaleric Acid,map00564,Phospholipid Biosynthesis,kegg
5-Aminovaleric Acid,R-HSA-1483191,Synthesis of PC,reactome
5-Aminovaleric Acid,R-HSA-2980736,Peptide hormone metabolism,reactome
5-Aminovaleric Acid,R-HSA-381771,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",reactome
5-Aminovaleric Acid,R-HSA-400451,Free fatty acids regulate insulin secretion,reactome
5-Aminovaleric Acid,R-HSA-400508,"Incretin synthesis, secretion, and inactivation",reactome
5-Aminovaleric Acid,R-HSA-400511,"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)",reactome
5-Aminovaleric Acid,R-HSA-422356,Regulation of insulin secretion,reactome
5-Aminovaleric Acid,R-HSA-434316,Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion,reactome
5-Aminovaleric Acid,R-HSA-444209,Free fatty acid receptors,reactome
5-Aminovaleric Acid,WP1831,Integration of energy metabolism,wiki
5-Aminovaleric Acid,WP2525,"Trans-sulfuration, one-carbon metabolism and related pathways",wiki
5-Aminovaleric Acid,WP2533,Glycerophospholipid biosynthetic pathway,wiki
5-Aminovaleric Acid,WP2728,"Incretin synthesis, secretion, and inactivation",wiki
5-Aminovaleric Acid,WP3933,Kennedy pathway from sphingolipids,wiki
5-Aminovaleric Acid,WP4288,MTHFR deficiency,wiki
5-Aminovaleric Acid,WP4722,Glycerolipids and glycerophospholipids,wiki
5-Aminovaleric Acid,WP4906,3q29 copy number variation syndrome,wiki
5-Aminovaleric Acid,WP528,Acetylcholine synthesis,wiki
Methylmalonic Acid,map00280,"Valine, leucine and isoleucine degradation",kegg
Methylmalonic Acid,map00640,Propanoate metabolism,kegg
Methylmalonic Acid,WP1533,Vitamin B12 metabolism,wiki
Methylmalonic Acid,WP4236,Krebs cycle disorders,wiki
Methylmalonic Acid,WP4271,Vitamin B12 disorders,wiki
Methylmalonic Acid,WP4686,"Leucine, isoleucine and valine metabolism",wiki
L-Serine,map00270,Methionine Metabolism,kegg
L-Serine,map00450,Selenocompound metabolism,kegg
L-Serine,map00910,Nitrogen metabolism,kegg
L-Serine,R-HSA-1483101,Synthesis of PS,reactome
L-Serine,R-HSA-1614558,Degradation of cysteine and homocysteine,reactome
L-Serine,R-HSA-1614603,Cysteine formation from homocysteine,reactome
L-Serine,R-HSA-1614635,Sulfur amino acid metabolism,reactome
L-Serine,R-HSA-1660661,Sphingolipid de novo biosynthesis,reactome
L-Serine,R-HSA-196757,Metabolism of folate and pterines,reactome
L-Serine,R-HSA-2408508,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",reactome
L-Serine,R-HSA-2408557,Selenocysteine synthesis,reactome
L-Serine,R-HSA-352230,Amino acid transport across the plasma membrane,reactome
L-Serine,R-HSA-379716,Cytosolic tRNA aminoacylation,reactome
L-Serine,R-HSA-379724,tRNA Aminoacylation,reactome
L-Serine,R-HSA-379726,Mitochondrial tRNA aminoacylation,reactome
L-Serine,R-HSA-442660,Na+/Cl- dependent neurotransmitter transporters,reactome
L-Serine,R-HSA-5619044,Defective SLC6A19 causes Hartnup disorder (HND),reactome
L-Serine,R-HSA-5619094,Variant SLC6A14 may confer susceptibility towards obesity,reactome
L-Serine,R-HSA-5659735,Defective SLC6A19 causes Hartnup disorder (HND),reactome
L-Serine,R-HSA-977347,Serine biosynthesis,reactome
L-Serine,WP1422,Sphingolipid pathway,wiki
L-Serine,WP1495,Glycine metabolism,wiki
L-Serine,WP1533,Vitamin B12 metabolism,wiki
L-Serine,WP176,Folate metabolism,wiki
L-Serine,WP1938,tRNA aminoacylation,wiki
L-Serine,WP241,One-carbon metabolism,wiki
L-Serine,WP2525,"Trans-sulfuration, one-carbon metabolism and related pathways",wiki
L-Serine,WP2533,Glycerophospholipid biosynthetic pathway,wiki
L-Serine,WP3574,Sulfur amino acid metabolism,wiki
L-Serine,WP3806,Metabolism of folate and pterines,wiki
L-Serine,WP3933,Kennedy pathway from sphingolipids,wiki
L-Serine,WP3996,Ethanol effects on histone modifications,wiki
L-Serine,WP4142,Metabolism of sphingolipids in ER and Golgi apparatus,wiki
L-Serine,WP4259,Disorders of folate metabolism and transport,wiki
L-Serine,WP4290,Metabolic reprogramming in colon cancer,wiki
L-Serine,WP4297,Thiamine metabolic pathways,wiki
L-Serine,WP4435,Serine biosynthesis,wiki
L-Serine,WP4504,Cysteine and methionine catabolism,wiki
L-Serine,WP4577,Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway,wiki
L-Serine,WP4589,Major receptors targeted by epinephrine and norepinephrine,wiki
L-Serine,WP4688,Serine metabolism,wiki
L-Serine,WP4725,Sphingolipid metabolism overview,wiki
L-Serine,WP4726,Sphingolipid metabolism: integrated pathway,wiki
L-Serine,WP5029,Amino acid transport defects (IEMs),wiki
L-Serine,WP5049,Glycolysis in senescence,wiki
L-Serine,WP5121,Sphingolipid metabolism in senescence,wiki
L-Serine,WP5166,Glyoxylate metabolism,wiki
L-Serine,WP5194,Synthesis of ceramides and 1-deoxyceramides,wiki
L-Serine,WP5213,Amino acid metabolism in triple-negative breast cancer cells,wiki
L-Serine,WP5312,Metabolic pathways of fibroblasts,wiki
Pro,map00330,Arginine and proline metabolism,kegg
Pro,R-HSA-352230,Amino acid transport across the plasma membrane,reactome
Pro,R-HSA-379716,Cytosolic tRNA aminoacylation,reactome
Pro,R-HSA-379724,tRNA Aminoacylation,reactome
Pro,R-HSA-379726,Mitochondrial tRNA aminoacylation,reactome
Pro,R-HSA-428559,Proton-coupled neutral amino acid transporters,reactome
Pro,R-HSA-442660,Na+/Cl- dependent neurotransmitter transporters,reactome
Pro,R-HSA-70688,Proline catabolism,reactome
Pro,R-HSA-8964539,Glutamate and glutamine metabolism,reactome
Pro,WP1938,tRNA aminoacylation,wiki
Pro,WP4228,Vitamin B6-dependent and responsive disorders,wiki
Pro,WP4595,Urea cycle and associated pathways,wiki
Pro,WP497,Urea cycle and metabolism of amino groups,wiki
Pro,WP4992,Glutamate and glutamine metabolism,wiki
Pro,WP5009,Proline catabolism,wiki
Pro,WP5312,Metabolic pathways of fibroblasts,wiki
Glycolic Acid,R-HSA-389661,Glyoxylate metabolism and glycine degradation,reactome
Glycolic Acid,WP3562,Glyoxylate metabolism and glycine degradation,wiki
Glycolic Acid,WP4157,GABA metabolism (aka GHB),wiki
Glycolic Acid,WP5166,Glyoxylate metabolism,wiki
3-Hydroxybutyric Acid,map00072,Ketone Body Metabolism,kegg
3-Hydroxybutyric Acid,R-HSA-3296197,Hydroxycarboxylic acid-binding receptors,reactome
3-Hydroxybutyric Acid,R-HSA-433692,Proton-coupled monocarboxylate transport,reactome
3-Hydroxybutyric Acid,R-HSA-5619070,Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT),reactome
3-Hydroxybutyric Acid,R-HSA-74182,Ketone body metabolism,reactome
3-Hydroxybutyric Acid,R-HSA-77108,Utilization of Ketone Bodies,reactome
3-Hydroxybutyric Acid,R-HSA-77111,Synthesis of Ketone Bodies,reactome
3-Hydroxybutyric Acid,R-HSA-9749641,Aspirin ADME,reactome
3-Hydroxybutyric Acid,WP3602,Metabolism overview,wiki
3-Hydroxybutyric Acid,WP4113,Ketone body metabolism,wiki
3-Hydroxybutyric Acid,WP4686,"Leucine, isoleucine and valine metabolism",wiki
3-Hydroxybutyric Acid,WP4742,Ketogenesis and ketolysis,wiki
3-Hydroxybutyric Acid,WP5175,Disorders in ketone body synthesis,wiki
3-Hydroxybutyric Acid,WP5195,Disorders in ketolysis,wiki
3-Hydroxybutyric Acid,WP661,Glucose homeostasis,wiki
Pyruvic Acid,map00020,Citric Acid Cycle,kegg
Pyruvic Acid,map00250,"Alanine, aspartate and glutamate metabolism",kegg
Pyruvic Acid,map00270,Methionine Metabolism,kegg
Pyruvic Acid,map00330,Arginine and proline metabolism,kegg
Pyruvic Acid,map00520,Amino Sugar Metabolism,kegg
Pyruvic Acid,map00620,Pyruvate metabolism,kegg
Pyruvic Acid,map00910,Nitrogen metabolism,kegg
Pyruvic Acid,R-HSA-1614558,Degradation of cysteine and homocysteine,reactome
Pyruvic Acid,R-HSA-1614635,Sulfur amino acid metabolism,reactome
Pyruvic Acid,R-HSA-196807,Nicotinate metabolism,reactome
Pyruvic Acid,R-HSA-197264,Nicotinamide salvaging,reactome
Pyruvic Acid,R-HSA-204174,Regulation of pyruvate dehydrogenase (PDH) complex,reactome
Pyruvic Acid,R-HSA-2408508,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",reactome
Pyruvic Acid,R-HSA-389661,Glyoxylate metabolism and glycine degradation,reactome
Pyruvic Acid,R-HSA-4085001,Sialic acid metabolism,reactome
Pyruvic Acid,R-HSA-427601,Multifunctional anion exchangers,reactome
Pyruvic Acid,R-HSA-428643,Organic anion transporters,reactome
Pyruvic Acid,R-HSA-433692,Proton-coupled monocarboxylate transport,reactome
Pyruvic Acid,R-HSA-446219,Synthesis of substrates in N-glycan biosythesis,reactome
Pyruvic Acid,R-HSA-5362517,Signaling by Retinoic Acid,reactome
Pyruvic Acid,R-HSA-5619070,Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT),reactome
Pyruvic Acid,R-HSA-6782315,tRNA modification in the nucleus and cytosol,reactome
Pyruvic Acid,R-HSA-6782861,Synthesis of wybutosine at G37 of tRNA(Phe),reactome
Pyruvic Acid,R-HSA-70171,Glycolysis,reactome
Pyruvic Acid,R-HSA-70263,Gluconeogenesis,reactome
Pyruvic Acid,R-HSA-70268,Pyruvate metabolism,reactome
Pyruvic Acid,R-HSA-70326,Glucose metabolism,reactome
Pyruvic Acid,R-HSA-71240,Tryptophan catabolism,reactome
Pyruvic Acid,R-HSA-71403,Citric acid cycle (TCA cycle),reactome
Pyruvic Acid,R-HSA-71406,Pyruvate metabolism and Citric Acid (TCA) cycle,reactome
Pyruvic Acid,R-HSA-73621,Pyrimidine catabolism,reactome
Pyruvic Acid,R-HSA-8956319,Nucleotide catabolism,reactome
Pyruvic Acid,R-HSA-8963691,Phenylalanine and tyrosine metabolism,reactome
Pyruvic Acid,R-HSA-8964208,Phenylalanine metabolism,reactome
Pyruvic Acid,R-HSA-8964539,Glutamate and glutamine metabolism,reactome
Pyruvic Acid,R-HSA-8964540,Alanine metabolism,reactome
Pyruvic Acid,R-HSA-9749641,Aspirin ADME,reactome
Pyruvic Acid,R-HSA-977347,Serine biosynthesis,reactome
Pyruvic Acid,WP106,Alanine and aspartate metabolism,wiki
Pyruvic Acid,WP1495,Glycine metabolism,wiki
Pyruvic Acid,WP1584,Type II diabetes mellitus,wiki
Pyruvic Acid,WP1946,Cori cycle,wiki
Pyruvic Acid,WP2333,Trans-sulfuration pathway,wiki
Pyruvic Acid,WP2453,TCA cycle and deficiency of pyruvate dehydrogenase complex (PDHc),wiki
Pyruvic Acid,WP2456,HIF1A and PPARG regulation of glycolysis,wiki
Pyruvic Acid,WP2766,Citric acid cycle and respiratory electron transport,wiki
Pyruvic Acid,WP2868,TCA cycle nutrient use and invasiveness of ovarian cancer,wiki
Pyruvic Acid,WP3363,Sialic acid metabolism,wiki
Pyruvic Acid,WP3553,Synthesis of wybutosine at G37 of tRNA(Phe),wiki
Pyruvic Acid,WP3562,Glyoxylate metabolism and glycine degradation,wiki
Pyruvic Acid,WP357,Fatty acid biosynthesis,wiki
Pyruvic Acid,WP3574,Sulfur amino acid metabolism,wiki
Pyruvic Acid,WP3580,Methionine de novo and salvage pathway,wiki
Pyruvic Acid,WP3602,Metabolism overview,wiki
Pyruvic Acid,WP3644,NAD+ metabolism,wiki
Pyruvic Acid,WP3965,Lipid metabolism pathway,wiki
Pyruvic Acid,WP4042,Nucleobase catabolism,wiki
Pyruvic Acid,WP4093,Glucose metabolism,wiki
Pyruvic Acid,WP4097,Nicotinate metabolism,wiki
Pyruvic Acid,WP4141,PI3K/AKT/mTOR - vitamin D3 signaling,wiki
Pyruvic Acid,WP4206,Hereditary leiomyomatosis and renal cell carcinoma pathway,wiki
Pyruvic Acid,WP4236,Krebs cycle disorders,wiki
Pyruvic Acid,WP4290,Metabolic reprogramming in colon cancer,wiki
Pyruvic Acid,WP4297,Thiamine metabolic pathways,wiki
Pyruvic Acid,WP4421,Signaling by Retinoic Acid,wiki
Pyruvic Acid,WP4435,Serine biosynthesis,wiki
Pyruvic Acid,WP4504,Cysteine and methionine catabolism,wiki
Pyruvic Acid,WP4595,Urea cycle and associated pathways,wiki
Pyruvic Acid,WP4629,Aerobic glycolysis,wiki
Pyruvic Acid,WP4661,Amino acid metabolism pathway excerpt: histidine catabolism extension,wiki
Pyruvic Acid,WP4688,Serine metabolism,wiki
Pyruvic Acid,WP4742,Ketogenesis and ketolysis,wiki
Pyruvic Acid,WP4980,Alanine metabolism,wiki
Pyruvic Acid,WP4981,Phenylalanine and tyrosine metabolism,wiki
Pyruvic Acid,WP4992,Glutamate and glutamine metabolism,wiki
Pyruvic Acid,WP4994,Tryptophan catabolism,wiki
Pyruvic Acid,WP5030,Ethylmalonic encephalopathy,wiki
Pyruvic Acid,WP5031,"Biotin metabolism, including IMDs",wiki
Pyruvic Acid,WP5046,NAD metabolism in oncogene-induced senescence and mitochondrial dysfunction-associated senescence,wiki
Pyruvic Acid,WP5049,Glycolysis in senescence,wiki
Pyruvic Acid,WP5050,TCA cycle in senescence,wiki
Pyruvic Acid,WP5166,Glyoxylate metabolism,wiki
Pyruvic Acid,WP5178,Disorders of fructose metabolism,wiki
Pyruvic Acid,WP5211,Glucose metabolism in triple-negative breast cancer cells,wiki
Pyruvic Acid,WP5213,Amino acid metabolism in triple-negative breast cancer cells,wiki
Pyruvic Acid,WP5216,Warburg effect modulated by deubiquitinating enzymes and their substrates,wiki
Pyruvic Acid,WP5220,Metabolic reprogramming in pancreatic cancer,wiki
Pyruvic Acid,WP528,Acetylcholine synthesis,wiki
Pyruvic Acid,WP5312,Metabolic pathways of fibroblasts,wiki
Pyruvic Acid,WP5314,Lactate shuttle in glial cells,wiki
Pyruvic Acid,WP534,Glycolysis and gluconeogenesis,wiki
Pyruvic Acid,WP661,Glucose homeostasis,wiki
"Α-D-Glucose-1,6-Bisphosphate",R-HSA-70171,Glycolysis,reactome
"Α-D-Glucose-1,6-Bisphosphate",R-HSA-70326,Glucose metabolism,reactome
"Α-D-Glucose-1,6-Bisphosphate",WP4093,Glucose metabolism,wiki
D-Glucose 6-Phosphate,map00052,Galactose Metabolism,kegg
D-Glucose 6-Phosphate,map00520,Amino Sugar Metabolism,kegg
D-Glucose 6-Phosphate,map00562,Phosphatidylinositol Phosphate Metabolism,kegg
D-Glucose 6-Phosphate,R-HSA-1483249,Inositol phosphate metabolism,reactome
D-Glucose 6-Phosphate,R-HSA-1855183,"Synthesis of IP2, IP, and Ins in the cytosol",reactome
D-Glucose 6-Phosphate,WP134,Pentose phosphate metabolism,wiki
D-Glucose 6-Phosphate,WP1946,Cori cycle,wiki
D-Glucose 6-Phosphate,WP2741,Inositol phosphate metabolism,wiki
D-Glucose 6-Phosphate,WP3915,Angiopoietin-like protein 8 regulatory pathway,wiki
D-Glucose 6-Phosphate,WP4141,PI3K/AKT/mTOR - vitamin D3 signaling,wiki
D-Glucose 6-Phosphate,WP4290,Metabolic reprogramming in colon cancer,wiki
D-Glucose 6-Phosphate,WP4297,Thiamine metabolic pathways,wiki
D-Glucose 6-Phosphate,WP5153,N-glycan biosynthesis,wiki
D-Glucose 6-Phosphate,WP5173,Disorders of galactose metabolism,wiki
D-Glucose 6-Phosphate,WP5178,Disorders of fructose metabolism,wiki
D-Glucose 6-Phosphate,WP5211,Glucose metabolism in triple-negative breast cancer cells,wiki
D-Glucose 6-Phosphate,WP5216,Warburg effect modulated by deubiquitinating enzymes and their substrates,wiki
D-Glucose 6-Phosphate,WP5312,Metabolic pathways of fibroblasts,wiki
D-Glucose 6-Phosphate,WP5314,Lactate shuttle in glial cells,wiki
D-Glucose 6-Phosphate,WP534,Glycolysis and gluconeogenesis,wiki
D-Glucose 6-Phosphate,WP5380,5q35 copy number variation,wiki
D-Glucose 6-Phosphate,WP5394,UDP-derived sugars synthesis in fibroblasts,wiki
D-Glucose 6-Phosphate,WP698,Glucuronidation,wiki
Oxoadipate,map00310,Lysine degradation,kegg
Oxoadipate,R-HSA-71064,Lysine catabolism,reactome
Oxoadipate,WP4519,"Cerebral organic acidurias, including diseases",wiki
Oxoadipate,WP465,Tryptophan metabolism,wiki
Oxoadipate,WP5004,Lysine catabolism,wiki
Pyrogallol,WP4238,Flavan-3-ol metabolic pathway,wiki
Malonic Acid,map00250,"Alanine, aspartate and glutamate metabolism",kegg
Malonic Acid,WP4686,"Leucine, isoleucine and valine metabolism",wiki
Dulcitol,map00052,Galactose Metabolism,kegg
Dulcitol,WP5173,Disorders of galactose metabolism,wiki
L-Tyrosine,map00350,Tyrosine metabolism,kegg
L-Tyrosine,map00360,Phenylalanine and Tyrosine Metabolism,kegg
L-Tyrosine,R-HSA-209776,Metabolism of amine-derived hormones,reactome
L-Tyrosine,R-HSA-209905,Catecholamine biosynthesis,reactome
L-Tyrosine,R-HSA-209968,Thyroxine biosynthesis,reactome
L-Tyrosine,R-HSA-352230,Amino acid transport across the plasma membrane,reactome
L-Tyrosine,R-HSA-379716,Cytosolic tRNA aminoacylation,reactome
L-Tyrosine,R-HSA-379724,tRNA Aminoacylation,reactome
L-Tyrosine,R-HSA-379726,Mitochondrial tRNA aminoacylation,reactome
L-Tyrosine,R-HSA-442660,Na+/Cl- dependent neurotransmitter transporters,reactome
L-Tyrosine,R-HSA-5619044,Defective SLC6A19 causes Hartnup disorder (HND),reactome
L-Tyrosine,R-HSA-5659735,Defective SLC6A19 causes Hartnup disorder (HND),reactome
L-Tyrosine,R-HSA-5662702,Melanin biosynthesis,reactome
L-Tyrosine,R-HSA-71240,Tryptophan catabolism,reactome
L-Tyrosine,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin,reactome
