Group,N_metabolites,Category,Wilcoxon_statistic,p_value,Mean_Female,Mean_Male,logFC,Group_display,FDR,Bonferroni,Significant_FDR,Significant_Bonferroni,Significant_nominal,Direction
Glycerophosphoethanol,2,Sub.Class,50,0.21449380778351745,17.892837174458357,18.07497836550296,0.014611754167319543,Glycerophosphoeth...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Pyridinecarboxylic acids and derivatives,2,Sub.Class,93,0.2365840933218762,19.06611130650477,18.900169818188317,-0.012611426754408716,Pyridinecarboxyli...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Tetracarboxylic acids and derivatives,2,Sub.Class,51,0.2365840933218762,17.81478204554076,18.071178221387036,0.020615738467747623,Tetracarboxylic a...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Glycosphingolipids,1,Sub.Class,93,0.2365840933218762,18.38324488660308,17.97223421464816,-0.03262167558098645,Glycosphingolipids,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Pyridazines and derivatives,1,Sub.Class,25,0.25562310754641265,16.791370973212707,16.059226307844973,-0.06431763830713165,Pyridazines and d...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
"Amino acids, peptides, and analogues",102,Sub.Class,92,0.26023620261718894,20.784717981932356,20.612732190273984,-0.011987427981037907,"Amino acids, pept...",0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Pyrimidine nucleotide sugars,4,Sub.Class,92,0.26023620261718894,21.969939573412958,21.732777268700435,-0.01565835098567951,Pyrimidine nucleo...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
N-arylamides,1,Sub.Class,92,0.26023620261718894,21.27886452993077,21.102387808374694,-0.012014914544310014,N-arylamides,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Amines,12,Sub.Class,91,0.28547630885188235,18.903288997058507,18.81899839338124,-0.006447426533461358,Amines,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Glycerophosphoethanolamines,38,Sub.Class,91,0.28547630885188235,19.967797704370554,19.835714380378445,-0.009574866436553586,Glycerophosphoeth...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Glycerophosphoglycerophosphoglycerols,4,Sub.Class,91,0.28547630885188235,20.11363537165738,20.01804695249463,-0.00687263484105109,Glycerophosphogly...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Phosphate esters,4,Sub.Class,90,0.3123214216762162,17.753799759546364,17.396695719746678,-0.029314520088590985,Phosphate esters,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Glycosyldiacylglycerols,5,Sub.Class,90,0.3123214216762162,20.444289996247303,20.021783186299064,-0.030127491149447766,Glycosyldiacylgly...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Caprolactams,1,Sub.Class,11,0.3298591946554766,23.91540780652497,24.357443891953004,0.026422350096580317,Caprolactams,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Fatty acid esters,17,Sub.Class,55,0.3407786135629546,20.804695775525442,20.94984432873903,0.01003033159481918,Fatty acid esters,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Purine 2'-deoxyribonucleosides,1,Sub.Class,55,0.3407786135629546,19.66342485364484,19.975920348303532,0.022747350551204686,Purine 2'-deoxyri...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Alpha hydroxy acids and derivatives,3,Sub.Class,88,0.3708443333042211,19.05763460183675,18.980316826671086,-0.005864991159547816,Alpha hydroxy aci...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Bis-methyl phosphoglycerophosphates,1,Sub.Class,68,0.37873825188653026,20.14228030680661,19.816685113074076,-0.023511367856190537,Bis-methyl phosph...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Sesquiterpenoids,2,Sub.Class,87,0.40250382378200356,27.12893171515319,27.157004331393292,0.0014921075620698118,Sesquiterpenoids,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Diradylglycerols,7,Sub.Class,87,0.40250382378200356,19.780380323595395,19.62722764081195,-0.011213759971195713,Diradylglycerols,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Thiazoles,1,Sub.Class,86,0.4357306600317366,22.268078384654977,21.936869277125638,-0.021619420638198043,Thiazoles,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Pyrimidine ribonucleotides,7,Sub.Class,86,0.4357306600317366,20.693428550549402,20.44458014900807,-0.01745425922379531,Pyrimidine ribonu...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Benzenesulfonic acids and derivatives,1,Sub.Class,86,0.4357306600317366,22.690622971012147,22.5553235742112,-0.008628235920247786,Benzenesulfonic a...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Short-chain keto acids and derivatives,2,Sub.Class,59,0.47048642205878966,19.075623961989958,19.41459742809454,0.025411544254723514,Short-chain keto ...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Dicarboxylic acids and derivatives,3,Sub.Class,85,0.47048642205878966,18.88701659001536,18.85108822880438,-0.0027470210523661306,Dicarboxylic acid...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Hybrid peptides,3,Sub.Class,85,0.47048642205878966,20.260788550147478,19.77493322586725,-0.03501750179154748,Hybrid peptides,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Carboximidic acids,3,Sub.Class,85,0.47048642205878966,18.619626517413888,18.398545770994236,-0.01723239527655466,Carboximidic acids,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Purines and purine derivatives,5,Sub.Class,60,0.5067205148778585,20.379247236208563,20.529080398982668,0.010568240747737549,Purines and purin...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Carbonyl compounds,2,Sub.Class,84,0.5067205148778585,22.7757861768086,22.7149597024265,-0.003858107997474294,Carbonyl compounds,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
"Bile acids, alcohols and derivatives",1,Sub.Class,60,0.5067205148778585,19.064210123574,19.175257480701,0.008379192066449832,"Bile acids, alcoh...",0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Linear diarylheptanoids,1,Sub.Class,60,0.5067205148778585,20.38892136135817,20.509456201363083,0.00850378571333451,Linear diarylhept...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Fentanyls,1,Sub.Class,30,0.5229032345126705,17.314096818793015,16.910258287773853,-0.034048436350267657,Fentanyls,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Tricarboxylic acids and derivatives,4,Sub.Class,61,0.5443701458566099,19.68314412415972,19.968418910394572,0.020759414720057733,Tricarboxylic aci...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Cyclohexylamines,2,Sub.Class,83,0.5443701458566099,23.058350893525027,22.91835939451105,-0.008785564007209277,Cyclohexylamines,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Lineolic acids and derivatives,2,Sub.Class,83,0.5443701458566099,21.191951773196536,21.02880888616752,-0.011149330415126375,Lineolic acids an...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
2-benzopyrans,1,Sub.Class,83,0.5443701458566099,16.023214112953173,15.912857043667255,-0.009970683589718702,2-benzopyrans,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Eicosanoids,2,Sub.Class,83,0.5443701458566099,19.385856198970163,19.175226771941,-0.01576081523672438,Eicosanoids,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Aminopyridines and derivatives,1,Sub.Class,62,0.5833604667027033,24.78830361857729,24.88603110803173,0.005676619408136789,Aminopyridines an...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Sulfuric acid esters,2,Sub.Class,62,0.5833604667027033,21.13490229632807,21.41090701871886,0.018718470122274823,Sulfuric acid esters,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Monoradylglycerols,9,Sub.Class,62,0.5833604667027033,18.609026880507308,18.718738363433765,0.008480586345545757,Monoradylglycerols,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Benzenediols,1,Sub.Class,82,0.5833604667027033,20.9394289578044,21.0428813593723,0.007110164623039738,Benzenediols,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Oxazolidines,1,Sub.Class,25,0.6170750774519739,22.762976557935737,22.304642434357138,-0.02934520083317336,Oxazolidines,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Medium-chain keto acids and derivatives,1,Sub.Class,63,0.623604884395689,23.961117581527734,24.16875497940793,0.01244795744149585,Medium-chain keto...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Alcohols and polyols,6,Sub.Class,63,0.623604884395689,20.278532594044474,20.428011161922193,0.010595493402958421,Alcohols and polyols,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Glycerophosphoglycerols,5,Sub.Class,63,0.623604884395689,20.210275178055902,20.450255778289147,0.01702992232984682,Glycerophosphogly...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
"Pyrazolo[3,4-d]pyrimidines",1,Sub.Class,50,0.6497226287855105,21.607513981892062,21.521930363097884,-0.005725611648926319,"Pyrazolo[3,4-d]py...",0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Hydroxycinnamic acids and derivatives,1,Sub.Class,80,0.6650055421020291,24.15608648119967,23.84766242755364,-0.01853888438796472,Hydroxycinnamic a...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Purine ribonucleotides,9,Sub.Class,64,0.6650055421020291,22.543149923380888,22.536330984877253,-4.3645794672631297e-4,Purine ribonucleo...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Alloxazines and isoalloxazines,1,Sub.Class,64,0.6650055421020291,24.593287478438686,24.62789650576521,0.002028812648571533,Alloxazines and i...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Neutral glycosphingolipids,1,Sub.Class,67,0.668216305163999,18.983296067125313,19.14876388452401,0.01252075540937266,Neutral glycosphi...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Carboxylic acids,1,Sub.Class,15,0.6889205558044607,16.116052407929942,16.33013860768572,0.019038634204265895,Carboxylic acids,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Glycerophosphoserines,25,Sub.Class,79,0.7074539677020747,19.349228536969267,19.193599343542132,-0.011650763483480582,Glycerophosphoser...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Cyclic purine nucleotides,1,Sub.Class,79,0.7074539677020747,17.936746371377296,15.892309849781917,-0.17458939012107524,Cyclic purine nuc...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
"1,4-benzodiazepines",1,Sub.Class,65,0.7074539677020747,17.88477481651199,17.93369179204862,0.0039405551705145375,"1,4-benzodiazepines",0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Benzoic acids and derivatives,1,Sub.Class,65,0.7074539677020747,21.734571741080984,21.783496495784785,0.0032438724228713036,Benzoic acids and...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Terpene lactones,1,Sub.Class,20,0.7453330673308027,16.441658905631257,16.10410726792616,-0.02992718216726693,Terpene lactones,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Acrylic acids and derivatives,1,Sub.Class,21,0.746885633390364,21.116565232078624,21.062901907098677,-0.0036709735731192948,Acrylic acids and...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Fatty acids and conjugates,20,Sub.Class,78,0.7508318840891169,18.75439331885276,18.68535620683716,-0.005320527689900039,Fatty acids and c...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Ethers,8,Sub.Class,66,0.7508318840891169,21.125103023315404,21.151887942805512,0.0018280617804734048,Ethers,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Anilides,1,Sub.Class,78,0.7508318840891169,27.36306951052743,27.26903241037563,-0.004966566808281394,Anilides,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Phosphosphingolipids,5,Sub.Class,78,0.7508318840891169,20.969902887805496,20.67571000457729,-0.02038330784627502,Phosphosphingolipids,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Halobenzenes,1,Sub.Class,66,0.7508318840891169,21.001104485836393,21.772359282302574,0.052032544570819156,Halobenzenes,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Triterpenoids,2,Sub.Class,78,0.7508318840891169,20.23467194887433,20.24882519501326,0.0010087477757385113,Triterpenoids,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Delta valerolactones,2,Sub.Class,77,0.7950121719642382,19.012090425233044,18.933169027135307,-0.006001259471151976,Delta valerolactones,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Fatty amides,2,Sub.Class,77,0.7950121719642382,19.331432391962853,19.245189465964845,-0.006450665866829676,Fatty amides,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Phenylpropylamines,1,Sub.Class,77,0.7950121719642382,17.930624578917143,17.506356979490352,-0.034546848113214505,Phenylpropylamines,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Benzophenones,1,Sub.Class,67,0.7950121719642382,19.63579085408865,19.69719242773315,0.004504302006431444,Benzophenones,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
"1,3-dioxanes",1,Sub.Class,43,0.8242120391033195,16.653347722767617,16.433493653244092,-0.019173002373047157,"1,3-dioxanes",0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Gamma-keto acids and derivatives,1,Sub.Class,68,0.8398599725400034,20.408969667422244,20.520741180686034,0.007879489270614933,Gamma-keto acids ...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Gamma butyrolactones,3,Sub.Class,68,0.8398599725400034,21.62065624676843,21.715495935504475,0.006314587713253674,Gamma butyrolactones,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Indolyl carboxylic acids and derivatives,3,Sub.Class,68,0.8398599725400034,20.442594228110924,20.261565210974435,-0.012832663337027933,Indolyl carboxyli...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Purine nucleotide sugars,2,Sub.Class,76,0.8398599725400034,24.370283336118934,24.128336993383826,-0.014394540800725752,Purine nucleotide...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Phenylpropanes,2,Sub.Class,76,0.8398599725400034,20.732396208002772,20.688095053346544,-0.0030860609593274914,Phenylpropanes,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Hydropyridines,1,Sub.Class,34,0.8748259769492438,15.862398498020795,15.934648684915494,0.006556279589515778,Hydropyridines,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Cyclic pyrimidine nucleotides,2,Sub.Class,69,0.8852339144732017,20.57722615810213,20.5331369312242,-0.0030944671163156043,Cyclic pyrimidine...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Piperidinecarboxylic acids and derivatives,1,Sub.Class,75,0.8852339144732017,23.21482643830441,23.197076138632617,-0.0011035216889419203,Piperidinecarboxy...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Quinolones and derivatives,1,Sub.Class,75,0.8852339144732017,21.260413132134694,21.12240058635183,-0.009395823527726912,Quinolones and de...,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Xylenes,1,Sub.Class,69,0.8852339144732017,22.8747010597186,22.911487922207733,0.0023182639430328928,Xylenes,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Males
Cholestane steroids,2,Sub.Class,69,0.8852339144732017,19.52796308337235,19.363367074708126,-0.012211629803834802,Cholestane steroids,0.9649049667757899,1,FALSE,FALSE,FALSE,Higher in Females
Fatty ethers,2,Sub.Class,70,0.9309874465595671,18.247377475383146,18.217961719175513,-0.002327578777398558,Fatty ethers,0.9769702553219757,1,FALSE,FALSE,FALSE,Higher in Females
Triradylglycerols,16,Sub.Class,70,0.9309874465595671,20.362198877648677,20.338985457165528,-0.001645646965398898,Triradylglycerols,0.9769702553219757,1,FALSE,FALSE,FALSE,Higher in Females
Alpha-keto acids and derivatives,1,Sub.Class,19,0.9361862934730594,19.096041097158587,19.127928908473706,0.0024070967989246396,Alpha-keto acids ...,0.9769702553219757,1,FALSE,FALSE,FALSE,Higher in Males
Organosulfonic acids and derivatives,2,Sub.Class,71,0.9769702553219757,22.422449853410242,22.398503928508422,-0.0015415410640452817,Organosulfonic ac...,0.9769702553219757,1,FALSE,FALSE,FALSE,Higher in Females
Furanones,2,Sub.Class,71,0.9769702553219757,22.044470459209634,22.13564607189192,0.005954660210725706,Furanones,0.9769702553219757,1,FALSE,FALSE,FALSE,Higher in Males
Sulfinic acids,1,Sub.Class,73,0.9769702553219757,16.818406799055083,16.85100441678458,0.0027935407504255313,Sulfinic acids,0.9769702553219757,1,FALSE,FALSE,FALSE,Higher in Males
Glycerophosphoinositols,13,Sub.Class,71,0.9769702553219757,20.362275247182268,20.36484657252747,1.8217041436833904e-4,Glycerophosphoino...,0.9769702553219757,1,FALSE,FALSE,FALSE,Higher in Males
Chalcones and dihydrochalcones,2,Sub.Class,71,0.9769702553219757,19.133976363174845,19.10460770451648,-0.002216087628144215,Chalcones and dih...,0.9769702553219757,1,FALSE,FALSE,FALSE,Higher in Females
Diterpenoids,4,Sub.Class,71,0.9769702553219757,18.907495999130038,19.15427296246418,0.018707952875948963,Diterpenoids,0.9769702553219757,1,FALSE,FALSE,FALSE,Higher in Males
