Name,VIP_comp1,Compound.ID,Super.Class,Class
"D-Fructose 1,6-Bisphosphate",1.5681550359447383,Amide-Neg-001874,Organic oxygen compounds,Organooxygen compounds
Cl(23:1_19:4cho_22:4_22:4cho),1.5654170799337395,C8-Neg-003382,Lipids and lipid-like molecules,Glycerophospholipids
Ethyl Acetoacetate,1.5404471622656177,Amide-Neg-000104,Organic acids and derivatives,Keto acids and derivatives
Yrquylsqfnxrba-Izzdovswsa-N,1.5384080142482746,C18-Neg-000934,Lipids and lipid-like molecules,Prenol lipids
Hypaphorine,1.5360768853424451,C18-Pos-001332,Organic acids and derivatives,Carboxylic acids and derivatives
Inosine-5'-Monophosphate (Imp),1.5301092679319706,C18-Pos-002294,"Nucleosides, nucleotides, and analogues",Purine nucleotides
D-Threonine,1.5209035563095314,Amide-Neg-000235,Organic acids and derivatives,Carboxylic acids and derivatives
Tg(2:0_11:0_23:4),1.5188147761718718,C8-Pos-003290,Lipids and lipid-like molecules,Glycerolipids
Malonic Acid,1.5180539150902745,Amide-Neg-000116,Organic acids and derivatives,Carboxylic acids and derivatives
Sqdg(2:0_28:0),1.5179871223990695,C8-Neg-003216,Lipids and lipid-like molecules,Glycerolipids
Pe(20:5_22:2),1.5113338768768234,C8-Pos-004871,Lipids and lipid-like molecules,Glycerophospholipids
4-Quinolinol,1.5055736068101273,Amide-Pos-000461,Organoheterocyclic compounds,Quinolines and derivatives
Pc(19:4cho_29:7),1.500825840543022,C8-Pos-005546,Lipids and lipid-like molecules,Glycerophospholipids
Acetylcholine,1.5002295470663145,Amide-Pos-000467,Organic nitrogen compounds,Organonitrogen compounds
Dgdg(6:0_28:2),1.4980269329867806,C8-Neg-003637,Lipids and lipid-like molecules,Glycerolipids
Dg(2:0_18:2),1.4952776644450312,C8-Pos-001468,Lipids and lipid-like molecules,Glycerolipids
Biotin,1.4950382390824324,C18-Pos-001159,Organoheterocyclic compounds,Biotin and derivatives
3-Hydroxybutyric Acid,1.490511930657928,Amide-Neg-000118,Organic acids and derivatives,Hydroxy acids and derivatives
Pc(22:5cooh_25:8),1.4885121195002593,C8-Pos-005561,Lipids and lipid-like molecules,Glycerophospholipids
Xylose,1.4789924765272862,Amide-Neg-000340,Organic oxygen compounds,Organooxygen compounds
Pc(6:0_17:0cho),1.4763979753363365,C8-Pos-003127,Lipids and lipid-like molecules,Glycerophospholipids
1-Palmitoyl-2-Docosahexaenoyl-Sn-Glycero-3-Phosphocholine,1.4729868108055355,C8-Pos-004574,Lipids and lipid-like molecules,Glycerophospholipids
Choline,1.4708715623219077,Amide-Pos-000097,Organic nitrogen compounds,Organonitrogen compounds
Lecithin,1.4700839327004194,Amide-Pos-002273,Lipids and lipid-like molecules,Glycerophospholipids
Phosphocreatine,1.4650309456462205,Amide-Neg-001041,Organic acids and derivatives,Carboxylic acids and derivatives
Putrescine,1.4649507595889315,Amide-Pos-000025,Organic nitrogen compounds,Organonitrogen compounds
L-Pyroglutamic Acid,1.4646357083959154,Amide-Pos-000317,Organic acids and derivatives,Carboxylic acids and derivatives
5-Methylcytosine,1.4581307167842368,Amide-Pos-000296,Organoheterocyclic compounds,Diazines
4-(Acetylamino)Butanoic Acid,1.4540609340946864,Amide-Neg-000479,Organic acids and derivatives,Carboxylic acids and derivatives
"1,2-Dioleoyl-Sn-Glycero-3-Phosphatidylcholine",1.4433547062807128,Amide-Pos-002307,Lipids and lipid-like molecules,Glycerophospholipids
O-Acetylserine,1.4426057452764167,Amide-Neg-000297,Organic acids and derivatives,Carboxylic acids and derivatives
Pc(28:1_21:0cooh),1.4423383196800463,C8-Pos-005741,Lipids and lipid-like molecules,Glycerophospholipids
L-Histidine,1.4421234097200166,Amide-Pos-000536,Organic acids and derivatives,Carboxylic acids and derivatives
Pc(12:1_28:3),1.4394410177984498,C8-Neg-003585,Lipids and lipid-like molecules,Glycerophospholipids
Oahfa(15:1_25:3),1.437772363827557,C8-Neg-002832,Lipids and lipid-like molecules,Fatty acyls
1h-Imidazole-1-Acetic Acid,1.4366443775475235,Amide-Pos-000303,Organic acids and derivatives,Carboxylic acids and derivatives
Pe(O-16:2_22:3),1.43064140096226,C8-Pos-004273,Lipids and lipid-like molecules,Glycerophospholipids
Pc(11:2cho_11:2),1.4290285454571148,C8-Pos-002985,Lipids and lipid-like molecules,Glycerophospholipids
Guanosine-5'-Monophosphate,1.4059539378151076,C18-Pos-002454,"Nucleosides, nucleotides, and analogues",Purine nucleotides
Sarcosine,1.4024536151108442,Amide-Pos-000068,Organic acids and derivatives,Carboxylic acids and derivatives
Pc(14:1_25:7),1.3978920077678363,C8-Pos-004855,Lipids and lipid-like molecules,Glycerophospholipids
"All-Cis-4,7,10,13,16-Docosapentaenoic Acid",1.3971543365928616,C8-Neg-000540,Lipids and lipid-like molecules,Fatty Acyls
Sqdg(14:0_30:6),1.390266540266729,C8-Neg-003807,Lipids and lipid-like molecules,Glycerolipids
L-N-Acetylhistidine,1.3678189108591599,Amide-Neg-000933,Organic acids and derivatives,Carboxylic acids and derivatives
Docosanamide,1.363149574547483,C8-Pos-000820,Lipids and lipid-like molecules,Fatty Acyls
6-Chloropicolinic Acid,1.3617614726844622,Amide-Pos-000636,Organoheterocyclic compounds,Pyridines and derivatives
Uridine,1.3599273916447676,Amide-Pos-000957,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides
Monopalmitolein (9c),1.3583614360457594,C8-Pos-000582,Lipids and lipid-like molecules,Glycerolipids
D-Proline,1.3565937713818335,Amide-Pos-000224,Organic acids and derivatives,Carboxylic acids and derivatives
Pc(20:2_21:4),1.353477984377848,C8-Neg-003571,Lipids and lipid-like molecules,Glycerophospholipids
Ps(20:5_24:4),1.3524406759837064,C8-Pos-005192,Lipids and lipid-like molecules,Glycerophospholipids
Pc(O-29:1_5:0),1.349476827223725,C8-Pos-004203,Lipids and lipid-like molecules,Glycerophospholipids
Myristoyl-L-Carnitine,1.3473464390154146,C18-Pos-002570,Lipids and lipid-like molecules,Fatty Acyls
Pc(O-10:0_23:2),1.3393509202414313,C8-Pos-003714,Lipids and lipid-like molecules,Glycerophospholipids
3-Methylhistidine,1.3366930710088243,Amide-Pos-000601,Organic acids and derivatives,Carboxylic acids and derivatives
Lpc(23:6),1.3239070297283495,C8-Neg-002622,Lipids and lipid-like molecules,Glycerophospholipids
Pi(16:1_18:3),1.3216497668467522,C8-Neg-003377,Lipids and lipid-like molecules,Glycerophospholipids
Citric Acid,1.3174064303857356,Amide-Neg-000876,Organic acids and derivatives,Carboxylic acids and derivatives
"N6,N6,N6-Trimethyl-L-Lysine",1.3127117305137295,Amide-Pos-000686,Organic acids and derivatives,Carboxylic acids and derivatives
Asp-Pro-Asn,1.3117030975590325,Amide-Pos-001387,Organic acids and derivatives,Carboxylic acids and derivatives
2-Oxoadipic Acid,1.311449355887439,Amide-Neg-000587,Organic acids and derivatives,Keto acids and derivatives
Α-Cyano-3-Hydroxycinnamic Acid,1.3095899905104773,Amide-Neg-000851,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
Pi 36:4,1.3074702379845087,C8-Pos-005112,Lipids and lipid-like molecules,Glycerophospholipids
Pe(18:0_20:4),1.302282905548611,C8-Pos-004202,Lipids and lipid-like molecules,Glycerophospholipids
N-Acetylglutamic Acid,1.3017321698308146,C18-Pos-000763,Organic acids and derivatives,Carboxylic acids and derivatives
"1,2-Dieicosenoyl-Sn-Glycero-3-Phosphocholine",1.3007937723732925,C8-Pos-004898,Lipids and lipid-like molecules,Glycerophospholipids
S-Adenosyl-L-Homocysteine,1.3004089700936035,C18-Pos-000925,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides
Pc(18:1_22:6),1.2995699574921034,C8-Pos-004991,Lipids and lipid-like molecules,Glycerophospholipids
Lpe 22:3,1.2994095111585562,C8-Pos-002412,Lipids and lipid-like molecules,Glycerophospholipids
Cyclic Adp-Ribose,1.2981846665709906,C18-Pos-004919,Organic oxygen compounds,Organooxygen compounds
Asparagine,1.2977895366414003,Amide-Pos-000372,Organic acids and derivatives,Carboxylic acids and derivatives
Dl-P-Hydroxyphenyllactic Acid,1.2944456045174129,Amide-Neg-000783,Benzenoids,Benzene and substituted derivatives
2-Aminocaprylate,1.293079600943123,C18-Pos-000695,Organic acids and derivatives,Carboxylic acids and derivatives
Dg(25:3_25:7),1.2929357181962662,C8-Pos-004529,Lipids and lipid-like molecules,Glycerolipids
O-Dodecanoylcarnitine,1.2819845547231723,Amide-Pos-001381,Lipids and lipid-like molecules,Fatty Acyls
Pe(22:3_26:5),1.2817262772841194,C8-Neg-003594,Lipids and lipid-like molecules,Glycerophospholipids
Pe(21:4cooh_24:6),1.2797372176101838,C8-Pos-005313,Lipids and lipid-like molecules,Glycerophospholipids
Pe(17:5cho_22:6),1.2792032243463713,C8-Pos-004333,Lipids and lipid-like molecules,Glycerophospholipids
Ganglioside-Gm1(D18:1/18:0),1.2783451586973116,C8-Pos-004266,Lipids and lipid-like molecules,Sphingolipids
"N2-[5-Phenyl-4-(Trifluoromethyl)-1,3-Thiazol-2-Yl]Thiophene-2-Carboxamide",1.2762262523195675,Amide-Neg-000749,Organoheterocyclic compounds,Azoles
Glycerol Monooleate,1.269563192425834,C8-Pos-000806,Lipids and lipid-like molecules,Glycerolipids
Pe 16:0_18:1,1.2545525742450807,C8-Pos-003759,Lipids and lipid-like molecules,Glycerophospholipids
Palmitoleic Acid,1.2534746234444107,C8-Pos-000148,Lipids and lipid-like molecules,Fatty Acyls
Beta-Alanine,1.2488471532462069,Amide-Pos-000026,Organic acids and derivatives,Carboxylic acids and derivatives
N-Acetylglycine,1.2461295162120345,Amide-Neg-000219,Organic acids and derivatives,Carboxylic acids and derivatives
Levulinic Acid,1.2391512447797808,Amide-Neg-000094,Organic acids and derivatives,Keto acids and derivatives
L-Valine,1.2382137148973464,Amide-Neg-000214,Organic acids and derivatives,Carboxylic acids and derivatives
Isobutyric Acid,1.2363641141180632,Amide-Neg-000078,Organic acids and derivatives,Carboxylic acids and derivatives
Asp-Phe,1.232908631590571,C18-Pos-001575,Organic acids and derivatives,Carboxylic acids and derivatives
Lpc 20:3-Sn1,1.2320724317582923,C8-Pos-002542,Lipids and lipid-like molecules,Glycerophospholipids
D-Glucose,1.2313660581839732,Amide-Neg-001099,Organic oxygen compounds,Organooxygen compounds
Pe(15:0_27:7),1.2300089674268584,C8-Pos-004870,Lipids and lipid-like molecules,Glycerophospholipids
Limonin,1.2222102339171859,C8-Pos-002093,Lipids and lipid-like molecules,Prenol lipids
1-Linoleoyl Glycerol,1.2210664584456423,C8-Pos-000787,Lipids and lipid-like molecules,Fatty Acyls
Amifampridine,1.219892935873554,Amide-Pos-000167,Organoheterocyclic compounds,Pyridines and derivatives
Pc(19:5cooh_25:8),1.2187720111330498,C8-Neg-003610,Lipids and lipid-like molecules,Glycerophospholipids
"2-(2h-Benzotriazol-2-Yl)-4,6-Bis(1-Methyl-1-Phenylethyl)Phenol",1.2149326240977885,C8-Pos-001809,Phenylpropanoids and polyketides,Diarylheptanoids
Cl(12:0cooh_22:0_24:1_21:2),1.204618535408632,C8-Neg-003274,Lipids and lipid-like molecules,Glycerophospholipids
Glycerophosphocholine,1.1989044782716172,Amide-Pos-001017,Lipids and lipid-like molecules,Glycerophospholipids
Adenylyl(3'-5')Cytidine,1.1988071812458019,C18-Pos-001644,"Nucleosides, nucleotides, and analogues",(3'->5')-dinucleotides and analogues
D-(+)-Glucose,1.1970066252111824,Amide-Neg-000605,Organic oxygen compounds,Organooxygen compounds
Pe(O-14:0_32:0),1.1962712968063443,C8-Pos-005110,Lipids and lipid-like molecules,Glycerophospholipids
Tg(5:0_15:0cho_28:3),1.1954269460018763,C8-Pos-004667,Lipids and lipid-like molecules,Glycerolipids
3-Hexadecyl-4-Methoxy-5-Methyloxolan-2-One,1.1937169623784183,C8-Pos-000955,Organoheterocyclic compounds,Lactones
Peg N11,1.1900986547555772,C8-Pos-002320,Organic oxygen compounds,Organooxygen compounds
2-Docosahexaenoyl-1-Stearoyl-Sn-Glycero-3-Phosphoserine,1.1795744931739065,C8-Pos-004831,Lipids and lipid-like molecules,Glycerophospholipids
Maleic Hydrazide,1.1783234594611962,Amide-Neg-000158,Organoheterocyclic compounds,Diazines
1-Stearoyl-2-Oleoyl-Sn-Glycero-3-Phosphoethanolamine,1.177333803894333,Amide-Pos-002257,Lipids and lipid-like molecules,Glycerophospholipids
Prolinamide,1.17724354754255,Amide-Pos-000230,Organic acids and derivatives,Carboxylic acids and derivatives
D-Histidine Methyl Ester,1.1769054613080179,Amide-Pos-000604,Organic acids and derivatives,Carboxylic acids and derivatives
Pc(28:6_10:0cooh),1.172565283669965,C8-Pos-005016,Lipids and lipid-like molecules,Glycerophospholipids
Cis-4-Hydroxy-D-Proline,1.1672570681318886,C18-Pos-000384,Organic acids and derivatives,Carboxylic acids and derivatives
D-(+)-Arabitol,1.1668664964496893,Amide-Neg-000527,Organic oxygen compounds,Organooxygen compounds
Dl-Valine,1.166471445061871,Amide-Pos-000236,Organic acids and derivatives,Carboxylic acids and derivatives
"[2,2'-Biquinoline]-4,4'-Dicarboxylic Acid",1.1661386888084777,Amide-Pos-001385,Organoheterocyclic compounds,Quinolines and derivatives
Histamine,1.1659632243478737,Amide-Neg-000145,Organic nitrogen compounds,Organonitrogen compounds
Lpe 24:4,1.1649385692209209,C8-Pos-002633,Lipids and lipid-like molecules,Glycerophospholipids
Citraconic Acid,1.1580799858700577,Amide-Neg-000307,Lipids and lipid-like molecules,Fatty Acyls
Dibenzoylmethane,1.157539205506684,C8-Pos-000098,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids"
Tg(39:10_9:2cho),1.1517545584701214,C8-Pos-004650,Lipids and lipid-like molecules,Glycerolipids
Citrulline,1.151417855207687,Amide-Pos-000621,Organic acids and derivatives,Carboxylic acids and derivatives
Lhnfrfaovvpesm-Crgcijnfna-N,1.1473041574579435,Amide-Pos-001042,Organic oxygen compounds,Organooxygen compounds
2'-Guanylic Acid,1.146153042905536,C18-Neg-001640,Organic oxygen compounds,Organooxygen compounds
Glutathionesulfonic Acid,1.1457639687014736,Amide-Pos-001446,Organic acids and derivatives,Carboxylic acids and derivatives
Lithocholic Acid,1.1450483236825149,C8-Neg-000679,Lipids and lipid-like molecules,Steroids and steroid derivatives
N-Acetyl-Neuraminic Acid,1.1432625819246838,Amide-Pos-001317,Organic oxygen compounds,Organooxygen compounds
Oleoyl-L-Carnitine,1.1415643102510733,C18-Pos-003241,Lipids and lipid-like molecules,Fatty Acyls
Dl-Arginine,1.13668213397212,Amide-Neg-000697,Organic acids and derivatives,Carboxylic acids and derivatives
Ps(24:4_24:4),1.1365693912109078,C8-Neg-003707,Lipids and lipid-like molecules,Glycerophospholipids
Lpe 18:1,1.1283224108687422,C8-Pos-002045,Lipids and lipid-like molecules,Glycerophospholipids
D-Ribose 5-Phosphate,1.1273553416702657,Amide-Neg-001243,Organic oxygen compounds,Organooxygen compounds
Pe(P-11:0_23:0),1.1242966253897781,C8-Pos-003830,Lipids and lipid-like molecules,Glycerophospholipids
Tg(49:11_2:0),1.1238320482749085,C8-Pos-004921,Lipids and lipid-like molecules,Glycerolipids
D-Tyrosine,1.1219839337416364,Amide-Neg-000781,Organic acids and derivatives,Carboxylic acids and derivatives
D-Gluconic Acid,1.1193238547630489,Amide-Neg-000920,Organic oxygen compounds,Organooxygen compounds
Tg(15:1cho_15:2),1.1189315158604463,C8-Pos-002684,Lipids and lipid-like molecules,Glycerolipids
Pc(15:1cho_22:2),1.1187819299209523,C8-Pos-004631,Lipids and lipid-like molecules,Glycerophospholipids
Succinic Acid,1.1186012312480778,Amide-Neg-000221,Organic acids and derivatives,Carboxylic acids and derivatives
Uracil,1.118552014524698,Amide-Pos-000180,Organoheterocyclic compounds,Diazines
L-Ascorbic Acid,1.1165179726692955,Amide-Neg-000729,Organoheterocyclic compounds,Dihydrofurans
O-Phosphocolamine,1.1152546982288274,Amide-Neg-000449,Organic acids and derivatives,Organic phosphoric acids and derivatives
"2,5-Bis(5-Tert-Butyl-Benzoxazol-2-Yl)Thiophene",1.1124029086411542,C8-Pos-001637,Organoheterocyclic compounds,Benzoxazoles
Cer(D15:2_7:0),1.109263951484969,C8-Pos-001073,Lipids and lipid-like molecules,Sphingolipids
Pg(O-29:8_21:6),1.1080880743843347,C8-Pos-005548,Lipids and lipid-like molecules,Glycerophospholipids
Ala-Pro-Asn,1.1071983163743015,C8-Neg-000301,Organic acids and derivatives,Carboxylic acids and derivatives
9-Methoxy-9-Oxononanoic Acid,1.1068192223447553,C8-Pos-000007,Lipids and lipid-like molecules,Fatty Acyls
Gln-Gly-Ile,1.1055868271322462,C18-Pos-001951,Organic acids and derivatives,Carboxylic acids and derivatives
Delta-Valerobetaine,1.0952870484582065,Amide-Pos-000558,Lipids and lipid-like molecules,Fatty Acyls
1-(9z-Octadecenoyl)-Sn-Glycero-3-Phosphoethanolamine,1.0947841041037487,C18-Pos-003970,Lipids and lipid-like molecules,Glycerophospholipids
2-(5-Oxovaleryl)Phosphatidylcholine,1.0944591090206646,C8-Pos-002923,Lipids and lipid-like molecules,Glycerophospholipids
Tg(20:2cho_26:3),1.094205433100395,C8-Pos-004352,Lipids and lipid-like molecules,Glycerolipids
1-Methyladenosine,1.0933948274497747,Amide-Pos-001132,"Nucleosides, nucleotides, and analogues",Purine nucleosides
Lpc(23:5),1.0920107554969385,C8-Neg-002641,Lipids and lipid-like molecules,Glycerophospholipids
Pe 21:2_21:2,1.0906983451647934,C8-Pos-004750,Lipids and lipid-like molecules,Glycerophospholipids
Trans-3-Indoleacrylic Acid,1.0887922199654885,Amide-Pos-000658,Organoheterocyclic compounds,Indoles and derivatives
Ps(18:3_24:4),1.0886530996658177,C8-Pos-005046,Lipids and lipid-like molecules,Glycerophospholipids
Gly-Met-Arg,1.0839537475661525,C8-Pos-001359,Organic acids and derivatives,Carboxylic acids and derivatives
Sphp(D16:2),1.0839061875419147,C8-Pos-000909,Lipids and lipid-like molecules,Sphingolipids
"2-(6-Hydroxy-1-Methyl-2-Methylidene-9-Propan-2-Yl-5-Oxatricyclo[5.4.0.03,8]Undecan-4-Yl)Acetic Acid",1.0816859891015387,C18-Neg-000965,Lipids and lipid-like molecules,Prenol lipids
Myristyl Sulfate,1.0789002395937226,C8-Neg-000367,Organic acids and derivatives,Organic sulfuric acids and derivatives
Hypoxanthtine,1.0787279424988532,Amide-Pos-000411,Organoheterocyclic compounds,Imidazopyrimidines
Pc(15:1cooh_27:7),1.0769992951683494,C8-Pos-005208,Lipids and lipid-like molecules,Glycerophospholipids
Pc(17:4cooh_23:5),1.0758081957651513,C8-Pos-005012,Lipids and lipid-like molecules,Glycerophospholipids
Pg(20:3_20:4),1.0728916696572868,C8-Neg-003343,Lipids and lipid-like molecules,Glycerophospholipids
N-Beta-Alanyl-L-Histidine,1.070016333983687,Amide-Neg-001170,Organic acids and derivatives,Peptidomimetics
Monolaurin,1.0692751864993022,C8-Pos-000245,Lipids and lipid-like molecules,Glycerolipids
"L-Threonic Acid-1,4-Lactone",1.0681480087811344,Amide-Neg-000220,Organoheterocyclic compounds,Lactones
Pc(14:0_4:1cho),1.0670685081366633,C8-Neg-002453,Lipids and lipid-like molecules,Glycerophospholipids
Xanthosine,1.0664711512497116,C18-Neg-001023,"Nucleosides, nucleotides, and analogues",Purine nucleosides
5'-S-Methyl-5'-Thioadenosine,1.0626621076211944,C8-Pos-000483,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides
Pc(19:1cooh_23:3),1.0614827090207848,C8-Neg-003578,Lipids and lipid-like molecules,Glycerophospholipids
Pc(21:1cooh_23:6),1.0605343403657967,C8-Neg-003644,Lipids and lipid-like molecules,Glycerophospholipids
Ps 20:2_20:2,1.055226644055319,C8-Pos-004875,Lipids and lipid-like molecules,Glycerophospholipids
Dl-Dipalmitoylphosphatidylcholine,1.0544936449514788,C8-Pos-003901,Lipids and lipid-like molecules,Glycerophospholipids
"2,6-Dihydroxypyridine Hcl",1.052513189335004,Amide-Neg-000141,Organoheterocyclic compounds,Pyridines and derivatives
2-Hydroxy-3-Methoxy-4-(1-Methoxypropan-2-Yl)-2h-Furan-5-One,1.0518201683671462,C18-Pos-001000,Organoheterocyclic compounds,Dihydrofurans
"Bis(2,2,6,6-Tetramethyl-4-Piperidyl)Sebacate",1.0505287240683236,C18-Pos-001292,Lipids and lipid-like molecules,Fatty Acyls
"D,L-Serine",1.04898205568339,Amide-Neg-000119,Organic acids and derivatives,Carboxylic acids and derivatives
Cerp(D18:0_20:3),1.0463620185609206,C8-Pos-003565,Lipids and lipid-like molecules,Sphingolipids
Glycerol Monomyristate,1.0462119948738484,C8-Pos-000407,Lipids and lipid-like molecules,Glycerolipids
5'-Xanthylic Acid,1.0426863719875137,Amide-Neg-001943,"Nucleosides, nucleotides, and analogues",Purine nucleotides
Tetraglyme,1.0426331968176221,C18-Pos-001141,Organic oxygen compounds,Organooxygen compounds
N-Acetyl-Serine,1.0413661441113347,Amide-Neg-000288,Organic acids and derivatives,Carboxylic acids and derivatives
Pc(18:3cho_26:8),1.0364517747856228,C8-Neg-003730,Lipids and lipid-like molecules,Glycerophospholipids
Lpc(20:1),1.035441998621455,C8-Neg-002450,Lipids and lipid-like molecules,Glycerophospholipids
2-Oxobutanoic Acid,1.0352403735488822,Amide-Neg-000108,Organic acids and derivatives,Keto acids and derivatives
Asp-Leu,1.0348850199094817,C18-Pos-001333,Organic acids and derivatives,Carboxylic acids and derivatives
Pc 38:4,1.034443025418622,C8-Pos-004446,Lipids and lipid-like molecules,Glycerophospholipids
3-[(2-Hydroxyethyl)Amino]-1-Propanol,1.0314792833695836,Amide-Pos-000092,Organic nitrogen compounds,Organonitrogen compounds
Piperine,1.0311499402128825,C8-Pos-000414,Alkaloids and derivatives,NA
Ps(19:1_17:2),1.030695398392169,C8-Neg-003255,Lipids and lipid-like molecules,Glycerophospholipids
Dipropyleneglycol Dibenzoate,1.0266785902149973,C8-Pos-000855,Benzenoids,Benzene and substituted derivatives
Triethylene Glycol Monobutyl Ether,1.0259901124582498,C18-Pos-001031,Organic oxygen compounds,Organooxygen compounds
Hypotaurine,1.0255025294890923,Amide-Pos-000072,Organic acids and derivatives,Sulfinic acids and derivatives
Ethyl 3-Oxo-3-(1h-Pyrazol-5-Ylamino)Propanoate,1.0214072394941696,Amide-Pos-000718,Organic nitrogen compounds,Organonitrogen compounds
Ps(16:1_26:4),1.0174798593273875,C8-Neg-003489,Lipids and lipid-like molecules,Glycerophospholipids
Lpi(O-14:1),1.0120648555843381,C8-Neg-001716,Lipids and lipid-like molecules,Glycerophospholipids
1-Methylhistidine,1.0067872760882566,Amide-Pos-000599,Organic acids and derivatives,Carboxylic acids and derivatives
Cytidine 5'-Triphosphate,1.0038969725182978,Amide-Pos-001770,Organic oxygen compounds,Organooxygen compounds
Cl(18:0_17:1cho_22:4_22:4),1.0036116075087336,C8-Neg-003242,Lipids and lipid-like molecules,Glycerophospholipids
