Name,Compound.ID_Batch1,Compound.ID_Batch2,Sample10,Sample19,Sample32,Sample35,Sample01,Sample08,Sample09,Sample20,Sample02,Sample03,Sample04,Sample06,Sample07,Sample13,Sample15,Sample17,Sample18,Sample21,Sample23,Sample24,Sample26,Sample31,Sample33,Sample37,Sample40,Sample41,Sample42,Sample43,Sample46,Sample47,Sample49,Sample50,Detected_Batch1,Detected_Batch2,Detected_Both
C14-SAS (TENTATIVE),C8-Neg-000107,NA,1333297.64653734,NA,1119314.75781424,2412548.23685013,714966.057905163,1483247.88505273,2884028.47745836,1671404.1703348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
CMP,Amide-Neg-000442,Amide-Neg-000529,192075.807449204,135341.764533818,278225.940990334,117444.268421664,106526.192127617,93011.9769078871,43409.1038742847,94073.2935824841,127818.154841732,176129.675845833,138985.719802865,103612.031292505,189780.517185379,286066.30653139,329550.771867667,695453.664003137,115443.89701899,258805.916337282,109199.168268459,277457.614811417,239830.787709545,590915.509500262,342463.963568245,151772.90494669,324767.765241626,207768.265059364,228054.200241245,394381.543200958,366212.978274949,141652.044189401,349512.674866582,267165.704050789,TRUE,TRUE,TRUE
Caprolactam,C18-Pos-000033,C18-Pos-000130,115430021.78113,55932840.1419429,128433570.098183,128408533.826472,165179688.079143,98319533.5997355,107701039.269279,75005231.8379975,8107566.2350686,8128214.16174383,4525932.52202713,NA,4540865.98768415,NA,4971932.20605948,5448945.85694089,7965374.49812735,2653210.26360761,13015615.4043674,877261.519181211,5072594.60835694,9547999.3064001,2406602.22489737,NA,7051090.6758327,5492824.26014244,NA,8662331.22529274,NA,5809567.23525738,8326027.11975436,7203538.97747108,TRUE,TRUE,TRUE
Caprylic acid,Amide-Neg-000270,NA,1342874.27582381,981816.425246842,1947846.35579412,1685413.81248503,1315119.223662,270153.958671746,480685.4719574,323006.683385119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Carnosine,Amide-Pos-000393,Amide-Pos-000482,1551240.79371219,1502754.02725232,1546798.08274489,786345.201102708,1230115.78403455,1864217.28363726,190458.03602759,103143.60944094,456136.775861131,632052.284738362,381507.424859371,313964.909178456,227951.924841988,457841.745198684,381059.814764907,931867.371622163,580135.2315899,359677.017667471,358894.116610077,397896.019258202,177539.129254404,171220.766230225,362964.323884356,248933.710920995,383729.803395938,437153.418253434,315273.722094135,540122.697772983,506845.991341238,566468.452860607,487955.359756938,137701.751448115,TRUE,TRUE,TRUE
Castanospermine,Amide-Pos-000318,NA,3603437.46191215,2491482.50402735,2249837.55785723,NA,1743663.66126612,1999499.79313718,701264.734606014,1040793.27696905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Cer(d18:1_24:1),C8-Neg-000023,NA,4914676.63507152,25853980.5084504,10126327.5202399,20066920.7686565,14563167.1178432,48234916.9872028,2986845.88169372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Cer(d18:2_18:0),C8-Neg-000014,NA,NA,108596202.640234,86308020.4944274,69279758.0393769,30591381.4078858,108648975.104597,46474516.2831857,34151488.7897377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Cer[NS] d34:1,C8-Neg-000028,NA,6849193.0021725,31771608.3780927,13191553.1946914,28459863.4641848,14887834.7960954,36483001.7230679,7471469.00400484,4387234.28177857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Cer[NS] d34:2,C8-Neg-000047,NA,NA,9762710.15669926,2806859.72972481,3791766.6069086,2348374.0410057,12433196.7533962,889152.539194265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Cer[NS] d42:3,C8-Neg-000044,NA,2167528.01905613,2315784.46838266,5932902.80812295,7734713.50127591,5989992.91729295,13502808.7537604,1842515.49792966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Ceramide (d18:1/18:0),C8-Neg-000005,NA,46316482.2903986,235005813.721119,112026104.486954,149795329.252213,61696119.3437979,234755144.777535,70466333.0722004,45305945.2908448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Cetrimonium,C18-Pos-000430,NA,1212639.70305811,925245.976584306,1234349.32186397,1300660.15237856,1196244.79070731,1263507.16817412,1172662.5070342901,614793.850985662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Chalcone,C8-Pos-000239,NA,4712462.06713777,5477007.42628387,5710321.8280678,5587720.41743764,5866036.41207179,5459967.56219397,5197440.30884216,5680462.36906865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Chlormequat,Amide-Pos-000510,NA,139294.096790235,197437.092686858,NA,NA,48866.9239202418,45688.3961990006,199421.754634397,256564.242437286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Cholest-4-en-3-one,C8-Pos-000182,C8-Pos-000270,1917271.98243405,6090256.67097258,2899726.71813289,8179900.08472521,6214637.54725485,11322163.0089069,2965294.86931213,1751184.75780076,2606043.51665184,5147876.08496336,4129493.61639463,5737555.71932766,3973754.58608284,3476941.78003521,4688434.1873674,3852707.54844354,4754103.32954744,2767948.13438486,3371226.26258819,2453824.21465685,3894332.03353576,3081969.87715606,4489747.85568538,3053038.68432267,2802903.3463366,3367408.22119319,2432006.22729472,3724703.7296829,3651348.95186685,2952209.39603677,3796099.41147923,3061685.88402258,TRUE,TRUE,TRUE
"Cholesta-4,6-dien-3-one",C8-Pos-000155,NA,9064862.79415956,5601118.17882578,3399654.04512486,5335911.48142536,3583573.23925532,15891388.0719822,3043137.98080215,2207035.38757811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
"Cholestan-3-one, (5.alpha.)-",C8-Pos-000009,NA,112992939.401817,780274606.060354,392110295.571457,NA,558958471.905221,1463309323.82599,193428741.480876,139159588.996417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Cholesterol 3-sulfate,C8-Neg-000115,C8-Neg-000128,617396.907400704,1049383.03934024,1102515.95519347,1189892.31732949,900224.591278409,2196948.15112816,745074.697204925,475122.841231383,448025.453257272,2020081.54045216,605776.038780509,121070.377525853,508469.66194045,380305.189947396,319100.660415388,1217815.65508168,457651.779399236,527193.240396305,674816.270717332,1225756.60048945,561897.915870077,925878.337273096,875831.912027472,322370.823874011,525721.136774197,470278.17009671,438310.11208097,508344.752539202,687072.572100655,453223.452326649,415317.122474979,411153.390830919,TRUE,TRUE,TRUE
Choline,Amide-Pos-000001,C18-Pos-000001,33281781416.1827,28543260133.6714,20109201554.6346,21688410986.9695,30507886597.2227,20876590752.2556,28915749263.7938,39030751190.6638,3880546568.32019,3359978299.79128,4613079326.55793,2356616875.00365,3535827891.0761,2280706100.98454,3177052078.99722,9986752569.57892,4957499753.79755,8639856406.48026,8098960882.23845,14208914292.7649,8141527863.73131,10350748567.7238,3552858754.37375,5694352922.18926,6058527626.71719,5626476970.69644,1986794745.21222,11452946468.8041,3628987990.46295,3266643133.83135,4323150162.28548,6717230449.06161,TRUE,TRUE,TRUE
Citric acid,Amide-Neg-000009,Amide-Neg-000046,94569754.0279582,74106650.5819808,63023864.6321893,NA,55666369.3077898,50647134.9552137,31794410.7653489,38680450.4566719,14549121.604164,38434101.605074,5095448.82016275,20726886.5887807,33498132.9431695,19153027.5438112,38466402.2588225,28028057.4415092,16700472.961033,13699576.1372686,7704808.33424969,13394580.5005074,10227688.1384927,44494682.3399283,16380321.8534501,8168706.08497741,26251932.380141,23376145.1904324,45040969.4719969,49824249.1711211,25693426.7532992,14436725.6042985,25163629.7368459,20043704.2792589,TRUE,TRUE,TRUE
Citroflex 2,C18-Pos-000477,C8-Pos-000492,549945.110972655,576361.654042576,820931.184593797,565125.816665803,374440.759344688,770853.50115466,517596.001928747,672461.245388287,423601.645187788,179864.938498627,1156471.4245578,661588.20318166,744077.335919231,690512.954564826,968981.885942925,821386.511999579,630099.373013974,680025.486824263,771898.029249182,970639.377211927,840883.144750114,818138.34168778,1089413.4213582,865270.473818085,589741.686567546,852046.417653522,789427.878070212,745881.029124185,683946.802379406,702323.536339296,874560.86442043,951963.613036696,TRUE,TRUE,TRUE
Citrulline,Amide-Neg-000395,NA,491350.346348149,381439.842617526,411118.052409034,216313.86114509,371877.171026105,568939.953060713,183940.988803155,308878.149225879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
CocamidopropylBetaine,Amide-Pos-000399,NA,517218.027451647,1065210.97523123,904885.190407857,1608212.57761128,1147495.46916243,681715.957353291,1175510.22722385,1477018.56511522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Coenzyme Q1,C8-Pos-000568,NA,121160.997520993,135972.824650949,113442.855610447,90716.1803425861,122102.536855451,135580.406341318,107998.197301767,122416.167817602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Cortisol,C8-Pos-000559,C8-Pos-000701,43531.4190773523,86994.1018754515,20871.8941685346,41467.6183412737,125207.103189497,43031.3745319249,178797.746895947,55301.3731808021,91992.2363032541,64333.4026934941,87797.6414436819,24259.7564190908,74535.9651854081,94775.5321765605,70430.2757085823,152057.263848792,62933.9491829714,46294.5146784316,36530.8888782048,98817.2587361831,23885.3599812471,134061.75548599,108563.035707543,60686.0116656657,37703.3132122971,49144.6364395242,32965.2007876377,44098.5545103057,42618.1583409472,14220.3667231223,61312.4039884632,88387.2702732588,TRUE,TRUE,TRUE
Cortisone,C8-Pos-000560,C8-Pos-000623,76605.1514378842,120685.310625872,71785.8508034535,167175.458664893,146946.978948387,76184.4415640291,156012.194791033,66271.5205969232,102186.258980018,163313.748431578,113045.094646646,101131.161262462,118014.903762404,71871.4769257197,114028.14078857,434108.150906162,351725.223154169,203558.158530108,70557.8393322503,87288.0564109644,62126.712984343,230331.280613019,78039.2340636095,108876.97879123,87412.0194647283,113395.930923085,98779.7260705528,115807.765869719,45005.1936230662,35345.7407456974,83334.2210539477,225930.030049871,TRUE,TRUE,TRUE
Creatine,C18-Pos-000002,C18-Pos-000002,1338506261.00582,1464636824.63457,1592411012.18881,1146172252.54731,1533752559.50858,1522474125.99586,1039855406.89241,1375848240.06506,1455460891.02911,1035612820.86146,1229642644.77619,1672003199.0272,1078022288.56866,1032180876.53702,1269214887.64079,1022016054.26161,1779702164.50415,1460210327.13698,1494107435.01893,902175086.354545,1112323394.71061,1216700695.95823,598562156.093353,1116488965.82994,1378938107.66486,1114646074.77959,2340695866.89431,1248655110.72031,1336125088.40524,1501578456.28766,1680932061.37071,1219250493.85374,TRUE,TRUE,TRUE
Creatine phosphate,Amide-Pos-000171,Amide-Pos-000321,1963655.43111812,11030832.8010584,10116577.3501141,3809966.66697976,5692825.95677656,13449504.8262034,561206.781426745,5916596.7440426,3011972.04913021,4341480.25252381,1335068.43668431,1773603.98631989,1260912.28003425,3791456.71006813,2380222.89526756,1167829.58124522,648015.434310799,1450540.28660811,940743.572756239,3701243.33813954,1086633.71711944,1624617.96453153,4172608.57728086,1365706.86661259,2665210.24541108,3334537.12187856,3168552.4348796,1743400.96939337,3944710.49416958,2809032.08856857,4123485.69911195,1815737.78783458,TRUE,TRUE,TRUE
Creatinine,Amide-Pos-000016,Amide-Pos-000049,741537795.44699,995396789.80339706,1079593956.3678,934785544.61228,1305967946.52543,1279884000.27589,1027250956.96463,887699597.225444,209060020.079989,183168768.132706,69272463.3872822,313588919.076434,97068591.9306263,78312794.7534896,61375649.6407393,74773452.2093158,NA,239337473.353263,211921139.550059,43364452.5049187,137746968.500586,104653947.966569,NA,144260063.967436,86629362.0317994,124345982.724836,NA,NA,NA,28587031.4711002,93348103.6112942,NA,TRUE,TRUE,TRUE
Crotonic acid,Amide-Pos-000152,Amide-Pos-000166,1138656.13107415,17132872.4099517,1116171.49869978,308382.311266973,3756321.06263221,4630722.67079859,826443.186762991,8925155.15835697,2323838.68438971,3774799.33862451,1488105.58882127,487743.45027899,1087709.24389174,603694.331140485,1609235.80116942,12146202.7345767,1549785.78701889,3134308.33093436,5457916.7895134,17656143.6829263,2392042.94982364,5003045.68205096,2152893.11466023,2441109.56588734,3030774.0904633,2391597.37168332,1974695.55990427,3941585.55927415,1230482.66782923,1220375.431588,1501133.1144722,2145017.49559158,TRUE,TRUE,TRUE
Cyanuric acid,C18-Neg-000046,NA,7016559.78060764,577796.743980313,601662.644771667,NA,598924.575754723,1246086.40182139,NA,2916584.75870571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Cyclohexylamine,Amide-Pos-000383,Amide-Pos-000432,2051455.78348243,1679786.57430067,1822249.73043109,1114806.26311534,1275300.90930637,1106575.21669587,722103.868007668,661659.18361351,1016329.62675342,1260968.59771559,816547.823251605,1058558.69556517,1020327.48080817,1361176.61138431,1485862.61734714,210315.88600527,864200.637347994,1023525.33700355,1666584.39390161,921067.516470556,766843.779741001,199035.899641673,559347.409615324,926393.726099075,766318.288781006,1306776.49596441,954619.109346997,1843165.04933456,1213519.36945864,795670.299347208,1693192.48510202,898842.134948497,TRUE,TRUE,TRUE
Cyphenothrin,C8-Pos-000482,NA,640676.388198609,489890.511692536,469446.618604109,592144.631619197,490897.913282441,491890.907872404,464429.328102825,482874.878506231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Cytidine,Amide-Neg-000410,Amide-Pos-000182,450052.472351559,301965.183812322,508934.86979769,26534.9704754409,358970.839333059,288864.968611006,60595.6275769135,88119.8731808676,5544292.72146743,7708083.05869039,3706271.9584121,13442344.7512084,7486791.42593769,4311731.33521373,8323370.65584463,4945563.4571961705,14183785.3156397,11339307.062448,9221029.87278993,5681947.07050456,5328832.27526431,3525210.52664303,6141677.73232239,3956259.87962937,9939839.97072207,3097702.45706785,2684791.66037829,10378933.5558697,6723156.66033407,3489105.9357662,3963245.6083564,4557631.84666152,TRUE,TRUE,TRUE
Cytidine 5'-diphosphate,Amide-Pos-000465,Amide-Pos-000541,80652.2981201637,321542.9165652,623229.526563057,246306.185562215,348771.583825314,656678.506071211,62065.8172224278,422247.714765428,262012.151610139,266407.740412242,80379.1811557399,68692.0271306918,66483.8994532331,NA,131423.322499547,307973.493830019,23618.0610051884,117289.872105401,87250.5944777015,NA,73940.7508767353,273605.128092414,29140.3266111852,98447.943356773,90068.9247056332,109397.386966486,66399.3975914999,176021.502460418,113204.704496528,74070.2901504633,230540.624874256,NA,TRUE,TRUE,TRUE
Cytidine 5'-diphosphate ethanolamine,Amide-Pos-000308,Amide-Pos-000322,2787584.77630575,3501868.39122212,2978354.50469957,2670919.53426897,1986367.02315269,3767344.12272456,1956654.19781441,2191140.9454537,3387660.84286861,3578844.5424861,3336009.77688509,3736427.96920978,2543244.87952618,4307738.67927398,3594743.89355353,3579039.92207011,3351729.30268977,2964979.87663488,3321672.85590448,2487218.97391844,2164309.62013999,3610149.29084185,3939296.37195934,2467539.84115682,3494861.34959901,3715740.79257638,4318844.40202326,3612075.49731667,3071407.37992152,3197143.04630874,4087852.34361139,3865634.98273918,TRUE,TRUE,TRUE
Cytidine 5'-diphosphocholine,Amide-Pos-000197,Amide-Pos-000238,5858202.76710175,8799032.4530859,7626473.53688115,5498504.84059342,6868937.33930862,9947317.15294173,4393993.87493855,4061955.9092596,5032415.24159295,5611466.28414798,4502509.91983937,7906374.44984134,5492172.71931966,5349792.58679599,5368707.54125875,5459309.15787122,7418985.29535609,6443689.45651546,7683347.50523743,3346172.41150438,4007681.86890859,6541633.97249899,4658652.13435394,3413683.40684446,5852791.71785826,7329127.2814282,8902932.53100953,6862051.82894104,4781933.09975659,6092691.7655978,7229780.3185289,4506969.50477433,TRUE,TRUE,TRUE
Cytidine 5'-monophosphate (hydrate),C18-Pos-000264,C18-Pos-000174,5413670.53239915,NA,6560199.34433581,1565938.17593138,3306259.07288617,1556613.26654383,NA,5882030.46772545,4442387.4948761,3483196.56649409,3732413.980387,3536124.87057766,3380613.58353922,4720142.30958921,3817600.366126,NA,3583638.75332558,3264604.6428713,3417413.52564578,4308746.88772949,3759716.33736952,NA,2008658.44967164,3804724.76984313,5021377.69036504,3142084.95671543,3016041.68031276,4162425.75667844,5038367.04125436,3381404.35760406,5191134.71283954,4428659.85116223,TRUE,TRUE,TRUE
Cytosine,Amide-Pos-000120,Amide-Pos-000137,8177359.63819716,7530847.26111149,27021828.5561171,2173661.91630136,19283815.9722602,23064408.5393319,5635967.21662946,8360975.41608063,12013956.5456131,16850036.9625425,7019796.68186835,26574503.6258853,15788225.6015579,8804373.37349278,15180857.2814342,10683652.7902337,26292560.6457195,24750292.5828681,20111699.9332643,11229085.4184061,11767650.7402299,7803724.17562748,11298922.5804738,18964201.3198466,18686908.1999741,6936351.42666805,12348309.3284789,21801235.8414966,14258125.5176239,7736966.46678036,13782641.2207542,12818947.7029512,TRUE,TRUE,TRUE
D-(+)-Arabitol,Amide-Neg-000206,C18-Neg-000164,1561606.01505115,2975633.06264667,1473822.9295595,918764.513932973,2162949.13133318,1564574.96762691,896399.275356607,945289.770607342,584656.906959211,585989.863022415,397960.848211639,969364.632283771,300030.920411113,339220.291336694,340904.403543884,477929.663289899,1221983.30190826,772947.825376204,930116.957052616,234361.27492351,430157.635299169,465047.123632125,385162.946433957,409964.61468995,539135.647007344,617171.897348406,759888.926816361,826090.207012845,409854.087534066,468939.353902705,479245.916698546,585218.511983013,TRUE,TRUE,TRUE
D-(+)-Malic acid,C18-Neg-000019,C18-Neg-000023,20450626.7044515,14398324.2036925,10771486.203321,NA,20134236.868578002,14389259.6995278,8734877.57274467,2930447.44839016,13360971.6544387,14616375.5488709,9438305.00542333,21088002.3062901,12068287.5247574,15253757.900333101,14390653.8470332,24674352.197778,22557263.186483,17628449.3926232,28930536.0180092,12906591.6705154,9983608.50056394,22329876.6490451,15396910.0049788,9979057.20864747,16720086.747438,14415799.1158156,29720996.9622389,26234825.5776396,18469458.2332277,13771373.9862296,19576277.8838636,15763442.8902702,TRUE,TRUE,TRUE
D-(+)-Pipecolinic acid,Amide-Pos-000272,Amide-Pos-000155,NA,NA,4888955.12771988,1124575.009718,2373463.49002434,4823506.93925174,844958.41753209,691791.39559442,14987279.270409,14145956.9650028,10029307.464205,14574766.6047248,17016823.3740545,12879927.5931961,14689277.6155562,12948402.5990121,NA,11217289.3123358,NA,11153758.2333047,12679475.5091772,13203819.1140339,17944750.1276014,12370560.7691976,13394077.0457553,16214316.1592616,16538194.8908921,17182242.8315669,17928844.1105323,16864532.878845,14655883.355493,14554405.4671669,TRUE,TRUE,TRUE
D-(+)-Proline,Amide-Pos-000053,Amide-Pos-000065,76892338.9055253,107585690.279856,90774800.0222369,86819483.8531575,160148219.589032,130634033.142631,97987536.9970118,114862187.734692,76641022.8083893,118506268.832366,90823544.2336707,148313544.197126,78887385.0975355,124529265.702902,87465631.2107894,113435450.592923,136781351.870419,109266721.753166,107216379.306228,58995752.3274413,71352759.9116059,106667359.312661,124176275.374144,77295371.7619598,103500205.175209,109893005.420553,149250787.431346,136986819.311422,107806106.86945,69820141.1197157,141720558.317758,96099184.362401,TRUE,TRUE,TRUE
