Name,Compound.ID_Batch1,Compound.ID_Batch2,Sample10,Sample19,Sample32,Sample35,Sample01,Sample08,Sample09,Sample20,Sample02,Sample03,Sample04,Sample06,Sample07,Sample13,Sample15,Sample17,Sample18,Sample21,Sample23,Sample24,Sample26,Sample31,Sample33,Sample37,Sample40,Sample41,Sample42,Sample43,Sample46,Sample47,Sample49,Sample50,Detected_Batch1,Detected_Batch2,Detected_Both
(E)-5-(But-1-en-1-yl)-6-(hydroxymethyl)-4-methoxy-2H-pyran-2-one,NA,C8-Pos-000639,NA,NA,NA,NA,NA,NA,NA,NA,188877.079839786,241213.633896967,253796.384517511,225215.109176193,183803.165348591,227588.153399621,239449.677567916,238398.502796087,369137.462768393,185891.548219074,221436.933868146,203755.17645367,347244.310153005,199273.113043884,235209.289373942,321412.289818663,364006.895447684,242284.710692413,235723.285181643,185025.427175368,259355.087323719,224838.883011983,243187.997421726,221040.404623673,FALSE,TRUE,FALSE
(E)-N-(2-Oxotridec-11-en-1-yl)acetamide,NA,C18-Pos-000296,NA,NA,NA,NA,NA,NA,NA,NA,395386.431072196,348914.357323661,363841.949729668,354324.447969804,355030.078002569,329772.813296776,409717.842612615,341977.517068894,339928.793673199,331149.43802621,364280.049758733,344724.672419708,351892.243199676,307913.489652551,341106.554784063,347510.782687733,371698.702022054,338551.078010898,332411.147291858,325835.278550138,319368.559720299,372877.499037209,350968.112286356,390086.087049572,FALSE,TRUE,FALSE
(R)-Ketamine,NA,C8-Pos-000202,NA,NA,NA,NA,NA,NA,NA,NA,45294.4298587242,63822.2341350496,66899.6685213955,9972840.18212855,97372.2205571062,58600.9727130331,88122.0667713344,58255.9779461976,84511.652182492,61891.0449356144,856480.867635194,51693.2927063581,59315.337392132,48890.4179258013,56159.6008947746,1643994.35163865,59639.7617036717,55662.3459878668,59075.4922820982,50174.9298272138,47079.8382271981,43668.6546677849,56325.830535524,56951.9739939936,FALSE,TRUE,FALSE
(R)-Pantetheine,NA,C18-Pos-000303,NA,NA,NA,NA,NA,NA,NA,NA,12422.1050506933,29901.8480563846,NA,102419.644263652,121878.122447588,73404.1497134991,53290.3522248959,54803.826501182,308887.388861354,31530.2403163319,69150.3013839359,20762.1571198008,101246.24516202,25476.7812844455,59857.1048332277,72726.3335132524,66168.3681558039,48755.8417041844,87358.0182465249,36928.7903015792,118085.794522273,74770.5878365294,97694.7877838898,58532.0259058173,FALSE,TRUE,FALSE
(S)-N-α-benzoylarginine ethyl ester,NA,C8-Pos-000573,NA,NA,NA,NA,NA,NA,NA,NA,55623.6715887821,29466.7826036257,21395.5153065134,44225.6411660404,65182.4170621333,26537.8276944946,25159.9850519869,61400.7860930486,NA,31755.6589883757,72946.5786491904,30717.6247608574,43901.954407155,NA,34646.490206176,60601.6752953843,114858.062732791,58814.0892170502,371225.545601012,63025.6781841218,NA,79248.5362511763,155281.246181577,60657.3010687067,FALSE,TRUE,FALSE
(Z)-2-Oct-7-enylpent-2-enedioic acid,NA,C8-Neg-000148,NA,NA,NA,NA,NA,NA,NA,NA,1271981.49005364,1140795.86490744,1266093.69546571,1189486.5114638,1397733.75537983,1407596.14435581,1472199.6645698,1319760.17976987,1468338.60295347,992445.440726405,1368162.17309437,1239493.67020974,1123848.23993559,1364051.48966894,1094059.02188165,1135545.24923432,1219437.43176945,1027530.85614389,937387.746993407,1295111.31235372,1213551.37195948,1039391.4058116,1045941.04958336,1039286.95784035,FALSE,TRUE,FALSE
"1,2,4-Triazole-3-carboxamide",NA,Amide-Pos-000265,NA,NA,NA,NA,NA,NA,NA,NA,1290983.4095582,2142180.20123658,1935788.57522912,2437324.00500951,2899389.38750777,1753085.10289428,2403612.87168256,1981292.10509924,2599936.3398093,2303156.36223664,1323641.15591401,7414433.03192365,5677483.95939317,1930358.35474782,2076781.44897363,3398215.01162586,2530207.78985122,2209244.92363612,2759130.80167674,1892135.05905281,2236867.17852882,1969773.59926617,1745868.19551326,2207627.30655905,FALSE,TRUE,FALSE
"1,2-DIDECANOYL-SN-GLYCERO-3-PHOSPHOCHOLINE",NA,C8-Pos-000565,NA,NA,NA,NA,NA,NA,NA,NA,183135.285864358,492361.252164822,484278.812765393,714713.780819652,460098.642290096,NA,584749.862238193,435012.140749751,595172.294569618,497120.139217353,345302.617991208,113428.8127023,364374.935858769,291250.321455384,324636.74907948,NA,161122.754675292,356329.980061296,167040.293073392,NA,197684.683578292,199311.100186159,317536.556810591,259447.485216419,FALSE,TRUE,FALSE
"1,2-Di-(9Z-tetradecenoyl)-sn-glycero-3-phosphocholine",NA,C8-Pos-000598,NA,NA,NA,NA,NA,NA,NA,NA,414291.278333373,424748.278879139,168613.838155524,522686.163689981,375996.099705113,212359.169861196,248604.531371241,243779.54529803,463847.707687185,532420.091385877,580893.050357482,480803.527377284,382606.561590443,246531.514729952,308713.462022214,271283.810137752,290956.198531255,300889.224255915,253147.910949347,59669.7736561916,241900.69092932,322753.455262438,411521.682015435,158115.921997642,FALSE,TRUE,FALSE
"1,2-Didocosahexaenoyl-sn-glycero-3-phosphocholine",NA,C8-Pos-000322,NA,NA,NA,NA,NA,NA,NA,NA,2548936.45585086,1903737.53356484,2004109.97902412,2298114.27115551,2464922.79356624,2793317.62431087,1582578.31109924,2920439.41497395,3965408.33557542,1639568.75190337,2004760.81963987,NA,3163742.95191214,2403480.96574813,3017994.14092165,2531738.62516552,3448429.46887785,2123684.93488675,3888689.27327676,3263910.03070032,2826255.98894293,2513580.74947918,3652652.24280347,1831504.4740491,FALSE,TRUE,FALSE
"1,2-Dilauroyl-sn-glycero-3-phosphatidylcholine",NA,C8-Pos-000542,NA,NA,NA,NA,NA,NA,NA,NA,434102.329826837,494307.095104281,482327.973354419,770503.435232498,564263.818676581,543965.573354681,595303.984170757,561589.236072999,813218.042627131,821949.723343822,613687.748506215,341958.219425408,605549.230156688,791603.062891757,622013.854788852,842865.149532293,373747.724149586,790012.138456231,234520.76048764,794478.580706421,426581.854156945,357610.128035441,465417.69510491,542240.687649434,FALSE,TRUE,FALSE
"1,2-Dimyristoyl-sn-glycero-3-phospho-L-serine",NA,C8-Pos-000487,NA,NA,NA,NA,NA,NA,NA,NA,491010.313197031,435377.180610268,408078.045606225,559571.640201831,484736.169273571,548776.748624797,663031.420907295,583723.760506817,618115.515371177,861082.832297218,556356.724626391,1216473.44323274,550220.782605513,667033.949417582,782354.603650386,830552.477150333,570185.677138475,547447.964503193,552913.88528566,681078.985910252,716949.805355735,466006.577192949,542732.323027394,624574.813100241,FALSE,TRUE,FALSE
"1,2-Ethanediol, 1-[(2S,4aR,4bS,7S,8aS)-2,3,4,4a,4b,5,6,7,8,8a,9,10-dodecahydro-7-hydroxy-2,4b,8,8-tetramethyl-2-phenanthrenyl]-",NA,C8-Pos-000440,NA,NA,NA,NA,NA,NA,NA,NA,191981.72863543,795716.471520241,444676.405658037,266443.409209568,377913.42021805,263668.163559727,145807.484933394,194659.568563043,294699.216352206,550197.05332684,562022.392993924,324117.40357047,309308.570874562,436191.697158266,151637.759434444,222543.781460495,252385.281128907,124705.419896537,443383.643049475,526557.881197025,179549.354834215,198031.275159597,1643553.25696439,368736.715315654,FALSE,TRUE,FALSE
"1,24-Dihydroxyvitamin D3",NA,C8-Pos-000338,NA,NA,NA,NA,NA,NA,NA,NA,1460118.98230997,1660910.16955817,1590555.57880615,2319683.38842039,1090521.94939214,1662856.55546151,1549896.0505859,1215656.76731316,1714491.2133023,3572453.36420825,1383741.03974542,2693946.18022215,1584807.31874258,1652848.04937885,2193958.44061069,716447.71890471,1313101.03121763,1228430.50985027,2337110.95623884,1774019.33898459,1644003.19728051,1575481.20424711,1917677.57445876,1790193.45488789,FALSE,TRUE,FALSE
"1,3-Dimethylbutylamine",NA,C18-Pos-000183,NA,NA,NA,NA,NA,NA,NA,NA,NA,2919324.56924525,743633.835698168,NA,4433561.92527894,928515.670378493,NA,1035425.13655327,1053682.63562193,NA,3472839.06531458,1151677.33251649,4610267.3152637,1068292.86297878,NA,2488006.72809632,2913507.47578365,974760.782317217,653960.239096072,3672897.04979075,783948.727322904,1540448.64256474,NA,1006234.21770209,FALSE,TRUE,FALSE
"1,3-Propanedione, 1-[4-(1-methylethyl)phenyl]-3-phenyl-",NA,C8-Pos-000695,NA,NA,NA,NA,NA,NA,NA,NA,104255.886757801,166022.180899831,153577.53332956,126086.481491734,141393.898198185,168773.451542501,108602.489906312,100879.680660644,76597.8132788391,118941.250425677,153865.455032894,166137.987150893,111928.107278841,79307.5715042607,137167.447752212,95482.448772274,131562.343293023,102821.327254888,127569.555849138,96188.5711504001,104699.202806563,114986.854399503,133098.099984211,141604.913687137,FALSE,TRUE,FALSE
"1,3-di-o-Tolylguanidine",NA,C8-Pos-000722,NA,NA,NA,NA,NA,NA,NA,NA,22312.7236680474,28760.7925786276,27260.2672344396,26796.3206572133,20131.6804070656,25704.1323113203,27563.6064903954,29649.4954324674,24944.9059946825,24179.8800814796,19575.6594503672,26181.1584049665,27707.0158430052,24972.3643667764,27952.4410022887,21949.1620436742,34869.7282167339,32435.7596889242,21714.6357581314,29827.6382928786,34066.025303427,28883.6970823511,30362.7910181445,32497.2742585748,FALSE,TRUE,FALSE
"1,4-Anhydro-6-O-[(9Z)-9-octadecenoyl]-D-glucitol",NA,C8-Pos-000370,NA,NA,NA,NA,NA,NA,NA,NA,2350698.91551919,NA,992284.972094737,1386469.11132683,1498048.35875359,NA,2182983.39194589,1985814.23678237,NA,NA,2317609.21053613,2410339.45703237,772104.176598384,2464857.28663567,2208089.28397552,2149666.6590985,2221771.32375321,2449001.52966849,2327638.40771803,NA,1566851.45281811,866524.509363429,1068884.3522829,1606171.40957492,FALSE,TRUE,FALSE
"1,8-Diaza-2,9-diketocyclotetradecane",NA,Amide-Pos-000276,NA,NA,NA,NA,NA,NA,NA,NA,740761.323730053,430989.884215283,1470540.27227902,2216654.10014109,651432.424772235,1042480.06586802,931269.234239149,2515739.67670197,750396.529702309,738382.787177668,1158670.38231266,4954532.43257481,6852739.4847244,737788.608332978,2590891.58511149,NA,1778710.10366303,1111921.08705302,773998.207080811,966189.448977001,1576269.82847353,437002.790336563,3609746.00915525,1542973.58833299,FALSE,TRUE,FALSE
"1-(1Z-Octadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine",NA,C8-Neg-000175,NA,NA,NA,NA,NA,NA,NA,NA,751647.377554798,632480.220301047,596911.307478127,431953.853274519,560033.596069413,447527.111004931,211858.822273411,766571.658983911,667656.554824479,453566.476421243,541017.014253426,NA,577462.027848288,342253.619114855,615865.937529865,NA,473733.764889472,387925.250703717,616687.961298812,591989.220527839,509134.738942782,777458.22220378,503667.840475459,580199.083951807,FALSE,TRUE,FALSE
"1-(3,5-Dihydroxyphenyl)-12-hydroxy-2-tridecanyl acetate",NA,C8-Neg-000198,NA,NA,NA,NA,NA,NA,NA,NA,248506.223982095,202180.657712559,323483.279066559,209487.521293451,207636.354011549,289555.852839192,188658.709397497,329070.883977614,233893.260868278,129224.058496058,207541.096027072,260059.729924337,207785.422188655,166542.40480149,233781.240707498,171668.768482621,244619.373560874,259325.157649843,191335.297681849,348183.910918885,383079.456810325,224879.644103624,165995.865749425,291010.380091345,FALSE,TRUE,FALSE
"1-(3-Ethyl-2,4-dihydroxy-6-methoxyphenyl)-1-butanone",NA,C8-Pos-000580,NA,NA,NA,NA,NA,NA,NA,NA,383227.685987873,409357.145328136,636158.733128918,448300.946539965,445618.298960605,490917.747389274,548735.055631694,355192.726688786,346124.491885522,363321.920242582,492506.641588538,411663.408045704,426515.621237128,362190.920866179,490449.019795377,381623.762057118,299440.051581019,468558.007741801,363325.536994358,376283.463111689,338583.355654385,329120.487248691,367646.81825388,459833.693251876,FALSE,TRUE,FALSE
"1-(4,6-Dimethylpyrimidin-2-yl)piperidine-4-carboxylic acid",NA,C8-Pos-000705,NA,NA,NA,NA,NA,NA,NA,NA,78786.2045059763,81920.6280865102,111317.570842447,84291.470620218,78916.8677418459,126104.546122778,107971.354081039,84444.0151222291,109055.648723983,76797.7877411296,77296.7219009639,108402.295488176,84820.085858282,78810.5927634488,120992.915292796,79606.9731686789,88879.4595064683,73698.3082740599,57600.2498104769,88994.0705488239,89726.6772108152,93645.3287415775,87583.9963918359,113187.463080535,FALSE,TRUE,FALSE
1-Acetyl-4-(2-hydroxyethyl)piperazine,NA,Amide-Pos-000222,NA,NA,NA,NA,NA,NA,NA,NA,4868502.74992257,5255103.54161909,1648531.7365296,10355671.42227,1427023.36228613,1625030.27103235,1368497.97799865,3549095.73020774,4912908.00444313,4649450.33048663,9222001.3618712,959084.475729242,1441750.31392454,3836699.22207232,348365.829111014,2934917.85714131,2636945.82482035,2106805.70994212,1801290.37833812,6210031.39936089,2654155.10170093,1935363.68335273,4108171.40357702,2222866.62233758,FALSE,TRUE,FALSE
1-Benzyl-4-(α-α-cyanobenzylidene)piperidine,NA,C8-Pos-000250,NA,NA,NA,NA,NA,NA,NA,NA,6422759.24009906,5640183.27793909,6145228.54902989,6225341.48716218,6238962.67510457,5883670.08083886,6257649.351378,5682064.95458687,6219762.0164682,6053135.18205469,6187849.06932703,6346336.22061919,6049739.08607788,5724794.42019198,6108612.86718056,5942054.26219408,6335734.32979843,6477706.0652949,4356618.64614911,6055999.11081689,5995070.65748279,6351034.29345358,6175703.2124306,6608091.21967402,FALSE,TRUE,FALSE
1-Deoxy-1-(methylamino)-D-galactitol,NA,Amide-Pos-000223,NA,NA,NA,NA,NA,NA,NA,NA,5770046.8235452,820756.940702399,331600.698928878,348119.788763742,155749.885048839,7345451.16071772,9907000.16526559,1298605.29006033,1207629.43404552,273398.402144444,247560.429429328,1556603.9169837,256798.207684107,NA,2953708.89593517,7687595.40926414,519114.745316403,3615777.48440191,564911.053378764,695447.337477786,NA,1281905.50915876,2115923.83549906,10204809.6020482,FALSE,TRUE,FALSE
"1-Hexadecyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine",NA,C8-Pos-000187,NA,NA,NA,NA,NA,NA,NA,NA,7933782.87274181,9786508.78296899,11336259.2630481,7186063.70545669,6381988.043958,10218352.0346451,8528830.77822658,2321572.81443744,9462768.09537625,7335222.2513754,7353082.88851738,10468011.1436281,7831822.13542222,7565329.56366349,8169681.00727312,8732890.81797854,7532500.49664886,7709447.38061289,10031552.5648114,10494925.4144226,7662132.31528228,6629642.83277185,9958405.70635859,8561037.51756299,FALSE,TRUE,FALSE
"1-Hydroxy-2,5-pyrrolidinedione",NA,Amide-Neg-000243,NA,NA,NA,NA,NA,NA,NA,NA,1772846.89382358,3022262.14654036,1949895.32617501,2368181.92516876,3082227.58239908,2905724.62225515,3545032.2599301,3536500.60724657,3379754.46483273,3439931.78002103,1289063.39004552,2767293.10916628,1748248.122703,4596233.64809563,3051179.8999634,2099815.95267503,3361523.16011841,3664482.03636716,5590817.17636705,3862681.49665617,3116154.47482667,2419623.40120353,3454935.17137734,3708023.43030146,FALSE,TRUE,FALSE
1-Hydroxy-2-(3-pyridinyl)ethylidene bisphosphonic acid,NA,Amide-Pos-000218,NA,NA,NA,NA,NA,NA,NA,NA,6002733.01127314,10788893.1804509,5864651.08961867,5064012.06752756,5900885.98722299,6379858.97462935,5803843.85051907,5426493.58466031,6839063.40077601,5781893.25147035,9591524.71768709,4759457.54486568,7478289.36204986,5082335.35793997,9164584.52355087,6234752.2174039,9921613.13437419,8898558.13963591,8692842.68631792,10446085.8014298,8062225.6953197,5492243.37455246,10133293.2829918,7457953.40989768,FALSE,TRUE,FALSE
1-Methylnicotinamide,NA,Amide-Pos-000239,NA,NA,NA,NA,NA,NA,NA,NA,1487040.67676381,2436441.74004759,1003839.15910319,3640646.84034784,3076872.94872303,3414860.02599395,8875093.08067699,1148426.61527802,2028439.79004576,NA,1229953.73303471,NA,NA,445842.64250179,4047465.25127271,1509004.97039071,1429648.35350229,1286702.51265354,6187801.24097447,NA,920534.660352753,1049613.55136523,2698255.17323968,1376646.35341771,FALSE,TRUE,FALSE
1-Palmitoyl-2-azelaoylphosphatidylcholine,NA,C8-Pos-000603,NA,NA,NA,NA,NA,NA,NA,NA,313502.243343344,227569.119420092,338973.202467069,554942.03006622,241542.018092972,253241.128882502,NA,336615.587448483,265901.134997905,371483.234530155,195789.022032347,254289.048469613,385410.341751173,356296.416183257,293340.681319291,267159.091243725,119699.697901019,274817.90513898,186662.158132112,259541.528199411,205172.328455094,68236.6023329535,NA,NA,FALSE,TRUE,FALSE
1-Palmitoyl-2-stearoyl-sn-glycero-3-phosphocholine,NA,C8-Pos-000083,NA,NA,NA,NA,NA,NA,NA,NA,7082146.06652903,10500027.1871134,3198035.65640524,3809883.61732887,3975105.76292279,14283430.4480651,6533436.71459449,5790132.17887295,11107151.8292669,9618291.40073032,37076226.3321892,32241385.3679755,4276545.24008064,15075289.1566466,6553312.04578875,16308668.2839242,19134338.3535657,19724508.241207,32677724.4540019,25236843.084075,27606458.9495798,14643223.2660037,39388487.688792,22879216.6705354,FALSE,TRUE,FALSE
1-Pentadecanoyl-sn-glycero-3-phosphocholine,NA,C8-Pos-000534,NA,NA,NA,NA,NA,NA,NA,NA,530108.627710867,NA,665149.945597693,NA,691650.760703219,NA,467006.537595478,161661.775706251,NA,453787.789874731,429857.607758597,533745.532718162,446725.874903444,NA,NA,536970.117239279,438675.828529682,446811.596482417,875986.316818414,360151.279365309,358959.694542065,416028.171172696,410382.499658199,604856.946032141,FALSE,TRUE,FALSE
"1-Pyridin-3-yl-1,4-diazepane",NA,Amide-Pos-000269,NA,NA,NA,NA,NA,NA,NA,NA,641420.086575462,825620.208279108,5536015.62435633,2281055.02441685,5553678.65315182,3682003.91217531,6271245.60699199,4423017.05633429,4372337.87282394,4866499.0781562,4496650.13534644,4480804.81763006,1144219.7286882,3071352.30960654,5613912.67187616,587085.458485229,3760758.55768718,7234594.80664951,5781437.73565161,6197263.88768647,5690465.53739693,2646386.1928265602,3610865.79640279,1642676.19833659,FALSE,TRUE,FALSE
1-Stearoyl-2-arachidonoyl-sn-glycero-3-phospho-(1'-myo-inositol),NA,C8-Neg-000009,NA,NA,NA,NA,NA,NA,NA,NA,11931731.6718336,9490294.16635412,8809920.25826465,9319019.50155705,7794462.09607945,10820124.6125369,8715785.63263984,27366022.4257519,21167751.0514099,24070153.1038388,28268004.3778531,41621585.5200691,227503.977489247,31711952.5518951,14276020.6477304,15543531.9492246,17512099.5432882,12306449.0603201,24945983.5462947,47621935.9468222,15528909.2262007,13769999.9487881,13248480.1029618,12642539.6904185,FALSE,TRUE,FALSE
1-Stearoyl-2-arachidonoyl-sn-glycero-3-phospho-(1'-sn-glycerol),NA,C8-Neg-000140,NA,NA,NA,NA,NA,NA,NA,NA,363396.111769395,228815.496765479,420486.565023434,159555.203054446,321469.166135761,369982.584264903,439065.645351698,559664.738774821,470505.557136804,695555.401111462,728021.307827207,1710161.33761364,516846.356730613,466301.779684621,244977.923516982,646980.40394545,601902.920724284,353211.405879315,501292.447866753,1474833.64985046,475625.181255216,521108.098387151,320396.960531365,583559.989496973,FALSE,TRUE,FALSE
1-β-D-Arabinofuranosyluracil 5'-monophosphate,NA,Amide-Neg-000275,NA,NA,NA,NA,NA,NA,NA,NA,1286215.28288606,1596866.09069007,1085825.30253694,1437469.99689477,1620292.93848294,2640251.83181725,3235200.8469069,4562467.24302755,1089656.35937932,1458751.7670059,1196845.67660716,1267936.95167356,1423330.38718631,2775171.16953913,2563941.22244859,923487.55148141,2471901.6403674,1783532.64205881,1319986.13770633,1878331.85601739,2748226.80662988,1522415.23302091,2980062.84890115,1476146.6566647,FALSE,TRUE,FALSE
13-Oxooctadecanoic acid,NA,C8-Pos-000420,NA,NA,NA,NA,NA,NA,NA,NA,1316316.0108405,1943116.89934314,1580236.18518474,1336981.74357755,1527498.39889033,1196714.95014889,1736382.32871523,1606288.95984378,1221272.91155746,1289156.55150558,1584003.56651405,1559199.68748804,1092428.18293682,1116951.62556601,1547748.04530893,1629249.03143197,1232571.21946626,1684300.86011765,1368417.35360127,1157511.03470077,1594964.34284681,1572621.02383558,1449034.69955062,1219058.77941307,FALSE,TRUE,FALSE
"15-Deoxy-Δ12,14-prostaglandin A1",NA,C8-Pos-000645,NA,NA,NA,NA,NA,NA,NA,NA,204828.117087326,328511.917229559,266291.776475846,186517.270452336,219790.620238421,348394.404518811,NA,162920.534241307,313706.914782596,197449.641708071,265717.575378938,NA,294729.478366851,211595.74375747,225791.324850125,224408.226076254,297270.354760854,265053.908261908,236593.258781984,236595.454808429,231013.997331936,185592.606242898,243501.900319143,224216.161976043,FALSE,TRUE,FALSE
"17,20,21-Trihydroxypregn-1-ene-3,11-dione",NA,C8-Pos-000707,NA,NA,NA,NA,NA,NA,NA,NA,43673.1102061193,72840.9493400895,60164.4308541847,69532.3249278441,46679.6448658344,46016.2038715848,50047.6973576773,50907.8060757699,112929.424517927,121656.203740379,58415.5391223348,17655.8472043094,31912.6002306714,55135.2160618526,15373.4095537915,50457.3083016256,46938.5829178628,55136.7504211989,101489.145366091,55606.6017922591,29490.7277422331,30131.1949697447,59352.1487362921,89484.251775283,FALSE,TRUE,FALSE
"17-(1-Hydroxyethyl)-10,13-dimethyl-2,3,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-one",NA,C8-Pos-000157,NA,NA,NA,NA,NA,NA,NA,NA,688843.693833125,1008866.6969482,508981.768201189,1529690.57520461,NA,660338.5445509,398882.564913128,8376817.24507137,927822.069694965,NA,NA,660310.78985425,1098667.60099039,15739142.9940955,9894002.5942606,309914.760756613,157419.897783056,NA,966159.872939791,1130037.51111873,NA,200743.762781722,NA,1829691.92190812,FALSE,TRUE,FALSE
17-Methylene-4-androsten-3-one,NA,C8-Pos-000493,NA,NA,NA,NA,NA,NA,NA,NA,206473.235098551,473791.554416336,262283.599180686,280367.9609747,383559.736311676,476396.706866493,313657.747477101,283972.737221654,285546.86290028,292828.200799581,513766.774796031,327497.10689577,437475.642676892,631156.317572974,309760.570803055,391558.323104735,1145419.49261534,399313.311301645,523470.465186263,475848.484396104,366358.695321332,208794.626140664,357628.22840301,358090.511352864,FALSE,TRUE,FALSE
18-HETE,NA,C8-Pos-000587,NA,NA,NA,NA,NA,NA,NA,NA,239399.600256144,397149.239749528,285882.319775952,468476.844170919,607745.707833202,594252.165825549,402414.018980616,511624.609184017,300093.310382074,187044.163516262,410728.727727296,223196.151838818,420262.418455101,218564.433643668,300847.071999643,208213.832468966,342120.583737565,NA,182269.123022136,297724.337722367,481405.131400427,170579.885004206,253225.751641912,244119.831394739,FALSE,TRUE,FALSE
1H-Imidazole-4-carboxylic acid,NA,Amide-Neg-000180,NA,NA,NA,NA,NA,NA,NA,NA,648048.378730682,2866044.18727808,1799567.00913915,1418421.06290666,3584367.33908439,754494.617031979,3431280.99867986,1159112.65460018,10286161.5784244,1282198.98311895,1235808.82265101,1560423.14189595,1033019.83339326,1057316.21584533,1942539.60020968,1031670.75542518,2550733.73406992,1995841.84420754,3351732.62509981,4931541.09924434,2036163.75189027,943966.537626058,843747.568983477,1846932.98136376,FALSE,TRUE,FALSE
2'-Deoxyadenosine,NA,Amide-Pos-000194,NA,NA,NA,NA,NA,NA,NA,NA,4172380.45177872,9776667.09690827,4935438.27911733,8734515.61717511,9565462.13807305,2762483.92210357,3968292.3102764,7645917.74976222,8452342.1056814,5152018.62253341,3765453.68018703,5806299.001565,822773.250992244,6049086.34759228,8343043.08027655,7407000.56797446,5934378.81754776,6644389.68773175,6528135.80311969,5330235.63995819,10604460.5221512,4507218.58738877,8060428.81076168,12102301.5137971,FALSE,TRUE,FALSE
"2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)",NA,C18-Pos-000085,NA,NA,NA,NA,NA,NA,NA,NA,28945388.089775,28483212.5104468,30199298.0543009,28900331.694715,28632394.7603658,31592488.9705524,32516635.2096122,29258011.7517216,30473034.5784344,29531142.6172103,28215947.8562152,31287139.3220799,29233131.3489026,28115904.3319109,31019561.9597475,29446328.732621,29809422.7633023,30862080.999972,28535634.5683367,29245873.9566597,28827185.2083162,28041151.6966584,28913092.5635778,30756494.3411136,FALSE,TRUE,FALSE
"2,3-Di(2-furyl)quinoxaline",NA,C8-Pos-000553,NA,NA,NA,NA,NA,NA,NA,NA,284585.099143947,782323.920510887,138177.021440895,120765.018920365,147163.615384055,110611.666036687,34471.6486543647,79603.1920853275,88487.4334130765,110722.218663613,96215.0556639459,109568.229870879,72943.4676019218,114189.801786197,276223.671033936,69445.1244292809,133730.107995107,123224.245534588,104768.355296124,95359.3882989984,173004.526671771,377484.106730288,166419.221909863,107058.947291448,FALSE,TRUE,FALSE
"2,4-Bis(1,1-dimethylethyl)phenol phosphate",NA,C8-Neg-000006,NA,NA,NA,NA,NA,NA,NA,NA,39031339.7058617,53318026.3074334,40101677.8879288,40682642.351118,48958141.3512305,41855939.6663692,46598355.8087001,39943707.6810619,62098024.6812082,29264442.4732439,43302146.8215372,46509811.7952474,44472430.6339336,30560103.8027222,37787864.0791763,49035817.5689671,42438813.8709245,27528844.1828276,41792611.4255246,45191311.2656358,47677640.6295769,32182654.9708027,42955059.6362984,33686344.7122281,FALSE,TRUE,FALSE
"2,5-Bis(5-tert-butyl-benzoxazol-2-yl)thiophene",NA,C8-Pos-000186,NA,NA,NA,NA,NA,NA,NA,NA,2357694.1860847,6200362.71640608,8719088.49621553,9312160.45916927,8326613.89053776,11884769.0977455,8891682.75208597,5539327.42812773,6287262.14604557,7277803.89421913,8947701.31585651,7950903.13957127,3849973.82287607,4845602.83516892,2114308.76942259,2142283.5069332,2941322.76863714,2544987.07156162,1580175.84016411,2573270.34900785,4269991.29439529,2731156.1997149,2361741.29171211,4637980.52494558,FALSE,TRUE,FALSE
"2,5-di-tert-Butylhydroquinone",NA,C8-Neg-000203,NA,NA,NA,NA,NA,NA,NA,NA,331044.328510225,241124.530643421,250608.483410883,231145.392088675,311206.213784955,255669.941300849,257467.651963032,233065.203381962,271023.370743229,193985.454343275,231832.237556757,221402.189939858,232817.607534103,302165.922153681,249572.275115286,234873.245195968,309798.4677491,220803.518968477,237841.097858852,303967.031566583,213336.419683381,264499.793052748,232718.639692363,243661.068780488,FALSE,TRUE,FALSE
"2,6-Di-tert-butyl-1,4-benzoquinone",NA,C8-Pos-000524,NA,NA,NA,NA,NA,NA,NA,NA,622742.075740139,640493.555188001,670907.448374132,540611.896628199,598868.241055021,529600.129470199,537166.532802795,531525.601692437,545321.677603016,905000.830275504,663895.25030867,575709.136705784,502282.637401639,647796.205079001,520066.997682245,NA,578142.097714885,630884.316023715,560793.102628622,628115.715498122,528733.855370099,669554.472999211,216651.727313654,686282.833366349,FALSE,TRUE,FALSE
2-(1-Piperazinyl)acetamide,NA,Amide-Pos-000451,NA,NA,NA,NA,NA,NA,NA,NA,499736.507534002,410503.415597486,682693.380820882,487138.247911841,165684.203918951,268039.73672601,1529881.36576605,158522.710442098,604163.494546131,337413.098760437,266123.562367653,381795.063131781,624955.395287416,749269.826100131,1527812.73993729,200713.501350188,630732.093822465,521600.471462568,447136.972263383,970419.981171595,539566.98756106,268869.377781731,446161.666390098,360474.750311556,FALSE,TRUE,FALSE
