gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,dropped_covariates,Compound.ID,Name,cell_type,n_samples,FDR_global,Super.Class,Class,Sub.Class,Pathways,KEGG,Exogenous_Flag,Annotation_Confidence,n_nonzero,max_cooks,loo_unstable
FBN2,-1.1580777687361963,5.973114189304503,-7.694495729551959,1.5817820389763938e-7,8.300664879868457e-4,7.524543973388467,,C8-Neg-003439,Dgdg(18:0_11:1),IN-MGE-SST,13,0.03933796779406483,Lipids and lipid-like molecules,Glycerolipids,Glycosyldiacylglycerols,NA,NA,NA,NA,13,0.5271255338578847,FALSE
SYNDIG1,-0.954927878010114,5.590037709377367,-7.341473877839042,3.2742542301015305e-7,0.0012886646086122098,6.798529512179869,,C8-Neg-003439,Dgdg(18:0_11:1),IN-MGE-SST,13,0.05470537275136186,Lipids and lipid-like molecules,Glycerolipids,Glycosyldiacylglycerols,NA,NA,NA,NA,13,2.3309235158261448,TRUE
MAP7,-1.0284501607146077,4.711764244779857,-6.947317980057087,7.524362472783001e-7,0.0023691207681804556,5.895850261421728,,C8-Neg-003439,Dgdg(18:0_11:1),IN-MGE-SST,13,0.0787473220788143,Lipids and lipid-like molecules,Glycerolipids,Glycosyldiacylglycerols,NA,NA,NA,NA,12,1.1217776337409382,FALSE
ENSG00000271774,3.2544806253170675,2.3108160614396467,11.166853849875142,3.695712467457554e-10,5.818160137518427e-6,11.358766420780416,,C8-Pos-000342,Palmitic Acid,IN-MGE-SST,13,0.003379015824549025,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,map00062;map00071;map00100;map00120;map00561;R-HSA-112310;R-HSA-1368082;R-HSA-1368108;R-HSA-1592230;R-HSA-163560;R-HSA-1655829;R-HSA-192456;R-HSA-1989781;R-HSA-202131;R-HSA-203615;R-HSA-2151201;R-HSA-2187335;R-HSA-2426168;R-HSA-2453902;R-HSA-2980736;R-HSA-373760;R-HSA-381340;R-HSA-381771;R-HSA-400206;R-HSA-400253;R-HSA-400451;R-HSA-400508;R-HSA-400511;R-HSA-422356;R-HSA-425397;R-HSA-434313;R-HSA-434316;R-HSA-444209;R-HSA-5619108;R-HSA-6806667;R-HSA-75105;R-HSA-75876;R-HSA-75896;R-HSA-804914;R-HSA-8848584;R-HSA-8935690;R-HSA-8963743;R-HSA-8979227;R-HSA-9009391;R-HSA-9648002;R-HSA-9707564;R-HSA-9707616;R-HSA-975634;R-HSA-9843745;R-HSA-9845614;WP357;WP3602;WP3965;WP4724;WP4853;WP4949;WP5181;WP5315,C00249,NA,high,5,0.5316712278284147,FALSE
TSHZ2,3.168774645007353,4.4215292257365,9.818542461264931,3.4562839305731505e-9,2.7206138959506553e-5,10.730457710522176,,C8-Pos-000342,Palmitic Acid,IN-MGE-SST,13,0.007633017874488646,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,map00062;map00071;map00100;map00120;map00561;R-HSA-112310;R-HSA-1368082;R-HSA-1368108;R-HSA-1592230;R-HSA-163560;R-HSA-1655829;R-HSA-192456;R-HSA-1989781;R-HSA-202131;R-HSA-203615;R-HSA-2151201;R-HSA-2187335;R-HSA-2426168;R-HSA-2453902;R-HSA-2980736;R-HSA-373760;R-HSA-381340;R-HSA-381771;R-HSA-400206;R-HSA-400253;R-HSA-400451;R-HSA-400508;R-HSA-400511;R-HSA-422356;R-HSA-425397;R-HSA-434313;R-HSA-434316;R-HSA-444209;R-HSA-5619108;R-HSA-6806667;R-HSA-75105;R-HSA-75876;R-HSA-75896;R-HSA-804914;R-HSA-8848584;R-HSA-8935690;R-HSA-8963743;R-HSA-8979227;R-HSA-9009391;R-HSA-9648002;R-HSA-9707564;R-HSA-9707616;R-HSA-975634;R-HSA-9843745;R-HSA-9845614;WP357;WP3602;WP3965;WP4724;WP4853;WP4949;WP5181;WP5315,C00249,NA,high,11,0.5410604635555946,FALSE
FOXP1,1.1911334238827442,7.105107834998943,7.313503516177534,3.951670268187929e-7,0.0017054870499798572,6.682214026250803,,C8-Pos-000342,Palmitic Acid,IN-MGE-SST,13,0.05876376567814274,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,map00062;map00071;map00100;map00120;map00561;R-HSA-112310;R-HSA-1368082;R-HSA-1368108;R-HSA-1592230;R-HSA-163560;R-HSA-1655829;R-HSA-192456;R-HSA-1989781;R-HSA-202131;R-HSA-203615;R-HSA-2151201;R-HSA-2187335;R-HSA-2426168;R-HSA-2453902;R-HSA-2980736;R-HSA-373760;R-HSA-381340;R-HSA-381771;R-HSA-400206;R-HSA-400253;R-HSA-400451;R-HSA-400508;R-HSA-400511;R-HSA-422356;R-HSA-425397;R-HSA-434313;R-HSA-434316;R-HSA-444209;R-HSA-5619108;R-HSA-6806667;R-HSA-75105;R-HSA-75876;R-HSA-75896;R-HSA-804914;R-HSA-8848584;R-HSA-8935690;R-HSA-8963743;R-HSA-8979227;R-HSA-9009391;R-HSA-9648002;R-HSA-9707564;R-HSA-9707616;R-HSA-975634;R-HSA-9843745;R-HSA-9845614;WP357;WP3602;WP3965;WP4724;WP4853;WP4949;WP5181;WP5315,C00249,NA,high,13,0.6015564406663936,FALSE
EBF1,2.617939723470422,2.612471391117202,7.26873783775125,4.33332160320106e-7,0.0017054870499798572,5.909196505065701,,C8-Pos-000342,Palmitic Acid,IN-MGE-SST,13,0.061310315853552254,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,map00062;map00071;map00100;map00120;map00561;R-HSA-112310;R-HSA-1368082;R-HSA-1368108;R-HSA-1592230;R-HSA-163560;R-HSA-1655829;R-HSA-192456;R-HSA-1989781;R-HSA-202131;R-HSA-203615;R-HSA-2151201;R-HSA-2187335;R-HSA-2426168;R-HSA-2453902;R-HSA-2980736;R-HSA-373760;R-HSA-381340;R-HSA-381771;R-HSA-400206;R-HSA-400253;R-HSA-400451;R-HSA-400508;R-HSA-400511;R-HSA-422356;R-HSA-425397;R-HSA-434313;R-HSA-434316;R-HSA-444209;R-HSA-5619108;R-HSA-6806667;R-HSA-75105;R-HSA-75876;R-HSA-75896;R-HSA-804914;R-HSA-8848584;R-HSA-8935690;R-HSA-8963743;R-HSA-8979227;R-HSA-9009391;R-HSA-9648002;R-HSA-9707564;R-HSA-9707616;R-HSA-975634;R-HSA-9843745;R-HSA-9845614;WP357;WP3602;WP3965;WP4724;WP4853;WP4949;WP5181;WP5315,C00249,NA,high,5,0.3366632901702752,FALSE
NPY,-1.5796501265043827,7.969589345191202,-6.950730995541774,6.704217984489139e-7,0.01024605634569475,5.963430483185128,,C8-Pos-000610,"2-Methyl-5-{2-[2-(4-Methyl-3,6-Dioxocyclohexa-1,4-Dienyl)Ethoxy]Ethyl}Benzo-1,4-Quinone",IN-MGE-SST,12,0.074529019504527,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,high,12,0.6158897422242771,FALSE
TSHZ2,-4.5064758802281855,4.014052948728822,-7.861770485795407,1.487987692760235e-7,0.0017418474428467399,6.834676910022832,,C8-Pos-000806,Glycerol Monooleate,IN-MGE-SST,12,0.038255611256845845,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,WP4905,NA,NA,high,10,0.8945101521764842,FALSE
NRGN,-3.6701755650116668,1.989790479086798,-7.494818705166803,3.076375862267347e-7,0.0017418474428467399,5.336738562765675,,C8-Pos-000806,Glycerol Monooleate,IN-MGE-SST,12,0.05408729754814434,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,WP4905,NA,NA,high,3,0.5185492541946182,FALSE
TRPC7,-2.73339103238918,4.2949894618321105,-7.33657694337709,4.231509491223851e-7,0.0017418474428467399,5.839218580135934,,C8-Pos-000806,Glycerol Monooleate,IN-MGE-SST,12,0.06092181191933548,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,WP4905,NA,NA,high,11,0.5241501241775086,FALSE
ANKRD18A,-3.7606367859097554,2.48266026280862,-7.309719156030879,4.468280492135548e-7,0.0017418474428467399,5.108685276343881,,C8-Pos-000806,Glycerol Monooleate,IN-MGE-SST,12,0.062336741624360065,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,WP4905,NA,NA,high,5,0.8217123819881861,FALSE
LMO4,0.9586966893464425,6.982365137855967,7.147116743807209,9.145382571218406e-7,0.008272143776442085,5.902152249813641,,C8-Pos-001073,Cer(D15:2_7:0),IN-MGE-SST,12,0.08785785690212497,Lipids and lipid-like molecules,Sphingolipids,Ceramides,NA,NA,NA,NA,12,0.4690059283156186,FALSE
CEROX1,2.548154769415494,3.042305359336884,7.067037932149144,1.069996607999235e-6,0.008272143776442085,4.967102699397948,,C8-Pos-001073,Cer(D15:2_7:0),IN-MGE-SST,12,0.09455270783008414,Lipids and lipid-like molecules,Sphingolipids,Ceramides,NA,NA,NA,NA,7,0.9824826382578509,FALSE
CALB1,2.7100679695646717,2.005466266198214,7.98444300222079,1.1831425893254408e-7,0.0018626213783750414,6.220207024600646,,C8-Pos-001076,Bis(Methylbenzylidene)Sorbitol,IN-MGE-SST,13,0.034834124615474436,Phenylpropanoids and polyketides,Cinnamyl alcohols,NA,NA,NA,NA,high,5,0.8317599676946449,FALSE
CALB1,2.793365247722793,2.005466266198214,7.2963754074434535,4.855305759816669e-7,0.007643707857679383,4.920183375170768,,C8-Pos-001359,Gly-Met-Arg,IN-MGE-SST,13,0.06453227413131157,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,high,5,0.6855804441176339,FALSE
TSHZ2,4.580689910033466,5.040064564665448,12.00133691117968,1.1458224373184133e-10,1.7105983166726592e-6,13.968280467994623,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.0022112829846586794,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,10,0.6840832157004575,FALSE
CORT,6.755037731852311,4.889522760352076,8.51442753362027,3.956359362983099e-8,2.3273526435354567e-4,8.723229754625258,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.026051178661445296,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,6,1.0495358574291065,TRUE
PENK,4.348019005261645,2.7301185005648265,8.425859138541693,4.6768423408174495e-8,2.3273526435354567e-4,8.001864627540154,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.026655218284995227,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,3,0.7192495657981227,FALSE
CALB1,3.5621508929591226,2.3079290013907094,8.088689449655476,8.925514642258971e-8,2.475479029625928e-4,7.154095022052045,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.03129776898959844,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,5,0.9090708639354131,FALSE
DACH2,3.151848271743793,5.6416875709679655,8.0452674960235,9.710780258888034e-8,2.475479029625928e-4,8.022919068209266,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.03209289575194908,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,10,0.6742444647026374,FALSE
CA8,3.628078555573842,2.4136623188973045,7.963495553582903,1.1389738702502488e-7,2.475479029625928e-4,7.005259669365567,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.034779528047185676,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,3,0.6703219986416162,FALSE
DHRS3,3.879096662613119,2.267637348409841,7.93643221380428,1.2009396563646423e-7,2.475479029625928e-4,7.061647094121112,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.03490439449142832,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,3,0.7567480698239344,FALSE
CALN1,2.2539511903938645,6.401455869306813,7.885754005148583,1.3265344120173773e-7,2.475479029625928e-4,7.749002730814784,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.036271429686432814,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,10,0.7825026346702961,FALSE
EBF1,4.160882307951333,2.9747964216517495,7.779207424412697,1.6369050106402854e-7,2.7152616559832023e-4,6.91394560528843,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.039785972445452365,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,4,0.44108596602018724,FALSE
CEROX1,3.6714637785864435,3.254904181780832,7.719481484801802,1.8428687770106065e-7,2.751218797199135e-4,6.98614030843235,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.04216372736067774,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,6,0.8813247072355812,TRUE
ADAMTS3,3.7212525248700565,2.0227947079472153,7.566886697861113,2.500017709843085e-7,3.145131856682589e-4,6.387013600578057,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.04863606328237896,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,3,0.7740803862716075,FALSE
GRIK4,1.8903049086180457,5.674004406217741,7.507343708414195,2.818343293206307e-7,3.145131856682589e-4,7.00840186656626,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.05140853479596827,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,10,0.5110447108550481,FALSE
SH3D19,2.272753770241676,4.852637660903536,7.490989525751754,2.9129064915901724e-7,3.145131856682589e-4,6.9160770771905,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.05263592901238526,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,9,1.435620459218268,TRUE
RASGEF1B,2.3159111551299048,5.328855391755927,7.47738927541473,2.994039919865769e-7,3.145131856682589e-4,6.918395835584928,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.05339599780050962,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,10,1.5985401680129705,FALSE
TACR1,2.587415248942307,5.471072529647127,7.4507036840544005,3.160089614189754e-7,3.145131856682589e-4,6.8868798312565005,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.05454872410122528,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,10,0.6360598323677611,FALSE
CA10,2.8425696045196616,5.178881821030143,7.407502737039131,3.4493505798501735e-7,3.2184596754114526e-4,6.7712737616050465,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.0555852773454385,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,10,0.6491793919896693,FALSE
GUCY1A1,2.3445004755441894,5.597181746024518,7.326047221827285,4.071505058425196e-7,3.3503035463875076e-4,6.65726595563867,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.05988914948520853,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,10,0.7450286216047367,FALSE
CHODL,3.6794060277531595,4.846527734954257,7.306341237508213,4.238732642079873e-7,3.3503035463875076e-4,6.511980306160317,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.06092181191933548,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,9,0.7192246636251577,FALSE
RXRG,4.030372556793501,2.099321906378343,7.2988900547501565,4.3037975627418566e-7,3.3503035463875076e-4,5.936137622146696,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.0611616322579973,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,3,0.6258978828427294,TRUE
NPY,3.7993900464520682,8.604260115976768,7.2783752617692405,4.488316091349062e-7,3.3503035463875076e-4,6.443023134937375,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.062405227448793274,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,10,0.702876831939053,FALSE
ENSG00000271774,4.13480455555819,2.8633799852766875,7.243639646879399,4.819580632476103e-7,3.426262822011226e-4,6.078251649679476,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.06432344224684002,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,5,0.8244848919656056,FALSE
ANKRD18A,3.4988027895792295,3.018564663400255,7.170833166127963,5.598337573490778e-7,3.7989809833929015e-4,5.883246088223149,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.0697585390101209,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,5,0.6424479839399652,FALSE
PCP4,4.329134015960963,3.639611299622859,7.111646478867345,6.326568054406271e-7,4.0875831164546313e-4,5.9677679051806045,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.07308964232042019,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,7,0.7718328554927567,TRUE
FBN2,2.367461919625494,6.037613131448899,7.093327899824808,6.571236840706755e-7,4.0875831164546313e-4,6.199264012686225,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.07385340383517776,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,10,0.7565931363491731,FALSE
ENSG00000287209,3.452370855411489,1.67505377199058,6.951247253838931,8.833290546296762e-7,5.274887782626573e-4,5.211143244365385,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.08644554303641974,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,3,0.6379825425398726,FALSE
ROBO2,-0.9410218563157664,12.86202761003732,-6.880618399749374,1.0242928843373746e-6,5.881410950104871e-4,5.36802806879961,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.09219903521480739,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,10,0.8121089027908643,FALSE
NRGN,3.067894165091968,2.2345209810784463,6.852523441777833,1.086631974388053e-6,6.008269905792312e-4,5.340106474034445,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-MGE-SST,10,0.09506134918289355,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,3,0.3824035056209002,FALSE
CALB1,2.802814315891314,2.005466266198214,7.701539297521692,2.025555567453456e-7,0.0031888321298419757,5.505569944980092,,C8-Pos-001637,"2,5-Bis(5-Tert-Butyl-Benzoxazol-2-Yl)Thiophene",IN-MGE-SST,13,0.044365762215615015,Organoheterocyclic compounds,Benzoxazoles,NA,NA,NA,NA,high,5,0.7555049357975804,FALSE
ENSG00000271774,3.0888116226596134,1.7570227534434462,7.870689555851781,2.665058520380044e-7,0.004087400252706873,5.765674832758377,,C8-Pos-002045,Lpe 18:1,IN-MGE-SST,11,0.049913707120290945,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,NA,substance,NA,high,3,0.7054192966788687,FALSE
ARL17B,1.5935348088142467,4.514369585165921,8.111570389390145,1.7347138540982104e-7,0.0027309600205068126,-2.8232086492561135,,C8-Pos-003050,Tg(29:3cooh_2:0),IN-MGE-SST,13,0.040943041275595726,Lipids and lipid-like molecules,Glycerolipids,Triradylglycerols,NA,NA,NA,NA,12,1.7140258262149188,FALSE
CDH8,-0.9429769412107507,8.077863118424144,-7.058140105060213,9.471324369951969e-7,0.014910705955615385,5.715850390758058,,C8-Pos-004352,Tg(20:2cho_26:3),IN-MGE-SST,13,0.08933714778123732,Lipids and lipid-like molecules,Glycerolipids,Triradylglycerols,NA,NA,NA,NA,13,0.9164018024829896,FALSE
ARL17B,-1.3773323816718923,4.463124300088363,-7.769365829784334,1.8333904827531526e-7,0.0027381686859918332,-2.424489715148319,,C8-Pos-005012,Pc(17:4cooh_23:5),IN-MGE-SST,11,0.042121389412897225,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,10,3.200659497185517,TRUE
TSHZ2,-3.6700908090089133,4.014052948728822,-9.61218279264862,4.583693599563855e-9,7.14735342979992e-5,10.51202403981978,,C8-Pos-005214,Pc(14:1_28:3),IN-MGE-SST,12,0.00847165450894318,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,10,1.0997781966829048,TRUE
CEROX1,-3.058248952469093,2.769443404125873,-8.365244349118488,4.594685878543579e-8,2.7174563247629507e-4,7.975885093069177,,C8-Pos-005214,Pc(14:1_28:3),IN-MGE-SST,12,0.026655218284995227,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,7,0.9587497399449394,FALSE
ENSG00000271774,-3.0925215648242332,1.9044327363116358,-8.200707603376584,6.3215484965485e-8,2.7174563247629507e-4,7.530029317462624,,C8-Pos-005214,Pc(14:1_28:3),IN-MGE-SST,12,0.02921206446372742,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,4,0.5887045421212906,FALSE
PBX3,-3.3129814424851776,3.119972968882894,-8.088478822207165,7.874633701201972e-8,2.7174563247629507e-4,7.68116861549933,,C8-Pos-005214,Pc(14:1_28:3),IN-MGE-SST,12,0.030393964975305856,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,6,1.2463512311128568,TRUE
CPNE8,-2.1412342000338427,4.918420352134275,-8.037038658359847,8.713705908942958e-8,2.7174563247629507e-4,8.028916667662703,,C8-Pos-005214,Pc(14:1_28:3),IN-MGE-SST,12,0.031241466080884173,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,11,1.469877077276244,TRUE
