gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,dropped_covariates,Compound.ID,Name,cell_type,n_samples,FDR_global,Super.Class,Class,Sub.Class,Pathways,KEGG,Exogenous_Flag,Annotation_Confidence,n_nonzero,max_cooks,loo_unstable
ZBTB20,1.1411372878832027,8.71967898785946,7.6611238923434835,2.427213140265797e-7,0.002823091603443148,7.1756361061599065,,C8-Pos-000022,Chalcone,EN-Newborn,18,0.04806833480940012,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",Chalcones and dihydrochalcones,NA,C01484;C15589,NA,high,18,0.19411978780603997,FALSE
SPATA13,0.7094170420707032,4.667853766847025,7.1022153643965495,7.415351035521181e-7,0.005749863192943123,5.412201219622446,,C8-Pos-000022,Chalcone,EN-Newborn,18,0.07811478602117039,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",Chalcones and dihydrochalcones,NA,C01484;C15589,NA,high,17,0.4407128034226414,FALSE
DIAPH3,-1.1670010676595235,3.0411253489550045,-6.913078008363389,1.162936899011912e-6,0.02721621224757578,5.041791227446875,,C8-Pos-000887,5-(Z-Heptadec-8-Enyl) Resorcinol,EN-Newborn,18,0.09766368976289953,Benzenoids,Phenols,Benzenediols,NA,NA,NA,high,17,0.3334727045160217,FALSE
LRIG3,-1.3270000747816038,1.4827476418933558,-7.9625419923735015,1.1760027138342873e-7,0.0027939472475275,-3.0304564896635267,,C8-Pos-001006,Citroflex 4,EN-Newborn,19,0.03483265921383627,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,NA,NA,NA,high,13,0.45862311599301553,FALSE
LRIG3,-1.2513516747906466,1.3541073482303112,-7.384371096579862,5.269349133081314e-7,0.012413532687712961,-3.1034541696501763,,C8-Pos-001356,Citroflex A-4,EN-Newborn,18,0.06714230583774078,Organic acids and derivatives,Carboxylic acids and derivatives,Tetracarboxylic acids and derivatives,NA,NA,NA,high,12,0.5274941613711962,FALSE
SMAD3,1.6484276222427547,1.343757228556028,7.419077740521636,9.061238157893246e-7,0.02157390193012803,2.6337314522052626,,C8-Pos-001521,Triethyleneglycol Bis(2-Ethylhexanoate),EN-Newborn,16,0.08752905841344663,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA,NA,NA,high,13,0.21678420258831962,FALSE
ENSG00000291034,-1.3513810373988648,0.9479999316688563,-9.525877609554287,3.783175024401255e-8,8.789828851693875e-4,6.324105585550652,,C8-Pos-001736,Tg(5:0_10:0_6:1cho),EN-Newborn,15,0.026051178661445296,Lipids and lipid-like molecules,Glycerolipids,Triradylglycerols,NA,NA,NA,NA,7,0.39712504629390183,FALSE
CNTN6,-2.031801372930405,2.409145185865675,-7.955121929153892,3.2231927228213444e-7,0.0030844813312699273,6.11909243801287,,C8-Pos-002542,Lpc 20:3-Sn1,EN-Newborn,16,0.05470537275136186,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,substance,NA,high,11,0.49735409768359967,FALSE
INSM1,0.7363920653959769,3.8999031354285187,7.945959754617436,3.275228597113904e-7,0.0030844813312699273,6.729710529173712,,C8-Pos-002542,Lpc 20:3-Sn1,EN-Newborn,16,0.05470537275136186,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,substance,NA,high,15,0.4451008577035968,FALSE
CNTN4,-1.3631858445289788,7.747679986239602,-7.836256433163813,3.970923912719299e-7,0.0030844813312699273,6.7389558565825975,,C8-Pos-002542,Lpc 20:3-Sn1,EN-Newborn,16,0.058858282238983733,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,substance,NA,high,16,0.49533313433205184,FALSE
ENTREP2,-1.8845617591663524,5.040728189857714,-7.623394138738211,5.796472546164378e-7,0.0033768799935817123,6.313778013208994,,C8-Pos-002542,Lpc 20:3-Sn1,EN-Newborn,16,0.07076371438048293,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,substance,NA,high,16,0.5363101808143267,FALSE
ADAMTS3,2.101302738311125,4.524640293135496,7.8570836148881495,6.525527349143749e-7,0.014742471387185558,5.658730110894189,,C8-Pos-003290,Tg(2:0_11:0_23:4),EN-Newborn,15,0.07374631744263908,Lipids and lipid-like molecules,Glycerolipids,Triradylglycerols,NA,NA,NA,NA,15,0.861736744524881,FALSE
ABLIM3,1.9323541987925494,1.9015169697765182,7.396574456055975,3.4921103021326486e-7,0.008234745303459,4.314833845201145,,C8-Pos-003474,"1,2-Dimyristoyl-Sn-Glycero-3-Pc",EN-Newborn,19,0.05569671541901257,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,high,15,0.7453555541359559,FALSE
TOX,-1.0857400521954863,6.024918138073037,-8.249413858644617,1.926614635439338e-7,0.004473213860563055,7.416150701075022,,C8-Pos-003565,Cerp(D18:0_20:3),EN-Newborn,16,0.04332142340319196,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,NA,NA,NA,NA,16,0.5027301010527608,FALSE
ENSG00000251680,-0.9960911908127854,6.467427601582052,-7.468744328086128,7.113425057642395e-7,0.0164704243784652,5.468820204147856,,C8-Pos-003759,Pe 16:0_18:1,EN-Newborn,16,0.07652147338440947,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,NA,NA,NA,high,16,1.5304449452083877,FALSE
RASGEF1B,0.9853996506442457,5.710800416663646,7.814946164666157,7.311640083726073e-7,0.016342977915144517,5.667096147931326,,C8-Pos-004302,Pc(18:1_16:2),EN-Newborn,15,0.0775136280330638,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,15,0.26848955734907715,FALSE
LINC02726,-1.6444792189805224,-0.03437011991938696,-7.705228936905123,1.0710120142005411e-6,0.024907455402247786,-3.147778373159035,,C8-Pos-004445,Pc(P-12:1_26:4),EN-Newborn,15,0.09455270783008414,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,7,0.38364500551851893,FALSE
TENM3,-1.4080984295707086,6.1095415660428705,-7.356388056916901,4.925579338076594e-7,0.011718445803218024,6.494504746113873,,C8-Pos-005464,Pc(26:6_21:6cho),EN-Newborn,18,0.06510756674974366,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,18,0.6003666366505622,FALSE
RPS28,-1.067384575685438,7.916869967947968,-12.237250372986434,6.292590101431105e-9,7.935194175237473e-5,10.812853273438776,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.010168897853382578,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.7614802671057752,FALSE
H4C3,-1.3304314157004404,7.233049885276898,-11.839319123270371,9.668959004730104e-9,7.935194175237473e-5,10.195070891127692,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.012431103489390898,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,2.8040127188300437,FALSE
RPL37A,-1.138871569786378,9.811637162839782,-11.244653243716321,1.879568399154377e-8,7.935194175237473e-5,9.875158804240314,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.01795699935691064,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.2458748561065562,FALSE
RPS15,-1.0616103710332752,8.33770065155746,-11.145591503751175,2.105486942772575e-8,7.935194175237473e-5,9.721234035302423,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.019074859471367753,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.2017454682608089,FALSE
RPLP2,-1.0080128246079,8.607726056430987,-11.107600355638477,2.199639710137652e-8,7.935194175237473e-5,9.697508275234437,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.019074859471367753,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.4754026227877453,FALSE
TMSB10,-0.8795393905418339,9.030698093733406,-11.087837684719437,2.250377784387975e-8,7.935194175237473e-5,9.68994317741011,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.019216486915879603,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.118075932298229,FALSE
RPL7A,-0.946523279684396,8.238869979809879,-10.897089466503594,2.8092164946661764e-8,7.935194175237473e-5,9.448492993291012,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.022244515381513903,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,0.31503696201641895,FALSE
RPS25,-0.9849187049732472,8.114029679121552,-10.604128018622621,3.973686899711823e-8,7.935194175237473e-5,9.113463516303089,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.026051178661445296,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.4207349112155236,FALSE
RPL31,-1.0554974539647874,8.372094632321094,-10.565290767722107,4.163002400970683e-8,7.935194175237473e-5,9.07447245546498,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.026365637707556566,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.5674539437209873,FALSE
RPS18,-1.0851053181017982,8.940867170536299,-10.498458287380346,4.5115694892980905e-8,7.935194175237473e-5,9.012756168766495,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.026544882610263706,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.1682914673676077,FALSE
RPL37,-0.997591755055015,8.499308882205046,-10.436176799319137,4.8643925058273406e-8,7.935194175237473e-5,8.932129213975152,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.026655218284995227,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.4371815953150338,FALSE
FAU,-0.944471785720482,7.946978306308376,-10.418082571817793,4.972304794097384e-8,7.935194175237473e-5,8.890440928587935,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.026655218284995227,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.1750449815903157,FALSE
RPL41,-0.964084591622152,9.115556128479856,-10.429363883018675,4.9047292343951714e-8,7.935194175237473e-5,8.93417705128067,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.026655218284995227,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.0629271295934044,FALSE
STMN1,-0.748983395976905,8.860937955752137,-10.362472131979715,5.3201740511049334e-8,7.935194175237473e-5,8.854355858994598,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.02683767630347352,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,0.7711637457698143,FALSE
RPL6,-0.9383210908848661,8.401809566987865,-10.275127136338927,5.919743643699781e-8,7.935194175237473e-5,8.741863204144618,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.027970252322342282,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,0.7826889542069627,FALSE
RPL13A,-1.0169838711223511,9.183936262301788,-10.230595577182825,6.252676707246043e-8,7.935194175237473e-5,8.698253114954841,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.029146917716149592,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.2457579588198169,FALSE
RPS10,-0.9706077890072959,8.02766954158205,-10.096589726268352,7.38010248917905e-8,7.935194175237473e-5,8.51628083292267,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.029957193858121966,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.1527912963931468,FALSE
PTMS,-0.9042583699529381,6.901582405883472,-10.10689187680122,7.286202902082857e-8,7.935194175237473e-5,8.445585099277068,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.029957193858121966,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,0.6745075114805966,FALSE
RPS23,-0.9535518366089756,8.65547436335748,-10.05523820280724,7.770129271195119e-8,7.935194175237473e-5,8.482034446738366,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.030354864397563432,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,0.8362079752122851,FALSE
RPS11,-0.9725595942925015,8.705908468445283,-10.02615351568703,8.057528048719525e-8,7.935194175237473e-5,8.446719747259417,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.030782469298127738,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.6529235763411232,FALSE
RPS24,-0.8901469799630248,8.798946792966916,-10.010331531257266,8.218591689365877e-8,7.935194175237473e-5,8.429374859816198,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.030834811666075868,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,0.9302354547648068,FALSE
RPL32,-1.039937819329157,8.554439387326408,-10.001650812925462,8.308407726960493e-8,7.935194175237473e-5,8.414712376252021,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.030834822955155935,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.3268840283413834,FALSE
RPS16,-0.9905017728900437,8.089998041761843,-9.982729749947012,8.507806546264306e-8,7.935194175237473e-5,8.38214537094341,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.03109644091459178,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.2006236268965556,FALSE
RPL10A,-0.9628118966907043,7.836044016334612,-9.883357977227517,9.64180556037542e-8,8.53373098392533e-5,8.254641441161805,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.032081700298537394,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,0.7754072540757264,FALSE
RPL35,-1.1414028257713362,7.403232505701169,-9.778017065671914,1.1020995244252738e-7,8.53373098392533e-5,8.092750476204852,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.03434568244687509,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,0.931998963347587,FALSE
PFDN5,-0.8118715812814434,6.756974655723517,-9.7789755312459,1.1007542770269124e-7,8.53373098392533e-5,8.068871891146003,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.03434568244687509,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.960910163153392,FALSE
RPL38,-1.2683794799843806,8.554683885791954,-9.77204193295082,1.110525305917012e-7,8.53373098392533e-5,8.128186323154367,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.03434568244687509,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,2.212837659012235,FALSE
MARCKSL1,-0.7261050983819387,8.088277797567391,-9.667684754745132,1.2692462979797247e-7,8.53373098392533e-5,7.999513075677058,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.03560282577048629,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,0.6868291275115069,FALSE
RPL7,-1.021666647992532,8.019804489024217,-9.660024575423645,1.2818086724333475e-7,8.53373098392533e-5,7.985365975198909,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.03580026469876525,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.4635149280970938,FALSE
RPL36A,-1.0255263871260254,8.260921949883446,-9.65387655422849,1.2919865606069419e-7,8.53373098392533e-5,7.982152021275693,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.035927378346129905,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.0942461969396413,FALSE
RPS27A,-0.9222858392792663,8.535953698225892,-9.638319565946903,1.3181255580746356e-7,8.53373098392533e-5,7.9663552558051745,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.03626010997640534,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.3194403479447603,FALSE
RPL13,-1.0161725732250644,9.023094473363454,-9.640728953346652,1.3140408462234342e-7,8.53373098392533e-5,7.969916183648733,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.03626010997640534,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.2761745858475326,FALSE
RPS8,-0.8560589812061699,8.8076346040429,-9.61479712794209,1.3587188479263778e-7,8.53373098392533e-5,7.937296251398834,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.03662212827155684,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,0.5514296435931285,FALSE
RPS27,-1.2511524493821378,8.81350210930217,-9.605123020350408,1.3757966328761296e-7,8.53373098392533e-5,7.924198429190014,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.03687641957167242,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.4644771324028916,FALSE
RPS4X,-0.9126939422357271,8.247509454593642,-9.584616413144218,1.4127544191477955e-7,8.53373098392533e-5,7.897263317492326,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.037450903285577944,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.1344127459573023,FALSE
RPL11,-0.8865920156765396,8.278676145026433,-9.55349570826348,1.4708664743791568e-7,8.53373098392533e-5,7.8578590127552275,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.038255611256845845,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.2717335472211464,FALSE
RPL34,-1.0372462340426813,8.778334975976476,-9.544223426640345,1.488666878556087e-7,8.53373098392533e-5,7.847836734431899,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.038255611256845845,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.4721891153888176,FALSE
RPL18,-0.9511506588140801,8.161021788402836,-9.532417643561907,1.5116622104659825e-7,8.53373098392533e-5,7.829183212920471,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.03838558520437948,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.2054190812565657,FALSE
RPL27A,-0.9977735344784968,8.188647809600404,-9.509784335542381,1.5568072854746264e-7,8.563238432820946e-5,7.800427115010684,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.038955381005239084,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.2944298602885977,FALSE
RPS15A,-0.9289646090831067,7.880620303517077,-9.425663386678954,1.737538643520768e-7,9.318419745201879e-5,7.690520504418458,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.040943041275595726,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.886645834481369,FALSE
RPL35A,-0.9575481794472162,8.214418007229508,-9.335716810477976,1.955639916761257e-7,1.0232289632771337e-4,7.579259004316482,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.04348066421388521,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.1771700776336664,FALSE
RPLP1,-0.8556815062065684,8.665866397027454,-9.282827076227418,2.097283342179008e-7,1.0712124346767638e-4,7.5117598094037294,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.045375273411266376,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.1682154979664925,FALSE
SNHG6,-0.9909721004975208,6.829428464563933,-9.24603616789232,2.2022012380030245e-7,1.0986423478521136e-4,7.416570649546625,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.046316892517607,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.5661016918378996,FALSE
RPL39,-0.9600045326166164,7.997592708394819,-9.209373814634095,2.3123022167802073e-7,1.1178445796475328e-4,7.414633792114463,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.04680504234518243,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,0.9991289883990936,FALSE
EEF1A1,-0.8220775465313321,9.84018649661248,-9.198870211777697,2.3449098491580726e-7,1.1178445796475328e-4,7.379740829549036,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.04723758033837782,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,0.5699707906570203,FALSE
RPL17,-0.9903559130742321,8.080376622875438,-9.157335648596872,2.4787028645513567e-7,1.155937692399037e-4,7.347811257884105,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.04863606328237896,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.499987472159437,FALSE
BEX3,-0.7944308311745196,6.676127807565711,-9.104627943651064,2.6602390426596027e-7,1.1954047630765334e-4,7.240615337822087,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.049913707120290945,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.2596508021946962,FALSE
RPL4,-0.8966342257673647,7.6909340836352875,-9.092018217291637,2.705724482397426e-7,1.1954047630765334e-4,7.258929694491022,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.05030523934541179,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.3273952594033944,FALSE
RPS3,-0.8415936286198825,7.984084180778606,-9.08524208223981,2.730506870723016e-7,1.1954047630765334e-4,7.2538074210183385,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.05049063063582838,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,0.9922343958175823,FALSE
RPL24,-0.87042119210307,8.21821043962841,-9.050364080360911,2.861927330403011e-7,1.2182850153472362e-4,7.208156801632878,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.05198942821705607,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.5174811741677865,FALSE
BEX1,-0.886172605507087,6.363800141269423,-9.037871139408121,2.910616921641063e-7,1.2182850153472362e-4,7.099492774974783,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.05263592901238526,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,0.43552494172122475,FALSE
PTMA,-0.6886511796570602,8.069806750183112,-9.01158757872553,3.01594177418328e-7,1.2182850153472362e-4,7.1567681437215755,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.05358716088096196,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,0.5431739327459522,FALSE
RPS6,-0.8106420639268419,7.819548306931007,-8.996718943614686,3.077305555595065e-7,1.2182850153472362e-4,7.13645260411414,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.05408729754814434,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.1734283904108977,FALSE
RPS13,-0.9515994874258857,8.023847352285859,-8.983440668476158,3.133224157889155e-7,1.2182850153472362e-4,7.119564685652291,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.05433921333385958,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.219698693905732,FALSE
RPL14,-0.827482205964216,7.634935790615746,-8.946642478924518,3.2938901216734896e-7,1.2182850153472362e-4,7.068894112697057,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.05470537275136186,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,0.663864925439165,FALSE
GAPDH,-0.9495645397060362,6.367075115416988,-8.966042142993123,3.208128534772402e-7,1.2182850153472362e-4,7.014144487188178,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.05470537275136186,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,0.4157033793835126,FALSE
RPS29,-1.210316257002953,8.513577439386697,-8.962247168897049,3.224717297107197e-7,1.2182850153472362e-4,7.0915406939793195,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.05470537275136186,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.6138353698949235,FALSE
RPL26,-0.9226988471336003,8.478531617227423,-8.953600545660416,3.26285407142068e-7,1.2182850153472362e-4,7.0784275352455595,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.05470537275136186,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,1.4072727590778795,FALSE
