Name,Compound.ID,Wilcoxon_statistic,p_value,Mean_Female,Mean_Male,logFC,FDR,Bonferroni,Significant_FDR,Significant_Bonferroni,Direction,Name_display
Cysteinylglycine,Amide-Pos-000635,84,0.5067205148778585,18.03203285710552,17.762742619818546,-0.02170769418112579,0.9479144910424683,1,FALSE,FALSE,Higher in Females,Cysteinylglycine
Tryptophan,Amide-Pos-000761,66,0.7508318840891169,20.301829266273824,20.182141744864243,-0.008530442659646005,0.9479144910424683,1,FALSE,FALSE,Higher in Females,Tryptophan
2'-Deoxyadenosine,Amide-Pos-000996,55,0.3407786135629546,19.66342485364484,19.975920348303532,0.022747350551204686,0.9473454830817746,1,FALSE,FALSE,Higher in Males,2'-Deoxyadenosine
Glycerophosphocholine,Amide-Pos-001017,88,0.3708443333042211,26.41385915656328,26.078795488413213,-0.01841786287643151,0.9473454830817746,1,FALSE,FALSE,Higher in Females,Glycerophosphocho...
Adenosine,Amide-Pos-001066,56,0.9151060344205058,21.915760951636077,21.875860463844994,-0.002629007555976851,0.9479144910424683,1,FALSE,FALSE,Higher in Females,Adenosine
Υ-L-Glutamyl-L-Glutamic Acid,Amide-Pos-001105,108,0.040404119588223736,19.57168884540679,19.214031740393075,-0.0266079758310367,0.9473454830817746,1,FALSE,FALSE,Higher in Females,Υ-L-Glutamyl-L-Gl...
1-Methyladenosine,Amide-Pos-001132,50,0.34010436856158016,17.829438635930828,18.284966731541093,0.03639672169467013,0.9473454830817746,1,FALSE,FALSE,Higher in Males,1-Methyladenosine
Adenosine 5'-Diphosphate,Amide-Pos-001677,102,0.08853377201422959,25.09478168316866,24.821758999659053,-0.0157820391450472,0.9473454830817746,1,FALSE,FALSE,Higher in Females,Adenosine 5'-Diph...
1-Myristoyl-Sn-Glycero-3-Phosphocholine,Amide-Pos-001743,78,0.7508318840891169,25.724346462984382,25.586155599615708,-0.007771031165206963,0.9479144910424683,1,FALSE,FALSE,Higher in Females,1-Myristoyl-Sn-Gl...
Cytidine 5'-Diphosphocholine,Amide-Pos-001779,82,0.5833604667027033,23.03001453024458,22.817075082218746,-0.013401456769189087,0.9479144910424683,1,FALSE,FALSE,Higher in Females,Cytidine 5'-Dipho...
"1,2-Dipentadecanoyl-Sn-Glycero-3-Phosphocholine",Amide-Pos-002176,90,0.3123214216762162,19.274678846279496,19.154008584231487,-0.009060468752733747,0.9473454830817746,1,FALSE,FALSE,Higher in Females,"1,2-Dipentadecano..."
N-(Octadecanoyl)Sphing-4-Enine-1-Phosphocholine,Amide-Pos-002226,68,0.8398599725400034,18.731172942695114,18.889978519778435,0.012179817491330187,0.9479144910424683,1,FALSE,FALSE,Higher in Males,N-(Octadecanoyl)S...
1-Oleoyl-2-Myristoyl-Sn-Glycero-3-Phosphocholine,Amide-Pos-002228,84,0.5067205148778585,20.38207809318744,20.17383441528999,-0.01481583045241303,0.9479144910424683,1,FALSE,FALSE,Higher in Females,1-Oleoyl-2-Myrist...
2-Oleoyl-1-Palmitoyl-Sn-Glycero-3-Phosphocholine,Amide-Pos-002276,82,0.5833604667027033,19.096484127962068,18.817765164857356,-0.021211745826377006,0.9479144910424683,1,FALSE,FALSE,Higher in Females,2-Oleoyl-1-Palmit...
"1,2-Dioleoyl-Sn-Glycero-3-Phosphatidylcholine",Amide-Pos-002307,73,0.9769702553219757,16.532411219992053,16.483426603720904,-0.004280970557603419,0.9769702553219757,1,FALSE,FALSE,Higher in Females,"1,2-Dioleoyl-Sn-G..."
1-Octadecanoyl-2-Octadecenoyl-Sn-Glycero-3-Phosphocholine,Amide-Pos-002309,40,0.30722637006819536,22.54098775973676,22.872768844045122,0.021080283905827137,0.9473454830817746,1,FALSE,FALSE,Higher in Males,1-Octadecanoyl-2-...
L-Aspartic Acid,C18-Pos-000393,52,0.26023620261718894,17.586511237352237,18.518040043890444,0.07446209790096212,0.9473454830817746,1,FALSE,FALSE,Higher in Males,L-Aspartic Acid
L-Phenylalanine,C18-Pos-000721,61,0.5443701458566099,25.44781929412764,25.53496967781049,0.004932313486647856,0.9479144910424683,1,FALSE,FALSE,Higher in Males,L-Phenylalanine
N-Acetylglutamic Acid,C18-Pos-000763,53,0.28547630885188235,26.649881151154517,26.83640464414038,0.010062303082246763,0.9473454830817746,1,FALSE,FALSE,Higher in Males,N-Acetylglutamic ...
L-Tyrosine,C18-Pos-000832,74,0.9309874465595671,19.587002662323343,19.541432095425723,-0.003360444188771668,0.9479144910424683,1,FALSE,FALSE,Higher in Females,L-Tyrosine
D-(+)-Tryptophan,C18-Pos-001015,51,0.37217143978212575,26.005434737741307,26.062803140916206,0.003179102947477137,0.9473454830817746,1,FALSE,FALSE,Higher in Males,D-(+)-Tryptophan
L-Kynurenine,C18-Pos-001046,84,0.5067205148778585,21.324900743548596,21.20625096007577,-0.008049436303622828,0.9479144910424683,1,FALSE,FALSE,Higher in Females,L-Kynurenine
Methyl L-Tryptophanate,C18-Pos-001113,67,0.4180519085356005,28.628353865176113,28.45027755093458,-0.009001990504101744,0.9479144910424683,1,FALSE,FALSE,Higher in Females,Methyl L-Tryptoph...
Phenylacetylglutamine,C18-Pos-001439,74,0.6443731499599503,19.603512784956674,19.49333885183472,-0.00813097735651992,0.9479144910424683,1,FALSE,FALSE,Higher in Females,Phenylacetylgluta...
N-Acetyl-1-Aspartylglutamic Acid,C18-Pos-001811,57,0.6231762238821174,23.613390809458274,23.527947142928536,-0.005229774729292065,0.9479144910424683,1,FALSE,FALSE,Higher in Females,N-Acetyl-1-Aspart...
Adenosine 3'5'-Cyclic Monophosphate,C18-Pos-002092,79,0.7074539677020747,17.936746371377296,15.892309849781917,-0.17458939012107524,0.9479144910424683,1,FALSE,FALSE,Higher in Females,Adenosine 3'5'-Cy...
2-(Alpha-D-Mannopyranosyl)-L-Tryptophan,C18-Pos-002507,78,0.7508318840891169,19.61542016786619,19.428771563338955,-0.013793553174495978,0.9479144910424683,1,FALSE,FALSE,Higher in Females,2-(Alpha-D-Mannop...
N6-Succinyladenosine; Lc-Tdda; Ce10,C18-Pos-002703,89,0.3407786135629546,17.611865963391566,17.551087402711435,-0.004987352142856107,0.9473454830817746,1,FALSE,FALSE,Higher in Females,N6-Succinyladenos...
1-Linoleoyl-Sn-Glycero-3-Phosphorylcholine,C18-Pos-004537,61,0.5443701458566099,18.645422237505667,18.812430820233086,0.012864808364185519,0.9479144910424683,1,FALSE,FALSE,Higher in Males,1-Linoleoyl-Sn-Gl...
1-Oleoyl-Sn-Glycero-3-Phosphocholine,C18-Pos-004585,53,0.28547630885188235,17.72237772191262,18.18281550144034,0.037003433637903635,0.9473454830817746,1,FALSE,FALSE,Higher in Males,1-Oleoyl-Sn-Glyce...
5'-S-Methyl-5'-Thioadenosine,C8-Pos-000483,80,0.6650055421020291,18.19983863034876,18.03341893276526,-0.013252717359189066,0.9479144910424683,1,FALSE,FALSE,Higher in Females,5'-S-Methyl-5'-Th...
1-Palmitoyl-Sn-Glycero-3-Phosphocholine,C8-Pos-002038,75,0.8852339144732017,18.98292928548981,18.946686034388566,-0.002757105449261365,0.9479144910424683,1,FALSE,FALSE,Higher in Females,1-Palmitoyl-Sn-Gl...
2-(5-Oxovaleryl)Phosphatidylcholine,C8-Pos-002923,67,0.7950121719642382,21.083679537914684,21.029398938999922,-0.00371905341853192,0.9479144910424683,1,FALSE,FALSE,Higher in Females,2-(5-Oxovaleryl)P...
Dl-Dipalmitoylphosphatidylcholine,C8-Pos-003901,22,0.8262002033788082,21.633587227923122,21.531965998465523,-0.006792856974239397,0.9479144910424683,1,FALSE,FALSE,Higher in Females,Dl-Dipalmitoylpho...
1-Hexadecanoyl-2-Octadecadienoyl-Sn-Glycero-3-Phosphocholine,C8-Pos-004099,29,0.8323391769047832,19.87483647175092,19.89869709208863,0.0017309803620094758,0.9479144910424683,1,FALSE,FALSE,Higher in Males,1-Hexadecanoyl-2-...
1-(1z-Octadecenyl)-2-(9z-Octadecenoyl)-Sn-Glycero-3-Phosphocholine,C8-Pos-004250,79,0.7074539677020747,22.61051619647601,22.562898670158802,-0.003041505483887638,0.9479144910424683,1,FALSE,FALSE,Higher in Females,1-(1z-Octadecenyl...
"1-Hexadecanoyl-2-(5z,8z,11z,14z-Eicosatetraenoyl)-Sn-Glycero-3-Phosphocholine",C8-Pos-004336,62,0.5833604667027033,17.588921014446914,17.719452804331112,0.010667068658429956,0.9479144910424683,1,FALSE,FALSE,Higher in Males,1-Hexadecanoyl-2-...
1-Palmitoyl-2-Docosahexaenoyl-Sn-Glycero-3-Phosphocholine,C8-Pos-004574,94,0.21449380778351745,19.71548878296055,19.53698457738055,-0.013121665230961812,0.9473454830817746,1,FALSE,FALSE,Higher in Females,1-Palmitoyl-2-Doc...
N-Nervonoyl-D-Erythro-Sphingosylphosphorylcholine,C8-Pos-004641,27,0.6365024869138662,15.431911270059567,15.513629278703773,0.007619478462525495,0.9479144910424683,1,FALSE,FALSE,Higher in Males,N-Nervonoyl-D-Ery...
"1,2-Dieicosenoyl-Sn-Glycero-3-Phosphocholine",C8-Pos-004898,55,0.3407786135629546,19.955978101463387,20.091950744770237,0.009796652043569047,0.9473454830817746,1,FALSE,FALSE,Higher in Males,"1,2-Dieicosenoyl-..."
