Name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Compound.ID,Sub.Class,Class,Direction,FDR_label
5-Methyl D-Glutamate,-0.14653763616834214,29.254776585367914,-1.2766408876703321,0.2136046053688673,0.9189577950801435,-4.5467916460689155,Amide-Pos-000563,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Females,
1-Methyladenosine,0.4555280956102644,18.06710546842314,1.2796853464329105,0.21304487732200655,0.9189577950801435,-4.547497655618476,Amide-Pos-001132,NA,Purine nucleosides,Higher in Males,
Glycerophosphocholine,-0.33506366815006644,26.24632732248825,-1.2053481228160754,0.23949280339016482,0.9189577950801435,-4.563216459029458,Amide-Pos-001017,Glycerophosphocholines,Glycerophospholipids,Higher in Females,
Methyl L-Tryptophanate,-0.17807631424153544,28.5350757958115,-1.0444424203255454,0.3077799722851498,0.9189577950801435,-4.596029447693202,C18-Pos-001113,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Females,
"1,2-Dipentadecanoyl-Sn-Glycero-3-Phosphocholine",-0.12067026204801208,19.21434371525549,-1.04680659271972,0.3053275320746486,0.9189577950801435,-4.5969800578713205,Amide-Pos-002176,Glycerophosphocholines,Glycerophospholipids,Higher in Females,
1-Palmitoyl-2-Docosahexaenoyl-Sn-Glycero-3-Phosphocholine,-0.17850420557999905,19.62623668017055,-1.0283606858903482,0.313748369240608,0.9189577950801435,-4.600649876868101,C8-Pos-004574,Glycerophosphocholines,Glycerophospholipids,Higher in Females,
2-Oleoyl-1-Palmitoyl-Sn-Glycero-3-Phosphocholine,-0.27871896310471106,18.95712464640971,-0.9694550751904327,0.34171847584166226,0.9189577950801435,-4.611994345339074,Amide-Pos-002276,Glycerophosphocholines,Glycerophospholipids,Higher in Females,
Cysteinylglycine,-0.26929023728697415,17.897387738462033,-0.9515964565078374,0.3505236296439139,0.9189577950801435,-4.615319270502565,Amide-Pos-000635,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Females,
Choline,-0.19819576907657988,24.395328069946707,-0.9353257405646143,0.3586777421787235,0.9189577950801435,-4.618301574019531,Amide-Pos-000097,Quaternary ammonium salts,Organonitrogen compounds,Higher in Females,
Cytidine 5'-Diphosphocholine,-0.2129394480258335,22.923544806231664,-0.9204547739490363,0.36624027525909075,0.9189577950801435,-4.620987854430473,Amide-Pos-001779,Pyrimidine ribonucleotides,Pyrimidine nucleotides,Higher in Females,
"1,2-Dieicosenoyl-Sn-Glycero-3-Phosphocholine",0.13597264330684886,20.023964423116812,0.9118304482952037,0.370674166646772,0.9189577950801435,-4.622528384215885,C8-Pos-004898,Glycerophosphocholines,Glycerophospholipids,Higher in Males,
N-Acetylglutamic Acid,0.18652349298585733,26.74314289764745,0.9107280409165227,0.37124347098886223,0.9189577950801435,-4.622724381057774,C18-Pos-000763,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Males,
Dl-Glutamine,-0.20946853222612463,20.95210476013561,-0.8022721254106179,0.43004928831894573,0.9189577950801435,-4.640968856958832,Amide-Pos-000475,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Females,
2'-Deoxyadenosine,0.31249549465869053,19.819672600974187,0.7987922838091984,0.4320269695584956,0.9189577950801435,-4.641519714972452,Amide-Pos-000996,Purine 2'-deoxyribonucleosides,Purine nucleosides,Higher in Males,
1-Linoleoyl-Sn-Glycero-3-Phosphorylcholine,0.16700858272741703,18.728926528869376,0.7916008953305006,0.43613170054462613,0.9189577950801435,-4.642651207893351,C18-Pos-004537,Glycerophosphocholines,Glycerophospholipids,Higher in Males,
Adenosine Triphosphate (Atp),0.09460102523638615,22.465432969670946,0.6361649198260694,0.5328124575638412,0.9189577950801435,-4.643349341398648,Amide-Neg-001422,Purine ribonucleotides,Purine nucleotides,Higher in Males,
2-(Alpha-D-Mannopyranosyl)-L-Tryptophan,-0.18664860452723883,19.522095865602573,-0.7677128154183295,0.449936939598118,0.9189577950801435,-4.646342711421603,C18-Pos-002507,Indolyl carboxylic acids and derivatives,Indoles and derivatives,Higher in Females,
D-Phenylalanine,-0.15732799626294477,28.669805146265904,-0.7563663334232686,0.4565853682910527,0.9189577950801435,-4.6480598382812035,Amide-Pos-000583,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Females,
"1-Hexadecanoyl-2-(5z,8z,11z,14z-Eicosatetraenoyl)-Sn-Glycero-3-Phosphocholine",0.1305317898841967,17.65418690938901,0.7454430303810831,0.46304089800085235,0.9189577950801435,-4.649690729693891,C8-Pos-004336,Glycerophosphocholines,Glycerophospholipids,Higher in Males,
Dl-Dipalmitoylphosphatidylcholine,-0.10162122945760299,21.571051086718445,-0.29620097050514055,0.771521042643257,0.9189577950801435,-4.649802078694119,C8-Pos-003901,Glycerophosphocholines,Glycerophospholipids,Higher in Females,
Glycine,-0.19766251559616643,18.323511091278213,-0.6796873610635795,0.5030247561323419,0.9189577950801435,-4.659043823349287,Amide-Neg-000011,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Females,
N-Nervonoyl-D-Erythro-Sphingosylphosphorylcholine,0.08171800864420353,15.47277027438167,0.35803913807858107,0.7248011016161755,0.9189577950801435,-4.662177030790864,C8-Pos-004641,Phosphosphingolipids,Sphingolipids,Higher in Males,
1-Oleoyl-2-Myristoyl-Sn-Glycero-3-Phosphocholine,-0.20824367789745618,20.277956254238713,-0.6433534183460572,0.525924808440505,0.9189577950801435,-4.663866178182278,Amide-Pos-002228,Glycerophosphocholines,Glycerophospholipids,Higher in Females,
1-Hexadecanoyl-2-Octadecadienoyl-Sn-Glycero-3-Phosphocholine,0.023860620337705814,19.88825807069088,0.1408340286340822,0.8896864675983127,0.9476926246242866,-4.669179774265114,C8-Pos-004099,Glycerophosphocholines,Glycerophospholipids,Higher in Males,
1-Myristoyl-Sn-Glycero-3-Phosphocholine,-0.13819086336867875,25.655251031300047,-0.566881042711258,0.5759121266972256,0.9189577950801435,-4.6731974913295105,Amide-Pos-001743,Glycerophosphocholines,Glycerophospholipids,Higher in Females,
L-Kynurenine,-0.11864978347282758,21.265575851812184,-0.5526652286394736,0.5854612072932903,0.9189577950801435,-4.674808425161554,C18-Pos-001046,Carbonyl compounds,Organooxygen compounds,Higher in Females,
N-Acetyl-1-Aspartylglutamic Acid,-0.08544366652973832,23.570668976193407,-0.3131556378156821,0.7572967558210157,0.9189577950801435,-4.680439563859173,C18-Pos-001811,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Females,
Histamine,-0.13503995600835367,18.280519718653387,-0.490988168484677,0.6277700437887597,0.9189577950801435,-4.681342773338857,Amide-Neg-000145,Amines,Organonitrogen compounds,Higher in Females,
D-(+)-Tryptophan,0.05736840317489707,26.03536607852821,0.44205930409608046,0.6624549630269568,0.9189577950801435,-4.682330289249374,C18-Pos-001015,Indolyl carboxylic acids and derivatives,Indoles and derivatives,Higher in Males,
5'-S-Methyl-5'-Thioadenosine,-0.16641969758350425,18.11662878155701,-0.47717450789920796,0.6374339899800037,0.9189577950801435,-4.6827042138062165,C8-Pos-000483,5'-deoxy-5'-thionucleosides,5'-deoxyribonucleosides,Higher in Females,
Phenylacetylglutamine,-0.11017393312195502,19.550820903898348,-0.40854465439422993,0.6865427421858914,0.9189577950801435,-4.68514410168771,C18-Pos-001439,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Females,
Tryptophan,-0.1196875214095832,20.241985505569033,-0.4143388227791888,0.6822031403829782,0.9189577950801435,-4.68842119006827,Amide-Pos-000761,Indolyl carboxylic acids and derivatives,Indoles and derivatives,Higher in Females,
Adenosine,-0.03990048779108559,21.892960672898315,-0.10977950764332368,0.9135934412488785,0.9476926246242866,-4.690558143697429,Amide-Pos-001066,NA,Purine nucleosides,Higher in Females,
N-Acetyl-L-Aspartic Acid,0.07344446126124239,19.807231740514208,0.3876441823845928,0.7016006256389284,0.9189577950801435,-4.690612173802127,Amide-Neg-000557,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Males,
L-Phenylalanine,0.08715038368284835,25.491394485969067,0.3738977511863009,0.7116715402131016,0.9189577950801435,-4.691684768505251,C18-Pos-000721,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Males,
2-(5-Oxovaleryl)Phosphatidylcholine,-0.054280598914764805,21.056539238457304,-0.36935865004235646,0.7150088524360256,0.9189577950801435,-4.692030611071316,C8-Pos-002923,Glycerophosphocholines,Glycerophospholipids,Higher in Females,
N6-Succinyladenosine; Lc-Tdda; Ce10,-0.060778560680132133,17.581476683051502,-0.3636336655188215,0.7192263252159992,0.9189577950801435,-4.692460902755385,C18-Pos-002703,NA,Purine nucleosides,Higher in Females,
N-(Octadecanoyl)Sphing-4-Enine-1-Phosphocholine,0.15880557708332024,18.810575731236774,0.34515327696538023,0.7329018825920535,0.9189577950801435,-4.693804869844824,Amide-Pos-002226,Phosphosphingolipids,Sphingolipids,Higher in Males,
Dl-Pyroglutamic Acid,0.027943945313105886,29.68323074666641,0.2786823015522608,0.7828091154793207,0.9189577950801435,-4.69806796309638,Amide-Neg-000291,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Males,
Acetylcholine,-0.12064014688199644,25.16911998239261,-0.2722699812642673,0.7876781100686944,0.9189577950801435,-4.698431762481947,Amide-Pos-000467,Quaternary ammonium salts,Organonitrogen compounds,Higher in Females,
1-Palmitoyl-Sn-Glycero-3-Phosphocholine,-0.036243251101246,18.964807659939186,-0.2436305157697249,0.8095296294539767,0.9251767193759732,-4.699954246815184,C8-Pos-002038,Glycerophosphocholines,Glycerophospholipids,Higher in Females,
"1,2-Dioleoyl-Sn-Glycero-3-Phosphatidylcholine",-0.0489846162711483,16.50791891185648,-0.1924257398308996,0.8489824681857819,0.9476926246242866,-4.702258134832689,Amide-Pos-002307,Glycerophosphocholines,Glycerophospholipids,Higher in Females,
L-Tyrosine,-0.04557056689762509,19.564217378874535,-0.15866442910707548,0.875223736905092,0.9476926246242866,-4.7034827138874755,C18-Pos-000832,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Females,
1-(1z-Octadecenyl)-2-(9z-Octadecenoyl)-Sn-Glycero-3-Phosphocholine,-0.047617526317206955,22.586707433317407,-0.09202123008032366,0.9274236342644027,0.9476926246242866,-4.705210484582167,C8-Pos-004250,Glycerophosphocholines,Glycerophospholipids,Higher in Females,
N-Acetylglycine,0.03688524594492918,22.65830815018987,0.08050754895337087,0.9364825270379067,0.9476926246242866,-4.705416060571433,Amide-Neg-000219,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Males,
L-Pyroglutamic Acid,-0.01095110848540545,20.13183287022231,-0.06627490654337845,0.9476926246242866,0.9476926246242866,-4.705632293015799,Amide-Pos-000317,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Females,
