Name,Compound.ID,Wilcoxon_statistic,p_value,Mean_Female,Mean_Male,logFC,FDR,Bonferroni,Significant_FDR,Significant_Bonferroni,Direction,Name_display
Phosphocholine,Amide-Pos-000023,96,0.17485330689329268,25.97653193897252,25.141099968815972,-0.047161061409634365,0.8228390912625538,1,FALSE,FALSE,Higher in Females,Phosphocholine
Glycerophosphocholine,Amide-Pos-000048,20,0.7453330673308027,20.364632946135437,21.52677883237778,0.08006664612327492,1,1,FALSE,FALSE,Higher in Males,Glycerophosphocho...
Adenosine,Amide-Pos-000053,77,0.7950121719642382,20.11207928354193,20.0657988737713,-0.003323647253620535,1,1,FALSE,FALSE,Higher in Females,Adenosine
L-Glutamic Acid,Amide-Pos-000054,84,0.5067205148778585,19.4798167121353,19.293830791340294,-0.013840483977737386,0.9639631654886571,1,FALSE,FALSE,Higher in Females,L-Glutamic Acid
Acetylcholine,Amide-Pos-000059,64,0.8174832600706254,17.581989561319084,17.301382049271943,-0.023211047540676065,1,1,FALSE,FALSE,Higher in Females,Acetylcholine
Dl-Glutamine,Amide-Pos-000063,60,0.5067205148778585,29.910114464349487,29.906261922219798,-1.8583684832680433e-4,0.9639631654886571,1,FALSE,FALSE,Higher in Females,Dl-Glutamine
Adenosine 5'-Monophosphate,Amide-Pos-000075,38,0.8939731323902173,24.20931306249093,24.375191902396818,0.009851433488442096,1,1,FALSE,FALSE,Higher in Males,Adenosine 5'-Mono...
Adenosine Diphosphate (Adp),Amide-Pos-000111,71,0.9769702553219757,17.953107556619972,17.95563553715111,2.0313186525275497e-4,1,1,FALSE,FALSE,Higher in Males,Adenosine Diphosp...
L-Phenylalanine,Amide-Pos-000118,79,0.7074539677020747,16.857398672375446,16.798841006652175,-0.0050202244812076946,1,1,FALSE,FALSE,Higher in Females,L-Phenylalanine
Adenosine Triphosphate (Atp),Amide-Pos-000156,17,0.12780760094754468,18.721720968554003,18.92506997866018,0.015585576048392025,0.8228390912625538,1,FALSE,FALSE,Higher in Males,Adenosine Triphos...
N-Acetyl-1-Aspartylglutamic Acid,Amide-Pos-000163,36,0.48766835345893056,16.587679300083163,16.8583280381055,0.02334940080369141,0.9639631654886571,1,FALSE,FALSE,Higher in Males,N-Acetyl-1-Aspart...
5-Methyl D-Glutamate,Amide-Pos-000168,87,0.40250382378200356,16.18111907735791,15.804940122396523,-0.033935817670416694,0.9639631654886571,1,FALSE,FALSE,Higher in Females,5-Methyl D-Glutamate
Acetyl-Β-Methylcholine,Amide-Pos-000176,91,0.28547630885188235,23.257745736838384,22.942174421672455,-0.01970913588439793,0.8917599071649642,1,FALSE,FALSE,Higher in Females,Acetyl-Β-Methylch...
2'-Deoxyadenosine,Amide-Pos-000194,48,0.505160263091456,18.810531323978605,18.69600185750715,-0.008810817362262482,0.9639631654886571,1,FALSE,FALSE,Higher in Females,2'-Deoxyadenosine
Cytidine 5'-Diphosphocholine,Amide-Pos-000238,62,0.5833604667027033,18.708640224472024,18.716879860444042,6.352500711092078e-4,0.9722674445045054,1,FALSE,FALSE,Higher in Males,Cytidine 5'-Dipho...
N6-Me-Adenosine,Amide-Pos-000299,71,0.9769702553219757,28.33281542021401,28.387002328701627,0.002756539461578401,1,1,FALSE,FALSE,Higher in Males,N6-Me-Adenosine
Dl-Pyroglutamic Acid,Amide-Pos-000342,91,0.28547630885188235,19.864134385800345,19.806480395458724,-0.004193390244762141,0.8917599071649642,1,FALSE,FALSE,Higher in Females,Dl-Pyroglutamic Acid
Kynurenic Acid,Amide-Pos-000403,76,0.8398599725400034,23.296229899350426,23.295183337629332,-6.481320485296923e-5,1,1,FALSE,FALSE,Higher in Females,Kynurenic Acid
Spectral Match To 1-Myristoyl-Sn-Glycero-3-Phosphocholine From Nist14,Amide-Pos-000483,34,0.03038282197657753,19.281392080538172,19.687269297111463,0.030053802332612605,0.6076564395315507,1,FALSE,FALSE,Higher in Males,Spectral Match To...
Υ-L-Glutamyl-L-Glutamic Acid,Amide-Pos-000489,74,0.9309874465595671,17.85938763007064,17.823122950192097,-0.0029324669695455336,1,1,FALSE,FALSE,Higher in Females,Υ-L-Glutamyl-L-Gl...
N-Oleoyl-D-Erythro-Sphingosylphosphorylcholine,Amide-Pos-000503,84,0.5067205148778585,15.916177071706038,15.717573826203424,-0.018115315059300908,0.9639631654886571,1,FALSE,FALSE,Higher in Females,N-Oleoyl-D-Erythr...
N-Acetyl-Dl-Glutamic Acid,C18-Neg-000066,32,0.7362769783410712,20.882694754427614,20.903001567834586,0.0014022282208195457,1,1,FALSE,FALSE,Higher in Males,N-Acetyl-Dl-Gluta...
N-Acetyl-Dl-Aspartic Acid,C18-Neg-000104,112,0.022576062523133586,21.73527870919433,20.22913593821894,-0.10360389693073807,0.602028333950229,1,FALSE,FALSE,Higher in Females,N-Acetyl-Dl-Aspar...
N6-Succinyladenosine; Lc-Tdda; Ce10,C18-Pos-000163,19,0.5612758361345778,20.256640036182635,20.456661014252578,0.014175789603391298,0.9722674445045054,1,FALSE,FALSE,Higher in Males,N6-Succinyladenos...
1-Myristoyl-Sn-Glycero-3-Phosphocholine,C18-Pos-000213,78,0.7508318840891169,27.371024930723422,27.275030077457824,-0.005068671148988221,1,1,FALSE,FALSE,Higher in Females,1-Myristoyl-Sn-Gl...
5'-S-Methyl-5'-Thioadenosine,C18-Pos-000233,72,1,20.322063251996955,20.195984246462928,-0.008978425878853818,1,1,FALSE,FALSE,Higher in Females,5'-S-Methyl-5'-Th...
N6-Threonylcarbamoyladenosine,C18-Pos-000253,90,0.14808606158507112,21.24865680340395,21.181491248611955,-0.004567483178928376,0.8228390912625538,1,FALSE,FALSE,Higher in Females,N6-Threonylcarbam...
"1-(5z,8z,11z,14z-Eicosatetraenoyl)-Sn-Glycero-3-Phosphocholine",C18-Pos-000265,64,0.9264448963254215,17.26971293821465,17.314084694149386,0.0037020195438936827,1,1,FALSE,FALSE,Higher in Males,"1-(5z,8z,11z,14z-..."
L-Tyrosine Methyl Ester,C18-Pos-000300,75,0.8852339144732017,18.643315505010523,18.388488914390773,-0.019855519724457066,1,1,FALSE,FALSE,Higher in Females,L-Tyrosine Methyl...
Spectral Match To 1-(9z-Octadecenoyl)-2-Tetradecanoyl-Sn-Glycero-3-Phosphocholine From Nist14,C8-Pos-000002,84,0.5067205148778585,20.31071026482556,20.17184398778025,-0.009897719090937881,0.9639631654886571,1,FALSE,FALSE,Higher in Females,Spectral Match To...
2-Oleoyl-1-Palmitoyl-Sn-Glycero-3-Phosphocholine,C8-Pos-000004,96,0.17485330689329268,18.080881243581956,17.844326345150588,-0.018999556813270434,0.8228390912625538,1,FALSE,FALSE,Higher in Females,2-Oleoyl-1-Palmit...
"1,2-Dipalmitoleoyl-Sn-Glycero-3-Phosphocholine",C8-Pos-000008,21,0.28982196982861336,21.729503007388253,22.222725658206585,0.03238059890203315,0.8917599071649642,1,FALSE,FALSE,Higher in Males,"1,2-Dipalmitoleoy..."
1-Palmitoyl-Sn-Glycero-3-Phosphocholine,C8-Pos-000009,44,0.967435545139537,18.764090048431505,18.754610574113283,-7.290226288875314e-4,1,1,FALSE,FALSE,Higher in Females,1-Palmitoyl-Sn-Gl...
"1,2-Dipentadecanoyl-Sn-Glycero-3-Phosphocholine",C8-Pos-000010,60,0.5067205148778585,19.078089539845855,19.167727890281547,0.0067626239484119485,0.9639631654886571,1,FALSE,FALSE,Higher in Males,"1,2-Dipentadecano..."
1-Palmitoyl-2-Linoleoyl-Sn-Glycero-3-Phosphocholine,C8-Pos-000011,54,0.7913367801006606,16.3776015440895,15.995748481754397,-0.03403559221743042,1,1,FALSE,FALSE,Higher in Females,1-Palmitoyl-2-Lin...
"1-Hexadecanoyl-2-(5z,8z,11z,14z-Eicosatetraenoyl)-Sn-Glycero-3-Phosphocholine",C8-Pos-000012,77,0.7950121719642382,25.57911771879382,25.59653583977978,9.820700270935573e-4,1,1,FALSE,FALSE,Higher in Males,1-Hexadecanoyl-2-...
"1,2-Dioleoyl-Sn-Glycero-3-Phosphatidylcholine",C8-Pos-000014,82,0.5833604667027033,18.60116384287365,18.596283499573843,-3.785661447167545e-4,0.9722674445045054,1,FALSE,FALSE,Higher in Females,"1,2-Dioleoyl-Sn-G..."
Dl-Dipalmitoylphosphatidylcholine,C8-Pos-000018,42,0.011298345511121282,22.048905564249594,20.84976139088615,-0.08067617362929638,0.4519338204448513,0.9038676408897026,FALSE,FALSE,Higher in Females,Dl-Dipalmitoylpho...
1-Stearoyl-2-Arachidonyl-Sn-Glycero-3-Phosphocholine,C8-Pos-000019,67,0.7950121719642382,23.82782636420906,23.852470954936003,0.0014913762703586868,1,1,FALSE,FALSE,Higher in Males,1-Stearoyl-2-Arac...
Palmitoyleicosapentaenoyl Phosphatidylcholine,C8-Pos-000020,90,0.3123214216762162,27.213785549431854,27.21962887306427,3.0974114516303436e-4,0.9253968049665664,1,FALSE,FALSE,Higher in Males,Palmitoyleicosape...
1-Octadecanoyl-2-Octadecenoyl-Sn-Glycero-3-Phosphocholine,C8-Pos-000022,85,0.11503496229473925,20.855822446880538,20.573441049570643,-0.019667091139773288,0.8228390912625538,1,FALSE,FALSE,Higher in Females,1-Octadecanoyl-2-...
"1,2-Ditetradecanoyl-Sn-Glycero-3-Phosphocholine",C8-Pos-000023,63,0.623604884395689,25.84814064729713,25.880175569214426,0.001786898637886336,0.9782037402285316,1,FALSE,FALSE,Higher in Males,"1,2-Ditetradecano..."
1-Palmitoyl-2-Docosahexaenoyl-Sn-Glycero-3-Phosphocholine,C8-Pos-000029,66,0.7508318840891169,19.87538225747988,19.867654056692814,-5.610762601471676e-4,1,1,FALSE,FALSE,Higher in Females,1-Palmitoyl-2-Doc...
1-Oleoyl-Sn-Glycero-3-Phosphocholine,C8-Pos-000038,81,0.623604884395689,17.522354147693644,17.415519741823417,-0.008823086855552031,0.9782037402285316,1,FALSE,FALSE,Higher in Females,1-Oleoyl-Sn-Glyce...
Spectral Match To 1-Octadecanoyl-Sn-Glycero-3-Phosphocholine From Nist14,C8-Pos-000042,76,0.8398599725400034,16.802161291219548,16.89543860016918,0.007986981576578504,1,1,FALSE,FALSE,Higher in Males,Spectral Match To...
1-Stearoyl-2-Docosahexaenoyl-Sn-Glycero-3-Phosphocholine,C8-Pos-000046,86,0.0926813232523082,17.3523757252896,16.83054050366372,-0.04405168788346822,0.8228390912625538,1,FALSE,FALSE,Higher in Females,1-Stearoyl-2-Doco...
1-Hexadecyl-2-(9z-Octadecenoyl)-Sn-Glycero-3-Phosphocholine,C8-Pos-000053,14,0.0719442354531833,20.629222748669,21.053057664895032,0.029340314432072634,0.8222198337506663,1,FALSE,FALSE,Higher in Males,1-Hexadecyl-2-(9z...
"1,2-Di-(9z,12z,15z-Octadecatrienoyl)-Sn-Glycero-3-Phosphocholine",C8-Pos-000059,84,0.5067205148778585,21.542552974611272,21.303557391775204,-0.016094871403336243,0.9639631654886571,1,FALSE,FALSE,Higher in Females,"1,2-Di-(9z,12z,15..."
1-Palmitoyl-2-Stearoyl-Sn-Glycero-3-Phosphocholine,C8-Pos-000083,73,0.9769702553219757,22.188155106257714,22.234876114847822,0.003034650738510162,1,1,FALSE,FALSE,Higher in Males,1-Palmitoyl-2-Ste...
"1,2-Diarachidonoyl-Sn-Glycero-3-Phosphocholine",C8-Pos-000097,50,0.6497226287855105,24.538489196267083,24.49663121207408,-0.002463064039898998,0.9995732750546316,1,FALSE,FALSE,Higher in Females,"1,2-Diarachidonoy..."
N-(Octadecanoyl)Sphing-4-Enine-1-Phosphocholine,C8-Pos-000099,86,0.4357306600317366,19.960698002553446,19.903995410920807,-0.004104112984052912,0.9639631654886571,1,FALSE,FALSE,Higher in Females,N-(Octadecanoyl)S...
1-Hexadecanoyl-2-(14-Pentadecenoyl)-Sn-Glycero-3-Phosphocholine,C8-Pos-000133,93,0.2365840933218762,21.85394984117658,21.70163321353745,-0.010090432671432002,0.8917599071649642,1,FALSE,FALSE,Higher in Females,1-Hexadecanoyl-2-...
"1-Hexadecyl-2-(5z,8z,11z,14z-Eicosatetraenoyl)-Sn-Glycero-3-Phosphocholine",C8-Pos-000187,62,0.5833604667027033,21.326944911006066,21.33993938692554,8.787642620772077e-4,0.9722674445045054,1,FALSE,FALSE,Higher in Males,1-Hexadecyl-2-(5z...
"1-(1z-Octadecenyl)-2-(4z,7z,10z,13z,16z,19z-Docosahexaenoyl)-Sn-Glycero-3-Phosphocholine",C8-Pos-000191,87,0.40250382378200356,18.21657809259933,17.785027381758642,-0.03458878483956548,0.9639631654886571,1,FALSE,FALSE,Higher in Females,1-(1z-Octadecenyl...
1-(1z-Octadecenyl)-2-(9z-Octadecenoyl)-Sn-Glycero-3-Phosphocholine,C8-Pos-000211,57,0.8438314252467704,19.799482669095905,19.87228242667481,0.005294847197977343,1,1,FALSE,FALSE,Higher in Males,1-(1z-Octadecenyl...
1-Linoleoyl-Sn-Glycero-3-Phosphorylcholine,C8-Pos-000263,36,0.040404119588223736,25.387860894843225,25.666772657936413,0.01576305978559686,0.6464659134115798,1,FALSE,FALSE,Higher in Males,1-Linoleoyl-Sn-Gl...
"Spectral Match To 1,2-Dilinoleoyl-Sn-Glycero-3-Phosphocholine From Nist14",C8-Pos-000266,25,0.0072599549881905735,23.496443695065793,23.881268706110422,0.02343706847830854,0.4519338204448513,0.5807963990552458,FALSE,FALSE,Higher in Males,Spectral Match To...
Spectral Match To 1-(1z-Hexadecenyl)-Sn-Glycero-3-Phosphocholine From Nist14,C8-Pos-000298,55,1,21.314488495841548,21.206391394227413,-0.007335289805868714,1,1,FALSE,FALSE,Higher in Females,Spectral Match To...
"Spectral Match To 1-Heptadecanoyl-2-(5z,8z,11z,14z-Eicosatetraenoyl)-Sn-Glycero-3-Phosphocholine From Nist14",C8-Pos-000308,60,0.5067205148778585,18.610304658222486,19.109377189703014,0.03817908586305871,0.9639631654886571,1,FALSE,FALSE,Higher in Males,Spectral Match To...
"1,2-Didocosahexaenoyl-Sn-Glycero-3-Phosphocholine",C8-Pos-000322,76,0.5587598228708937,17.308451080896653,17.123988345620617,-0.015457866117024285,0.9722674445045054,1,FALSE,FALSE,Higher in Females,"1,2-Didocosahexae..."
2-(5-Oxovaleryl)Phosphatidylcholine,C8-Pos-000442,91,0.28547630885188235,17.761118176356185,17.29580436966478,-0.038300301294230094,0.8917599071649642,1,FALSE,FALSE,Higher in Females,2-(5-Oxovaleryl)P...
1-Hexadecyl-Sn-Glycero-3-Phosphocholine,C8-Pos-000467,55,0.3407786135629546,20.164952460980818,20.35231835156295,0.013343138005758905,0.9639631654886571,1,FALSE,FALSE,Higher in Males,1-Hexadecyl-Sn-Gl...
1-Pentadecanoyl-Sn-Glycero-3-Phosphocholine,C8-Pos-000534,92,0.26023620261718894,21.50176831870671,21.27647139105396,-0.015196406757581006,0.8917599071649642,1,FALSE,FALSE,Higher in Females,1-Pentadecanoyl-S...
"1,2-Didecanoyl-Sn-Glycero-3-Phosphocholine",C8-Pos-000565,47,0.1572127533400039,30.705093992551234,30.754162586072873,0.0023036735398174217,0.8228390912625538,1,FALSE,FALSE,Higher in Males,"1,2-Didecanoyl-Sn..."
"1,2-Di-(9z-Tetradecenoyl)-Sn-Glycero-3-Phosphocholine",C8-Pos-000598,72,1,18.744178379606463,18.756201818846,9.251189810823741e-4,1,1,FALSE,FALSE,Higher in Males,"1,2-Di-(9z-Tetrad..."
1-Palmitoyl-2-Azelaoylphosphatidylcholine,C8-Pos-000603,32,0.19651192023450081,21.981527917399205,22.69577047396424,0.046131795304340466,0.873386312153337,1,FALSE,FALSE,Higher in Males,1-Palmitoyl-2-Aze...
1-O-Octadecyl-Sn-Glyceryl-3-Phosphorylcholine,C8-Pos-000614,105,0.060601969712006154,23.658921398811348,22.824967651412805,-0.05177148770351534,0.8080262628267487,1,FALSE,FALSE,Higher in Females,1-O-Octadecyl-Sn-...
N-Lauroyl-D-Erythro-Sphingosylphosphorylcholine,C8-Pos-000616,53,0.28547630885188235,19.665338908374206,19.957571482986275,0.021281128857886206,0.8917599071649642,1,FALSE,FALSE,Higher in Males,N-Lauroyl-D-Eryth...
