Name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Compound.ID,Sub.Class,Class,Direction,FDR_label
Dl-Dipalmitoylphosphatidylcholine,-0.8489550107830113,20.65357293496219,-0.9629800802765323,0.34504974887243145,0.9275821681757965,-4.606070959566411,C8-Pos-003901,Glycerophosphocholines,Glycerophospholipids,Higher in Females,
Υ-L-Glutamyl-L-Glutamic Acid,0.1566077191271314,18.192457227400784,0.9603372035005588,0.34635095294530804,0.9275821681757965,-4.606433765655511,Amide-Pos-001105,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Males,
"1,2-Dipentadecanoyl-Sn-Glycero-3-Phosphocholine",-0.27871896310471134,18.95712464640971,-0.9557261395334782,0.3486291237750886,0.9275821681757965,-4.607064694654099,Amide-Pos-002176,Glycerophosphocholines,Glycerophospholipids,Higher in Females,
L-Tyrosine,-0.21173429788363568,21.06685969004434,-0.9191049082926447,0.3670808342873324,0.9275821681757965,-4.611981766390057,C18-Pos-000832,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Females,
Choline,-0.19819576907657982,24.395328069946707,-0.917584328894189,0.3678607388718754,0.9275821681757965,-4.612182306684707,Amide-Pos-000097,Quaternary ammonium salts,Organonitrogen compounds,Higher in Females,
1-Myristoyl-Sn-Glycero-3-Phosphocholine,-0.21293944802583623,22.923544806231664,-0.9045476292179953,0.37459220986312336,0.9275821681757965,-4.613889688488767,Amide-Pos-001743,Glycerophosphocholines,Glycerophospholipids,Higher in Females,
N-Acetyl-1-Aspartylglutamic Acid,1.1098825544484539,24.57907822303517,0.615811041878116,0.5477076569525252,0.9275821681757965,-4.622539012024363,C18-Pos-001811,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Males,
N6-Succinyladenosine; Lc-Tdda; Ce10,-0.23247675818586594,16.284893588803236,-0.8085651344977619,0.42695045423886346,0.9275821681757965,-4.624380478830999,C18-Pos-002703,NA,Purine nucleosides,Higher in Females,
1-Palmitoyl-Sn-Glycero-3-Phosphocholine,-0.3960728003736305,21.18481616938112,-0.7922392021197625,0.4362193116086659,0.9275821681757965,-4.626213490068094,C8-Pos-002038,Glycerophosphocholines,Glycerophospholipids,Higher in Females,
5-Methyl D-Glutamate,0.28430039940500623,21.014850792745293,0.7274249484576069,0.47570567428014143,0.9275821681757965,-4.62639688692481,Amide-Pos-000563,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Males,
"1,2-Dieicosenoyl-Sn-Glycero-3-Phosphocholine",0.08602025931532647,18.639715475178985,0.6457701890003072,0.5269098974979478,0.9275821681757965,-4.629116995049051,C8-Pos-004898,Glycerophosphocholines,Glycerophospholipids,Higher in Males,
2-(Alpha-D-Mannopyranosyl)-L-Tryptophan,-0.13242506425910794,16.321648509897138,-0.7487769700745728,0.4611834941952214,0.9275821681757965,-4.632595042635836,C18-Pos-002507,Indolyl carboxylic acids and derivatives,Indoles and derivatives,Higher in Females,
Acetyl-Β-Methylcholine,-0.15732799626294508,28.669805146265904,-0.7417209330897219,0.4653702334177878,0.9275821681757965,-4.6333665544801885,Amide-Pos-000561,Quaternary ammonium salts,Organonitrogen compounds,Higher in Females,
Acetylcholine,-0.31812138905871934,15.635881324000495,-0.4218206905114251,0.6794358588812984,0.9275821681757965,-4.633633021983274,Amide-Pos-000467,Quaternary ammonium salts,Organonitrogen compounds,Higher in Females,
1-(1z-Octadecenyl)-2-(9z-Octadecenoyl)-Sn-Glycero-3-Phosphocholine,-0.15692727982308738,18.886191296787484,-0.6722506785863149,0.5077706589000074,0.9275821681757965,-4.640601871685136,C8-Pos-004250,Glycerophosphocholines,Glycerophospholipids,Higher in Females,
Glycine,-0.19766251559616702,18.323511091278213,-0.6701506652122862,0.5090851868803714,0.9275821681757965,-4.640810304141818,Amide-Neg-000011,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Females,
Adenosine 5'-Diphosphate,-0.1381908633686784,25.655251031300047,-0.5575813641743492,0.5822344089373788,0.9275821681757965,-4.651083074333275,Amide-Pos-001677,Purine ribonucleotides,Purine nucleotides,Higher in Females,
L-Glutamic Acid,0.20188918212598367,18.656947824296065,0.5188846079332564,0.6087383533805508,0.9275821681757965,-4.651732457176036,Amide-Pos-000319,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Males,
D-(+)-Tryptophan,0.30609826099219095,19.113347712214267,0.5469314443389744,0.5894171490476326,0.9275821681757965,-4.651962362013795,C18-Pos-001015,Indolyl carboxylic acids and derivatives,Indoles and derivatives,Higher in Males,
2'-Deoxyadenosine,-0.26890936052548126,17.207697122992784,-0.37658561295391624,0.7102098418148615,0.9275821681757965,-4.6555245174132525,Amide-Pos-000996,Purine 2'-deoxyribonucleosides,Purine nucleosides,Higher in Females,
L-Aspartic Acid,-0.4242675994267926,17.718490779203748,-0.49623856434024016,0.6241882040498904,0.9275821681757965,-4.655924921572913,C18-Pos-000393,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Females,
Adenosine 3'5'-Cyclic Monophosphate,0.10758441569444675,22.627849160121098,0.48110823428340194,0.6347463735219576,0.9275821681757965,-4.65703583661088,C18-Pos-002092,Cyclic purine nucleotides,Purine nucleotides,Higher in Males,
Adenosine Triphosphate (Atp),-0.19174593140089277,18.091461725447964,-0.3914213995199262,0.6992036808811585,0.9275821681757965,-4.657094726947686,Amide-Neg-001422,Purine ribonucleotides,Purine nucleotides,Higher in Females,
N-Acetylglycine,0.1863784148661557,21.390548488610676,0.4610227647013193,0.6488849102014735,0.9275821681757965,-4.6584592490582635,Amide-Neg-000219,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Males,
D-Tyrosine,0.12540110444446875,18.45675128552039,0.42256475941856786,0.6763311695267729,0.9275821681757965,-4.661020449737175,Amide-Neg-000781,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Males,
N-(Octadecanoyl)Sphing-4-Enine-1-Phosphocholine,-0.06027870939528755,16.59679639332836,-0.18552228731153136,0.8545760925422312,0.9581270876766359,-4.662817845436916,Amide-Pos-002226,Phosphosphingolipids,Sphingolipids,Higher in Females,
N-Acetyl-L-Aspartic Acid,0.07344446126124271,19.807231740514208,0.37927945343439967,0.7077768028286693,0.9275821681757965,-4.66364326830061,Amide-Neg-000557,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Males,
Cysteinylglycine,-0.13811133718624682,17.082142525113365,-0.37318245537853306,0.7122505934207009,0.9275821681757965,-4.66399047295494,Amide-Pos-000635,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Females,
D-Phenylalanine,-0.11204652800653685,21.90631037966981,-0.2910534334354129,0.7734819959294383,0.9581270876766359,-4.668128369804157,Amide-Pos-000583,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Females,
1-Oleoyl-Sn-Glycero-3-Phosphocholine,-0.008858858838358985,16.862215407085294,-0.05307224214879912,0.9581270876766359,0.9581270876766359,-4.671175439674305,C18-Pos-004585,Glycerophosphocholines,Glycerophospholipids,Higher in Females,
1-Oleoyl-2-Myristoyl-Sn-Glycero-3-Phosphocholine,-0.048984616271149924,16.50791891185648,-0.18939614112767164,0.8513565171237341,0.9581270876766359,-4.67184761302725,Amide-Pos-002228,Glycerophosphocholines,Glycerophospholipids,Higher in Females,
Tryptophan,-0.05467897164552231,24.69071967628978,-0.18818369595296877,0.8522964134898978,0.9581270876766359,-4.671882539454736,Amide-Pos-000761,Indolyl carboxylic acids and derivatives,Indoles and derivatives,Higher in Females,
2-(5-Oxovaleryl)Phosphatidylcholine,0.08421013273376532,16.51152290279749,0.1655894854594069,0.8698509169766617,0.9581270876766359,-4.672492561045425,C8-Pos-002923,Glycerophosphocholines,Glycerophospholipids,Higher in Males,
L-Phenylalanine,-0.0455705668976234,19.564217378874535,-0.15641567537324466,0.8769985271528544,0.9581270876766359,-4.672718097578095,C18-Pos-000721,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Females,
Dl-Pyroglutamic Acid,-0.0597784758778938,18.782513832313835,-0.1382046891553041,0.8912183287649467,0.9581270876766359,-4.673127865807195,Amide-Neg-000291,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Females,
Dl-Glutamine,-0.013487610569557412,18.42502439514712,-0.13649969565764897,0.8925516327864991,0.9581270876766359,-4.673163644705257,Amide-Pos-000475,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Females,
1-Octadecanoyl-2-Octadecenoyl-Sn-Glycero-3-Phosphocholine,0.014138045175094257,25.569136078224886,0.11661680577735645,0.9081228404740876,0.9581270876766359,-4.6735481742435105,Amide-Pos-002309,Glycerophosphocholines,Glycerophospholipids,Higher in Males,
N-Nervonoyl-D-Erythro-Sphingosylphosphorylcholine,-0.034977027158353116,26.2428910583317,-0.10901406437200539,0.9140871828448225,0.9581270876766359,-4.673679276519527,C8-Pos-004641,Phosphosphingolipids,Sphingolipids,Higher in Females,
L-Glutamine,0.026984927843444046,23.756432634449652,0.08146302731337618,0.9357414577235539,0.9581270876766359,-4.674080454914348,Amide-Neg-000486,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Higher in Males,
L-Kynurenine,0.024176412178180822,22.97142323479664,0.06151716169114332,0.9514508807004174,0.9581270876766359,-4.674298536886327,C18-Pos-001046,Carbonyl compounds,Organooxygen compounds,Higher in Males,
