Name,Compound.ID,Wilcoxon_statistic,p_value,Mean_Female,Mean_Male,logFC,FDR,Bonferroni,Significant_FDR,Significant_Bonferroni,Direction
Malonamic acid,Amide-Neg-000082,4,1,62817185.223740906,66951286.02637697,0.09195246897096974,1,1,FALSE,FALSE,Higher in Males
3-Hydroxybutyric acid,Amide-Neg-000085,8,1,12305193.215819875,11436491.810851058,-0.10562274357023621,1,1,FALSE,FALSE,Higher in Females
L-Phenylalanine,Amide-Neg-000089,8,0.5958830905651777,9793043.725889316,8405853.418703573,-0.22036302721160256,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Uracil,Amide-Neg-000094,7,0.8852339144732017,608728570.5536642,628432947.7794547,0.045959740904198944,1,1,FALSE,FALSE,Higher in Males
2-Oxoglutaric acid,Amide-Neg-000097,7,0.8852339144732017,78006174.61657257,66939856.86628798,-0.2207228595257499,1,1,FALSE,FALSE,Higher in Females
2-Deoxyribose 5-phosphate,Amide-Neg-000098,8,0.5958830905651777,8740447.598775918,7745148.7491585035,-0.17441421520026926,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Ketoleucine,Amide-Neg-000115,9,0.8852339144732017,887105.8266893063,700023.316010772,-0.34170324473107266,1,1,FALSE,FALSE,Higher in Females
Benzoic acid,Amide-Neg-000124,4,0.312321421676216,5512139.969378034,10137913.681451088,0.8790763574949523,0.9744977407619699,1,FALSE,FALSE,Higher in Males
3-Hydroxy-3-methylglutaric acid,Amide-Neg-000129,5,0.47048642205878966,486770.7209732964,483019.2748277062,-0.011161632455988063,0.9744977407619699,1,FALSE,FALSE,Higher in Females
N-Acetyl-L-methionine,Amide-Neg-000139,9,0.8852339144732017,770245401.815702,845425953.7802123,0.13436023768748218,1,1,FALSE,FALSE,Higher in Males
Acetohydroxamic acid,Amide-Neg-000145,7,0.8852339144732017,3410370.4350589076,3379322.69749674,-0.013194330980311761,1,1,FALSE,FALSE,Higher in Females
Asparagine,Amide-Neg-000148,5,0.8596837951986662,434522.45466401934,411099.6116304595,-0.07994272363478004,1,1,FALSE,FALSE,Higher in Females
"α,α-Trehalose",Amide-Neg-000155,9,0.8852339144732017,6982182.874020822,6567709.89416779,-0.08828774130189644,1,1,FALSE,FALSE,Higher in Females
(2E)-4-Hydroxybut-2-enoic acid,Amide-Neg-000169,8,1,2367451.93145684,1932616.6289259824,-0.29277965356030605,1,1,FALSE,FALSE,Higher in Females
D-Arabinonic acid,Amide-Neg-000170,13,0.19393085228241067,1605339498.3900876,1418291337.19049,-0.17872451875630982,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Nonanoic acid,Amide-Neg-000174,8,1,30490842.17342886,25236446.483318973,-0.27286721861337593,1,1,FALSE,FALSE,Higher in Females
2-Hydroxyvaleric acid,Amide-Neg-000175,7,0.8852339144732017,730404499.788525,737155776.0074589,0.013273869008440284,1,1,FALSE,FALSE,Higher in Males
Diacetyl,Amide-Neg-000176,6,0.48745329036403484,4914185.709938845,3831175.877637425,-0.3591651219903141,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Υ-Aminobutyric acid (GABA),Amide-Neg-000179,8,1,405073935.30677104,414952802.99461347,0.03476199565833121,1,1,FALSE,FALSE,Higher in Males
"(2R)-2,3-Dihydroxypropanoic acid",Amide-Neg-000185,7,0.8852339144732017,2520118.4976040577,2646821.7988412073,0.07076949476842691,1,1,FALSE,FALSE,Higher in Males
2-Oxoadipate,Amide-Neg-000188,10,0.6650055421020291,1463879.1229950427,1323986.7754455663,-0.1449077188169662,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Gluconic acid,Amide-Neg-000198,0,0.051829927217909674,430220.445818756,543591.7691824517,0.3374475225391948,0.9516146444382293,1,FALSE,FALSE,Higher in Males
D-(+)-Arabitol,Amide-Neg-000206,0,0.030382821976577493,3006666.03490655,4477218.379919177,0.5744380589452363,0.9516146444382293,1,FALSE,FALSE,Higher in Males
Acrylic acid,Amide-Neg-000212,3,0.19393085228241067,3793874.7388434876,3956559.81002935,0.06057451960913247,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Succinic semialdehyde,Amide-Neg-000219,0,0.0808555983700523,4507363.1463773735,10677188.34085026,1.2441761934161424,0.9516146444382293,1,FALSE,FALSE,Higher in Males
L-Lysine,Amide-Neg-000224,0,0.030382821976577493,98464.57908578568,485477.2318276575,2.3017268983032593,0.9516146444382293,1,FALSE,FALSE,Higher in Males
N-Acetylalanine,Amide-Neg-000232,6,0.6650055421020291,189334.329443676,205290.673034081,0.1167320637900652,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Methyl acetoacetate,Amide-Neg-000237,7,0.8852339144732017,1747408.2657377613,2132047.0659762872,0.2870225666875029,1,1,FALSE,FALSE,Higher in Males
"α-D-Glucose-1,6-bisphosphate",Amide-Neg-000242,6,0.6650055421020291,3930029.200577288,4415202.450887872,0.1679395595685809,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Guanosine monophosphate (GMP),Amide-Neg-000247,7,0.8852339144732017,8504159.060461408,9071689.104022454,0.09320261744262898,1,1,FALSE,FALSE,Higher in Males
Isophthalic acid,Amide-Neg-000248,7,0.8852339144732017,752207.1458131792,986017.251424806,0.39048287656494435,1,1,FALSE,FALSE,Higher in Males
Thiazolidine-2-carboxylic acid,Amide-Neg-000257,5,0.47048642205878966,16590416.5393303,19220521.440884948,0.2122973672503852,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Decanoic acid,Amide-Neg-000263,4,0.312321421676216,796649.0494523445,962573.8842335071,0.27295297305862337,0.9744977407619699,1,FALSE,FALSE,Higher in Males
"δ-Ribono-1,4-lactone",Amide-Neg-000265,13,0.19393085228241067,7110158.140308285,4364215.654569595,-0.7041592546896094,0.9744977407619699,1,FALSE,FALSE,Higher in Females
L-Tyrosine,Amide-Neg-000266,6,0.6650055421020291,7491768.868684447,7207349.68364149,-0.05583754794095558,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Isobutyric acid,Amide-Neg-000267,9,0.8852339144732017,3045754663.4811172,3115203139.511865,0.032526506169118945,1,1,FALSE,FALSE,Higher in Males
Caprylic acid,Amide-Neg-000270,12,0.312321421676216,402847.286704621,330829.4305331223,-0.28414545644575023,0.9744977407619699,1,FALSE,FALSE,Higher in Females
N-(3-Chlorobenzoyl)glycine,Amide-Neg-000281,2,0.21592493894014034,2642380.9185769707,4326174.84655907,0.7112535177585396,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Meso-erythritol,Amide-Neg-000292,15,0.060601969712006105,1023747.4071358684,496588.3741421943,-1.0437374065017346,0.9516146444382293,1,FALSE,FALSE,Higher in Females
"2,6-Dioxo-4-piperidinecarboxylic acid",Amide-Neg-000300,4,0.312321421676216,866373.4981681952,1470049.0321498977,0.7628032580655912,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Adenosine triphosphate (ATP),Amide-Neg-000306,9,0.37675911781158217,1479861.277798055,1196546.8049360588,-0.30658511253616777,0.9744977407619699,1,FALSE,FALSE,Higher in Females
AMINOADIPATE,Amide-Neg-000307,5,0.47048642205878966,104835.17434220572,109715.46200675367,0.06564400478807877,0.9744977407619699,1,FALSE,FALSE,Higher in Males
trans-Aconitic acid,Amide-Neg-000321,10,0.6650055421020291,2845967.7404821524,2458310.06038432,-0.2112524181322977,0.9744977407619699,1,FALSE,FALSE,Higher in Females
N-Formylmethionine,Amide-Neg-000326,10,0.6650055421020291,34617567.464679,35006670.66289095,0.01612550783703494,0.9744977407619699,1,FALSE,FALSE,Higher in Males
2-Aminoadipic acid,Amide-Neg-000332,4,0.312321421676216,656681.5927003915,746404.841587504,0.18476432838990484,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Met,Amide-Neg-000334,6,1,969870.3102383462,1001989.5516506103,0.047003714703494,1,1,FALSE,FALSE,Higher in Males
Hexanoic acid,Amide-Neg-000336,4,0.312321421676216,803030.7368752125,1098749.3594695285,0.4523352096962457,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Oxalic acid,Amide-Neg-000337,4,0.312321421676216,2426337.4009954473,4503625.67541838,0.8923067386457892,0.9744977407619699,1,FALSE,FALSE,Higher in Males
"1,4-Cyclohexanedicarboxylic acid",Amide-Neg-000338,2,0.1123511976904639,4466711.03084632,8297213.4785726555,0.8934139816340937,0.9516146444382293,1,FALSE,FALSE,Higher in Males
DL-Arginine,Amide-Neg-000342,9,0.8852339144732017,8892026.57907835,7055269.611752675,-0.3338110453506491,1,1,FALSE,FALSE,Higher in Females
Orotic acid,Amide-Neg-000345,7,0.8852339144732017,154033349.7213285,154931406.17045975,0.00838688044302865,1,1,FALSE,FALSE,Higher in Males
3-Phosphoglyceric acid,Amide-Neg-000360,9,0.8852339144732017,745309.538501541,618526.9767492265,-0.2690032044398763,1,1,FALSE,FALSE,Higher in Females
α-Cyano-3-hydroxycinnamic acid,Amide-Neg-000362,4,0.5958830905651777,561591.198750724,635781.685854645,0.17901113329032534,0.9744977407619699,1,FALSE,FALSE,Higher in Males
N-Acetylglycine,Amide-Neg-000363,11,0.11161176829829224,1447529.0824508334,848861.675203189,-0.7699909476852651,0.9516146444382293,1,FALSE,FALSE,Higher in Females
Glycerol 3-phosphate,Amide-Neg-000365,0,0.051829927217909674,1430408.707958651,3115582.52210005,1.1230745055033058,0.9516146444382293,1,FALSE,FALSE,Higher in Males
Ornithine,Amide-Neg-000368,9,0.8852339144732017,1839402.725000105,1500920.2622356573,-0.29339004832481036,1,1,FALSE,FALSE,Higher in Females
Uridine 5'-diphosphogalactose,Amide-Neg-000370,9,0.8852339144732017,14961200.99401728,13558951.345041733,-0.1419803864858058,1,1,FALSE,FALSE,Higher in Females
Hippuric acid,Amide-Neg-000375,9,0.0808555983700523,25315.999622363466,11737.360074015547,-1.1089414923227547,0.9516146444382293,1,FALSE,FALSE,Higher in Females
Glycine anhydride,Amide-Neg-000379,11,0.47048642205878966,4999777.375618112,3689942.980905965,-0.438265334523926,0.9744977407619699,1,FALSE,FALSE,Higher in Females
2-Hydroxy-2-(2-methoxy-2-oxoethyl)butanedioic acid,Amide-Neg-000384,11,0.47048642205878966,1563250.6258902524,1069661.8022667305,-0.547394366766157,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Citrulline,Amide-Neg-000395,4,0.5958830905651777,330327.4795420401,330337.711714052,4.468800238221153e-5,0.9744977407619699,1,FALSE,FALSE,Higher in Males
N-Acetyl-DL-norvaline,Amide-Neg-000396,6,0.6650055421020291,1314520.64886001,1880355.6302631958,0.5164687391564416,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Uridine 5'-diphosphate,Amide-Neg-000405,6,0.6650055421020291,192925432.08761746,250611180.51261148,0.3774074421286522,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Cytidine,Amide-Neg-000410,8,1,3983226.0515312376,1839451.2273670202,-1.1146619321340379,1,1,FALSE,FALSE,Higher in Females
"O,O-Diethyl phosphate",Amide-Neg-000412,12,0.312321421676216,5520288.659979375,4060168.25918519,-0.44320419257010174,0.9744977407619699,1,FALSE,FALSE,Higher in Females
D-Ribulose 5-phosphate,Amide-Neg-000421,8,1,6616508.781533763,7029700.217669208,0.08739299080265783,1,1,FALSE,FALSE,Higher in Males
2-METHYLCITRATE,Amide-Neg-000423,10,0.6650055421020291,32656430.985471576,22147494.52722095,-0.5602236269805013,0.9744977407619699,1,FALSE,FALSE,Higher in Females
D-(+)-Xylose,Amide-Neg-000430,11,0.47048642205878966,7105326.626509002,4950298.496902185,-0.5213854500467964,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Phosphocreatine,Amide-Neg-000432,5,0.47048642205878966,4102066.9472195376,4968662.832708655,0.27650660839920915,0.9744977407619699,1,FALSE,FALSE,Higher in Males
.beta.-Nicotinamide adenine dinucleotide,Amide-Neg-000437,8,1,168403825.96113026,178292833.4658505,0.08232379924748666,1,1,FALSE,FALSE,Higher in Males
D-Mannitol 1-phosphate,Amide-Neg-000441,8,1,1502542.9115277906,1443296.8324230905,-0.058038154839922015,1,1,FALSE,FALSE,Higher in Females
CMP,Amide-Neg-000442,10,0.6650055421020291,749532167.2245619,700736556.4255962,-0.09711823324847878,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Guanosine triphosphate (GTP),Amide-Neg-000443,5,0.47048642205878966,14747872.460384449,15631951.247634325,0.08399102783051685,0.9744977407619699,1,FALSE,FALSE,Higher in Males
3-Phosphonopropanoic acid,Amide-Neg-000449,10,0.6650055421020291,135699943.2035625,126493017.635223,-0.10136236600597372,0.9744977407619699,1,FALSE,FALSE,Higher in Females
2-Aminooctanedioic acid,Amide-Neg-000450,10,0.6650055421020291,31644410.7764695,26485779.569346823,-0.2567327319660565,0.9744977407619699,1,FALSE,FALSE,Higher in Females
D-Sedoheptulose 7-phosphate,Amide-Neg-000457,6,0.6650055421020291,91777133.05899672,101573421.55611753,0.14631629981271005,0.9744977407619699,1,FALSE,FALSE,Higher in Males
2-Methylglutaric acid,Amide-Neg-000458,7,0.8852339144732017,196769699.83402482,126302994.31532927,-0.63961923802823,1,1,FALSE,FALSE,Higher in Females
OPHTHALMIC ACID,Amide-Neg-000460,8,1,4584173136.384308,4461856827.927985,-0.03901731212669167,1,1,FALSE,FALSE,Higher in Females
Pipecolic acid,Amide-Neg-000461,7,0.8852339144732017,154715699.64481726,143753292.40416482,-0.1060246017688955,1,1,FALSE,FALSE,Higher in Females
3-Hydroxymandelic acid,Amide-Neg-000462,7,0.8596837951986662,615752.766261878,690163.8579704767,0.1645877216541444,1,1,FALSE,FALSE,Higher in Males
Glu-Gln,Amide-Neg-000463,8,1,98670790.27888225,101846798.77067387,0.04570566554212387,1,1,FALSE,FALSE,Higher in Males
L-Cysteinesulfinic acid,Amide-Neg-000464,9,0.8852339144732017,55302981.5664903,38196119.917442225,-0.5339311708307829,1,1,FALSE,FALSE,Higher in Females
L-(+)-Tartaric acid,Amide-Neg-000465,9,0.8852339144732017,33421926.439478844,25973367.969448302,-0.363761792153199,1,1,FALSE,FALSE,Higher in Females
N-Acetyl-D-glucosamine 6-phosphate,Amide-Neg-000466,8,1,8070471.635460002,7086216.888375043,-0.18763736373806766,1,1,FALSE,FALSE,Higher in Females
Urocanic acid,Amide-Neg-000467,7,0.8852339144732017,68759656.38583796,74272570.88119575,0.11126718160133067,1,1,FALSE,FALSE,Higher in Males
Glutaric anhydride,Amide-Neg-000472,8,1,141480642.82100773,139218999.0250985,-0.023248571861365346,1,1,FALSE,FALSE,Higher in Females
N-Acetylhistamine,Amide-Neg-000473,8,1,3251732681.72954,3236711107.0024753,-0.006680057896577312,1,1,FALSE,FALSE,Higher in Females
Choline,Amide-Pos-000001,1,0.060601969712006105,541780.5260683233,718377.2912230049,0.40703320767865725,0.9516146444382293,1,FALSE,FALSE,Higher in Males
Hypoxanthine,Amide-Pos-000006,7,0.8596837951986662,396416.23259872565,366102.366364231,-0.1147689409701945,1,1,FALSE,FALSE,Higher in Females
Adenosine,Amide-Pos-000013,11,0.11161176829829224,43977.2184434786,32724.2981159211,-0.42639410770938907,0.9516146444382293,1,FALSE,FALSE,Higher in Females
Creatinine,Amide-Pos-000016,6,0.6650055421020291,31180.893371937607,17973.062561244376,-0.7948260025338068,0.9744977407619699,1,FALSE,FALSE,Higher in Females
"N,N'-Diphenylguanidine",Amide-Pos-000027,2,0.1123511976904639,58147.4354038436,81554.3774403225,0.48804675288338717,0.9516146444382293,1,FALSE,FALSE,Higher in Males
Taurine,Amide-Pos-000028,9,0.8852339144732017,2857737.1168585992,2197880.9448115625,-0.37875996881560076,1,1,FALSE,FALSE,Higher in Females
Adenine,Amide-Pos-000029,10,0.6650055421020291,158465.3235340556,192341.74784401435,0.27950475962691856,0.9744977407619699,1,FALSE,FALSE,Higher in Males
"N,N-Diethylethanolamine",Amide-Pos-000030,11,0.47048642205878966,2095375.0637034574,1777521.5593187024,-0.2373414454412283,0.9744977407619699,1,FALSE,FALSE,Higher in Females
DL-Glutamine,Amide-Pos-000035,7,0.8852339144732017,423187.05238245346,424037.55678167724,0.002896561025072531,1,1,FALSE,FALSE,Higher in Males
L-Glutamic acid,Amide-Pos-000037,2,0.1123511976904639,214243.97406867176,231471.17689516,0.1115779313680556,0.9516146444382293,1,FALSE,FALSE,Higher in Males
SN-GLYCERO-3-PHOSPHOCHOLINE,Amide-Pos-000045,4,0.5958830905651777,645475.0177561186,748571.6629141864,0.21377917719431047,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Acetylcholine,Amide-Pos-000049,4,0.5958830905651777,108513.22426704422,104292.6380524795,-0.057233548868576525,0.9744977407619699,1,FALSE,FALSE,Higher in Females
D-(+)-Proline,Amide-Pos-000053,9,0.0808555983700523,206754.492467546,132205.107163852,-0.6451407672434718,0.9516146444382293,1,FALSE,FALSE,Higher in Females
5'-S-Methyl-5'-thioadenosine,Amide-Pos-000054,8,1,426204.9634327105,441634.8468441027,0.05130661696864213,1,1,FALSE,FALSE,Higher in Males
Triethanolamine,Amide-Pos-000055,3,0.6625205835400575,17978616.691003945,33728938.99282711,0.9077049149661266,0.9744977407619699,1,FALSE,FALSE,Higher in Males
D-Alanine methyl ester,Amide-Pos-000067,8,1,23040462.01602653,22945827.928508926,-0.005937783702552518,1,1,FALSE,FALSE,Higher in Females
Inosine,Amide-Pos-000079,2,0.1123511976904639,19214479.256880675,30210166.389270127,0.6528402524669021,0.9516146444382293,1,FALSE,FALSE,Higher in Males
Valine,Amide-Pos-000089,8,1,47364.54755059585,49607.085189346275,0.06673858670099417,1,1,FALSE,FALSE,Higher in Males
Phe,Amide-Pos-000091,6,0.6650055421020291,1029321.1229347887,865763.8560465345,-0.24964766069467334,0.9744977407619699,1,FALSE,FALSE,Higher in Females
L(-)-Carnitine,Amide-Pos-000092,2,0.21592493894014034,610806.838550687,968187.0249555098,0.6645695456824272,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Dimethyl sulfoxide,Amide-Pos-000097,5,0.47048642205878966,155882.87444785127,169492.1879809915,0.12075634016152596,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Tetraethylene glycol,Amide-Pos-000105,7,0.8852339144732017,46091.008316476946,45350.20131807808,-0.023376374179562752,1,1,FALSE,FALSE,Higher in Females
Adenosine diphosphate (ADP),Amide-Pos-000106,6,0.6650055421020291,381432.47508954746,404169.06864073453,0.0835312357527593,0.9744977407619699,1,FALSE,FALSE,Higher in Males
PEG n5,Amide-Pos-000107,8,1,867449.8470537122,742023.349164994,-0.22531576378830104,1,1,FALSE,FALSE,Higher in Females
N8-Acetylspermidine,Amide-Pos-000108,6,1,5815078.371327883,9351032.845322091,0.6853270877249136,1,1,FALSE,FALSE,Higher in Males
DL-Lysine,Amide-Pos-000109,2,0.48745329036403484,2861722.410408657,6112681.9130861405,1.0949217590675677,0.9744977407619699,1,FALSE,FALSE,Higher in Males
"N3,N4-Dimethyl-L-arginine",Amide-Pos-000110,8,1,1292467.7430605819,1280661.2410450904,-0.01323936852710937,1,1,FALSE,FALSE,Higher in Females
"N6,N6,N6-Trimethyl-L-lysine",Amide-Pos-000112,9,0.8852339144732017,2125494.70991705,1960722.9717582099,-0.11641295505545511,1,1,FALSE,FALSE,Higher in Females
DL-Alanine,Amide-Pos-000114,7,0.8852339144732017,749180.9471905387,1506942.7829140865,1.0082385250773451,1,1,FALSE,FALSE,Higher in Males
L-Histidine,Amide-Pos-000116,6,1,493322.424677353,389825.66061366827,-0.33970180821298146,1,1,FALSE,FALSE,Higher in Females
L-Threonine,Amide-Pos-000117,6,0.48745329036403484,4519794.458994495,2579486.315031115,-0.8091733739354896,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Cytosine,Amide-Pos-000120,7,0.8852339144732017,501921.168488407,547942.3981289592,0.12656344641296832,1,1,FALSE,FALSE,Higher in Males
DL-Threonine methyl ester,Amide-Pos-000121,15,0.060601969712006105,11203393.448395409,6088645.958543669,-0.8797424522145885,0.9516146444382293,1,FALSE,FALSE,Higher in Females
N-Acetyl-1-aspartylglutamic acid,Amide-Pos-000123,12,0.051829927217909674,337988.3504277847,275176.05097987264,-0.2966186060459619,0.9516146444382293,1,FALSE,FALSE,Higher in Females
Gln-Ile-Lys,Amide-Pos-000128,3,0.19393085228241067,93869.73535121957,176005.4224778229,0.9068878799384344,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Hypotaurine,Amide-Pos-000130,10,0.6650055421020291,17038445.97349468,15170469.73024416,-0.16752800048808436,0.9744977407619699,1,FALSE,FALSE,Higher in Females
2-(Methylamino)isobutyric acid,Amide-Pos-000133,5,0.47048642205878966,14944543.284852501,16817456.14872615,0.1703406883946211,0.9744977407619699,1,FALSE,FALSE,Higher in Males
"1-(2-Hydroxyethyl)-2,2,6,6-tetramethyl-4-piperidinol",Amide-Pos-000135,0,0.051829927217909674,1350137.6173650376,4851494.20413102,1.8453226827674942,0.9516146444382293,1,FALSE,FALSE,Higher in Males
PEG n6,Amide-Pos-000142,6,0.6650055421020291,121153315.31840292,140542252.4319879,0.21417004135767007,0.9744977407619699,1,FALSE,FALSE,Higher in Males
2-Aminonicotinic acid,Amide-Pos-000143,7,0.8852339144732017,178241432.82767874,209788913.69657624,0.2351057054373301,1,1,FALSE,FALSE,Higher in Males
2-Methoxypyrazine,Amide-Pos-000149,7,0.8852339144732017,270028405.43343323,281787377.9238745,0.06149581211816085,1,1,FALSE,FALSE,Higher in Males
L(+)-Ornithine,Amide-Pos-000150,10,0.21592493894014034,620673.8214308968,537307.850906163,-0.20808637947719447,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Crotonic acid,Amide-Pos-000152,14,0.1123511976904639,1112612.116065997,856336.087912534,-0.3777016911286287,0.9516146444382293,1,FALSE,FALSE,Higher in Females
cis-4-Hydroxy-D-proline,Amide-Pos-000156,5,0.47048642205878966,224667.8176807065,394899.81978033937,0.8136932275048253,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Dicyclohexylamine,Amide-Pos-000157,12,0.051829927217909674,4830906.5566790495,3546200.5301893167,-0.44601982734310347,0.9516146444382293,1,FALSE,FALSE,Higher in Females
N6-Me-Adenosine,Amide-Pos-000160,9,0.8852339144732017,286219.37709895725,290927.025899701,0.023535976915245296,1,1,FALSE,FALSE,Higher in Males
Acetyl-β-methylcholine,Amide-Pos-000161,3,0.8169613217153913,1762316.8188447966,1975963.5963322318,0.1650830613234992,1,1,FALSE,FALSE,Higher in Males
trans-3-Indoleacrylic acid,Amide-Pos-000166,11,0.47048642205878966,26510123.732753225,22214846.583925374,-0.25501922571514124,0.9744977407619699,1,FALSE,FALSE,Higher in Females
"N6,N6-dimethyllysine",Amide-Pos-000167,0,0.030382821976577493,128747.45435873308,324998.28801882826,1.335888211441749,0.9516146444382293,1,FALSE,FALSE,Higher in Males
