Group,N_metabolites,Category,Wilcoxon_statistic,p_value,Mean_Female,Mean_Male,logFC,FDR,Bonferroni,Significant_FDR,Significant_Bonferroni,Significant_nominal,Direction
Benzenetriols and derivatives,1,Sub.Class,12,0.312321421676216,1125200625.2478485,937828521.5576167,-0.26278619887037635,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Ureas,2,Sub.Class,4,0.312321421676216,3039040.9718927755,5226399.534482942,0.7822012911617716,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
N-alkylpyrrolidines,1,Sub.Class,4,0.312321421676216,5396051.54107574,8069542.963262295,0.5805828370964079,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Ceramides,16,Sub.Class,4,0.312321421676216,4810885.039173688,7165275.1581289,0.5747197821528012,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Chalcones and dihydrochalcones,3,Sub.Class,4,0.312321421676216,134648.8009110151,254408.3439635313,0.9179446059683807,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Retinoids,2,Sub.Class,4,0.312321421676216,381591.6894528854,814724.3687712546,1.0942823087384916,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Phenyl methylcarbamates,1,Sub.Class,4,0.312321421676216,720946.3642736687,1282733.585165777,0.8312577263954826,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Steroid lactones,1,Sub.Class,12,0.312321421676216,5351922.109957415,4195738.95429318,-0.3511321988916258,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Hydroxysteroids,2,Sub.Class,12,0.312321421676216,5248714.9501868375,3929719.775046652,-0.41753781027545334,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Quinone and hydroquinone lipids,1,Sub.Class,12,0.312321421676216,8469531.147493105,5364389.598401994,-0.6588680883442882,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Pyranocoumarins,1,Sub.Class,4,0.312321421676216,855430.1160358392,1451726.35618082,0.7630476331598338,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Terpene lactones,1,Sub.Class,3,0.37675911781158217,5545493.861075517,7329411.019461795,0.4023813230276742,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Cresols,1,Sub.Class,7,0.38273308888522606,1013909.3218410907,588780.2018189586,-0.7841275662404955,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Alpha hydroxy acids and derivatives,2,Sub.Class,5,0.47048642205878966,1173509.338820637,1833291.9012862493,0.6436071907371166,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Benzoic acids and derivatives,12,Sub.Class,5,0.47048642205878966,5096302.919240767,7319028.488227123,0.5222011285262195,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Carbonyl compounds,14,Sub.Class,5,0.47048642205878966,3783171.3091591503,3948141.2873674273,0.061577512875243864,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Amines,26,Sub.Class,5,0.47048642205878966,1762032.2383327787,2012639.9303331138,0.19184877098770114,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Organic cyanides,1,Sub.Class,11,0.47048642205878966,867761.2072615925,699031.5224415923,-0.311940578183423,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Guanidines,1,Sub.Class,5,0.47048642205878966,127600.12899022117,169038.2423207025,0.40571988363724265,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Fatty acid esters,36,Sub.Class,5,0.47048642205878966,2762132.597797129,2470352.6447225087,-0.16106557635362526,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Caprolactams,1,Sub.Class,5,0.47048642205878966,6181283.669904444,5850386.62488389,-0.07937450549646505,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Phosphosphingolipids,5,Sub.Class,11,0.47048642205878966,1532674.7913881594,1213875.1631487638,-0.33643155292215937,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Glycosphingolipids,2,Sub.Class,5,0.47048642205878966,46554043.06310151,57642827.38597451,0.30823463510315546,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Biphenyls and derivatives,1,Sub.Class,5,0.47048642205878966,1187259.1462756456,1470441.8805926992,0.3086148923285355,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Cytisine and derivatives,1,Sub.Class,11,0.47048642205878966,1480649.3777096835,798000.069357967,-0.8917692695311533,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
O-methylated flavonoids,1,Sub.Class,5,0.47048642205878966,12719006.505026553,18388555.926720794,0.5318222031925319,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Anisoles,1,Sub.Class,5,0.47048642205878966,946636.0362398105,1501356.7226951942,0.6653850540636603,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Piperazines,2,Sub.Class,6,0.48745329036403484,1264520.5962864286,1101560.3721453962,-0.1990419699663969,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Hydroxycinnamic acids and derivatives,1,Sub.Class,4,0.5958830905651777,561591.198750724,635781.685854645,0.17901113329032534,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Pyridoxines,1,Sub.Class,8,0.5958830905651777,364246.60411201377,248560.92775776816,-0.5513159905741897,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Cinnamic acid esters,1,Sub.Class,4,0.5958830905651777,1354746.1190270183,1126228.735933007,-0.2665226471064463,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
1-hydroxy-2-unsubstituted benzenoids,1,Sub.Class,6,0.6625205835400575,20465310.832725834,15166924.669018934,-0.4322519927187115,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Carbohydrates and carbohydrate conjugates,21,Sub.Class,10,0.6650055421020291,4999583.746693666,4211552.13048854,-0.24745596071455453,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Beta hydroxy acids and derivatives,4,Sub.Class,6,0.6650055421020291,10353259.491899675,11107554.063710285,0.10145612392035686,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Furanones,4,Sub.Class,10,0.6650055421020291,1383748.1891869428,1088459.888978058,-0.34629318555199673,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Dicarboxylic acids and derivatives,7,Sub.Class,10,0.6650055421020291,658394.3299994043,479774.15836248227,-0.45659645836556134,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Fatty acids and conjugates,57,Sub.Class,6,0.6650055421020291,1625920.7292350135,1970143.4658342225,0.2770437691320911,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Gamma-keto acids and derivatives,2,Sub.Class,10,0.6650055421020291,48245578.88706438,35714484.04813351,-0.43388746372874387,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Carboxylic acid derivatives,4,Sub.Class,10,0.6650055421020291,4170901.9345875746,4008502.9651788063,-0.05729585084030878,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Purine ribonucleotides,10,Sub.Class,6,0.6650055421020291,512735.6745359374,594430.1748675318,0.21329207338735806,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Organic phosphonic acids,1,Sub.Class,10,0.6650055421020291,135699943.2035625,126493017.635223,-0.10136236600597372,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
5'-deoxy-5'-thionucleosides,3,Sub.Class,10,0.6650055421020291,38350145.26434001,441634.8468441027,-6.440234220911203,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Ethers,13,Sub.Class,10,0.6650055421020291,1920830.5027389391,1708512.353352579,-0.16898953965043664,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Carboximidic acids,3,Sub.Class,10,0.6650055421020291,1425814.197336502,1363718.573187663,-0.0642400414554351,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Sulfinic acids,1,Sub.Class,10,0.6650055421020291,17038445.97349468,15170469.73024416,-0.16752800048808436,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Phenylmethylamines,2,Sub.Class,6,0.6650055421020291,3255937.820648224,3611892.6467420817,0.14968186503378744,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Fatty amides,10,Sub.Class,10,0.6650055421020291,412639.39064107835,432238.50907414826,0.06694606301653758,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Alcohols and polyols,11,Sub.Class,6,0.6650055421020291,287016.5226432693,342169.656610353,0.2535780374805325,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Quinoline carboxylic acids,1,Sub.Class,10,0.6650055421020291,250660.59374289925,226583.09179938026,-0.14569500081662773,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Indolyl carboxylic acids and derivatives,1,Sub.Class,6,0.6650055421020291,358409.065528963,375055.52562994976,0.06549706816048138,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Benzenediols,2,Sub.Class,6,0.6650055421020291,18395526.130071253,19583095.495526344,0.09025389005697902,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Monoterpenoids,2,Sub.Class,10,0.6650055421020291,1251967.0415489043,714891.512744981,-0.8084003536799389,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Cholestane steroids,5,Sub.Class,6,0.6650055421020291,5112036.377886907,5027722.28613782,-0.023993140207241213,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Eicosanoids,3,Sub.Class,6,0.6650055421020291,183271.031174208,446848.15281104797,1.2858058968856736,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Monoradylglycerols,9,Sub.Class,6,0.6650055421020291,1581480.8656732796,2138822.83427375,0.43554088347636727,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
"Bile acids, alcohols and derivatives",3,Sub.Class,10,0.6650055421020291,2369988.5136303105,2249672.34264568,-0.0751651740148736,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Vitamin D and derivatives,1,Sub.Class,6,0.6650055421020291,48169971.21725355,51669036.812136576,0.10116592814815525,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Steroid esters,2,Sub.Class,6,0.6650055421020291,1847503.0003254998,1888988.3442166562,0.03203709247648787,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Males
Benzophenones,1,Sub.Class,10,0.6650055421020291,6362251.492967845,5210365.909489242,-0.28815270867297427,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Morpholines,1,Sub.Class,10,0.6650055421020291,593194.8912816416,478068.7798948685,-0.31128797895997756,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Estrane steroids,2,Sub.Class,10,0.6650055421020291,1209077.6172914305,705221.2773535736,-0.7777589537989248,0.9713564098119526,1,FALSE,FALSE,FALSE,Higher in Females
Ergostane steroids,1,Sub.Class,5,0.8596837951986662,2607495.19976461,701715.2153632467,-1.893707046867889,1,1,FALSE,FALSE,FALSE,Higher in Females
Tricarboxylic acids and derivatives,6,Sub.Class,9,0.8852339144732017,1413063.7383240354,1415569.2657716689,0.002555802017185928,1,1,FALSE,FALSE,FALSE,Higher in Males
Organosulfonic acids and derivatives,3,Sub.Class,9,0.8852339144732017,2857737.1168585992,2197880.9448115625,-0.37875996881560076,1,1,FALSE,FALSE,FALSE,Higher in Females
Pyrimidines and pyrimidine derivatives,7,Sub.Class,9,0.8852339144732017,890061.8635796877,902535.6889929513,0.020078367849456356,1,1,FALSE,FALSE,FALSE,Higher in Males
Short-chain keto acids and derivatives,1,Sub.Class,9,0.8852339144732017,887105.8266893063,700023.316010772,-0.34170324473107266,1,1,FALSE,FALSE,FALSE,Higher in Females
Medium-chain keto acids and derivatives,2,Sub.Class,9,0.8852339144732017,1098323.1987411764,943120.3042532748,-0.21978893468171362,1,1,FALSE,FALSE,FALSE,Higher in Females
Beta-keto acids and derivatives,1,Sub.Class,7,0.8852339144732017,1747408.2657377613,2132047.0659762872,0.2870225666875029,1,1,FALSE,FALSE,FALSE,Higher in Males
Imidazoles,2,Sub.Class,9,0.8852339144732017,43089871.2591557,43582364.38955389,0.016395678241723183,1,1,FALSE,FALSE,FALSE,Higher in Males
Pyridinecarboxylic acids and derivatives,4,Sub.Class,7,0.8852339144732017,92874956.50831158,142944515.22146988,0.6220937296720651,1,1,FALSE,FALSE,FALSE,Higher in Males
Pyrazines,1,Sub.Class,7,0.8852339144732017,270028405.43343323,281787377.9238745,0.06149581211816085,1,1,FALSE,FALSE,FALSE,Higher in Males
Hybrid peptides,3,Sub.Class,9,0.8852339144732017,1149286.0786890725,975680.5156730486,-0.23625723324977047,1,1,FALSE,FALSE,FALSE,Higher in Females
Nitrophenols,2,Sub.Class,7,0.8852339144732017,3060735.97410334,3349904.7277245047,0.13024146533528946,1,1,FALSE,FALSE,FALSE,Higher in Males
Lineolic acids and derivatives,12,Sub.Class,9,0.8852339144732017,1713566.8381875567,1211062.7735307675,-0.5007288189118372,1,1,FALSE,FALSE,FALSE,Higher in Females
Bilirubins,3,Sub.Class,9,0.8852339144732017,146559.0519134296,81232.56603500049,-0.8513519526802392,1,1,FALSE,FALSE,FALSE,Higher in Females
Glycerophosphoserines,17,Sub.Class,9,0.8852339144732017,6609671.558974727,4224496.679313721,-0.6457991204771192,1,1,FALSE,FALSE,FALSE,Higher in Females
Fatty alcohol esters,3,Sub.Class,9,0.8852339144732017,874048.4290250128,857215.8215351878,-0.028054740455189242,1,1,FALSE,FALSE,FALSE,Higher in Females
"1,3-dioxanes",1,Sub.Class,9,0.8852339144732017,63261.08540728067,59788.82907610141,-0.08144235226128577,1,1,FALSE,FALSE,FALSE,Higher in Females
Aminoxides,3,Sub.Class,7,0.8852339144732017,2052379.6864616,929856.6405200309,-1.1422174387795714,1,1,FALSE,FALSE,FALSE,Higher in Females
Pregnane steroids,2,Sub.Class,7,0.8852339144732017,14424778.183592845,13770720.962630646,-0.06694504067429405,1,1,FALSE,FALSE,FALSE,Higher in Females
Triterpenoids,3,Sub.Class,9,0.8852339144732017,13187200.638167277,15145825.157623282,0.19978183588518017,1,1,FALSE,FALSE,FALSE,Higher in Males
Steroidal alkaloids,4,Sub.Class,7,0.8852339144732017,560741.7979009151,638319.9365670766,0.1869430951777868,1,1,FALSE,FALSE,FALSE,Higher in Males
Fentanyls,1,Sub.Class,9,0.8852339144732017,513796313.445324,463070346.59811926,-0.14996516388738376,1,1,FALSE,FALSE,FALSE,Higher in Females
Diphenylmethanes,1,Sub.Class,9,0.8852339144732017,5400992.787611262,5874257.483984778,0.12118188238274534,1,1,FALSE,FALSE,FALSE,Higher in Males
Alpha-keto acids and derivatives,1,Sub.Class,6,1,85404.27113265237,71777.80415992058,-0.25077043329672827,1,1,FALSE,FALSE,FALSE,Higher in Females
Diphenylethers,1,Sub.Class,8,1,12214974.984081943,12157880.538668998,-0.00675916072710641,1,1,FALSE,FALSE,FALSE,Higher in Females
Carboxylic acids,4,Sub.Class,8,1,23768878.753923886,25303998.45821941,0.09029152423501198,1,1,FALSE,FALSE,FALSE,Higher in Males
Pyrimidine ribonucleotides,10,Sub.Class,8,1,2281967.11965211,2323863.63670376,0.02624741020565967,1,1,FALSE,FALSE,FALSE,Higher in Males
Peptoid-peptide hybrids,1,Sub.Class,8,1,4584173136.384308,4461856827.927985,-0.03901731212669167,1,1,FALSE,FALSE,FALSE,Higher in Females
Delta valerolactones,2,Sub.Class,8,1,70814783.85090017,69840626.89443988,-0.019984071349701107,1,1,FALSE,FALSE,FALSE,Higher in Females
"1,3,5-triazines",2,Sub.Class,8,1,545810.76249296,452056.0087425763,-0.27189931202375506,1,1,FALSE,FALSE,FALSE,Higher in Females
Carbazoles,1,Sub.Class,5,1,2176063.171543735,1661351.848280238,-0.3893627930632251,1,1,FALSE,FALSE,FALSE,Higher in Females
Purine nucleotide sugars,2,Sub.Class,8,1,1511937.4729289967,1470856.757574612,-0.03974172368817634,1,1,FALSE,FALSE,FALSE,Higher in Females
Nitrobenzenes,2,Sub.Class,8,1,91735092.27298188,111884540.13069512,0.28646507083165057,1,1,FALSE,FALSE,FALSE,Higher in Males
Methoxyphenols,3,Sub.Class,8,1,3470293.1139126206,2816793.3371633873,-0.3010038035892942,1,1,FALSE,FALSE,FALSE,Higher in Females
Glycerophosphoethanolamines,65,Sub.Class,8,1,2765541.483120809,2451640.256713941,-0.17381468302945915,1,1,FALSE,FALSE,FALSE,Higher in Females
Sesquiterpenoids,9,Sub.Class,8,1,1686878.6260467898,1181430.082990932,-0.5138219196811089,1,1,FALSE,FALSE,FALSE,Higher in Females
Fatty alcohols,8,Sub.Class,8,1,9709580.636966921,8911368.930605143,-0.12376191596641223,1,1,FALSE,FALSE,FALSE,Higher in Females
Glycerophosphoinositols,16,Sub.Class,8,1,1290142.9760579448,1228223.0422377712,-0.07095838235499598,1,1,FALSE,FALSE,FALSE,Higher in Females
Glycerophosphoglycerols,9,Sub.Class,8,1,5068713.89581244,5145331.286901509,0.021644236236687143,1,1,FALSE,FALSE,FALSE,Higher in Males
Thiomorpholines,1,Sub.Class,8,1,415452.4364743198,436354.715344764,0.07081806938955779,1,1,FALSE,FALSE,FALSE,Higher in Males
2-benzopyrans,1,Sub.Class,8,1,24193655.6433423,23694155.563494217,-0.030097530286411885,1,1,FALSE,FALSE,FALSE,Higher in Females
