"gene","estimate","std_error","t_value","p_value","adj_p_value","r_squared","n_samples"
"AL162408.1",0.00333773126285396,0.000155757964877156,21.4289604097382,5.1992056341299e-57,5.75448079585497e-54,0.663392250613359,235
"AC073651.1",0.00303032107624384,0.000141584086313768,21.40297794152,6.2736732488401e-57,6.71971117917698e-54,0.662850200764145,235
"AL359475.1",0.00155931145605949,7.28769577660484e-05,21.3964949122222,6.5748173595796e-57,6.82219486273378e-54,0.66271478142272,235
"TMPRSS12",0.00341526304007236,0.000159765763823942,21.3766889621977,7.58756649196208e-57,7.63447144845785e-54,0.662300649345351,235
"KIRREL3-AS3",0.000753506705796821,3.52647085191971e-05,21.3671610354197,8.12906303015306e-57,7.93874731921182e-54,0.662101199822242,235
"AL049775.3",0.00187104524322109,8.7732605068444e-05,21.3266805626187,1.08964304370642e-56,1.03372878923509e-53,0.661252179571834,235
"HPGDS",0.00252988836463927,0.000118708261166864,21.3118138516333,1.21348710361462e-56,1.11923960523388e-53,0.660939705286463,235
"LINC01364",0.00372112451116434,0.000174929441497889,21.2721453821668,1.61745233225287e-56,1.4515104659493e-53,0.660104182465442,235
"AC095056.1",0.00277859516954226,0.000130656056073198,21.2664858641194,1.68516488288218e-56,1.47247933608473e-53,0.659984769569348,235
"LINGO1-AS1",0.00255030437127331,0.000120023684805384,21.2483425701234,1.92198949749302e-56,1.63635228909637e-53,0.659601603958818,235
"AL096869.2",0.00249159517528101,0.000117724010593317,21.1647153603044,3.52519613252292e-56,2.92626530960728e-53,0.657828547560977,235
"AC092747.1",0.00239741382085088,0.000113369896465057,21.1468290578337,4.01393077204116e-56,3.25069652085011e-53,0.657447837798086,235
"AC008537.2",0.00241299329821648,0.000114268663797898,21.1168418183679,4.99044015288953e-56,3.94529940087009e-53,0.656808381058507,235
"P4HA2-AS1",0.00308397313600101,0.000146105717864667,21.1078196053737,5.32843941267043e-56,4.11454656414672e-53,0.656615699371791,235
"TBC1D26",0.00320709443234935,0.000152062125198931,21.090685324526,6.03478655739554e-56,4.55406938299458e-53,0.656249404431806,235
"AC141424.1",0.00158381491295782,7.51766059370622e-05,21.0679225700052,7.12039716623341e-56,5.25390372239143e-53,0.655762036017972,235
"LINC01850",0.00251078035357949,0.0001193172819776,21.0428892777732,8.54163409185536e-56,6.16557431273838e-53,0.655225065908945,235
"AC095350.1",0.00309829152779057,0.000147558037875257,20.9971044099258,1.19171527218876e-55,8.41908806335227e-53,0.65424028695325,235
"AL136320.1",0.00247410282082937,0.000118027212005398,20.9621389744954,1.53706643167178e-55,1.06326570410895e-52,0.653485879458526,235
"AL359076.1",0.00156055125338168,7.48621785113441e-05,20.845656437118,3.59160634000977e-55,2.43378973293233e-52,0.650957974007915,235
"MMP25",0.00265021303939758,0.000127167681533063,20.8403031921953,3.73459667540519e-55,2.48007096020308e-52,0.650841252297139,235
"DOCK9-AS1",0.00344181899015916,0.000165418354877536,20.8067538376091,4.77015721662394e-55,3.04592885039964e-52,0.650108649284269,235
"AC084882.1",0.00319902077515633,0.000153742612795232,20.807638929729,4.73944979731519e-55,3.04592885039964e-52,0.650128000956891,235
"CELF2-AS1",0.0037286846135958,0.000179479826388311,20.7749510829628,6.01639642462784e-55,3.7692156015725e-52,0.649412438380726,235
"MRAP",0.0028429011181232,0.000136905315683787,20.7654546057912,6.44831258922946e-55,3.96499576319954e-52,0.649204215615018,235
"AC087257.1",0.00195520837078564,9.42388547454437e-05,20.7473698196674,7.35863808784422e-55,4.44247671034144e-52,0.64880726211904,235
"GATA2-AS1",0.00166697636660334,8.03561524870105e-05,20.7448504565075,7.49528535415369e-55,4.44416883748784e-52,0.648751919333448,235
"AL139193.1",0.000965411066162889,4.65463954060961e-05,20.7408341234615,7.71840356518496e-55,4.49617319260354e-52,0.648663670478661,235
"FGF12-AS2",0.00218408701738072,0.000105336479385175,20.7343840436736,8.09073347005396e-55,4.63180541620124e-52,0.648521889102169,235
"AL357992.1",0.00320645816808918,0.000154679132617266,20.7297397770077,8.36991878414185e-55,4.71042005607875e-52,0.648419758365677,235
"FPR3",0.00199108286466385,9.60724423507072e-05,20.7248074051819,8.67700124687364e-55,4.80185249001987e-52,0.648311252055124,235
"CCR10",0.00202006199842435,9.76477351578557e-05,20.6872386252354,1.14181815467297e-54,6.21523442750187e-52,0.647483432149391,235
"PRR7-AS1",0.00224232498825942,0.000108487506787877,20.6689696781749,1.30496314680297e-54,6.98870908491059e-52,0.647080015242397,235
"LINC02669",0.00196138003579295,9.49290382017866e-05,20.6615391132872,1.37782358628979e-54,7.26178640621683e-52,0.646915770591827,235
"AC097717.1",0.00341361288010091,0.000165233442702278,20.6593339960339,1.40022019203288e-54,7.26451738379058e-52,0.646867010797325,235
"AC102953.2",0.0023752434323983,0.000115089095968688,20.6383012431042,1.63305415163302e-54,8.34214308474195e-52,0.646401516818991,235
"AC010731.2",0.00319533719248972,0.000154957256807563,20.6207650956155,1.85658311621977e-54,9.34030087741838e-52,0.646012833793329,235
"GYPB",0.00256606091675954,0.000124480365858854,20.6141819961322,1.9481979657207e-54,9.65492018713285e-52,0.645866786296984,235
"LINC00242",0.00188868301534644,9.16376257290559e-05,20.6103442807509,2.00368228589235e-54,9.75917921760981e-52,0.645781611662448,235
"AC005332.2",0.00251473383940943,0.000122022957057955,20.6086944624285,2.02801881103203e-54,9.75917921760981e-52,0.645744987713718,235
"LINC01664",0.00232435689845587,0.000112843313819668,20.5980914577746,2.19165039590597e-54,1.03959371065231e-51,0.645509503188327,235
"ARPP21-AS1",0.00335990512512749,0.000163255153366928,20.5806987150712,2.48920898006122e-54,1.16410837991483e-51,0.645122808310814,235
"AC005090.1",0.00105791175567345,5.14117425810706e-05,20.577239800912,2.5530457806021e-54,1.17737961248767e-51,0.645045844275525,235
"KCNQ5-AS1",0.00446921754369162,0.00021738735146281,20.5587745267516,2.92264561626848e-54,1.32936335674765e-51,0.644634628828509,235
"AL359382.1",0.00250515737284679,0.000121981177675289,20.5372453405513,3.42181237305719e-54,1.53537645993231e-51,0.644154444361993,235
"AC005674.2",0.00264641005971066,0.000128879506641998,20.5339865791221,3.50447926157178e-54,1.55150305868306e-51,0.644081692142031,235
"AC010776.1",0.0033960418896876,0.000165522421111961,20.5171110165824,3.96568745283663e-54,1.7325879761051e-51,0.643704651999279,235
"AL035603.1",0.00206167419869475,0.000100546970942057,20.5045878496216,4.34683621063972e-54,1.87444609789716e-51,0.643424538849911,235
"LINC02741",0.00209902635689222,0.000102498132234496,20.4786790854887,5.25593580728135e-54,2.21942913964043e-51,0.642844166716973,235
"AL160396.2",0.00279359677297111,0.000136419133729518,20.478042167531,5.28053553883851e-54,2.21942913964043e-51,0.642829884829179,235
"AC136624.2",0.00212696809542893,0.000103877290189699,20.4757757113676,5.36901244266547e-54,2.22840861432831e-51,0.642779057437546,235
"ATP2A3",0.0023171245885178,0.000113190365430986,20.4710407965825,5.55867418896096e-54,2.27864466383037e-51,0.642672844034567,235
"AL137018.1",0.00284379641829513,0.000139060793611578,20.450022931973,6.48497093154898e-54,2.62593871720918e-51,0.642200906148686,235
"AC024575.1",0.00200036924251348,9.78786876152344e-05,20.4372299144122,7.12295893314973e-54,2.8156039097179e-51,0.641913277287573,235
"LINC00266-1",0.00283085943329212,0.000138507185028823,20.4383580007278,7.06425883557944e-54,2.8156039097179e-51,0.641938651705183,235
"LINC01877",0.00326841915233223,0.000160015579216558,20.4256308562861,7.75560762005637e-54,3.02961406372179e-51,0.641652248459302,235
"AC027451.1",0.00187026272148859,9.16364632014433e-05,20.4095908566137,8.72429447795965e-54,3.36838923076944e-51,0.64129089648294,235
"AL513422.1",0.00317812021525303,0.000155788561619782,20.4002154086868,9.3457099257757e-54,3.56683853305122e-51,0.64107947879145,235
"AC017007.5",0.00282712831814326,0.000138702714332959,20.3826459470482,1.06321557293463e-53,4.01170566860473e-51,0.640682875392933,235
"NAV2-AS1",0.00264779996484174,0.000129995997324984,20.3683191738771,1.18114534002016e-53,4.40660110899207e-51,0.640359074990369,235
"AC068733.3",0.00271550040814985,0.00013336073489396,20.3620684177322,1.23662274350177e-53,4.56231350835919e-51,0.640217689744785,235
"AC092943.2",0.00347314090860788,0.000170762741158043,20.3389854546399,1.46509150967616e-53,5.345813020581e-51,0.639694991072947,235
"AC022196.1",0.00261118894437528,0.000128405424618535,20.3355033646948,1.50305061416426e-53,5.42470571659894e-51,0.639616061110705,235
"AL137157.1",0.00238177863425955,0.000117271750211628,20.3099095047307,1.81401902489755e-53,6.47663308631164e-51,0.6390352677983,235
"LRRC72",0.00235592135834504,0.000116020746561575,20.3060351546238,1.86641045583055e-53,6.59279710376572e-51,0.63894724910218,235
"TMEM249",0.00342445897344555,0.000168781248832356,20.2893330694984,2.11018693250842e-53,7.29860905281351e-51,0.638567506686446,235
"AC016229.2",0.00393511959503206,0.000193949494699724,20.2894036982384,2.10909165478043e-53,7.29860905281351e-51,0.638569113540814,235
"AC005332.3",0.00275723687390748,0.000136108643416324,20.2576177728387,2.66435169973552e-53,9.12032307608436e-51,0.63784508189936,235
"AC005609.4",0.00216546245885984,0.000106975873287256,20.2425312579132,2.9770091129915e-53,1.00865929171194e-50,0.63750081834774,235
"AC090198.1",0.00272395655924991,0.000134696327678438,20.222945986715,3.43837684496089e-53,1.15321075515234e-50,0.637053302711044,235
"CPA6",0.00374445564594067,0.000185223437058155,20.2158846926322,3.62174498337841e-53,1.20256420428097e-50,0.636891790306017,235
"AD000671.3",0.00176252595802538,8.72128664637096e-05,20.2094717154927,3.79675404423087e-53,1.24819228994695e-50,0.636745031131568,235
"LINC00709",0.00352353599183576,0.000174436265017175,20.1995610917766,4.08402509531166e-53,1.3294702869091e-50,0.6365180875576,235
"AC068633.1",0.00280946687886466,0.000139126167025725,20.1936626223964,4.26523440108374e-53,1.36258955028663e-50,0.636382936645014,235
"AC009558.1",0.00235047427291199,0.000116397107806628,20.1935796963003,4.26783861070381e-53,1.36258955028663e-50,0.636381036134486,235
"TTLL2",0.00348097639371596,0.000172439265705832,20.1866806812681,4.49016919224204e-53,1.40652431942646e-50,0.636222881403115,235
"AC006450.2",0.00286241905337426,0.000141795789895968,20.1869114412659,4.48254832468365e-53,1.40652431942646e-50,0.636228172752474,235
"SLC26A10",0.00314382916239147,0.00015575494529405,20.184458069413,4.56423901787846e-53,1.41636441448258e-50,0.636171911910762,235
"AC080013.1",0.00306895007130682,0.00015211854163345,20.1747271460298,4.90321143339153e-53,1.50746511513271e-50,0.635948657841867,235
"KCNJ9",0.0026668786214229,0.000132350919036933,20.1500574444722,5.87996232255219e-53,1.7911767794314e-50,0.635381921757862,235
"NAV2-AS2",0.00283659118904031,0.000140826439631154,20.1424618592202,6.21828546063324e-53,1.87701773122606e-50,0.635207213197843,235
"AC010157.2",0.00256186111007516,0.000127256150700587,20.1315307430822,6.739700617776e-53,2.01608125506878e-50,0.634955604760479,235
"AP003108.1",0.00221185872875146,0.000109891867669686,20.1275924748124,6.9381051276653e-53,2.03869772264601e-50,0.634864903577487,235
"AC005414.1",0.00299555630918699,0.000148820254497571,20.1286869136208,6.88238893890838e-53,2.03869772264601e-50,0.634890112040713,235
"AC010531.6",0.0015957899420934,7.93013596851711e-05,20.1231094703639,7.17108423378116e-53,2.08867263946026e-50,0.634761623467924,235
"AC007406.3",0.00235522392982268,0.000117135828943928,20.1067764752841,8.08819754572725e-53,2.33510780577647e-50,0.63438504189023,235
"TNK1",0.00319565817334379,0.000158943581035346,20.1056132781677,8.15782753493766e-53,2.33510780577647e-50,0.634358204698608,235
"ITPR1-DT",0.00286521684586541,0.000142536330997051,20.1016598773311,8.39900180320721e-53,2.38359363994609e-50,0.634266974302445,235
"IZUMO1",0.00206675155846423,0.000102832492278545,20.098234640331,8.61372399154213e-53,2.42381433402682e-50,0.634187909743406,235
"NEURL1-AS1",0.00307981739153469,0.000153254760362155,20.0960634714171,8.75266996735231e-53,2.44221557643669e-50,0.634137782045721,235
"LINC00845",0.00261856398960735,0.000130312132955154,20.0945524428528,8.85069266893425e-53,2.44898666149411e-50,0.634102890681017,235
"AC113615.2",0.00252990629025619,0.000125931958546617,20.0894698967116,9.18854825311779e-53,2.52145914212003e-50,0.633985499334125,235
"MUC15",0.00163823907242451,8.15555922066161e-05,20.0873910433283,9.3304330547012e-53,2.53940737006802e-50,0.633937471001609,235
"TRHR",0.00364967137777084,0.000181745203671396,20.0812527871141,9.76231699322735e-53,2.63534937758635e-50,0.633795612594336,235
"AC139795.3",0.00220266721980213,0.00010969790990785,20.0793909533231,9.89723156145164e-53,2.65022319972936e-50,0.63375257145291,235
"AL390071.1",0.0026172389413673,0.000130369236591153,20.0755869237399,1.01787192800181e-52,2.70379355978976e-50,0.633664612345632,235
"AC108673.3",0.00258813857480121,0.000129039582132641,20.0569354924044,1.16793514549072e-52,3.07778718816458e-50,0.633232972169877,235
"ITIH2",0.00247092979249147,0.00012321290456222,20.0541477475171,1.19219401176291e-52,3.1169771627225e-50,0.633168403993758,235
"AC023855.1",0.00280261357665924,0.000139767019205454,20.0520379742768,1.21088821804382e-52,3.1411197181193e-50,0.633119529468843,235
"MMEL1",0.00230755926627214,0.000115131763131831,20.0427684203002,1.29656585934905e-52,3.33730021657564e-50,0.632904699702392,235
"MST1R",0.00259223208092846,0.000129350428147146,20.0403826880233,1.31958302941133e-52,3.37041806989028e-50,0.632849383707581,235
"AC084018.1",0.0022924809422029,0.000114399680827302,20.0392249840595,1.33089945256119e-52,3.37337293304135e-50,0.632822537351958,235
"LINC01001",0.00246471843135338,0.000123038123440523,20.0321523315887,1.40217638371547e-52,3.52711095794611e-50,0.632658475840729,235
"AC025576.1",0.00220516440865732,0.000110088817008891,20.0307757733398,1.41648746272131e-52,3.53631952723296e-50,0.632626534056688,235
"GPR52",0.00210869979008161,0.000105395174491015,20.0075553768487,1.68118833415949e-52,4.13497610721716e-50,0.632087219257611,235
"EIF4E1B",0.00199805752818517,9.98629400746831e-05,20.0079982292822,1.6757033830286e-52,4.13497610721716e-50,0.632097513859152,235
"AC012645.4",0.00264413074189383,0.00013216494815788,20.006293489672,1.6969162886555e-52,4.14297120944979e-50,0.63205788336476,235
"AL731567.1",0.00148536002234667,7.4261153226248e-05,20.0018442727558,1.75355606796133e-52,4.25000552413052e-50,0.631954427028079,235
"AC092295.1",0.00328243270431719,0.000164154634995654,19.9959794275933,1.83112134843791e-52,4.40583719228495e-50,0.631817999772563,235
"AL450998.3",0.00261973814881758,0.000131038537816894,19.9921198180511,1.88403255996785e-52,4.4683869372266e-50,0.631728184695457,235
"THEMIS",0.00237005347036935,0.000118546548435561,19.992597858365,1.87739690580797e-52,4.4683869372266e-50,0.631739310373302,235
"RPS6KA4",0.00317425282201275,0.000158790858694852,19.990148350496,1.91164758668201e-52,4.50172669987159e-50,0.631682297425907,235
"PPM1N",0.00320553925917367,0.00016039465089383,19.9853252044889,1.98092878201992e-52,4.63202530128093e-50,0.631570006237782,235
"CD8B",0.00277988988570554,0.000139202879915242,19.9700601553514,2.21722079300902e-52,5.13159030636065e-50,0.631214336743608,235
"SPDYE16",0.00289079290055571,0.000144759995569899,19.9695564314926,2.22548188205015e-52,5.13159030636065e-50,0.631202593113059,235
"RASGRP3",0.00276642781879802,0.00013864084226363,19.9539167075858,2.49790587918682e-52,5.72003219396683e-50,0.630837749607287,235
"AC105935.1",0.00203739948701808,0.000102114588308596,19.9520903013481,2.53182394563565e-52,5.75799193773194e-50,0.630795114784828,235
"AL022328.3",0.0018944108577893,9.5006428344401e-05,19.9398176607798,2.7720212878134e-52,6.2613737986773e-50,0.630508473445358,235
"AL359881.3",0.00255818676095662,0.000128319216601403,19.9361157955249,2.8488601214094e-52,6.39145618049174e-50,0.630421959485622,235
"RASL11B",0.0035182983593478,0.000176556991145872,19.9272673175596,3.04128403314982e-52,6.77736879440984e-50,0.630215068211095,235
"STAR",0.00187783480447208,9.42659810401878e-05,19.92059896636,3.19485547395527e-52,7.07213207714738e-50,0.630059059366047,235
"AL713852.1",0.00331253885803858,0.000166372726431518,19.9103478622266,3.44622625986901e-52,7.57804614123778e-50,0.629819075643077,235
"CARS-AS1",0.00270982396414453,0.000136141067939916,19.9045299493351,3.59760629548539e-52,7.85887627863796e-50,0.629682791725236,235
"TKFC",0.00242905977069625,0.000122131641182059,19.888865384813,4.03913931637328e-52,8.76572430463126e-50,0.629315550301177,235
"AL731563.3",0.00265188440066649,0.000133352255486288,19.8863108163864,4.11612613260866e-52,8.87479559137259e-50,0.62925561914219,235
"PDE6C",0.00314429672430107,0.000158125231097194,19.8848514084914,4.16076621161114e-52,8.91316653486041e-50,0.629221375628637,235
"AP002833.2",0.00268197439155274,0.000134910597820927,19.8796420360737,4.32410194112499e-52,9.20368467007142e-50,0.629099111937889,235
"AC002306.1",0.00236830221527295,0.000119139343263747,19.8784226133434,4.36325465071039e-52,9.22786671478903e-50,0.629070485133833,235
"LINC02275",0.00142740931461309,7.18241450587325e-05,19.8736694108348,4.51928854971372e-52,9.49737069649965e-50,0.628958874949501,235
"KCNQ5-IT1",0.00329098931661679,0.00016560578645219,19.8724295033428,4.56090245131458e-52,9.52454119455656e-50,0.628929753965047,235
"AC005234.1",0.00350330504769083,0.000176335051942178,19.8673208140126,4.73644910956903e-52,9.72587988277574e-50,0.628809740103383,235
"AC067751.1",0.00266383968003359,0.000134085583220489,19.8667121106764,4.75781189928066e-52,9.72587988277574e-50,0.628795437263204,235
"CCDC61",0.00332247423954449,0.000167242235847228,19.866239067621,4.77448024603194e-52,9.72587988277574e-50,0.62878432160485,235
"LINC00850",0.00388745302409377,0.000195668096427808,19.8675874864865,4.72712038303832e-52,9.72587988277574e-50,0.628816005957745,235
"AC025253.1",0.00284823163405673,0.000143474359904793,19.8518511317755,5.3103970555596e-52,1.07516112093171e-49,0.628446039413749,235
"AL136369.2",0.00364898402166146,0.000183851419974606,19.8474617284189,5.48559184094305e-52,1.10390055446469e-49,0.628342763975163,235
"PKLR",0.00258790970425563,0.000130487913792334,19.8325624883096,6.12460712181116e-52,1.22506900525673e-49,0.627991951478472,235
"FAM242F",0.00248918517156788,0.000125628754237136,19.8138172003943,7.03557172408601e-52,1.3988570271051e-49,0.627550014820091,235
"HTATIP2",0.00320237513001804,0.000161676684423474,19.8072785908336,7.38429156920633e-52,1.45945248371385e-49,0.627395712741775,235
"AL360020.1",0.00329755763182608,0.000166631322144255,19.7895425025275,8.41988904387901e-52,1.64802273664535e-49,0.626976778403652,235
"AC078777.1",0.00242213988370613,0.000122396702282265,19.7892577050019,8.43765405462322e-52,1.64802273664535e-49,0.626970046738735,235
"AC004839.2",0.00297986075855962,0.000150727096563881,19.7699075115979,9.7369229367304e-52,1.89067128181986e-49,0.626512330329781,235
"ADAMTS4",0.0013566128962772,6.86585906733217e-05,19.7588223552676,1.05696686513996e-51,2.03000454514691e-49,0.626249813925421,235
"C19orf71",0.00275057397770779,0.000139208022710911,19.758731746516,1.05767614236362e-51,2.03000454514691e-49,0.626247667234045,235
"AC130469.1",0.00255301071400866,0.000129229175196207,19.7556837311114,1.08181557405655e-51,2.0644025471824e-49,0.626175445396329,235
"TCP10L2",0.00250864728743818,0.000127037421200359,19.7473096016459,1.15101563353391e-51,2.18390417690628e-49,0.625976936505424,235
"AC103706.1",0.00338597400799454,0.000171481363946858,19.7454343146224,1.16711010573485e-51,2.20185931538751e-49,0.625932465439732,235
"AC046168.2",0.00301282589413842,0.000152623614576164,19.7402341865971,1.21292887414515e-51,2.27537233543026e-49,0.625809114963214,235
"AC023983.1",0.0022403492760376,0.0001135780902546,19.7251888195651,1.35589884975071e-51,2.52928457343386e-49,0.62545195368525,235
"ZSWIM8-AS1",0.00228789006318464,0.000115999243526654,19.7233188219795,1.37480979563887e-51,2.55023376840184e-49,0.625407533304344,235
"AC016576.1",0.00242356917550933,0.000122890261366369,19.7214095613647,1.39439043026049e-51,2.57218554702052e-49,0.625362173734572,235
"AC002401.1",0.00197546469982706,0.000100183653911362,19.7184333242115,1.42547222495788e-51,2.61499335676803e-49,0.625291452144885,235
"FAM27E3",0.00317085381143256,0.000160831475536268,19.7153809654474,1.45807004480547e-51,2.66009658064399e-49,0.625218905101188,235
"AC073023.1",0.00189212595532688,9.60197512350492e-05,19.7055910996384,1.56774568930025e-51,2.84455889986479e-49,0.624986110354346,235
"AL008729.2",0.00265249151575906,0.000134690353324473,19.6932553095998,1.7177881511259e-51,3.09986074836871e-49,0.624692528562183,235
"AL158206.1",0.00271584729395968,0.000137929889208575,19.6900563724286,1.75899313993149e-51,3.15705990369109e-49,0.624616351436252,235
"AP002892.1",0.00221078794483379,0.000112309753352818,19.6847368891343,1.82971643211859e-51,3.26633894688525e-49,0.624489636125264,235
"FP700111.1",0.00345594348903734,0.00017568018937957,19.6717882718724,2.01400762902933e-51,3.57610210236844e-49,0.624180972884397,235
"AC007620.2",0.0024398943779601,0.000124106151679377,19.6597376112625,2.20218831988632e-51,3.88082763040875e-49,0.623893441403989,235
"AL138808.1",0.0031741584954653,0.000161458195706796,19.6593209875174,2.20900018716797e-51,3.88082763040875e-49,0.623883495952434,235
"AL355474.1",0.00229041136314189,0.000116519923018015,19.6568218019487,2.25030765427583e-51,3.93259028171445e-49,0.623823829920211,235
"AC048382.6",0.00169460569084758,8.621366856116e-05,19.6558819399435,2.26604148506102e-51,3.93935295654272e-49,0.623801388540483,235
"AC106881.1",0.00326204596912963,0.000166121089456648,19.6365553572951,2.61516679844856e-51,4.52260408206698e-49,0.623339565807515,235
"ACKR1",0.0029859557175892,0.000152102790318914,19.6311698906281,2.72171927706138e-51,4.68248533033917e-49,0.623210755189136,235
"AC016588.2",0.00334112159771398,0.000170308716315274,19.6180305389005,3.00029341571934e-51,5.13514136987345e-49,0.622896264230962,235
"AL354916.1",0.00295170734687582,0.000150574351743635,19.6029889067783,3.3544389588459e-51,5.68269342803669e-49,0.62253585620181,235
"AC010776.2",0.00244841392723102,0.00012489670763764,19.6035105611794,3.34148290509019e-51,5.68269342803669e-49,0.622548362305936,235
"AC234031.1",0.00265732908864917,0.000135593759355283,19.5977241230286,3.48804785113355e-51,5.8790426826923e-49,0.622409610902106,235
"AL133375.1",0.00195397733043538,9.97226519804447e-05,19.5941172003584,3.58264841580868e-51,6.00799282820765e-49,0.622323090616652,235
"CCNI2",0.00255519916358448,0.000130433275633992,19.5900865876788,3.69140535562645e-51,6.15926750895581e-49,0.622226379090985,235
"LAYN",0.00218952924531589,0.000111776845991434,19.5883970950807,3.73797045432147e-51,6.2057785482645e-49,0.622185832171519,235
"LINC02416",0.00183453947753845,9.36782356241102e-05,19.5834119346531,3.87882734610301e-51,6.40759120398031e-49,0.622066160635437,235
"AP001469.1",0.00267310238402559,0.000136698005375104,19.5548016716886,4.79640853193209e-51,7.88415588585511e-49,0.62137847808583,235
"CADM3-AS1",0.00358146054830894,0.000183161410860532,19.5535758950669,4.84025007549299e-51,7.91702775894922e-49,0.621348981643421,235
"SMCR8",0.00306712061802971,0.000156875998738079,19.5512420172738,4.92483718768749e-51,8.01589676372428e-49,0.62129281284478,235
"AL034349.1",0.00138938514798127,7.10783253599882e-05,19.5472408915727,5.07331038433136e-51,8.21727795128481e-49,0.621196495674211,235
"REP15",0.00274434036812681,0.000140424344111586,19.5431952022938,5.22799694986659e-51,8.4267189671539e-49,0.621099075977891,235
"FGF17",0.00358430148323674,0.000183414822547343,19.5420491836835,5.27266741457831e-51,8.45766419486271e-49,0.621071474550288,235
"LRRC53",0.00280011828449878,0.000143307006536764,19.5392978485001,5.38147831008417e-51,8.59070220230936e-49,0.621005199867702,235
"Z83818.2",0.00199656023793765,0.000102208096957622,19.5342668278569,5.58629761981212e-51,8.87499646737998e-49,0.620883975869285,235
"FNDC11",0.00185192717871358,9.48914821509027e-05,19.5162635964367,6.38533599662711e-51,1.00961284015241e-48,0.620449802838795,235
