gene,loeuf,exp_lof,n_metabolites,is_hit,is_recurrent,mean_expr
G2E3,0.49985,92.835,0,FALSE,FALSE,6.876291078963041
G2E3-AS1,NA,NA,0,FALSE,FALSE,5.003314608641613
G3BP1,0.79247,58.556,0,FALSE,FALSE,5.816771606839244
G3BP2,0.32103,56.715,0,FALSE,FALSE,6.456937617620524
G6PC3,1.0536,38.62,0,FALSE,FALSE,3.2679057801925286
G6PD,0.16489,38.181,0,FALSE,FALSE,2.7794284110141168
GAA,1.011,103.92,0,FALSE,FALSE,2.8483794762048333
GAB1,0.41918,66.51,0,FALSE,FALSE,7.216841945533354
GAB2,0.55104,65.47,0,FALSE,FALSE,7.588289231331969
GAB3,0.48162,40.369,0,FALSE,FALSE,3.723669799794671
GABARAP,0.62908,16.712,0,FALSE,FALSE,6.091298240246138
GABARAPL1,0.63198,14.484,0,FALSE,FALSE,3.7400775866624545
GABARAPL2,1.0753,16.933,0,FALSE,FALSE,5.6493198640615345
GABBR1,0.39443,117.65,0,FALSE,FALSE,5.987802745500722
GABBR2,0.30866,105.57,0,FALSE,FALSE,6.995807777318591
GABPA,0.15405,59.419,0,FALSE,FALSE,5.347016184850421
GABPB1,0.50323,45.898,0,FALSE,FALSE,5.005304583029487
GABPB1-AS1,NA,NA,0,FALSE,FALSE,7.110276490084123
GABPB1-IT1,NA,NA,0,FALSE,FALSE,4.3447936894291095
GABPB2,0.83309,39.114,0,FALSE,FALSE,4.845857968794622
GABRA1,0.32116,48.902,0,FALSE,FALSE,4.681074373270975
GABRA2,0.49909,48.691,0,FALSE,FALSE,7.03095876071986
GABRA3,0.56322,30.117,0,FALSE,FALSE,5.302555077164382
GABRA4,0.39117,49.703,1,TRUE,FALSE,4.090887175800378
GABRA5,0.56383,47.34,0,FALSE,FALSE,3.385428441764228
GABRA6,1.2191,47.326,0,FALSE,FALSE,2.3982762153234582
GABRB1,0.49383,51.635,2,TRUE,FALSE,7.641870640547249
GABRB2,0.44407,54.724,0,FALSE,FALSE,7.553321826246907
GABRB3,0.42032,52.071,0,FALSE,FALSE,8.104027883742523
GABRD,0.73866,47.269,0,FALSE,FALSE,0.8446386055127784
GABRG1,1.2476,49.834,0,FALSE,FALSE,4.2671955823280925
GABRG2,0.43051,56.447,0,FALSE,FALSE,5.604281243624859
GABRG3,0.71599,48.766,0,FALSE,FALSE,8.266895995916471
GABRG3-AS1,NA,NA,0,FALSE,FALSE,6.373075334888898
GABRQ,0.91279,30.543,0,FALSE,FALSE,0.2901464657540193
GABRR1,1.3215,55.454,0,FALSE,FALSE,0.6019843206448705
GABRR2,1.0119,46.983,0,FALSE,FALSE,1.3513324469968082
GACAT1,NA,NA,0,FALSE,FALSE,0.30453376377495206
GACAT2,NA,NA,0,FALSE,FALSE,0.5296936271956608
GACAT3,NA,NA,0,FALSE,FALSE,0.681600800835046
GAD1,0.61731,75.172,0,FALSE,FALSE,6.914379211702757
GAD2,0.39216,80.108,1,TRUE,FALSE,6.432629861719067
GADD45A,0.88512,17.744,0,FALSE,FALSE,2.9071072108163887
GADD45B,0.94755,15.234,0,FALSE,FALSE,2.111299178278878
GADD45G,0.7616,17.264,0,FALSE,FALSE,3.0141217271140532
GADD45GIP1,1.1527,22.122,0,FALSE,FALSE,4.698388829674123
GADL1,1.2452,69.467,0,FALSE,FALSE,2.4961198441832964
GAGE10,1.3694,11.469,0,FALSE,FALSE,0.5625060671239591
GAK,0.66192,143.91,0,FALSE,FALSE,4.81320019642907
GAL3ST1,0.82567,25.033,0,FALSE,FALSE,1.246622636595899
GAL3ST2,1.8833,12.903,0,FALSE,FALSE,0.4655769371668075
GAL3ST3,1.4548,20.787,0,FALSE,FALSE,1.7159711455014535
GAL3ST4,1.2885,31.579,0,FALSE,FALSE,3.221614077819406
GALC,1.0139,91.795,0,FALSE,FALSE,4.679056430983205
GALE,0.97416,44.123,0,FALSE,FALSE,3.3265397687108424
GALK1,1.0536,38.622,0,FALSE,FALSE,1.4899101458208799
GALK2,0.90658,52.44,0,FALSE,FALSE,6.5172946364209805
GALM,1.484,37.365,0,FALSE,FALSE,3.664041449274197
GALNS,1.2117,65.948,0,FALSE,FALSE,3.2557305164865067
GALNT1,0.38791,65.735,0,FALSE,FALSE,7.0459391399541476
GALNT10,0.70904,75.028,0,FALSE,FALSE,5.947098774840867
GALNT11,0.82433,72.709,0,FALSE,FALSE,7.01109677005133
GALNT12,1.0391,55.526,0,FALSE,FALSE,1.9389418842215433
GALNT13,0.59802,64.193,1,TRUE,FALSE,8.297603335476596
GALNT14,0.96027,77.467,0,FALSE,FALSE,6.179724241622557
GALNT15,1.229,66.807,0,FALSE,FALSE,2.1753155189992115
GALNT16,0.68379,76.148,0,FALSE,FALSE,4.47164117664627
GALNT16-AS1,NA,NA,0,FALSE,FALSE,4.364439285626976
GALNT17,0.62116,63.656,0,FALSE,FALSE,7.4345757383706434
GALNT18,0.81396,69.503,0,FALSE,FALSE,6.709124960561703
GALNT2,0.51379,81.429,0,FALSE,FALSE,6.696813788768061
GALNT3,0.92228,69.829,0,FALSE,FALSE,2.7614553233043484
GALNT4,0.7232,45.057,0,FALSE,FALSE,2.039489835979992
GALNT5,1.0262,85.359,0,FALSE,FALSE,0.22815666690310843
GALNT6,0.97731,65.897,0,FALSE,FALSE,0.6126455447763772
GALNT7,0.90612,82.097,1,TRUE,FALSE,5.969559861037269
GALNT7-DT,NA,NA,0,FALSE,FALSE,3.236587079045223
GALNT8,1.2925,62.674,0,FALSE,FALSE,5.873592808938661
GALNT9,0.95027,63.072,0,FALSE,FALSE,1.4008594388798685
GALNTL5,1.1087,51.027,0,FALSE,FALSE,0.28289476775312183
GALNTL6,0.79754,73.747,3,TRUE,FALSE,9.327984076040432
GALR1,1.0182,17.881,0,FALSE,FALSE,2.0671857089089913
GALR3,1.5164,6.9327,0,FALSE,FALSE,0.14163977462187052
GALT,0.98116,55.367,0,FALSE,FALSE,3.561995433567399
GAMT,1.3402,26.919,0,FALSE,FALSE,3.247672368394238
GAN,0.85605,71.321,0,FALSE,FALSE,5.425453490212687
GANAB,0.35712,129.94,0,FALSE,FALSE,4.382908246559072
GANC,1.0981,124.23,0,FALSE,FALSE,4.589661895168315
GAP43,0.63631,18.611,2,TRUE,FALSE,7.392469089354086
GAPDH,0.66217,31.214,1,TRUE,FALSE,7.002053101688358
GAPDHS,1.1155,48.699,0,FALSE,FALSE,0.6364613138866319
GAPLINC,NA,NA,0,FALSE,FALSE,0.48571062428279416
GAPVD1,0.29845,155.48,0,FALSE,FALSE,6.335308661245616
GAR1,0.62137,29.302,0,FALSE,FALSE,3.5592659214965146
GAR1-DT,NA,NA,0,FALSE,FALSE,0.48877056310138123
GAREM1,0.50589,71.313,0,FALSE,FALSE,7.54259317885926
GAREM2,0.73173,55.609,0,FALSE,FALSE,3.090849469410078
GARIN1A,NA,NA,0,FALSE,FALSE,2.770198582034711
GARIN1B,NA,NA,0,FALSE,FALSE,0.6655393364804314
GARIN2,NA,NA,0,FALSE,FALSE,2.439350248897522
GARIN5A,NA,NA,0,FALSE,FALSE,1.262588352637341
GARIN6,NA,NA,0,FALSE,FALSE,1.468872131146329
GARNL3,0.62164,125,0,FALSE,FALSE,7.185782113979537
GARRE1,0.60215,103.25,0,FALSE,FALSE,6.12857318556162
GARS1,0.68049,86.431,0,FALSE,FALSE,5.416074680323077
GARS1-DT,NA,NA,0,FALSE,FALSE,6.467257011539417
GART,0.51724,107.2,0,FALSE,FALSE,5.6300913908462284
GAS1,0.78528,21.6,0,FALSE,FALSE,3.288972770883276
GAS1RR,NA,NA,0,FALSE,FALSE,1.979330621502844
GAS2,0.77433,37.532,0,FALSE,FALSE,4.788588452015522
GAS2L1,NA,NA,0,FALSE,FALSE,2.8171601615301753
GAS2L2,0.85853,35.224,0,FALSE,FALSE,0.2788615965115843
GAS2L3,1.0372,37.011,0,FALSE,FALSE,5.852596933115945
GAS5,NA,NA,0,FALSE,FALSE,6.861638430319843
GAS5-AS1,NA,NA,0,FALSE,FALSE,0.5339588401994804
GAS6,0.70147,75.837,0,FALSE,FALSE,4.006018895512787
GAS6-AS1,NA,NA,0,FALSE,FALSE,1.8958798259703855
GAS6-DT,NA,NA,0,FALSE,FALSE,0.22605248073275055
GAS7,0.53976,71.122,0,FALSE,FALSE,6.839509386923854
GAS8,1.3511,59.14,0,FALSE,FALSE,4.821355220270607
GAS8-AS1,NA,NA,0,FALSE,FALSE,0.19573971980014054
GASAL1,NA,NA,0,FALSE,FALSE,0.32362928996963697
GASK1A,1.2652,41.156,0,FALSE,FALSE,4.032814449374022
GASK1B,1.057,42.823,0,FALSE,FALSE,3.479388665514801
GASK1B-AS1,NA,NA,0,FALSE,FALSE,2.975354446898105
GATA2-AS1,NA,NA,0,FALSE,FALSE,0.833889322980193
GATA3,0.32857,36.042,0,FALSE,FALSE,0.08025101741585122
GATA4,0.34705,37.886,0,FALSE,FALSE,0.47411177611628336
GATAD1,0.73438,26.475,0,FALSE,FALSE,5.455713456619993
GATAD2A,0.28404,68.45,0,FALSE,FALSE,4.971838114170744
GATAD2B,0.22435,64.339,0,FALSE,FALSE,7.3465643215624645
GATB,0.81806,62.269,0,FALSE,FALSE,3.7968644530009574
GATC,1.2683,14.356,0,FALSE,FALSE,4.715147354462972
GATD1,1.2571,25.921,0,FALSE,FALSE,3.6774588775650607
GATD1-DT,NA,NA,0,FALSE,FALSE,3.9897837072053792
GATD3,NA,NA,0,FALSE,FALSE,2.81853774875575
GATM,0.60152,54.171,0,FALSE,FALSE,4.571768237354305
GAU1,NA,NA,0,FALSE,FALSE,3.5189063015974185
GBA1,NA,NA,0,FALSE,FALSE,1.5781819765041307
GBA2,0.8438,112.89,0,FALSE,FALSE,4.389247741075257
GBA3,NA,NA,0,FALSE,FALSE,0.5557621060570088
GBAP1,NA,NA,0,FALSE,FALSE,2.502901389582446
GBE1,0.96122,88.85,0,FALSE,FALSE,5.74690971888806
GBF1,0.63263,210.53,0,FALSE,FALSE,6.651981878871531
GBGT1,1.2779,20.888,0,FALSE,FALSE,1.7571207643613784
GBP1,1.1347,69.451,0,FALSE,FALSE,0.35589039078436985
GBP2,1.1136,60.829,0,FALSE,FALSE,0.8399733999708973
GBP3,1.1027,62.441,0,FALSE,FALSE,0.7041531675278393
GBP4,1.3563,62.16,0,FALSE,FALSE,1.3343548887806145
GBP7,0.90511,61.262,0,FALSE,FALSE,0.5630539716864784
GBX1,0.6865,22.877,0,FALSE,FALSE,0.8334812328893251
GBX2-AS1,NA,NA,0,FALSE,FALSE,2.5428407602258525
GCA,1.2501,32.551,0,FALSE,FALSE,4.660316882491215
GCAT,0.90796,39.734,0,FALSE,FALSE,2.069078564923685
GCC1,0.76045,62.517,0,FALSE,FALSE,1.7914737103877556
GCC2,0.66313,210.58,0,FALSE,FALSE,6.137709793929217
GCC2-AS1,NA,NA,0,FALSE,FALSE,1.788153634628313
GCDH,0.79249,52.792,0,FALSE,FALSE,3.382602854178842
GCFC2,1.2094,99.42,0,FALSE,FALSE,6.182206711297103
GCG,0.79833,22.807,0,FALSE,FALSE,0.16398255966581668
GCH1,0.40584,25.904,0,FALSE,FALSE,1.891280245645503
GCHFR,1.8282,10.635,0,FALSE,FALSE,1.1195760281286
GCK,0.80476,50.562,0,FALSE,FALSE,1.703020029081237
GCKR,1.0693,82.945,0,FALSE,FALSE,0.7731945456600056
GCLC,0.49933,81.49,0,FALSE,FALSE,4.21249774576168
GCLC-AS1,NA,NA,0,FALSE,FALSE,0.5402938218254939
GCLM,0.64201,35.976,0,FALSE,FALSE,3.8390975562268657
GCM2,1.2201,24.786,0,FALSE,FALSE,0.9091810341511443
GCN1,0.3718,288.43,0,FALSE,FALSE,4.252517135673596
GCNA,0.19998,38.772,0,FALSE,FALSE,3.2891934964366487
GCNT1,0.92653,26.228,0,FALSE,FALSE,4.489213089926453
GCNT2,1.3248,34.168,0,FALSE,FALSE,4.902027505905732
GCNT3,NA,NA,0,FALSE,FALSE,0.6589710106932817
GCNT4,0.81407,31.323,0,FALSE,FALSE,1.660380952616075
GCNT7,NA,NA,0,FALSE,FALSE,2.977923529618248
GCOM1,NA,NA,0,FALSE,FALSE,0.7330485677760888
GCSAML,1.211,12.969,0,FALSE,FALSE,0.48923953857287295
GCSH,1.0847,21.294,0,FALSE,FALSE,4.238247978998897
GCSIR,NA,NA,0,FALSE,FALSE,0.7569046564483352
GDA,0.44804,59.574,0,FALSE,FALSE,4.599908431373285
GDAP1,1.1276,40.145,0,FALSE,FALSE,8.086303930128139
GDAP1L1,0.81405,37.148,0,FALSE,FALSE,5.183834948185661
GDAP2,0.9613,66.995,0,FALSE,FALSE,5.686083538549087
GDE1,1.0482,32.2,0,FALSE,FALSE,3.2257938615192625
GDF10,1.0159,32.074,0,FALSE,FALSE,0.6299981332607247
GDF11,0.5653,34.393,0,FALSE,FALSE,3.8575001005580067
GDF15,1.8993,8.9309,0,FALSE,FALSE,0.5086573899255016
GDF5,0.73632,34.631,0,FALSE,FALSE,1.230228047121108
GDF6,0.23941,32.386,0,FALSE,FALSE,0.33999873700384853
GDF7,1.4508,13.401,0,FALSE,FALSE,0.440410697001282
GDF9,1.2031,33.821,0,FALSE,FALSE,0.6631273525279971
GDI1,0.14971,31.688,0,FALSE,FALSE,5.504471401341082
GDI2,0.58004,54.159,0,FALSE,FALSE,6.207494750555164
GDNF,0.76725,13.702,0,FALSE,FALSE,0.6757855616292078
GDNF-AS1,NA,NA,0,FALSE,FALSE,2.826485827606967
GDPD1,0.85065,45.129,0,FALSE,FALSE,5.688296133251959
GDPD2,0.6625,49.185,0,FALSE,FALSE,1.4867413225739925
GDPD3,1.1906,43.735,0,FALSE,FALSE,1.649501016408692
GDPD4,1.0967,67.829,0,FALSE,FALSE,1.5929224909132536
GDPD5,0.81301,75.096,0,FALSE,FALSE,3.3178439180728363
GDPGP1,1.3887,19.221,0,FALSE,FALSE,1.7935428489556136
GEM,1.2689,32.971,0,FALSE,FALSE,1.8744521671960372
GEMIN2,1.0631,45.786,0,FALSE,FALSE,3.8600700407171473
GEMIN4,0.95452,76.775,0,FALSE,FALSE,1.5091291672041898
GEMIN5,0.81365,176.91,0,FALSE,FALSE,4.6393960615884895
GEMIN6,1.4619,14.138,0,FALSE,FALSE,2.499947435161715
GEMIN7,1.6898,7.7808,0,FALSE,FALSE,1.785004761233068
GEMIN7-AS1,NA,NA,0,FALSE,FALSE,3.704048069149843
GEMIN8,NA,NA,0,FALSE,FALSE,4.7201297797873645
GEN1,1.1665,67.558,0,FALSE,FALSE,4.569631232610399
GET1,1.2885,22.556,0,FALSE,FALSE,5.173100939570857
GET3,0.71305,32.392,0,FALSE,FALSE,3.162020859099529
GET4,0.72678,39.988,0,FALSE,FALSE,0.9143497928831034
GFAP,1.0108,49.274,0,FALSE,FALSE,3.9852016917916333
GFER,1.858,18.166,0,FALSE,FALSE,1.8271738123333587
GFI1B,0.82426,35.258,0,FALSE,FALSE,0.4797118869568308
GFM1,0.79642,96.179,0,FALSE,FALSE,5.438310566060647
GFM2,0.91862,95.359,0,FALSE,FALSE,5.383326794182191
GFOD1,0.6193,25.359,0,FALSE,FALSE,5.936995064230908
GFOD2,0.63727,24.644,0,FALSE,FALSE,5.106243103797553
GFPT1,0.56575,92.036,0,FALSE,FALSE,6.030014131272227
GFPT2,0.89521,85.565,0,FALSE,FALSE,4.096087335247008
GFRA1,0.47097,51.598,0,FALSE,FALSE,3.3999400782191147
GFRA2,0.52808,48.287,0,FALSE,FALSE,3.9073990823595066
GFRA3,0.84317,40.03,0,FALSE,FALSE,0.27402180043041796
GFRAL,1.0473,45.393,0,FALSE,FALSE,1.3949428547111498
GFUS,1.3077,41.54,0,FALSE,FALSE,2.1580167284938727
GFY,1.3177,29.134,0,FALSE,FALSE,2.7162717760355224
GGA1,0.3472,76.876,0,FALSE,FALSE,4.85822039835381
GGA2,0.76777,79.521,0,FALSE,FALSE,5.57402646716319
GGA3,0.91649,77.545,0,FALSE,FALSE,3.82412195877101
GGACT,NA,NA,0,FALSE,FALSE,0.4223741447615717
GGCT,1.3156,22.09,0,FALSE,FALSE,3.86386818515843
GGCX,0.87766,88.534,0,FALSE,FALSE,4.797831995046062
GGH,0.68074,39.21,0,FALSE,FALSE,4.359514447057322
GGN,1.0475,35.546,0,FALSE,FALSE,0.16808086726871072
GGNBP2,0.19746,85.903,0,FALSE,FALSE,5.741517199451513
GGPS1,0.8208,28.14,0,FALSE,FALSE,5.05018453497219
GGT1,0.54032,55.967,0,FALSE,FALSE,1.7302853398779892
GGT5,1.0898,58.07,0,FALSE,FALSE,1.4248254251483465
GGT7,0.58803,69.198,0,FALSE,FALSE,5.347568929648302
GGTA1,4.036,2.6048,0,FALSE,FALSE,2.9435794634218344
GHDC,0.98985,51.462,0,FALSE,FALSE,1.088324105953208
GHET1,NA,NA,0,FALSE,FALSE,0.3989334546262436
GHITM,0.87174,38.719,0,FALSE,FALSE,4.470357997603034
GHR,0.69201,67.057,1,TRUE,FALSE,5.1832775109183356
GHRH,0.84423,15.574,0,FALSE,FALSE,0.39861562961992325
GHRHR,0.89308,58.303,0,FALSE,FALSE,0.3197231425585901
GHRL,1.9964,16.907,0,FALSE,FALSE,1.6225947592836691
GHRLOS,NA,NA,0,FALSE,FALSE,1.515951407690528
GHSR,1.0637,23.972,0,FALSE,FALSE,0.11703357900670405
GID4,0.40548,32.426,0,FALSE,FALSE,3.2477227811439584
GID8,0.43271,27.368,0,FALSE,FALSE,4.4557421994831
GIGYF1,0.68472,147.08,0,FALSE,FALSE,5.350797913493228
GIGYF2,0.16779,208.1,0,FALSE,FALSE,7.587405118125545
GIHCG,NA,NA,0,FALSE,FALSE,3.4789274505731735
GIN1,1.0358,51.357,0,FALSE,FALSE,3.968949054529978
GINM1,1.0457,37.813,0,FALSE,FALSE,4.8837918019809345
GINS1,1.0323,34.949,0,FALSE,FALSE,3.9840174668694917
GINS2,1.5342,21.24,0,FALSE,FALSE,2.6877798874705654
GINS3,1.3326,20.03,0,FALSE,FALSE,3.4094357963234194
GINS4,0.93413,31.111,0,FALSE,FALSE,1.9881313242447414
GIPC1,0.80942,28.535,0,FALSE,FALSE,4.104806077116608
GIPC2,1.33,30.594,0,FALSE,FALSE,3.085194696904799
GIPC3,0.88928,27.327,0,FALSE,FALSE,0.25136329525004764
GIPR,1.4444,62.162,0,FALSE,FALSE,0.5102380633795568
GIT1,0.23862,91.72,0,FALSE,FALSE,4.191975293638076
GIT2,0.42832,100.35,0,FALSE,FALSE,5.7547304638741705
GJA1,0.50656,31.004,0,FALSE,FALSE,2.6323339571861215
GJA5,0.98622,7.862,0,FALSE,FALSE,0.6071955560703811
GJA9,11.878,0.39937,0,FALSE,FALSE,2.149027116794277
GJB3,1.4708,8.0516,0,FALSE,FALSE,0.1339601734403881
GJB6,1.9343,5.4349,0,FALSE,FALSE,0.6874643478538707
GJB7,NA,NA,0,FALSE,FALSE,2.5176444934947533
GJC1,0.35864,29.314,0,FALSE,FALSE,5.759404500228629
GJC2,NA,NA,0,FALSE,FALSE,0.5078582290759478
GJC3,1.2888,19.786,0,FALSE,FALSE,0.390329998928304
GJD2,0.80147,24.259,0,FALSE,FALSE,0.7489449786855132
GJD2-DT,NA,NA,0,FALSE,FALSE,1.3802448685836255
GJD3,NA,NA,0,FALSE,FALSE,0.17672499882580897
GK,0.27844,56.404,0,FALSE,FALSE,4.107550530954135
GK-AS1,NA,NA,0,FALSE,FALSE,2.824434694358531
GK3,NA,NA,0,FALSE,FALSE,0.2817247252720297
GK5,0.65925,77.269,0,FALSE,FALSE,5.301609362274388
GKAP1,0.73748,56.73,0,FALSE,FALSE,5.164519844738429
GLA,0.32485,28.178,0,FALSE,FALSE,3.222796573805275
GLB1,0.94478,74.049,0,FALSE,FALSE,5.069999306572255
GLB1L,0.95377,75.675,0,FALSE,FALSE,1.6324173512931055
GLB1L2,0.98948,84.092,0,FALSE,FALSE,2.322061659945918
GLB1L3,1.1865,89.469,0,FALSE,FALSE,1.7481465436529606
GLCCI1,0.64688,52.177,0,FALSE,FALSE,8.047449195145031
GLCCI1-DT,NA,NA,0,FALSE,FALSE,1.6988211644377837
GLCE,0.58225,47.882,0,FALSE,FALSE,6.933405964544768
GLDC,1.0092,121.29,0,FALSE,FALSE,4.834183446081617
GLDN,1.0613,56.476,0,FALSE,FALSE,2.4906402994929056
GLE1,0.96735,97.344,0,FALSE,FALSE,4.329091617407167
GLG1,0.31038,160.48,0,FALSE,FALSE,7.312338692388744
GLI1,0.73317,87.84,0,FALSE,FALSE,1.1939583536587668
GLI2,0.39823,78.887,0,FALSE,FALSE,5.104870818577553
GLI3,0.28823,100.83,1,TRUE,FALSE,8.220470897614257
GLI4,1.4661,30.875,0,FALSE,FALSE,2.6629665821469954
GLIDR,NA,NA,0,FALSE,FALSE,3.562048852635593
GLIPR1,1.646,30.261,0,FALSE,FALSE,2.957079667354591
GLIPR1-AS1,NA,NA,0,FALSE,FALSE,0.5898307721626961
GLIPR1L1,1.2072,29.885,0,FALSE,FALSE,3.1919169229582303
GLIPR1L2,1.065,28.396,0,FALSE,FALSE,2.853209011801054
GLIPR2,1.4796,20.438,0,FALSE,FALSE,1.9842286009701915
GLIS1,0.52928,63.771,0,FALSE,FALSE,1.3002837247800225
GLIS2,0.6149,35.593,0,FALSE,FALSE,2.374396635164315
GLIS2-AS1,NA,NA,0,FALSE,FALSE,1.0890901564653368
GLIS3,0.84768,78.601,0,FALSE,FALSE,6.991441194442802
GLIS3-AS1,NA,NA,1,TRUE,FALSE,1.0120881431188833
GLIS3-AS2,NA,NA,0,FALSE,FALSE,0.20421265836408545
GLMN,1.0353,87.784,0,FALSE,FALSE,6.157272045002063
GLMP,1.2128,39.199,0,FALSE,FALSE,2.0539576483593285
GLO1,1.4762,26.004,0,FALSE,FALSE,4.787144065434592
GLOD4,1.4465,39.109,0,FALSE,FALSE,4.231751379652976
GLP2R,1.0748,68.182,0,FALSE,FALSE,0.42963750230853137
GLRA1,1.008,48.287,0,FALSE,FALSE,2.0630825154305312
GLRA2,0.57604,31.608,0,FALSE,FALSE,7.415692694638522
GLRA3,0.93687,60.385,1,TRUE,FALSE,4.708760378215545
GLRB,0.81377,54.223,0,FALSE,FALSE,5.889714154611786
GLRX,1.4183,11.073,0,FALSE,FALSE,4.71679198421465
GLRX2,1.1874,16.374,0,FALSE,FALSE,2.924673806638134
GLRX3,0.63472,49.494,0,FALSE,FALSE,5.6176517610834376
GLRX5,1.2257,13.839,0,FALSE,FALSE,3.7418796637926297
GLS,0.54856,86.664,0,FALSE,FALSE,7.797629499213285
GLS2,0.82907,79.023,0,FALSE,FALSE,2.5107009236541242
GLT1D1,1.0535,28.706,0,FALSE,FALSE,4.369121569707312
GLT6D1,1.2732,12.336,0,FALSE,FALSE,0.18487529804054853
GLT8D1,1.1511,46.215,0,FALSE,FALSE,3.9248235497320465
GLT8D2,1.2958,44.523,0,FALSE,FALSE,3.9921785522423723
GLTP,1.3079,24.02,0,FALSE,FALSE,3.6133717013943736
GLUD1,0.56082,56.016,1,TRUE,FALSE,6.100387568013017
GLUD1P2,NA,NA,0,FALSE,FALSE,3.167902924678642
GLUD1P3,NA,NA,0,FALSE,FALSE,4.575285946612902
GLUD2,1.1265,16.163,0,FALSE,FALSE,0.13558224889354412
GLUL,0.39096,36.921,0,FALSE,FALSE,5.012942912062599
GLYAT,1.5291,22.835,0,FALSE,FALSE,1.1065756166872562
GLYATL1,1.1523,20.044,0,FALSE,FALSE,3.5430565886836836
GLYATL1B,2.1529,5.5008,0,FALSE,FALSE,0.6661953840098606
GLYATL2,1.6328,21.384,0,FALSE,FALSE,5.473063177740774
GLYCTK,1.2658,24.818,0,FALSE,FALSE,1.6532271288746432
GLYCTK-AS1,NA,NA,0,FALSE,FALSE,1.0459408014720906
GLYR1,0.41621,72.656,0,FALSE,FALSE,5.571779505530388
GM2A,1.0195,12.897,0,FALSE,FALSE,1.2399263437113455
GMCL1,0.89668,75.546,0,FALSE,FALSE,5.883408746641577
GMDS,0.58289,49.859,0,FALSE,FALSE,7.5279691848572785
GMDS-DT,NA,NA,0,FALSE,FALSE,6.477670859255851
GMEB1,0.22609,52.379,0,FALSE,FALSE,4.798822801098718
GMEB2,0.28762,45.713,0,FALSE,FALSE,3.3104361036407655
GMFB,0.80773,25.588,0,FALSE,FALSE,4.601191160887566
GMFG,1.159,26.091,0,FALSE,FALSE,1.4810648286510657
GMIP,0.64355,105.26,0,FALSE,FALSE,3.1644112971068745
GML,1.2762,8.2378,0,FALSE,FALSE,0.2717393122482628
GMNC,0.72373,33.578,0,FALSE,FALSE,0.25314064971023736
GMNN,1.0478,20.887,0,FALSE,FALSE,3.3441790538378875
GMPPA,1.0036,58.606,0,FALSE,FALSE,1.3835655159110758
GMPPB,1.2366,40.279,0,FALSE,FALSE,1.346419069685974
GMPR,1.0907,38.359,0,FALSE,FALSE,1.4411463334709151
GMPR2,1.1153,38.539,0,FALSE,FALSE,2.5234681876943736
GMPS,0.29657,77.882,0,FALSE,FALSE,6.002951251470646
GNA11,0.37747000000000003,38.24,0,FALSE,FALSE,3.140608990575288
GNA12,0.60342,26.027,0,FALSE,FALSE,6.010017616398819
GNA13,0.27289,33.543,0,FALSE,FALSE,5.873507122304903
GNA14,1.5061,42.022,0,FALSE,FALSE,3.877494417079574
GNA14-AS1,NA,NA,0,FALSE,FALSE,2.2625422126598216
GNA15,0.81357,40.052,0,FALSE,FALSE,1.3691328490269203
GNAI1,0.46759,38.939,0,FALSE,FALSE,7.474588817721027
GNAI2,0.24907,36.75,0,FALSE,FALSE,5.162883654149527
GNAI3,0.46503,41.809,0,FALSE,FALSE,5.972710433669678
GNAL,0.48423,55.122,5,TRUE,TRUE,6.696974467409853
GNAO1,NA,NA,0,FALSE,FALSE,7.521585223573909
GNAO1-AS1,NA,NA,0,FALSE,FALSE,1.1295521218919202
GNAO1-DT,NA,NA,0,FALSE,FALSE,6.670106839066125
GNAQ,0.32874,43.909,0,FALSE,FALSE,9.252493098180171
GNAS,0.26476,54.52,0,FALSE,FALSE,7.840652532727227
GNAS-AS1,NA,NA,0,FALSE,FALSE,2.741574336682453
GNAT2,1.0517,40.869,0,FALSE,FALSE,0.7761080413467364
GNAT3,1.1111,37.655,0,FALSE,FALSE,0.8748523568300033
GNAZ,0.30495,25.426,0,FALSE,FALSE,3.8891657405322753
GNB1,0.1468,42.888,0,FALSE,FALSE,7.748831609411621
GNB1-DT,NA,NA,0,FALSE,FALSE,0.37480093140882376
GNB1L,0.99753,29.134,0,FALSE,FALSE,3.0502780325451577
GNB2,0.32277,40.735,0,FALSE,FALSE,4.083326237523165
GNB3,1.0722,41.152,0,FALSE,FALSE,1.8893136034654257
GNB4,0.84969,45.18,0,FALSE,FALSE,6.523195731492605
GNB5,0.87967,55.334,0,FALSE,FALSE,5.076641517145125
GNE,0.86028,61.837,0,FALSE,FALSE,4.653616010769032
GNG10,1.9211,6.8441,0,FALSE,FALSE,4.013209310799208
GNG11,1.5973,7.4138,0,FALSE,FALSE,3.0924644750029815
GNG12,NA,NA,0,FALSE,FALSE,4.9497965964147586
GNG12-AS1,NA,NA,0,FALSE,FALSE,5.911526617820819
GNG2,1.9217,5.4706,0,FALSE,FALSE,7.58903816026721
GNG3,1.6281,5.6222,0,FALSE,FALSE,4.223226355131913
GNG4,1.5738,5.8161,0,FALSE,FALSE,5.257635246611724
GNG5,1.0077,6.2474,0,FALSE,FALSE,4.387963764543536
GNG5B,NA,NA,0,FALSE,FALSE,0.06738509185079447
GNG7,1.1803,4.0193,1,TRUE,FALSE,5.037534562785551
GNG8,1.6698,4.6434,0,FALSE,FALSE,2.9346346013421383
