"Compound.ID","Name","Formula","Sample10","Sample19","Sample32","Sample35","Sample01","Sample08","Sample09","Sample20"
"C18-Neg-000139","1,11-Undecanedicarboxylic Acid","C13 H24 O4",101830.461349949,94078.5047593122,81745.1077407332,67891.4768941139,76603.657395226,78595.6527992056,73867.0313469884,55248.4739858909
"C8-Pos-000542","1,2-Bis(O-Octanoyl)-Sn-Glycerylphophorylcholine","C24 H48 N O8 P",121613.119435261,163406.375162575,161543.965270599,144714.203925509,220962.668260336,289074.905671996,176358.771131177,54702.2969873864
"C8-Pos-000252","1,2-Cyclohexane Dicarboxylic Acid Diisononyl Ester","C26 H48 O4",1012106.90650278,5178125.46031698,1695389.5286143,4579484.51364885,2086658.06332705,1671245.11659827,1016880.19697569,925853.467164593
"C8-Pos-000061","1,2-Di-(9z,12z,15z-Octadecatrienoyl)-Sn-Glycero-3-Phosphocholine","C44 H76 N O8 P",47272472.9952872,NA,72869453.3733914,80711931.7104523,92137581.1447166,NA,57682078.7570589,38631895.7694472
"C8-Pos-000151","1,2-Diarachidonoyl-Sn-Glycero-3-Phosphocholine","C48 H80 N O8 P",9604753.81471503,12593431.2480752,11537147.6177212,12010634.5628928,16628857.3860272,11887601.2856025,10696183.2477489,10008130.9439009
"C8-Pos-000223","1,2-Dihydroxyheptadec-16-Yn-4-Yl Acetate","C19 H34 O4",2871063.05586489,NA,4791288.69940996,NA,5373083.74989531,6711542.26294819,4305211.17685471,3266905.65005717
"C8-Pos-000165","1,2-Dilinolenoyl-Sn-Glycero-3-Phosphoethanolamine","C41 H70 N O8 P",5828527.29554278,10467873.6319372,8747881.12138463,8579131.62594968,9214572.25294699,13593173.3293563,6571385.59536466,NA
"C8-Pos-000016","1,2-Dilinoleoyl-Sn-Glycero-3-Phosphocholine","C44 H80 N O8 P",450350747.485388,779091412.902727,676499392.53529,607790238.194414,664351433.924971,760532194.685799,486748766.679337,523281886.92455
"C8-Pos-000053","1,2-Dilinoleoyl-Sn-Glycero-3-Phosphoethanolamine","C41 H74 N O8 P",44625606.6853289,77624340.0963603,78231158.0226542,67278322.6608085,66644810.0978992,120608840.195802,64293482.9088989,60477565.2636902
"C8-Pos-000387","1,2-Dimyristoyl-Sn-Glycero-3-Phosphoethanolamine","C33 H66 N O8 P",448576.535473632,736596.787861968,517692.564023508,1097227.37668398,1115130.14274142,1491432.74375365,508574.382432754,433286.037829401
"C8-Pos-000018","1,2-Dioleoyl-Sn-Glycero-3-Phosphatidylcholine","C44 H84 N O8 P",377520448.952647,416707667.136438,398261842.132795,467321253.756574,552916523.678424,498321424.609458,245873195.150307,323184597.788895
"C8-Neg-000039","1,2-Dioleoyl-Sn-Glycero-3-Phospho-L-Serine","C42 H78 N O10 P",1260552.62762425,16340045.0000221,12504805.8935495,10446251.2046085,11128025.5376534,4252956.5756493,5673033.24372886,994544.520480574
"C8-Neg-000135","1,2-Dioleoyl-Sn-Glycero-3-Phospho-Rac-1-Glycerol","C42 H79 O10 P",186428.030175472,846838.33339518,387791.763273296,511018.972466877,207691.424944265,1514917.33123486,149307.33422288,75166.7934911806
"C8-Pos-000012","1,2-Dipalmitoleoyl-Sn-Glycero-3-Phosphocholine","C40 H76 N O8 P",476221479.302931,974704607.469279,1018285602.71122,912492125.637419,1046340246.2802,1047710686.41892,523227831.720197,463702842.843491
"C8-Pos-000262","1,2-Dipalmitoleoyl-Sn-Glycero-3-Phosphoethanolamine","C37 H70 N O8 P",3029719.45236997,2709718.53993248,4022053.01763826,3755799.78004625,4627223.19926268,2533507.0413623,3520771.2032889,2959980.29632175
"C8-Pos-000194","1,2-Dipalmitoyl-Sn-Glycero-3-Phosphoethanolamine","C37 H74 N O8 P",5918511.94765877,8129068.6965219,3966211.7108542,8257047.22163629,7548122.51706939,9248352.58566762,6779801.98170743,4352454.41163885
"C8-Pos-000261","1,2-Dipalmitoyl-Sn-Glycero-3-Phosphoethanolamine-N-Methyl","C38 H76 N O8 P",1756317.45402006,2918218.05847787,1072202.61267016,1983728.39053584,1327046.60564317,4701667.85881419,1667479.59017791,1773613.67119209
"C8-Pos-000008","1,2-Dipentadecanoyl-Sn-Glycero-3-Phosphocholine","C38 H76 N O8 P",1305528578.70031,1374562173.14843,1490302919.58376,1502771677.32946,1373834613.52029,1793207886.23394,1609998666.30693,1644316827.49919
"C8-Pos-000083","1,2-Distearoyl-Sn-Glycero-3-Phosphocholine","C44 H88 N O8 P",17915895.8993608,33051226.6847858,20037637.391141,29941025.9579883,41795149.9309335,53319028.541637,17061624.4864526,9787565.73469233
"C8-Pos-000010","1,2-Ditetradecanoyl-Sn-Glycero-3-Phosphocholine","C36 H72 N O8 P",277557344.037179,906047678.431078,818273155.798237,946744925.763342,809098047.835204,1293825846.50093,438128210.287321,380565894.530645
"C18-Pos-000271","1,3-Benzodioxolylbutanamine (Bdb)","C11 H15 N O2",NA,2876834.40632934,NA,6247606.59673171,4351877.7058438,NA,5538611.43956914,NA
"C18-Pos-000132","1,3-Dimethylbutylamine","C6 H15 N",29715693.1141123,2886562.36674795,19991496.0633699,NA,17859288.7385241,NA,NA,NA
"C8-Neg-000077","1,3-Dipalmitoyl-Sn-Glycero-2-Phosphoethanolamine","C37 H74 N O8 P",1965526.60868343,4322227.37719706,1342007.12423333,2957526.08525101,2038654.08015801,5865637.80491539,1457972.59009497,718209.515247861
"C8-Pos-000354","1,3-Diphenylacetone","C15 H14 O",849435.870313884,1861624.03719577,1656137.05913067,928750.135141941,1560847.16759094,2028100.75384174,949958.969990271,1316609.60055722
"Amide-Neg-000338","1,4-Cyclohexanedicarboxylic Acid","C8 H12 O4",NA,596940.474106288,461488.713537066,572346.119904001,390275.412453604,436840.565211912,439667.636603077,454098.169006431
"Amide-Pos-000218","1,4-Dimethylpiperazine","C6 H14 N2",3778292.05911836,3631699.53377572,5272090.89223919,5226791.03454344,2010790.20024421,3185738.46037946,3270974.68390073,3559160.7951018
"C8-Pos-000272","1,4:3,6-Dianhydro-5-O-Benzyl-2-[5-(4-Biphenylyl)-1h-Tetrazol-1-Yl]-2-Deoxy-D-Glucitol","C26 H24 N4 O3",3795307.34939609,3989665.31670291,3926192.05418391,4115074.51983449,3880135.51298827,3974016.83265908,3732725.27077222,3588621.33895438
"Amide-Neg-000053","1,6-Anhydro-.Beta.-D-Glucose","C6 H10 O5",8783826.29296475,7566902.70995903,NA,15680836.019627,2969058.28179335,NA,4910850.94526454,5642180.21207423
"C8-Pos-000551","1,6-Hexanediol Diglycidyl Ether","C12 H22 O4",196651.903960723,205941.23153767,200328.211168965,218241.345468966,184181.904929078,225160.122419797,202137.240052552,145858.050373277
"C8-Pos-000277","1-(1z-Hexadecenyl)-Sn-Glycero-3-Phosphocholine","C24 H50 N O6 P",786524.673236288,3914103.31681636,2053346.72852338,1774213.54532912,2296191.14875879,3206068.65539901,934163.944122509,553209.314670736
"C8-Pos-000216","1-(1z-Octadecenyl)-2-(4z,7z,10z,13z,16z,19z-Docosahexaenoyl)-Sn-Glycero-3-Phosphocholine","C48 H84 N O7 P",3119379.2271396,7151607.86504141,2896017.30053263,4493805.41083785,5270599.23731494,5579936.1868072,2717668.77136195,2151912.60682506
"C8-Pos-000181","1-(1z-Octadecenyl)-2-(9z-Octadecenoyl)-Sn-Glycero-3-Phosphocholine","C44 H86 N O7 P",7471507.78987783,9826804.73891105,8218893.92290674,10769549.9643942,11328846.1814227,8800568.91434606,7664031.39222696,6223189.75384991
"C8-Pos-000364","1-(1z-Octadecenyl)-Sn-Glycero-3-Phosphocholine","C26 H54 N O6 P",303366.03935647,1861168.86891236,914072.182031544,865461.91539885,1059679.80184996,1419836.78862357,329312.68140158,199999.311377607
"C8-Pos-000183","1-(5z,8z,11z,14z-Eicosatetraenoyl)-Sn-Glycero-3-Phosphocholine","C28 H50 N O7 P",2483280.46068538,5270568.79769492,4079215.89689399,5623797.46300409,9227369.3730952,10746793.1147052,5947413.35897791,2519056.71445483
"C8-Neg-000042","1-(5z,8z,11z,14z-Eicosatetraenoyl)-Sn-Glycero-3-Phosphoethanolamine","C25 H44 N O7 P",4881873.81446655,9541658.17989315,6235406.82734957,8170459.91285669,7985649.30519569,14555673.9598566,4661010.0262003,2764742.1834852
"C8-Pos-000003","1-(9z-Octadecenoyl)-2-Tetradecanoyl-Sn-Glycero-3-Phosphocholine","C40 H78 N O8 P",2097141897.29014,3781054620.38198,3451927728.2648,3130688312.11054,3452622748.5027,3893902752.93993,2445248294.4476,2391244858.03424
"C18-Pos-000517","1-(9z-Octadecenoyl)-Sn-Glycero-3-Phosphoethanolamine","C23 H46 N O7 P",256726.696987643,402185.683568307,394321.888357858,270083.453218681,522907.696741294,426807.848065255,427345.400572522,234328.201439413
"Amide-Neg-000276","1-.Beta.-D-Arabinofuranosyluracil 5'-Monophosphate","C9 H13 N2 O9 P",1563358.13912747,1718170.50148044,1884273.39202676,984000.83188104,1054329.14408289,1573387.71762724,534811.232501627,1210441.49264224
"Amide-Pos-000386","1-Aminocyclohexanecarboxylic Acid","C7 H13 N O2",1444146.56733294,1393539.11602195,817590.430287365,1130911.10610198,1978689.42158823,1566630.69719202,894263.714613915,NA
"Amide-Pos-000401","1-Aminocyclopropanecarboxylate","C4 H7 N O2",297573.346992925,779583.365735367,319648.593730771,589548.190109714,1022025.80654929,1518499.16395811,680638.474799751,873826.183236323
"C8-Neg-000110","1-Dodecanesulfonic Acid","C12 H26 O3 S",NA,NA,NA,NA,889984.714154128,2481862.89932987,1668089.05230241,2205172.27992117
"C18-Pos-000649","1-Dodecyl-2-Pyrrolidinone","C16 H31 N O",116717.163192987,96261.6487712947,117306.603046462,108576.433016271,107359.902567449,109680.339359362,114685.803446355,87614.6519956569
"C8-Pos-000284","1-Heptadecanoyl-2-(5z,8z,11z,14z-Eicosatetraenoyl)-Sn-Glycero-3-Phosphocholine","C45 H82 N O8 P",1601630.26505531,3010046.2210057,2415789.54127684,2805774.21419943,3807111.55789901,3001405.90755878,2122331.95821044,2453021.53826038
"C8-Pos-000092","1-Hexadecanoyl-2-(14-Pentadecenoyl)-Sn-Glycero-3-Phosphocholine","C39 H76 N O8 P",18988071.5662972,41473190.9822318,38155117.6310507,41410302.4719841,44040480.9629621,45714563.3534338,25295349.6586361,23419875.883684
"Amide-Pos-000400","1-Hexadecanoyl-2-(5z,8z,11z,14z-Eicosatetraenoyl)-Sn-Glycero-3-Phosphocholine","C44 H80 N O8 P",NA,1219498.8448434,1459497.27800721,326972.532101221,1262826.15177453,1558286.0354582,322644.774109086,735724.279611569
"C8-Neg-000129","1-Hexadecanoyl-2-(5z,8z,11z,14z-Eicosatetraenoyl)-Sn-Glycero-3-Phosphoserine","C42 H74 N O10 P",883214.416870358,1490224.15479154,779389.833339606,1242169.03287661,637110.59454614,1695461.19914943,541659.111736439,337892.042068841
"C8-Neg-000061","1-Hexadecanoyl-2-(9z-Octadecenoyl)-Sn-Glycero-3-Phospho-(1'-Myo-Inositol)","C43 H81 O13 P",1441750.27073624,8721124.67309082,4698279.28734101,3153348.47050545,3342561.10159807,3862394.65144194,1103568.93706276,1396824.91387902
"C8-Neg-000050","1-Hexadecanoyl-2-(9z-Octadecenoyl)-Sn-Glycero-3-Phosphoserine","C40 H76 N O10 P",4510727.08768206,9512739.83574411,7180721.20088025,11984665.7899842,3063309.51643009,9496009.25378857,3086831.21421999,2220694.13894663
"C8-Pos-000156","1-Hexadecanoyl-Sn-Glycero-3-Phosphoethanolamine","C21 H44 N O7 P",3164544.0753594,10363564.9765578,6793567.97795316,7899401.41714034,10576774.7520822,15766793.482213,6662367.53261795,2562170.54940025
"C8-Pos-000037","1-Hexadecyl-2-(9z-Octadecenoyl)-Sn-Glycero-3-Phosphocholine","C42 H84 N O7 P",116930625.617376,203259956.770305,129804364.388193,169730677.905965,174478213.971457,208957473.82234,116128608.187524,116569102.903993
"C8-Pos-000375","1-Hexadecyl-Sn-Glycero-3-Phosphocholine","C24 H52 N O6 P",174981.919881124,1002088.00567539,376033.904809662,921004.07663073,650167.940217716,1756240.55920438,392325.160374243,182504.494209825
"C8-Pos-000386","1-Linoleoyl-Sn-Glycero-3-Phosphorylcholine","C26 H50 N O7 P",392033.273651772,984215.795902327,681946.371569587,1337251.25968907,1505077.50821347,1516403.27945523,1321106.4596838,NA
"Amide-Pos-000294","1-Methylhistidine","C7 H11 N3 O2",2741717.05040328,4036752.25273843,2568278.26315844,NA,1759431.60533639,2027872.66609152,895324.280881364,1039006.27952533
"C8-Pos-000317","1-Monolinolenin","C21 H36 O4",612071.778395679,1482873.55681995,1549557.34565058,2359178.36807642,1834551.93794933,2807123.96873441,1441316.32551437,1274618.66780231
"C8-Pos-000133","1-Monolinoleoyl-Rac-Glycerol","C21 H38 O4",9880761.36738803,14725560.1396852,11406598.9927661,18222884.8803276,15425320.1579317,22246221.0147976,12845245.2175692,9328017.58577062
"C18-Pos-000686","1-Myristoyl-2-Hydroxy-Sn-Glycero-3-Phosphoethanolamine","C19 H40 N O7 P",NA,7961.88621183054,14730.8754967497,12519.3185134664,25730.0370943672,NA,31923.447579841,18294.5141928822
"C8-Pos-000198","1-Myristoyl-Sn-Glycero-3-Phosphocholine","C22 H46 N O7 P",2723653.36226728,4105677.91318681,3692467.77680969,4237972.87136008,4118056.73929432,8889369.76850081,4234032.51732737,2757650.47734995
"C8-Pos-000323","1-O-Hexadecyl-2-O-(2e-Butenoyl)-Sn-Glyceryl-3-Phosphocholine","C28 H56 N O7 P",649825.872748732,1158397.02327812,1003241.85908079,1467182.45395928,1803045.14991514,2675598.69521247,1314282.64120722,460076.01722618
"C8-Neg-000001","1-Octadecanoyl-2-(5z,8z,11z,14z-Eicosatetraenoyl)-Sn-Glycero-3-Phospho-(1'-Myo-Inositol)","C47 H83 O13 P",122350836.771196,388092953.271512,203277321.297038,288723610.7107,214075177.309124,420930002.871511,85675075.6883793,51021472.4814555
"C8-Pos-000191","1-Octadecanoyl-2-Octadecenoyl-Sn-Glycero-3-Phosphocholine","C44 H86 N O8 P",1680429.64016405,1950879.55144093,960442.072295721,2766053.64556738,4835943.12779123,9799345.07305065,858452.658171937,439163.347111134
"Amide-Pos-000223","1-Oleoyl-2-Myristoyl-Sn-Glycero-3-Phosphocholine","C40 H78 N O8 P",1274161.2749458,7346167.64938874,5532898.31407252,2087445.7983337,7461966.17331403,6853802.16681191,2183089.64088875,5582296.65890281
"Amide-Pos-000176","1-Oleoyl-2-Palmitoyl-Sn-Glycero-3-Phosphocholine","C42 H82 N O8 P",2576418.88378544,12768759.9972958,8175250.10761233,4598371.88198326,8901157.98932286,6454703.27098822,4028689.92743058,7081483.93839339
"C8-Pos-000075","1-Oleoyl-Sn-Glycero-3-Phosphocholine","C26 H52 N O7 P",12245597.5872338,27012162.4704714,20455787.9503036,28876430.100875,29321705.3397212,67383745.4867402,22378340.9997137,11541932.1157112
"C8-Pos-000186","1-Oleoyl-Sn-Glycero-3-Phosphoethanolamine","C23 H46 N O7 P",2846278.76026338,5450202.50617377,4098574.55510594,7406138.16606565,10433940.1041095,10616689.3699769,5560528.27284875,1810148.75910086
"C8-Pos-000219","1-Palmitoyl-2-Arachidonoyl-Sn-Glycero-3-Phosphoserine","C42 H74 N O10 P",3101680.92718631,5664300.0724703,4168280.95233697,6940389.37884104,4042893.4776172,6387227.57846852,3302997.9052441,2675148.82754833
"C8-Pos-000031","1-Palmitoyl-2-Docosahexaenoyl-Sn-Glycero-3-Phosphocholine","C46 H80 N O8 P",129587376.999045,266570271.765269,165840104.524153,151173580.574935,184371229.747265,202347726.798924,140494454.798893,146401892.499439
"C8-Neg-000102","1-Palmitoyl-2-Hydroxy-Sn-Glycero-3-Phosphoethanolamine","C21 H44 N O7 P",853701.441877002,2538691.73334148,1113174.27209732,1267619.88237656,1449421.27822012,3102536.32420411,1040198.50494662,418015.538740312
"Amide-Pos-000514","1-Palmitoyl-2-Lauroyl-Sn-Glycero-3-Phosphorylcholine","C36 H72 N O8 P",NA,161114.086409078,215869.558316182,NA,NA,52759.60835594,NA,60735.5672371152
"C8-Pos-000013","1-Palmitoyl-2-Linoleoyl-Sn-Glycero-3-Phosphocholine","C42 H80 N O8 P",600443201.614658,743803389.416229,731541621.504501,727158013.166997,853111819.261395,866796546.161979,655508452.201687,622711851.273187
"C8-Neg-000029","1-Palmitoyl-2-Oleoyl-Phosphatidylglycerol","C40 H77 O10 P",10265894.4985337,23419566.6060126,13957537.2015797,14884806.6844113,13868348.5580241,33208428.6810648,7552787.68324262,4361924.91920628
"C8-Pos-000044","1-Palmitoyl-2-Oleoyl-Sn-Glycero-3-Phosphoethanolamine","C39 H76 N O8 P",124894993.002498,124614737.786098,105065293.031344,151397046.720952,139654538.667186,148365956.674747,138028952.021994,116750325.450323
"C8-Pos-000087","1-Palmitoyl-2-Oleoyl-Sn-Glycerol","C37 H70 O5",22793497.4415421,31426675.0385976,23365789.4685486,28357156.328699,47827789.3126272,31370701.1478397,24315054.8601041,23064097.785307
"C8-Neg-000011","1-Palmitoyl-3-Oleoyl-Sn-Glycero-2-Phosphoethanolamine","C39 H76 N O8 P",71545114.6679294,131431029.739148,85430382.4211737,117887159.396219,93518270.3234485,166890443.817241,65222325.1048792,41477492.9904182
"C8-Pos-000020","1-Palmitoyl-Sn-Glycero-3-Phosphocholine","C24 H50 N O7 P",48359525.7353946,182520278.337149,97604128.8298605,176728044.358913,123695273.338563,530037289.714512,89737862.1984977,43608374.0845266
"C8-Pos-000001","1-Palmitoylglycerol","C19 H38 O4",1696094386.13144,5335695727.44964,4573461304.06377,6242175894.06709,5113146923.61795,7199509948.29266,3573130796.73084,2450904876.89578
"C8-Pos-000033","1-Stearoyl-2-Arachidonoyl-Sn-Glycero-3-Phosphoserine","C44 H78 N O10 P",94086716.2826553,150560488.191221,151734284.683756,178631680.459027,138636587.461282,238057761.894355,126361956.698196,115806492.525436
"C8-Pos-000441","1-Stearoyl-2-Arachidonyl-Sn-Glycero-3-Phosphocholine","C46 H84 N O8 P",462033.673153776,898105.799477775,687670.794733549,712845.164516807,717310.342776718,941024.541846641,NA,188923.414162275
"C8-Pos-000046","1-Stearoyl-2-Docosahexaenoyl-Sn-Glycero-3-Phosphocholine","C48 H84 N O8 P",73464482.4229204,145131421.694878,89872950.1861193,98918340.7787778,124183600.364192,119786311.816002,75247490.2687516,75465758.6665834
"C8-Pos-000058","1-Stearoyl-2-Hydroxy-Sn-Glycero-3-Phosphocholine","C26 H54 N O7 P",15438614.6848374,57990872.0268046,33815825.5262475,45539167.4318794,64010254.2954383,110635452.558199,33797317.6777908,12768901.7345331
"C8-Pos-000078","1-Stearoyl-2-Hydroxy-Sn-Glycero-3-Phosphoethanolamine","C23 H48 N O7 P",9798851.11997821,36482596.1602461,27350120.2089994,30261904.3885695,38134358.5194106,61248420.1336422,25839147.1475451,8465779.95731748
"C8-Pos-000168","1-Stearoyl-2-Linoleoyl-Sn-Glycero-3-Phospho-L-Serine","C42 H78 N O10 P",4542529.63024904,7858057.32980897,6221470.48887839,9722810.10456377,12070360.459882,13260342.1071593,4250499.24732641,2700684.7274723
"C8-Pos-000064","1-Stearoyl-2-Linoleoyl-Sn-Glycero-3-Phosphoethanolamine","C41 H78 N O8 P",56921635.4004801,59846800.7507721,90456783.1595698,89865064.213961,92395331.8547216,80876278.4529696,58839151.4303292,42927863.8053314
"C8-Pos-000040","1-Stearoyl-2-Oleoyl-Sn-Glycero-3-Phosphoethanolamine","C41 H80 N O8 P",107774254.20505,143886193.804088,130368573.222094,174846974.869162,168945157.96523,192487898.286377,119506313.222898,84983201.8095259
"C8-Pos-000002","1-Stearoylglycerol","C21 H42 O4",1160093196.06027,3895117711.6279,3359757025.93051,4531876494.39122,3676020948.61515,5456142514.99407,2341621212.35005,1533146050.95889
"C18-Pos-000483","1-Tetradecylamine","C14 H31 N",737563.317659818,628379.706122134,776025.121526027,731541.019584041,588605.767719379,675791.613486475,403279.539350256,499445.183717183
"Amide-Pos-000449","1-Vinylimidazole","C5 H6 N2",NA,NA,762580.071971457,792680.944594464,48918.8550359549,717001.683989131,NA,22614.0121107174
"C18-Pos-000664","10-Aminodecanoic Acid","C10 H21 N O2",12389.4286385262,22057.7020733577,21209.6880961928,16235.4314369008,19012.108619226,87267.7963455334,12245.8416226877,6197.82690030334
"C18-Neg-000138","10-Hydroxydecanoate","C10 H20 O3",110497.714627284,91044.9713741672,70069.0158638404,54605.8078959984,68310.6252000411,59795.859608476,50658.1535589821,53825.1032478752
"C8-Neg-000085","11(Z),14(Z)-Eicosadienoic Acid","C20 H36 O2",2258008.60510272,2275682.28551019,1650673.3878541,2607159.50077924,3589773.36525343,5322283.70278773,1767462.24816515,751429.151228087
"C8-Pos-000526","11-Hydroxy-Δ(9)-Thc","C21 H30 O3",152007.831385688,381335.854935656,88762.9610286744,147260.344026039,174616.482114597,157537.375782205,203785.333468869,97922.1027705514
"C8-Pos-000290","12(13)-Epoxy-9z-Octadecenoic Acid","C18 H32 O3",1746220.5660568,1708599.65649709,1720828.23413801,1934437.78058291,3302366.28857472,1869282.50844168,1998854.12455498,1210997.33324245
"C8-Pos-000485","12-Aminododecanoic Acid","C12 H25 N O2",605581.399069999,384825.842599613,358821.722160504,346921.263296593,446970.363527018,556878.368063518,354245.254159509,334654.223779769
"C8-Pos-000437","16(R)-Hete","C20 H32 O3",NA,644452.047308882,960684.177084481,640578.764349196,933038.869674496,581051.395391804,681197.763016371,386612.042941803
"C8-Pos-000533","16-Deoxyvertaline B","C27 H45 N O2",NA,172987.387527015,112266.664721971,27623.8619084525,25362.1899369422,35818.3076475558,11272.6665582469,361599.732925432
"C8-Pos-000536","16-Heptadecyn-4-One, 1,2-Dihydroxy-","C17 H30 O3",123781.199273249,129518.12963059,143315.992587717,NA,206422.871016677,NA,233642.397145075,180198.209240886
"C8-Neg-000159","16-Hydroxyhexadecanoic Acid","C16 H32 O3",535668.744334097,357883.779690927,393618.592535275,479368.270816112,401452.759661582,414530.896077034,523106.510840207,365729.687152019
"Amide-Pos-000536","1h-Pyrrole-2,5-Dicarboxylic Acid","C6 H5 N O4",NA,21870.512495192,NA,NA,21818.9343350827,29194.573936307,11447.809742917,NA
"Amide-Neg-000065","2'-Deoxyguanosine 5'-Monophosphate (Dgmp)","C10 H14 N5 O7 P",12495320.3102997,13838659.0789368,12514580.8689515,6424182.52134833,8059656.68244824,11768035.8402903,3524910.85750046,6285733.95966131
"C8-Pos-000099","2,2'-(Tetradecylimino)Diethanol","C18 H39 N O2",12543472.1252943,26106240.2110124,21089354.03431,32044245.343419,28932379.1686106,37570391.2453099,15786446.523364,9872631.12682162
