"Compound.ID","Name","Formula","Sex","mean_intensity","display_name"
"Amide-Pos-100824",NA,"C5 H14 Cl N8 O2 P S2","F",92993.6333400349,"Amide-Pos-100824"
"C18-Neg-100582",NA,"C15 H22 O3","F",92978.4414283319,"C18-Neg-100582"
"C8-Neg-101612",NA,"C41 H84 N3 O9 P3","F",92886.4074235678,"C8-Neg-101612"
"C8-Pos-101824",NA,"C20 H37 N5 O2 S","F",92787.376502094,"C8-Pos-101824"
"C8-Pos-101967",NA,"C4 H5 N5 O10 P2","F",92767.369049533,"C8-Pos-101967"
"C8-Pos-102063",NA,"C27 H47 N O","F",92657.1384008869,"C8-Pos-102063"
"C18-Pos-101104",NA,"C48 H78 N5 O15 P3 S","F",92652.5606076059,"C18-Pos-101104"
"C18-Pos-100972",NA,"C9 H28 N9 O3 P","F",92647.9939865007,"C18-Pos-100972"
"Amide-Pos-100690",NA,"C2 H5 Cl N O P S2","F",92575.8784843462,"Amide-Pos-100690"
"C18-Neg-100517",NA,"C8 H18 Cl N6 O P","F",92486.33891347,"C18-Neg-100517"
"C8-Neg-101746",NA,"C4 H12 Cl N4 O P S2","F",92391.5764134552,"C8-Neg-101746"
"Amide-Neg-100803",NA,"C22 H36 O2","F",92355.1062022839,"Amide-Neg-100803"
"C8-Pos-101762",NA,"C21 H40 N2 O4","F",92344.460324052,"C8-Pos-101762"
"C8-Pos-101737",NA,"C17 H37 N7 O S","F",92342.0514909327,"C8-Pos-101737"
"C8-Pos-102155",NA,"C31 H71 N7 O3 P2","F",92307.821226776,"C8-Pos-102155"
"C8-Pos-102065",NA,"C40 H77 N O8","F",92285.5935227301,"C8-Pos-102065"
"C18-Neg-100631",NA,"C H2 Cl2 N2 O P2","F",92285.4769211411,"C18-Neg-100631"
"C8-Pos-101204",NA,"C70 H109 N2 O4 P3","F",92187.3270396467,"C8-Pos-101204"
"C18-Neg-100515",NA,"C10 H26 N O5 P3 S","F",92124.638794772,"C18-Neg-100515"
"Amide-Neg-100830",NA,"C4 H4 Cl N9 O","F",92124.5616426702,"Amide-Neg-100830"
"Amide-Neg-100950",NA,"C7 H10 N4 P2","F",91907.0397331808,"Amide-Neg-100950"
"C8-Pos-000687","6H-2-Benzopyran-3-carboxylic acid, 7-ethyl-7,8-dihydro-8-hydroxy-4,7-dimethyl-6-oxo-","C14 H16 O5","F",91867.6898207251,"6H-2-Benzopyran-3-carboxylic acid, 7-ethyl-7,8-dihydro-8-hydroxy-4,7-dimethyl-6-oxo-"
"C8-Pos-000690","1,4-Dibenzylpiperazine","C18 H22 N2","F",91834.6945022416,"1,4-Dibenzylpiperazine"
"C8-Neg-000209","LPE 16:2","C21 H40 N O7 P","F",91821.3327512021,"LPE 16:2"
"C8-Pos-000597","Basic Red 9","C19 H17 N3","F",91817.1874533045,"Basic Red 9"
"C18-Pos-101054",NA,"C7 H10 O2 S","F",91810.4835400562,"C18-Pos-101054"
"C18-Neg-100558",NA,"C4 H9 N7 O6 P2 S","F",91733.7991599316,"C18-Neg-100558"
"C8-Pos-000705","1-(4,6-Dimethylpyrimidin-2-yl)piperidine-4-carboxylic acid","C12 H17 N3 O2","F",91719.6557675654,"1-(4,6-Dimethylpyrimidin-2-yl)piperidine-4-carboxylic acid"
"Amide-Neg-100415",NA,"C2 H7 N7 O4","F",91714.3222180478,"Amide-Neg-100415"
"Amide-Pos-100590",NA,"C8 H5 N5 O3 P2","F",91657.460125128,"Amide-Pos-100590"
"C8-Neg-101517",NA,"C43 H78 N4 O15 P2 S","F",91634.7112183931,"C8-Neg-101517"
"C18-Pos-101146",NA,"C69 H110 N9 O18 P","F",91577.1552331435,"C18-Pos-101146"
"Amide-Neg-100921",NA,"C6 H8 Br N O6","F",91515.3508496668,"Amide-Neg-100921"
"Amide-Neg-000608","Phosphocreatine","C4 H10 N3 O5 P","F",91505.2932922175,"Phosphocreatine"
"C8-Pos-100768",NA,"C20 H41 N4 O2 P S2","F",91309.8888820106,"C8-Pos-100768"
"C8-Neg-101741",NA,"C7 H11 Cl O6","F",91222.475504496,"C8-Neg-101741"
"Amide-Pos-100782",NA,"C12 H25 P S","F",91220.8068264317,"Amide-Pos-100782"
"C18-Pos-101177",NA,"C21 H52 N8 O2 S","F",91182.3448770719,"C18-Pos-101177"
"C8-Neg-101531",NA,"C18 H45 N6 O8 P","F",91174.8411021181,"C8-Neg-101531"
"Amide-Neg-100864",NA,"C5 H8 N7 O7 P","F",91087.9268259206,"Amide-Neg-100864"
"Amide-Pos-100716",NA,"C6 H2 Br N5 O4 S","F",91051.8143496767,"Amide-Pos-100716"
"C8-Neg-101609",NA,"C20 H36 N2 O4 P2 S","F",91020.8868411351,"C8-Neg-101609"
"C8-Neg-101610",NA,"C18 H32 N2 O2 P2 S","F",91020.8868411351,"C8-Neg-101610"
"C18-Pos-101097",NA,"C12 H30 Cl N4 O2 P S2","F",91010.6605048154,"C18-Pos-101097"
"Amide-Neg-100808",NA,"C9 H19 N O8","F",90953.5512405252,"Amide-Neg-100808"
"Amide-Neg-100905",NA,"C4 H4 N2 O","F",90915.3346194438,"Amide-Neg-100905"
"C18-Pos-101169",NA,"C25 H26 Cl N3 O S2","F",90793.298187625,"C18-Pos-101169"
"C8-Neg-100867",NA,"C21 H38 N4 O3 S","F",90742.342876884,"C8-Neg-100867"
"C8-Pos-102010",NA,"C6 H8 N7 O11 P3","F",90653.6468006557,"C8-Pos-102010"
"C18-Neg-100604",NA,"C2 H2 Cl N6 O2 P S","F",90651.7081874516,"C18-Neg-100604"
"C18-Neg-100387",NA,"C13 H17 N2 O3 P3","F",90645.0288367248,"C18-Neg-100387"
"Amide-Neg-100811",NA,"C6 H18 N6 O4 P2 S","F",90611.2684639022,"Amide-Neg-100811"
"C8-Neg-101739",NA,"C26 H53 N5 O5 P2 S","F",90571.0267839615,"C8-Neg-101739"
"C18-Pos-101033",NA,"C48 H99 O11 P3 S","F",90437.2837555121,"C18-Pos-101033"
"C8-Neg-101440",NA,"C32 H57 N3 O4 P2 S","F",90361.2514841199,"C8-Neg-101440"
"C8-Neg-101618",NA,"C18 H43 N9 O4 S","F",90313.8790917904,"C8-Neg-101618"
"Amide-Neg-100772",NA,"C6 H15 O9 P","F",90257.2123510311,"Amide-Neg-100772"
"C8-Neg-101660",NA,"C H2 Cl N5 O4 S","F",90208.2292538851,"C8-Neg-101660"
"C8-Neg-101760",NA,"C36 H78 N3 O12 P3","F",90199.9305358959,"C8-Neg-101760"
"C8-Neg-101327",NA,"C47 H85 N2 O8 P3 S","F",90157.7632909323,"C8-Neg-101327"
"Amide-Neg-100870",NA,"C13 H24 O2","F",90137.5136149248,"Amide-Neg-100870"
"C8-Pos-102046",NA,"C25 H41 N O3","F",90101.5740172795,"C8-Pos-102046"
"C8-Neg-101705",NA,"C37 H81 N7 O15 P2","F",90006.5583342169,"C8-Neg-101705"
"C8-Pos-101855",NA,"C26 H58 N9 O2 P3","F",90004.9200967819,"C8-Pos-101855"
"Amide-Neg-100853",NA,"C6 H13 N5 O2 P2 S","F",90000.8207292724,"Amide-Neg-100853"
"C8-Neg-101467",NA,"C9 H13 Br O5","F",89984.4922415418,"C8-Neg-101467"
"C18-Neg-100444",NA,"C12 H13 N3 O9 S2","F",89909.9105734468,"C18-Neg-100444"
"Amide-Neg-100930",NA,"C20 H32 N6 O3 P2 S","F",89898.5999549542,"Amide-Neg-100930"
"C8-Neg-101661",NA,"C2 H Cl N2 O4 P2 S3","F",89872.7504947586,"C8-Neg-101661"
"C8-Pos-102050",NA,"C14 H21 N O2","F",89863.6036826862,"C8-Pos-102050"
"C8-Pos-102051",NA,"C14 H23 N O3","F",89863.6036826862,"C8-Pos-102051"
"C8-Neg-101639",NA,"C4 H12 Cl N5 O4 P2","F",89803.5400570843,"C8-Neg-101639"
"Amide-Neg-100774",NA,"C5 H7 N3 O8","F",89764.0777992977,"Amide-Neg-100774"
"C8-Pos-000710","(Z)-2-octylpent-2-enedioic acid","C13 H22 O4","F",89717.081414461,"(Z)-2-octylpent-2-enedioic acid"
"C8-Pos-102177",NA,"C33 H69 N8 O16 P3","F",89663.4478856135,"C8-Pos-102177"
"C8-Neg-101200",NA,"C5 H16 N10 O9 P2","F",89517.9344724758,"C8-Neg-101200"
"C8-Pos-102053",NA,"C37 H74 N5 O9 P","F",89384.3224702097,"C8-Pos-102053"
"C18-Pos-101073",NA,"C68 H93 N3 O13 P2 S","F",89306.8403692101,"C18-Pos-101073"
"C8-Neg-101855",NA,"C6 H18 N10 O8 P2","F",89227.0435547147,"C8-Neg-101855"
"Amide-Neg-000585","Pentadecyl sulfate","C15 H32 O4 S","F",89166.4244968165,"Pentadecyl sulfate"
"C8-Pos-101859",NA,"C25 H49 N O4 P2","F",89151.2307315711,"C8-Pos-101859"
"C8-Pos-101687",NA,"C15 H33 N7 O S2","F",89136.5828651744,"C8-Pos-101687"
"C18-Pos-100936",NA,"C84 H140 N10 O16 P2 S5","F",89126.6598502781,"C18-Pos-100936"
"Amide-Pos-100742",NA,"C25 H53 N2 O6 P3 S","F",89124.3394690598,"Amide-Pos-100742"
"C8-Neg-101679",NA,"C6 H6 N3 P3","F",89101.1920547636,"C8-Neg-101679"
"C8-Neg-100982",NA,"C6 H17 Cl N8 O9 S","F",89073.3444074678,"C8-Neg-100982"
"Amide-Neg-100837",NA,"C6 H13 Cl N2 O5","F",89070.3016597281,"Amide-Neg-100837"
"Amide-Neg-100932",NA,"C8 H21 N5 O9 P2","F",89025.7451810814,"Amide-Neg-100932"
"Amide-Neg-100906",NA,"C7 H13 Br O S","F",89009.0859937533,"Amide-Neg-100906"
"C18-Neg-100445",NA,"C12 H13 N3 O9 S2","F",88935.0855279853,"C18-Neg-100445"
"C8-Neg-101708",NA,"C8 H21 O8 P3","F",88883.9330496768,"C8-Neg-101708"
"C8-Pos-101951",NA,"C23 H45 N5","F",88794.2687346887,"C8-Pos-101951"
"C8-Neg-101786",NA,"C21 H46 N2 O2 P2 S","F",88721.4912724771,"C8-Neg-101786"
"C8-Pos-102073",NA,"C27 H66 N9 O3 P","F",88574.3744874522,"C8-Pos-102073"
"C8-Neg-101573",NA,"C47 H82 N O7 P","F",88573.7923900758,"C8-Neg-101573"
"C8-Pos-101992",NA,"C7 H24 N9 O2 P","F",88560.8416836866,"C8-Pos-101992"
"C8-Neg-101706",NA,"C26 H46 N2 O3 P2 S","F",88545.982265893,"C8-Neg-101706"
"C8-Pos-102133",NA,"C26 H52 O4 S","F",88496.8619249036,"C8-Pos-102133"
"C18-Pos-101271",NA,"C8 H12 O","F",88449.3590360414,"C18-Pos-101271"
"Amide-Neg-100943",NA,"C6 H13 Cl O6","F",88403.3573995324,"Amide-Neg-100943"
"C18-Pos-101082",NA,"C30 H28 O S","F",88379.6259323367,"C18-Pos-101082"
"Amide-Neg-100858",NA,"C12 H19 N4 O P3 S","F",88374.5558528092,"Amide-Neg-100858"
"C8-Pos-102180",NA,"C21 H50 N5 O2 P S","F",88374.1507880393,"C8-Pos-102180"
"C18-Neg-100585",NA,"C2 H N9 O4 P2","F",88324.9233048625,"C18-Neg-100585"
"C8-Pos-102144",NA,"C31 H74 N9 O5 P","F",88304.0534193125,"C8-Pos-102144"
"Amide-Neg-100904",NA,"C3 H3 N2 O6 P3","F",88253.0524994718,"Amide-Neg-100904"
"Amide-Neg-100623",NA,"C15 H22 N5 P S2","F",88230.6446651954,"Amide-Neg-100623"
"Amide-Pos-100717",NA,"C2 H4 N3 O3 P","F",88073.5653650452,"Amide-Pos-100717"
"Amide-Pos-100793",NA,"C8 H6 N7 O2 P","F",88022.3395686093,"Amide-Pos-100793"
"C8-Pos-101950",NA,"C14 H21 N4 O2 P","F",87988.9031091551,"C8-Pos-101950"
"C8-Neg-101258",NA,"C19 H37 N O3 S","F",87949.1704248949,"C8-Neg-101258"
"C8-Neg-101751",NA,"C25 H50 Cl N5 O4 S2","F",87939.7151550789,"C8-Neg-101751"
"C18-Pos-101042",NA,"C40 H82 N9 O12 P3","F",87908.8308168684,"C18-Pos-101042"
"C8-Neg-101653",NA,"C33 H58 N O5 P S","F",87889.9878852576,"C8-Neg-101653"
"C8-Neg-100505",NA,"C H2 Br P S3","F",87851.5725711971,"C8-Neg-100505"
"C18-Pos-101096",NA,"C48 H94 N5 O18 P3 S","F",87843.6557568108,"C18-Pos-101096"
"C8-Pos-102170",NA,"C16 H35 N O3","F",87804.4555222152,"C8-Pos-102170"
"C8-Pos-101725",NA,"C36 H75 N5 O2 P2 S","F",87776.4765904849,"C8-Pos-101725"
"C18-Pos-100993",NA,"C88 H156 N7 O15 P3 S2","F",87636.7024097043,"C18-Pos-100993"
"C8-Neg-101862",NA,"C15 H19 Cl2 N4 O5 P S5","F",87557.8488128155,"C8-Neg-101862"
"C18-Pos-100788",NA,"C40 H82 N9 O12 P3","F",87443.3663390765,"C18-Pos-100788"
"Amide-Neg-100863",NA,"C6 H12 N8 O4","F",87431.6272030192,"Amide-Neg-100863"
"C8-Neg-101743",NA,"C22 H38 N4 O3","F",87392.6407266934,"C8-Neg-101743"
"C8-Neg-100470",NA,"C21 H47 N6 O3 P S2","F",87278.0463466293,"C8-Neg-100470"
"C18-Pos-100939",NA,"C5 H4 N6","F",87218.6943579414,"C18-Pos-100939"
"C8-Pos-101996",NA,"C16 H35 N8 O P","F",87195.6765973558,"C8-Pos-101996"
"C8-Pos-101526",NA,"C22 H49 N4 O3 P","F",87163.5097500477,"C8-Pos-101526"
"C18-Pos-100547",NA,"C5 H2 O P2","F",87161.8570331827,"C18-Pos-100547"
"C8-Neg-101672",NA,"C22 H53 N6 P3 S2","F",87107.0653409384,"C8-Neg-101672"
"C18-Neg-100526",NA,"C4 H13 Cl4 N7 O3","F",87021.2961313046,"C18-Neg-100526"
"C8-Neg-101635",NA,"C7 H11 Br N3 P","F",86958.4743348224,"C8-Neg-101635"
"C18-Pos-100550",NA,"C42 H68 N10 O9 P2","F",86950.6727404144,"C18-Pos-100550"
"Amide-Pos-100606",NA,"C10 H25 Cl3 N5 O4 P S","F",86809.7454865335,"Amide-Pos-100606"
"C8-Pos-102207",NA,"C31 H69 N3 O8 P2 S","F",86777.7014240754,"C8-Pos-102207"
"C8-Pos-102165",NA,"C33 H78 N9 O6 P","F",86756.5895655388,"C8-Pos-102165"
"C8-Neg-101412",NA,"C37 H82 N9 O7 P3","F",86661.8421103134,"C8-Neg-101412"
"C8-Neg-100747",NA,"C19 H38 O2","F",86649.0447466198,"C8-Neg-100747"
"Amide-Pos-100774",NA,"C6 H21 N8 P","F",86601.1524405374,"Amide-Pos-100774"
"C18-Pos-100857",NA,"C83 H152 N3 O17 P3 S2","F",86556.0631349287,"C18-Pos-100857"
"C18-Pos-101102",NA,"C23 H43 N O4","F",86545.6770176531,"C18-Pos-101102"
"C18-Pos-100830",NA,"C53 H91 N2 O7 P3 S2","F",86542.2367308739,"C18-Pos-100830"
"C8-Neg-101548",NA,"C17 H23 O5 P3 S2","F",86498.563085024,"C8-Neg-101548"
"C8-Neg-101423",NA,"C35 H77 N3 O P2 S2","F",86440.0065946363,"C8-Neg-101423"
"C8-Neg-101717",NA,"C21 H44 N6 O2 S","F",86413.3697597239,"C8-Neg-101717"
"C8-Neg-101623",NA,"C22 H42 O4","F",86387.8334248498,"C8-Neg-101623"
"C8-Pos-000357","Progesterone","C21 H30 O2","F",86100.8635816449,"Progesterone"
"C8-Pos-101798",NA,"C13 H21 N6 O4 P S","F",86094.3319604962,"C8-Pos-101798"
"C18-Pos-101178",NA,"C86 H137 N9 O12 P2","F",86065.7395971641,"C18-Pos-101178"
"C18-Neg-100473",NA,"C15 H28 O4","F",86057.250480987,"C18-Neg-100473"
"C8-Neg-101703",NA,"C27 H54 N O4 P S2","F",86046.7677480789,"C8-Neg-101703"
"C18-Pos-101093",NA,"C85 H112 N7 O17 P","F",86036.0134074907,"C18-Pos-101093"
"C8-Neg-101771",NA,"C40 H70 N5 O6 P3","F",85997.7975969832,"C8-Neg-101771"
"C18-Neg-100605",NA,"C16 H18 Cl O6 P3 S4","F",85889.9498055486,"C18-Neg-100605"
"C8-Pos-102108",NA,"C22 H43 N3 O4","F",85820.952227486,"C8-Pos-102108"
"C18-Pos-101125",NA,"C24 H28 N8 O9 P2 S","F",85805.4674756074,"C18-Pos-101125"
"C8-Neg-101774",NA,"C40 H67 N4 O2 P3","F",85743.1509206758,"C8-Neg-101774"
"C8-Neg-100576",NA,"C20 H44 O6 P2","F",85659.2551457744,"C8-Neg-100576"
"C18-Pos-100991",NA,"C51 H99 N4 O8 P3 S","F",85605.5719023957,"C18-Pos-100991"
"Amide-Pos-100760",NA,"C23 H49 N6 O10 P","F",85579.4146412845,"Amide-Pos-100760"
"C18-Neg-100620",NA,"C28 H40 N5 O3 P","F",85550.2071133718,"C18-Neg-100620"
"Amide-Neg-100882",NA,"C13 H20 O3","F",85543.6265753633,"Amide-Neg-100882"
"Amide-Neg-100883",NA,"C15 H18 N4 O","F",85543.6265753633,"Amide-Neg-100883"
"C18-Pos-101132",NA,"C5 H4 N6","F",85498.8333215098,"C18-Pos-101132"
"C8-Pos-101776",NA,"C22 H29 N O2","F",85497.1095398956,"C8-Pos-101776"
"C8-Neg-101664",NA,"C14 H32 N2 O8 P2","F",85495.2266250727,"C8-Neg-101664"
"C18-Pos-100864",NA,"C27 H28 N O13 P3 S","F",85466.8326543651,"C18-Pos-100864"
"C18-Neg-100583",NA,"C4 H9 Cl N5 O2 P3 S","F",85389.1806679502,"C18-Neg-100583"
"C8-Pos-102076",NA,"C4 H4 N4 O13 P2","F",85375.3138019066,"C8-Pos-102076"
"C8-Neg-101683",NA,"C37 H84 N9 O8 P3","F",85304.7064963277,"C8-Neg-101683"
"C18-Neg-100541",NA,"C8 H13 N O5","F",85297.7789867519,"C18-Neg-100541"
"Amide-Pos-100724",NA,"C6 H16 Cl N3 O4 P2 S2","F",85286.1313349783,"Amide-Pos-100724"
"C18-Neg-100574",NA,"C9 H4 N2 O5 P2 S","F",85161.1765832881,"C18-Neg-100574"
"C8-Neg-101470",NA,"C6 H19 Cl N5 O15 P","F",85129.4270579039,"C8-Neg-101470"
"C8-Pos-101904",NA,"C55 H101 N O6 P2","F",85108.1874190937,"C8-Pos-101904"
"C18-Pos-101035",NA,"C46 H85 N4 O13 P","F",85075.0052259029,"C18-Pos-101035"
"C8-Pos-101741",NA,"C4 H9 N9 O11 P2","F",85065.8710283789,"C8-Pos-101741"
"C18-Pos-100820",NA,"C6 H10 O5","F",84976.486988767,"C18-Pos-100820"
"Amide-Pos-100800",NA,"C4 H10 Cl N6 O6 P","F",84935.4066207052,"Amide-Pos-100800"
"Amide-Pos-100776",NA,"C12 H24 N O2 P3 S","F",84928.5734252325,"Amide-Pos-100776"
"Amide-Neg-100847",NA,"C9 H14 O10","F",84835.7283313772,"Amide-Neg-100847"
"Amide-Neg-100848",NA,"C12 H13 N2 O P S","F",84835.7283313772,"Amide-Neg-100848"
"C8-Neg-101501",NA,"C7 H22 Br N7 O5","F",84701.1017205659,"C8-Neg-101501"
"C18-Neg-100618",NA,"C9 H13 N2 O8 P3 S2","F",84696.1125557788,"C18-Neg-100618"
"C18-Pos-101036",NA,"C45 H90 N5 O17 P3","F",84686.1866651751,"C18-Pos-101036"
"C8-Pos-101353",NA,"C38 H73 N O2","F",84656.7650639473,"C8-Pos-101353"
"Amide-Neg-100868",NA,"C9 H27 N4 P3","F",84631.1808172189,"Amide-Neg-100868"
"C18-Neg-100599",NA,"C5 H8 Cl N3 O4 S3","F",84465.4203645364,"C18-Neg-100599"
"C18-Neg-100613",NA,"C9 H8 Cl3 N O2","F",84464.5053129739,"C18-Neg-100613"
"C18-Pos-101099",NA,"C14 H26 N4 O5","F",84408.909480674,"C18-Pos-101099"
"C8-Pos-101755",NA,"C48 H77 N3 O5 P2","F",84390.5513718859,"C8-Pos-101755"
"C8-Pos-101862",NA,"C10 H26 N9 P","F",84364.8467718955,"C8-Pos-101862"
"C8-Neg-101723",NA,"C28 H62 N9 O6 P3 S","F",84307.7883724269,"C8-Neg-101723"
"Amide-Pos-100810",NA,"C3 H10 N5 O4 P","F",84246.0863442644,"Amide-Pos-100810"
"C8-Neg-101718",NA,"C20 H34 N6 O2","F",84244.1522968129,"C8-Neg-101718"
"C8-Pos-102160",NA,"C14 H34 Cl N5 O3 S","F",83983.2830245185,"C8-Pos-102160"
"Amide-Pos-100789",NA,"C7 H13 N6 O9 P","F",83856.9248432446,"Amide-Pos-100789"
"Amide-Neg-100914",NA,"C13 H15 O5 P","F",83844.3342011319,"Amide-Neg-100914"
"C8-Neg-101802",NA,"C22 H55 N10 O3 P3","F",83760.5672918186,"C8-Neg-101802"
"C18-Neg-100533",NA,"C5 H15 Cl N2 O7 P2","F",83708.2654773572,"C18-Neg-100533"
"C8-Neg-101684",NA,"C3 H4 Cl N5 S3","F",83685.4406341398,"C8-Neg-101684"
"C8-Neg-101627",NA,"C5 H4 Cl3 N3 O5 P2","F",83648.5543293948,"C8-Neg-101627"
"C8-Pos-101815",NA,"C14 H26 O4","F",83597.8673625183,"C8-Pos-101815"
"C8-Neg-101592",NA,"C5 H13 Cl3 N9 P","F",83521.0869247256,"C8-Neg-101592"
"C8-Neg-101788",NA,"C52 H88 N2 O5 P2 S","F",83515.0903207537,"C8-Neg-101788"
"C18-Pos-101226",NA,"C65 H123 N2 O18 P3","F",83396.4782436815,"C18-Pos-101226"
"C18-Pos-100851",NA,"C86 H118 N10 O16 P2 S3","F",83355.6977133732,"C18-Pos-100851"
"C8-Pos-102166",NA,"C18 H39 N O4","F",83297.5791990382,"C8-Pos-102166"
"Amide-Neg-100856",NA,"C15 H23 N O8","F",83139.6774555133,"Amide-Neg-100856"
"C8-Pos-102055",NA,"C29 H51 N5 O5 S","F",83138.1319887111,"C8-Pos-102055"
"C8-Neg-100771",NA,"C41 H80 N3 O8 P S","F",83078.3903585936,"C8-Neg-100771"
"C8-Pos-102196",NA,"C24 H57 N7 O4 S","F",82994.5611660976,"C8-Pos-102196"
"C8-Neg-101458",NA,"C7 H11 Br N6 O7","F",82992.4135349837,"C8-Neg-101458"
"C8-Pos-102006",NA,"C31 H61 N5 O3","F",82862.8717711506,"C8-Pos-102006"
"C18-Pos-101015",NA,"C83 H105 N10 O15 P3","F",82846.2749508655,"C18-Pos-101015"
"Amide-Pos-100775",NA,"C46 H74 N O5 P","F",82829.4181899396,"Amide-Pos-100775"
"C8-Pos-000685","Fentanyl","C22 H28 N2 O","F",82755.6993465204,"Fentanyl"
"C8-Pos-102058",NA,"C33 H68 N3 O7 P S","F",82721.354144876,"C8-Pos-102058"
"Amide-Neg-100716",NA,"C6 H17 O3 P3","F",82664.5942403686,"Amide-Neg-100716"
"C8-Neg-101757",NA,"C2 H4 Cl2 O10 S","F",82662.2954484266,"C8-Neg-101757"
"C8-Neg-101425",NA,"C21 H40 N2 O2 P2 S2","F",82641.7142062055,"C8-Neg-101425"
"C8-Pos-102069",NA,"C16 H35 N4 O4 P","F",82638.8948629845,"C8-Pos-102069"
"C18-Pos-101114",NA,"C51 H108 N9 O15 P3","F",82582.9181239269,"C18-Pos-101114"
"C18-Pos-100976",NA,"C8 H12 O","F",82555.179604775,"C18-Pos-100976"
"C18-Pos-000323","2-Amino-N-isobutylacetamide","C6 H14 N2 O","F",82554.7963633466,"2-Amino-N-isobutylacetamide"
"C8-Neg-000212","5-[(1S,2R,4aR)-5-(Hydroxymethyl)-1,2,4a-trimethyl-1,2,3,4,4a,7,8,8a-octahydro-1-naphthalenyl]-3-methylpentanoic acid","C20 H34 O3","F",82552.9653740744,"5-[(1S,2R,4aR)-5-(Hydroxymethyl)-1,2,4a-trimethyl-1,2,3,4,4a,7,8,8a-octahydro-1-naphthalenyl]-3-methylpentanoic acid"
"C8-Pos-101529",NA,"C25 H39 N5 O3","F",82515.6194844279,"C8-Pos-101529"
"C18-Neg-100570",NA,"C3 H3 Cl N8 O2 S4","F",82497.0600045778,"C18-Neg-100570"
"C18-Pos-101230",NA,"C69 H110 N9 O18 P","F",82485.8005900622,"C18-Pos-101230"
"C8-Neg-101259",NA,"C4 H6 Br N2 O P3 S","F",82483.5050447236,"C8-Neg-101259"
"C8-Pos-101961",NA,"C21 H39 N O5","F",82445.5567420144,"C8-Pos-101961"
"C8-Neg-101595",NA,"C27 H31 N2 O2 P S","F",82371.193862671,"C8-Neg-101595"
"C18-Neg-100540",NA,"C6 H9 N O10","F",82244.5838609879,"C18-Neg-100540"
"C18-Pos-101013",NA,"C73 H92 N7 O18 P S","F",82177.8543174384,"C18-Pos-101013"
"C18-Neg-100561",NA,"C16 H36 Cl N5 O12 P2","F",82174.1086726663,"C18-Neg-100561"
"C18-Pos-101058",NA,"C44 H83 N8 O11 P3 S","F",82121.5520260014,"C18-Pos-101058"
"C18-Pos-101100",NA,"C66 H107 N10 O11 P3","F",82091.2796806286,"C18-Pos-101100"
"C8-Neg-101656",NA,"C37 H81 N9 O6 P2","F",82083.0365306088,"C8-Neg-101656"
"C18-Pos-101148",NA,"C45 H89 N2 O18 P3","F",81869.3923358147,"C18-Pos-101148"
"Amide-Neg-100799",NA,"C24 H48 O S2","F",81837.1463361072,"Amide-Neg-100799"
"C8-Neg-101658",NA,"C3 H4 Cl4 O4 S2","F",81781.8549268781,"C8-Neg-101658"
"C8-Pos-101993",NA,"C28 H52 N7 O2 P S","F",81776.2142709571,"C8-Pos-101993"
"C18-Neg-000214","CMPF","C12 H16 O5","F",81764.2108681166,"CMPF"
"C8-Neg-101674",NA,"C23 H33 N5 S","F",81736.5404336593,"C8-Neg-101674"
"C18-Neg-100551",NA,"C5 H11 Cl N8 O7 P2 S2","F",81656.2281454045,"C18-Neg-100551"
"Amide-Neg-100915",NA,"C17 H35 N4 O9 P3 S","F",81642.257488043,"Amide-Neg-100915"
"C8-Neg-101758",NA,"C4 H7 Cl N3 O7 P S","F",81589.8066299324,"C8-Neg-101758"
"C18-Pos-101091",NA,"C52 H75 N O5 P2 S","F",81538.9716132494,"C18-Pos-101091"
"C8-Pos-102216",NA,"C20 H37 N4 O P","F",81514.9117019959,"C8-Pos-102216"
"C18-Pos-101119",NA,"C80 H157 N8 O17 P3 S3","F",81503.9120627524,"C18-Pos-101119"
"C18-Pos-101138",NA,"C24 H44 N O4 P","F",81474.8736679729,"C18-Pos-101138"
"C8-Pos-000680","Oxymorphone","C17 H19 N O4","F",81468.0921424836,"Oxymorphone"
"C18-Pos-101003",NA,"C57 H113 N10 O14 P3","F",81453.7198083823,"C18-Pos-101003"
"C8-Pos-102044",NA,"C23 H54 N5 O P","F",81453.6113986903,"C8-Pos-102044"
"C8-Pos-101998",NA,"C18 H24 N6 O2 S","F",81421.5996080413,"C8-Pos-101998"
"C8-Pos-101335",NA,"C18 H38 O3","F",81351.2098426847,"C8-Pos-101335"
"Amide-Neg-100954",NA,"C6 H8 Cl N O6","F",81300.998888923,"Amide-Neg-100954"
"C18-Pos-100946",NA,"C7 H24 N9 O P","F",81298.6826751517,"C18-Pos-100946"
"C18-Neg-100611",NA,"C3 H Cl N2 O7","F",81288.0689909897,"C18-Neg-100611"
"C18-Pos-100979",NA,"C42 H51 N3 O","F",81245.433576834,"C18-Pos-100979"
"C18-Pos-101083",NA,"C29 H46 N5 O18 P3 S","F",81188.333908251,"C18-Pos-101083"
"Amide-Neg-100587",NA,"C3 H5 N O3","F",81167.8788706144,"Amide-Neg-100587"
"C18-Pos-101195",NA,"C4 H11 O4 P","F",81115.2008480594,"C18-Pos-101195"
"Amide-Pos-100713",NA,"C3 H4 Cl N2 O2 P S2","F",81016.2829319847,"Amide-Pos-100713"
"C8-Neg-101750",NA,"C33 H74 N9 O6 P3","F",80990.4276083553,"C8-Neg-101750"
