"Compound.ID","Name","Formula","Sex","mean_intensity","display_name"
"C8-Pos-100243",NA,"C7 H15 Cl N2 O5 S","F",4840295.59438591,"C8-Pos-100243"
"Amide-Neg-100215",NA,"C6 H6 O7","F",4835080.11396388,"Amide-Neg-100215"
"C18-Neg-100089",NA,"C5 H2 O17","F",4831741.76304622,"C18-Neg-100089"
"C18-Pos-000145","L-N-Acetylhistidine","C8 H11 N3 O3","F",4825413.58844214,"L-N-Acetylhistidine"
"C8-Pos-000165","Adenosine","C10 H13 N5 O4","F",4824252.77032044,"Adenosine"
"C8-Neg-100211",NA,"C12 H25 Br Cl2 N8 P2","F",4821237.45544873,"C8-Neg-100211"
"C18-Pos-000147","N,N-Diethylethanolamine","C6 H15 N O","F",4812776.92239364,"N,N-Diethylethanolamine"
"Amide-Neg-100142",NA,"C5 H10 O6","F",4811477.38693839,"Amide-Neg-100142"
"Amide-Pos-000255","3-Hydrazinylpyridazine","C4 H6 N4","F",4809340.82488256,"3-Hydrazinylpyridazine"
"C18-Neg-100090",NA,"C7 H12 O7","F",4796602.03082706,"C18-Neg-100090"
"Amide-Pos-000232","1-(2-Hydroxyethyl)-2,2,6,6-tetramethyl-4-piperidinol","C11 H23 N O2","F",4794288.652709,"1-(2-Hydroxyethyl)-2,2,6,6-tetramethyl-4-piperidinol"
"C8-Neg-100175",NA,"C6 H18 N6 O13 P2","F",4791465.61483802,"C8-Neg-100175"
"Amide-Neg-100202",NA,"C7 H11 N S2","F",4788599.21429538,"Amide-Neg-100202"
"C18-Pos-100045",NA,"C11 H3 N9","F",4786834.16377132,"C18-Pos-100045"
"C18-Neg-100073",NA,"C4 H7 N O10","F",4775592.85919803,"C18-Neg-100073"
"C8-Neg-100131",NA,"C13 H25 Br N2 O7 P2","F",4774507.08791013,"C8-Neg-100131"
"C8-Neg-100054",NA,"C36 H78 N8 O8 P2","F",4770072.33245327,"C8-Neg-100054"
"C8-Pos-000215","PE 20:2_22:6","C47 H78 N O8 P","F",4768479.33901553,"PE 20:2_22:6"
"Amide-Neg-000219","4-Oxoproline","C5 H7 N O3","F",4765553.83934488,"4-Oxoproline"
"C8-Neg-000030","Phosphatidylserine 18:1-22:6","C46 H76 N O10 P","F",4759364.31602269,"Phosphatidylserine 18:1-22:6"
"C8-Neg-100150",NA,"C36 H73 Cl N2 O2","F",4759257.12076482,"C8-Neg-100150"
"C8-Pos-100298",NA,"C20 H42 N2 O2 P2","F",4754463.72019925,"C8-Pos-100298"
"C8-Pos-100303",NA,"C20 H44 N2 O5 S","F",4753111.69284027,"C8-Pos-100303"
"Amide-Neg-100209",NA,"C6 H8 N2 O9","F",4750115.53809433,"Amide-Neg-100209"
"C18-Pos-100162",NA,"C H3 N O5","F",4747058.60988354,"C18-Pos-100162"
"C18-Neg-100066",NA,"C6 H6 O7","F",4746474.57245127,"C18-Neg-100066"
"C8-Pos-100207",NA,"C19 H43 N7 O5","F",4737896.37173752,"C8-Pos-100207"
"C18-Pos-100240",NA,"C H3 Cl2 O2 P","F",4734963.62798743,"C18-Pos-100240"
"C18-Pos-100188",NA,"C6 H O10 P3","F",4730868.25980044,"C18-Pos-100188"
"C8-Pos-000231","Monoerucin","C25 H48 O4","F",4727144.05758425,"Monoerucin"
"C18-Pos-100180",NA,"C4 H4 N6 O2 P2 S2","F",4712894.45440385,"C18-Pos-100180"
"Amide-Neg-100129",NA,"C13 H23 N4 O14 P3","F",4704462.06358469,"Amide-Neg-100129"
"C8-Neg-000044","Phosphatidylethanolamine 18:1-22:6","C45 H76 N O8 P","F",4700900.28754633,"Phosphatidylethanolamine 18:1-22:6"
"Amide-Neg-100153",NA,"C6 H13 Cl O6","F",4700477.92854167,"Amide-Neg-100153"
"C8-Pos-100226",NA,"C44 H80 N2 O10 P2","F",4698195.59912308,"C8-Pos-100226"
"C8-Neg-100099",NA,"C7 H12 N2 O2 P2","F",4694533.91754597,"C8-Neg-100099"
"Amide-Pos-100195",NA,"C10 H24 N3 O14 P3","F",4692295.21832457,"Amide-Pos-100195"
"C18-Pos-100246",NA,"C12 H17 Cl N2 O2","F",4691593.99469971,"C18-Pos-100246"
"C8-Pos-000207","PC O-40:5","C48 H88 N O7 P","F",4689865.96165497,"PC O-40:5"
"C8-Pos-100083",NA,"C27 H42 N4 O3","F",4689426.57562329,"C8-Pos-100083"
"C8-Pos-100084",NA,"C25 H42 N4 O3","F",4689426.57562329,"C8-Pos-100084"
"C8-Pos-100085",NA,"C21 H46 N9 O2 P","F",4689426.57562329,"C8-Pos-100085"
"C8-Pos-100086",NA,"C27 H47 N5 O4","F",4689426.57562329,"C8-Pos-100086"
"C18-Neg-100055",NA,"C4 H8 Cl O2 P3 S4","F",4685758.19398376,"C18-Neg-100055"
"C8-Neg-100098",NA,"C8 H7 N6 O6 P S2","F",4676716.09450519,"C8-Neg-100098"
"C8-Neg-100161",NA,"C19 H32 N4 O5 S","F",4674899.48416085,"C8-Neg-100161"
"C8-Pos-100185",NA,"C7 H13 O11 P3","F",4661120.97556065,"C8-Pos-100185"
"C8-Pos-100297",NA,"C20 H32 N4 O","F",4660279.34032021,"C8-Pos-100297"
"C8-Pos-000211","1-(1Z-Octadecenyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine","C44 H86 N O7 P","F",4652913.33683807,"1-(1Z-Octadecenyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine"
"C18-Pos-100147",NA,"C16 H31 N O5","F",4650089.6984421,"C18-Pos-100147"
"C8-Pos-000197","LPE 38:4","C43 H80 N O7 P","F",4639561.28938342,"LPE 38:4"
"Amide-Neg-100155",NA,"C8 H9 N5 O3","F",4634124.30298799,"Amide-Neg-100155"
"C8-Pos-000208","PC 22:4_22:4","C52 H88 N O8 P","F",4629258.62402697,"PC 22:4_22:4"
"C18-Pos-100145",NA,"C4 H Cl N2 O2 S","F",4627925.44292673,"C18-Pos-100145"
"C8-Pos-100225",NA,"C22 H40 N6 S","F",4613558.94201932,"C8-Pos-100225"
"C8-Pos-000284","PEG n10","C20 H42 O11","F",4608423.96130951,"PEG n10"
"C18-Pos-100264",NA,"C22 H46 O6","F",4603547.2378902,"C18-Pos-100264"
"Amide-Neg-100179",NA,"C8 H17 O P S","F",4593444.41740106,"Amide-Neg-100179"
"Amide-Neg-100180",NA,"C7 H17 Cl N2 S2","F",4593444.41740106,"Amide-Neg-100180"
"Amide-Pos-100175",NA,"C16 H31 N P2","F",4591391.59794381,"Amide-Pos-100175"
"Amide-Neg-100146",NA,"C6 H7 N O5","F",4573071.41886428,"Amide-Neg-100146"
"Amide-Neg-100172",NA,"C11 H17 N2 P S","F",4565282.8332829,"Amide-Neg-100172"
"C8-Pos-000179","LPC 20:4-SN2","C28 H50 N O7 P","F",4565198.77222886,"LPC 20:4-SN2"
"C18-Pos-100245",NA,"C4 H9 Cl2 O2 P","F",4560989.47537267,"C18-Pos-100245"
"C8-Pos-100289",NA,"C35 H78 N8 O6 P2","F",4556576.4152831,"C8-Pos-100289"
"C18-Pos-000161","4-Acetamidobutanoic acid","C6 H11 N O3","F",4554375.27414714,"4-Acetamidobutanoic acid"
"C8-Pos-100039",NA,"C24 H39 N5 O","F",4546567.30557934,"C8-Pos-100039"
"Amide-Neg-100150",NA,"C3 H6 N4 O6 P2","F",4545940.43301179,"Amide-Neg-100150"
"C18-Neg-100037",NA,"C6 H9 O10 P","F",4544756.984421,"C18-Neg-100037"
"C8-Neg-100118",NA,"C18 H35 N3 O12","F",4544683.8109763,"C8-Neg-100118"
"C18-Neg-100074",NA,"C H P3 S","F",4520056.74033448,"C18-Neg-100074"
"Amide-Pos-000254","3-Hydrazinylpyridazine","C4 H6 N4","F",4517504.22434475,"3-Hydrazinylpyridazine"
"C18-Pos-100239",NA,"C22 H43 N5","F",4516458.10924486,"C18-Pos-100239"
"C18-Pos-100109",NA,"C6 H21 N4 O5 P3","F",4505994.15480271,"C18-Pos-100109"
"C8-Pos-100267",NA,"C18 H41 N7 O5","F",4502593.41428068,"C8-Pos-100267"
"C8-Pos-100283",NA,"C22 H50 N2 O2 P2","F",4491418.77684064,"C8-Pos-100283"
"C8-Neg-000046","2-Docosahexaenoyl-1-stearoyl-sn-glycero-3-phosphoethanolamine","C45 H78 N O8 P","F",4487682.33726093,"2-Docosahexaenoyl-1-stearoyl-sn-glycero-3-phosphoethanolamine"
"C18-Pos-100213",NA,"C4 H9 N4 O5 P3 S","F",4486484.24053412,"C18-Pos-100213"
"C18-Pos-100275",NA,"C17 H24 O3","F",4486122.84556901,"C18-Pos-100275"
"C8-Neg-100172",NA,"C14 H26 Cl4 N2 O5 S","F",4475853.66050538,"C8-Neg-100172"
"C8-Neg-100155",NA,"C9 H26 Cl3 N8 O P S3","F",4475712.4097365,"C8-Neg-100155"
"C8-Pos-100227",NA,"C22 H37 N5","F",4472788.16177817,"C8-Pos-100227"
"Amide-Pos-100163",NA,"C6 H9 N8 O P S","F",4467563.64853678,"Amide-Pos-100163"
"Amide-Pos-100149",NA,"C4 H7 N O2","F",4459326.03938492,"Amide-Pos-100149"
"C8-Neg-100176",NA,"C36 H73 Cl N2 O2","F",4452478.93805969,"C8-Neg-100176"
"Amide-Pos-100179",NA,"C4 H5 N O","F",4449838.52845323,"Amide-Pos-100179"
"C18-Pos-100216",NA,"C4 H2 N O2 P S","F",4447682.85645332,"C18-Pos-100216"
"C8-Neg-100183",NA,"C H2 Cl O3 P S3","F",4442203.50565229,"C8-Neg-100183"
"Amide-Pos-000294","2-Pyrrolidinone","C4 H7 N O","F",4440455.72228409,"2-Pyrrolidinone"
"Amide-Neg-100145",NA,"C11 H18 N6 O2 S2","F",4431539.47558533,"Amide-Neg-100145"
"Amide-Pos-000235","2-Amino-3-methoxybenzoic acid","C8 H9 N O3","F",4428412.77175518,"2-Amino-3-methoxybenzoic acid"
"C18-Pos-100115",NA,"C9 H7 N5 O8 S","F",4416425.54474981,"C18-Pos-100115"
"Amide-Pos-100196",NA,"C12 H20 N6 O","F",4411807.75840223,"Amide-Pos-100196"
"C8-Pos-100311",NA,"C25 H55 N4 O2 P","F",4406993.47709716,"C8-Pos-100311"
"C8-Pos-000112","Progesterone","C21 H30 O2","F",4395080.36116156,"Progesterone"
"C8-Pos-100316",NA,"C30 H51 N3 O2 S","F",4379147.5597722,"C8-Pos-100316"
"C8-Pos-100325",NA,"C38 H80 N9 O6 P","F",4377371.70033353,"C8-Pos-100325"
"C8-Pos-100333",NA,"C31 H40 N2 O3","F",4376642.87792037,"C8-Pos-100333"
"C8-Pos-100334",NA,"C29 H48 N O4 P","F",4376642.87792037,"C8-Pos-100334"
"C8-Neg-100154",NA,"C13 H20 Cl4 O3","F",4375832.68565904,"C8-Neg-100154"
"Amide-Neg-100175",NA,"C5 H12 Cl N O5","F",4373813.24581037,"Amide-Neg-100175"
"C18-Pos-100228",NA,"C H N O7","F",4370696.36398144,"C18-Pos-100228"
"C18-Pos-100273",NA,"C20 H49 N7 O5","F",4370645.32912307,"C18-Pos-100273"
"C18-Pos-100227",NA,"C4 H3 Cl N2 O7 P2","F",4368200.90814017,"C18-Pos-100227"
"C8-Pos-100324",NA,"C83 H167 N2 O14 P3 S","F",4364878.21731931,"C8-Pos-100324"
"C8-Pos-000195","1-Stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine","C41 H80 N O8 P","F",4364727.4639869,"1-Stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine"
"C8-Neg-100069",NA,"C9 H19 Cl2 N4 P3 S","F",4348740.01447932,"C8-Neg-100069"
"C18-Neg-100032",NA,"C3 H7 N2 P3 S","F",4339445.13469606,"C18-Neg-100032"
"C8-Pos-000150","2-Arachidonoyl glycerol","C23 H38 O4","F",4339070.38578859,"2-Arachidonoyl glycerol"
"Amide-Pos-100070",NA,"C5 H2 Cl N O5 P2 S5","F",4337067.55178189,"Amide-Pos-100070"
"C18-Pos-100175",NA,"C2 H2 N5 P3","F",4331770.05493271,"C18-Pos-100175"
"C8-Neg-100174",NA,"C18 H30 Cl4 N2 O2 S2","F",4331546.19032215,"C8-Neg-100174"
"C18-Pos-100238",NA,"C5 H2 Cl N2 O3 P","F",4329305.87792714,"C18-Pos-100238"
"Amide-Pos-000293","1-(2-Hydroxyethyl)-2,2,6,6-tetramethyl-4-piperidinol","C11 H23 N O2","F",4323235.29996663,"1-(2-Hydroxyethyl)-2,2,6,6-tetramethyl-4-piperidinol"
"C8-Pos-100177",NA,"C22 H41 N O2","F",4322895.81541877,"C8-Pos-100177"
"C8-Pos-100178",NA,"C22 H39 N O","F",4322895.81541877,"C8-Pos-100178"
"C8-Pos-100319",NA,"C21 H40 O5","F",4311572.97844798,"C8-Pos-100319"
"C18-Neg-100100",NA,"C6 H19 N4 O4 P3","F",4299468.54194029,"C18-Neg-100100"
"C8-Pos-100300",NA,"C26 H27 N2 O2 P","F",4296461.55915665,"C8-Pos-100300"
"C8-Pos-100301",NA,"C26 H30 N3 O2 P","F",4296461.55915665,"C8-Pos-100301"
"C8-Pos-100234",NA,"C40 H81 N4 O7 P","F",4294902.65045219,"C8-Pos-100234"
"Amide-Pos-000245","D-(+)-Pipecolinic acid","C6 H11 N O2","F",4294679.89600369,"D-(+)-Pipecolinic acid"
"Amide-Neg-000088","Benzenesulfonic acid, dodecyl(sulfophenoxy)-","C24 H34 O7 S2","F",4286895.96775191,"Benzenesulfonic acid, dodecyl(sulfophenoxy)-"
"Amide-Pos-000290","5-Methylcytosine","C5 H7 N3 O","F",4284916.35398552,"5-Methylcytosine"
"Amide-Neg-000171","Guanosine","C10 H13 N5 O5","F",4283867.34353533,"Guanosine"
"C8-Neg-100111",NA,"C3 H10 Cl N4 O5 P","F",4279522.59398865,"C8-Neg-100111"
"C8-Pos-100143",NA,"C23 H47 N O2 S","F",4269207.25168766,"C8-Pos-100143"
"C8-Neg-000027","Pantothenic acid","C9 H17 N O5","F",4268761.72293279,"Pantothenic acid"
"C8-Neg-100160",NA,"C22 H41 Cl N4 O3","F",4268419.13977613,"C8-Neg-100160"
"C8-Neg-100156",NA,"C8 H12 N4 O4 P2 S","F",4266631.86252194,"C8-Neg-100156"
"C8-Pos-100209",NA,"C4 H Cl O11","F",4265320.16649239,"C8-Pos-100209"
"C18-Pos-100306",NA,"C35 H82 N7 O6 P3 S","F",4262860.63254407,"C18-Pos-100306"
"C18-Pos-100260",NA,"C39 H82 N7 O4 P S2","F",4261411.27121733,"C18-Pos-100260"
"C8-Neg-100216",NA,"C9 H18 Cl3 N6 P S","F",4240169.31162374,"C8-Neg-100216"
"C18-Pos-100203",NA,"C2 H2 Cl N4 O6 P","F",4235468.44672895,"C18-Pos-100203"
"C18-Neg-100076",NA,"C10 H11 N O6","F",4225823.56213012,"C18-Neg-100076"
"Amide-Pos-000153","Crotonic acid","C4 H6 O2","F",4218119.91580936,"Crotonic acid"
"C18-Pos-100160",NA,"C3 H Cl N O5 P S","F",4214045.54458888,"C18-Pos-100160"
"C18-Neg-100049",NA,"C7 H8 N2 O17 P2","F",4213560.65815327,"C18-Neg-100049"
"Amide-Pos-100172",NA,"C9 H16 N2 O3 S","F",4213550.57752701,"Amide-Pos-100172"
"C8-Pos-000226","PS 20:4_22:6","C48 H74 N O10 P","F",4207337.10128887,"PS 20:4_22:6"
"Amide-Pos-100123",NA,"C6 H14 N2 O6 P2 S2","F",4203600.8636244,"Amide-Pos-100123"
"Amide-Pos-000263","Tetraethylene glycol monomethyl ether","C9 H20 O5","F",4192404.21194231,"Tetraethylene glycol monomethyl ether"
"C8-Pos-100170",NA,"C14 H10 Br N5 O5 P2 S2","F",4189799.01714836,"C8-Pos-100170"
"C18-Pos-100182",NA,"C4 H N4 O3 P","F",4184551.47714696,"C18-Pos-100182"
"C8-Neg-100210",NA,"C9 H15 Cl S2","F",4179625.99199561,"C8-Neg-100210"
"Amide-Neg-100167",NA,"C4 H5 N O9","F",4178665.96426094,"Amide-Neg-100167"
"Amide-Neg-000199","Adenosine diphosphate (ADP)","C10 H15 N5 O10 P2","F",4176552.87138793,"Adenosine diphosphate (ADP)"
"Amide-Pos-100076",NA,"C13 H25 N5 O2","F",4168126.93827196,"Amide-Pos-100076"
"C18-Neg-100099",NA,"C12 H19 N O5 S2","F",4167236.34275806,"C18-Neg-100099"
"C8-Pos-100350",NA,"C83 H166 N O17 P3","F",4155498.64144362,"C8-Pos-100350"
"C18-Neg-000055","Inosine-5'-monophosphate (IMP)","C10 H13 N4 O8 P","F",4153714.36386698,"Inosine-5'-monophosphate (IMP)"
"C8-Neg-100206",NA,"C3 H2 Cl3 O P S","F",4153384.06921523,"C8-Neg-100206"
"C8-Pos-000290","Ethyl palmitoleate","C18 H34 O2","F",4151325.7842778,"Ethyl palmitoleate"
"Amide-Neg-100119",NA,"C2 H5 N O4 S","F",4150657.79591008,"Amide-Neg-100119"
"C8-Neg-100086",NA,"C12 H24 Cl3 N2 O2 P3","F",4149651.42105423,"C8-Neg-100086"
"Amide-Neg-100224",NA,"C6 H8 Cl N O6","F",4147458.10572672,"Amide-Neg-100224"
"C8-Pos-000219","Spectral Match to 2-Linoleoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine from NIST14","C39 H74 N O8 P","F",4146215.94879021,"Spectral Match to 2-Linoleoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine from NIST14"
"C8-Neg-100208",NA,"C10 H20 Cl3 N6 O P S","F",4145168.59689075,"C8-Neg-100208"
"C8-Neg-100198",NA,"C8 H24 N8 O7 P2 S4","F",4144326.72889127,"C8-Neg-100198"
"Amide-Pos-100141",NA,"C12 H26 O6","F",4144255.7816225,"Amide-Pos-100141"
"C8-Neg-100106",NA,"C17 H30 Cl3 N2 O2 P S3","F",4136343.54901302,"C8-Neg-100106"
"Amide-Neg-100079",NA,"C6 H13 Cl O6","F",4131866.82092084,"Amide-Neg-100079"
"C18-Neg-100085",NA,"C9 H18 Cl N O8","F",4128372.90305313,"C18-Neg-100085"
"C8-Neg-100182",NA,"C20 H32 O2","F",4128293.65944439,"C8-Neg-100182"
"C18-Neg-100060",NA,"C11 H15 N O10","F",4115554.02836851,"C18-Neg-100060"
"C8-Neg-100095",NA,"C9 H21 Cl4 N4 O P","F",4112618.83153018,"C8-Neg-100095"
"Amide-Neg-100235",NA,"C6 H8 Cl N O6","F",4109362.11753547,"Amide-Neg-100235"
"C18-Pos-100282",NA,"C9 H6 Cl N2 O2 P3","F",4106867.95444341,"C18-Pos-100282"
"Amide-Pos-100182",NA,"C44 H61 N3 O3","F",4106246.08167469,"Amide-Pos-100182"
"Amide-Pos-000228","L-Homoarginine","C7 H16 N4 O2","F",4103028.320461,"L-Homoarginine"
"C18-Pos-100278",NA,"C3 H3 N4 O2 P S","F",4100912.67451958,"C18-Pos-100278"
"C8-Neg-000042","PS 38:5","C44 H76 N O10 P","F",4100677.39538966,"PS 38:5"
"C8-Pos-100293",NA,"C36 H82 N8 O5 P2","F",4100291.6490954,"C8-Pos-100293"
"Amide-Neg-000140","Methylmalonic acid","C4 H6 O4","F",4098312.02771761,"Methylmalonic acid"
"C18-Neg-000085","4-Oxoproline","C5 H7 N O3","F",4093079.17674245,"4-Oxoproline"
"Amide-Neg-100173",NA,"C3 H4 N4 O3","F",4092597.06621685,"Amide-Neg-100173"
"Amide-Pos-100189",NA,"C6 H20 N7 O10 P3","F",4086389.65965062,"Amide-Pos-100189"
"Amide-Pos-100180",NA,"C10 H10 N4 O5","F",4084052.34370894,"Amide-Pos-100180"
"Amide-Neg-100163",NA,"C3 H8 O4 S","F",4083921.61689478,"Amide-Neg-100163"
"C8-Neg-100110",NA,"C24 H40 O2","F",4083140.97238528,"C8-Neg-100110"
"C8-Pos-000182","PC 16:2_22:6","C46 H76 N O8 P","F",4082452.81897166,"PC 16:2_22:6"
"C8-Neg-100180",NA,"C18 H35 Cl2 O3 P3 S3","F",4080093.49820657,"C8-Neg-100180"
"C8-Pos-000167","Adenosine","C10 H13 N5 O4","F",4079716.3558795,"Adenosine"
"C18-Pos-100163",NA,"C4 H3 N7 O3","F",4076770.94131868,"C18-Pos-100163"
"C8-Pos-100065",NA,"C31 H53 N5 O5","F",4073852.97819863,"C8-Pos-100065"
"C8-Pos-000296","Triphenyl phosphate","C18 H15 O4 P","F",4073802.49402049,"Triphenyl phosphate"
"Amide-Pos-100208",NA,"C8 H4 Cl O3 P3 S3","F",4066471.29667116,"Amide-Pos-100208"
"Amide-Pos-000243","2-Piperazinecarboxamide","C5 H11 N3 O","F",4061189.90805774,"2-Piperazinecarboxamide"
"C8-Pos-100336",NA,"C22 H37 O4 P","F",4055858.38499503,"C8-Pos-100336"
"C8-Pos-100337",NA,"C23 H28 N2 O2","F",4055858.38499503,"C8-Pos-100337"
"C8-Neg-100119",NA,"C8 H26 Br N6 O5 P3","F",4043441.48489652,"C8-Neg-100119"
"C8-Neg-000050","1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine","C21 H44 N O7 P","F",4032608.80921303,"1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"
"Amide-Neg-100152",NA,"C10 H9 N7 O5","F",4027186.71996445,"Amide-Neg-100152"
"Amide-Pos-100097",NA,"C6 H8 O5","F",4026078.28134043,"Amide-Pos-100097"
"Amide-Pos-100098",NA,"C6 H11 N O5","F",4026078.28134043,"Amide-Pos-100098"
"Amide-Neg-100206",NA,"C5 H8 N O7 P","F",4011759.78993535,"Amide-Neg-100206"
"C8-Neg-100109",NA,"C7 H20 Cl N5 O17 P2","F",4011386.76641656,"C8-Neg-100109"
"C8-Neg-100167",NA,"C15 H23 Cl3 N4 O7 S2","F",4004541.46154378,"C8-Neg-100167"
"C8-Neg-100128",NA,"C4 H10 Cl2 N10 O4","F",4001503.42091242,"C8-Neg-100128"
"C18-Pos-100243",NA,"C6 H15 Br N6 O4 P2","F",3999420.67225371,"C18-Pos-100243"
"C8-Pos-100197",NA,"C5 H14 N4 O14 P2 S","F",3981717.92671031,"C8-Pos-100197"
"C8-Neg-100108",NA,"C22 H44 N4 O3 P2","F",3974181.18414427,"C8-Neg-100108"
"C8-Pos-100318",NA,"C26 H28 N3 O P","F",3972882.40862812,"C8-Pos-100318"
"C8-Pos-100249",NA,"C18 H41 N8 P","F",3968927.02344001,"C8-Pos-100249"
"Amide-Neg-000225","Maleic acid","C4 H4 O4","F",3964231.8926889,"Maleic acid"
"Amide-Pos-000222","1-Acetyl-4-(2-hydroxyethyl)piperazine","C8 H16 N2 O2","F",3954923.62076714,"1-Acetyl-4-(2-hydroxyethyl)piperazine"
"Amide-Pos-100222",NA,"C4 H7 N5 O P2 S","F",3953973.80407606,"Amide-Pos-100222"
"C8-Pos-100353",NA,"C22 H44 N4 O3 P2","F",3949846.73569477,"C8-Pos-100353"
"C8-Pos-000149","1-Palmitoyl-2-linoleoyl-sn-glycero-3-phosphocholine","C42 H80 N O8 P","F",3949293.94005042,"1-Palmitoyl-2-linoleoyl-sn-glycero-3-phosphocholine"
"Amide-Pos-100162",NA,"C19 H19 O6 P3 S2","F",3945617.30141351,"Amide-Pos-100162"
"C18-Pos-100200",NA,"C9 H9 N10 O14 P3 S2","F",3943223.16802665,"C18-Pos-100200"
"C18-Pos-100231",NA,"C7 H3 N8 O5 P","F",3940900.27060018,"C18-Pos-100231"
"C18-Pos-100226",NA,"C2 H6 N2 O4","F",3936959.27236516,"C18-Pos-100226"
"C8-Neg-100184",NA,"C3 H2 Cl3 O P S","F",3934659.43197038,"C8-Neg-100184"
"C8-Pos-000241","Palmitoyl ethanolamide","C18 H37 N O2","F",3933358.95433349,"Palmitoyl ethanolamide"
"C18-Pos-100230",NA,"C10 H13 N5 O14 P2 S","F",3932572.2494702,"C18-Pos-100230"
"Amide-Pos-000268","D-Carnitine","C7 H15 N O3","F",3931036.69224608,"D-Carnitine"
"C8-Pos-100034",NA,"C41 H67 N9 O5","F",3926983.60998669,"C8-Pos-100034"
"C8-Pos-100035",NA,"C21 H35 N2 O P","F",3926983.60998669,"C8-Pos-100035"
"C8-Neg-100148",NA,"C6 H14 Cl N6 O8 P3 S","F",3921308.82815474,"C8-Neg-100148"
"C8-Pos-100281",NA,"C18 H43 N7 O S","F",3920914.19243313,"C8-Pos-100281"
"Amide-Neg-100154",NA,"C10 H17 N O8","F",3919102.8579158,"Amide-Neg-100154"
"Amide-Pos-000277","Uracil","C4 H4 N2 O2","F",3917926.82903096,"Uracil"
"Amide-Neg-100149",NA,"C5 H8 O4","F",3914296.81139894,"Amide-Neg-100149"
"Amide-Neg-000167","Myristic acid","C14 H28 O2","F",3912346.40604229,"Myristic acid"
"C8-Pos-100221",NA,"C25 H43 N O2","F",3908537.99163618,"C8-Pos-100221"
"C8-Pos-100222",NA,"C25 H40 O2","F",3908537.99163618,"C8-Pos-100222"
"Amide-Neg-100213",NA,"C7 H7 N4 O6 P","F",3905417.36141952,"Amide-Neg-100213"
"Amide-Pos-100194",NA,"C5 H2 Cl N2 O10 P","F",3905167.49057217,"Amide-Pos-100194"
"C8-Neg-100200",NA,"C11 H19 Cl2 N2 O2 P S","F",3900156.18941956,"C8-Neg-100200"
"C8-Neg-000058","L-Glutathione oxidized","C20 H32 N6 O12 S2","F",3900034.74077532,"L-Glutathione oxidized"
"Amide-Pos-000299","N6-Me-Adenosine","C11 H15 N5 O4","F",3894106.56209486,"N6-Me-Adenosine"
"C8-Neg-100245",NA,"C11 H25 Cl2 N4 O2 P S3","F",3889694.64164732,"C8-Neg-100245"
"C8-Neg-000057","L-Glutathione oxidized","C20 H32 N6 O12 S2","F",3887384.17931599,"L-Glutathione oxidized"
"C18-Neg-100091",NA,"C H Cl N3 P S3","F",3885411.76318506,"C18-Neg-100091"
"C18-Pos-100222",NA,"C13 H22 N2 O2 P2 S2","F",3882976.81949024,"C18-Pos-100222"
"Amide-Neg-100216",NA,"C6 H13 Cl O6","F",3872212.3134365,"Amide-Neg-100216"
"C18-Pos-100251",NA,"C6 H15 N","F",3862316.98299005,"C18-Pos-100251"
"C8-Neg-100240",NA,"C6 H15 Cl N2 O2 S3","F",3860912.86565495,"C8-Neg-100240"
"C18-Neg-000074","Uridine monophosphate (UMP)","C9 H13 N2 O9 P","F",3857207.51056099,"Uridine monophosphate (UMP)"
"Amide-Pos-100135",NA,"C3 H4 N5 O3 P","F",3854038.20226604,"Amide-Pos-100135"
"C8-Pos-100208",NA,"C28 H46 N O4 P","F",3854027.68211639,"C8-Pos-100208"
"Amide-Neg-000221","L-Phenylalanine","C9 H11 N O2","F",3850812.2544129,"L-Phenylalanine"
"C8-Pos-100152",NA,"C44 H75 N4 O9 P","F",3838754.47658107,"C8-Pos-100152"
"C18-Pos-000162","PEG n5","C10 H22 O6","F",3837710.36385217,"PEG n5"
"C8-Neg-100149",NA,"C9 H24 Cl N8 O9 P3 S","F",3833264.6307638,"C8-Neg-100149"
"C8-Pos-000269","Lupeol","C30 H50 O","F",3822781.38567048,"Lupeol"
"C8-Neg-100202",NA,"C4 H7 N9 O2","F",3817949.6251647,"C8-Neg-100202"
"Amide-Neg-100211",NA,"C7 H14 Cl N S2","F",3817182.0883005,"Amide-Neg-100211"
"C8-Neg-100236",NA,"C5 H14 Br N8 O P","F",3814799.33855613,"C8-Neg-100236"
"C8-Neg-100209",NA,"C15 H23 Cl2 N4 O P3 S","F",3814655.53913674,"C8-Neg-100209"
"C18-Neg-100088",NA,"C4 H12 N O4 P","F",3812637.70109951,"C18-Neg-100088"
"C18-Pos-100149",NA,"C6 H10 N9 O4 P","F",3806267.77214703,"C18-Pos-100149"
"C8-Pos-100288",NA,"C39 H55 N3 O17","F",3803969.53278045,"C8-Pos-100288"
"Amide-Pos-000166","Crotonic acid","C4 H6 O2","F",3802775.63430551,"Crotonic acid"
