"Compound.ID","Name","Formula","mean_intensity","display_name"
"C8-Pos-000192","PE 16:1_22:6","C43 H72 N O8 P",8084740.9193222,"PE 16:1_22:6"
"Amide-Pos-100080",NA,"C12 H12 N4",8045621.90410074,"Amide-Pos-100080"
"Amide-Pos-100139",NA,"C6 H11 N O5",8035222.7461217,"Amide-Pos-100139"
"C8-Pos-000172","PC 20:0_22:6","C50 H88 N O8 P",8020015.78606988,"PC 20:0_22:6"
"C18-Neg-100028",NA,"C12 H19 N O5 S2",8016230.80944682,"C18-Neg-100028"
"C8-Pos-100146",NA,"C4 H8 N5 O9 P3",8000554.88833179,"C8-Pos-100146"
"Amide-Pos-000083","Imidazoleacetic acid","C5 H6 N2 O2",7990613.38563603,"Imidazoleacetic acid"
"C18-Pos-100108",NA,"C5 H10 Cl P S2",7982132.05104206,"C18-Pos-100108"
"Amide-Pos-000186","L-Pyroglutamic acid","C5 H7 N O3",7980761.18792661,"L-Pyroglutamic acid"
"C18-Pos-100085",NA,"C6 H14 P2",7978861.58498206,"C18-Pos-100085"
"Amide-Pos-000146","Pyrrole-2-carboxylic acid","C5 H5 N O2",7961985.47801841,"Pyrrole-2-carboxylic acid"
"C18-Neg-000048","Threonine","C4 H9 N O3",7951107.874102,"Threonine"
"Amide-Pos-000201","Cytosine","C4 H5 N3 O",7926939.8310988,"Cytosine"
"C18-Neg-000045","D-Fructose 1-phosphate","C6 H13 O9 P",7913057.05336781,"D-Fructose 1-phosphate"
"C18-Pos-000103","Guanine","C5 H5 N5 O",7893726.51634983,"Guanine"
"Amide-Neg-100135",NA,"C6 H9 Cl O7",7881621.51728573,"Amide-Neg-100135"
"C18-Pos-100136",NA,"C6 H8 O14 P2 S3",7880581.71458623,"C18-Pos-100136"
"C8-Neg-000019","Phosphatidylinositol 16:0-20:4","C45 H79 O13 P",7859261.92000333,"Phosphatidylinositol 16:0-20:4"
"Amide-Neg-000111","Ethyl myristate","C16 H32 O2",7846162.88503628,"Ethyl myristate"
"C8-Neg-100076",NA,"C12 H28 Br N6 O3 P S4",7837154.6707622,"C8-Neg-100076"
"C18-Pos-100123",NA,"C13 H15 N2 O6 P3 S",7819640.20208618,"C18-Pos-100123"
"Amide-Neg-000118","Xanthine","C5 H4 N4 O2",7818346.11641013,"Xanthine"
"C8-Neg-100083",NA,"C6 H15 Cl N8 O S4",7802349.47116744,"C8-Neg-100083"
"C18-Pos-100140",NA,"C3 H9 N4 O16 P3 S2",7802146.48619354,"C18-Pos-100140"
"Amide-Pos-000178","L-Tyrosine","C9 H11 N O3",7796790.17279175,"L-Tyrosine"
"Amide-Neg-100139",NA,"C4 H5 N O2",7789424.95482433,"Amide-Neg-100139"
"C8-Pos-100154",NA,"C54 H61 N3 O5 S",7768469.71529156,"C8-Pos-100154"
"C8-Pos-100158",NA,"C16 H39 N5 O5",7757123.51647648,"C8-Pos-100158"
"C8-Pos-100190",NA,"C33 H36 Cl N O4 S2",7756710.93591564,"C8-Pos-100190"
"C8-Pos-000126","LPE 20:4","C25 H44 N O7 P",7749355.97720561,"LPE 20:4"
"Amide-Pos-000213","L-β-Homoglutamine","C6 H12 N2 O3",7747247.01154114,"L-β-Homoglutamine"
"C8-Pos-000223","Metoclopramide","C14 H22 Cl N3 O2",7737905.65974051,"Metoclopramide"
"C8-Neg-100048",NA,"C4 H14 N9 O9 P3",7728706.18937965,"C8-Neg-100048"
"Amide-Neg-100106",NA,"C2 H3 N O3 S",7727663.01018526,"Amide-Neg-100106"
"Amide-Pos-100157",NA,"C4 H9 N2 O4 P",7725974.02765342,"Amide-Pos-100157"
"Amide-Pos-100130",NA,"C8 H6 N2 O",7719382.47616356,"Amide-Pos-100130"
"C18-Pos-000097","Inosine-5'-monophosphate (IMP)","C10 H13 N4 O8 P",7710220.76235956,"Inosine-5'-monophosphate (IMP)"
"C18-Neg-000063","N-Acetyl-DL-glutamic acid","C7 H11 N O5",7709756.47983481,"N-Acetyl-DL-glutamic acid"
"C8-Neg-100096",NA,"C5 H16 Br N10 O2 P S",7692131.5475678,"C8-Neg-100096"
"C18-Pos-000124","2-Aminoisobutyric acid","C4 H9 N O2",7684370.06422115,"2-Aminoisobutyric acid"
"Amide-Pos-000211","L-Gln","C5 H10 N2 O3",7657947.1875376,"L-Gln"
"Amide-Pos-100101",NA,"C17 H22 N2 O5 S",7646602.5109709,"Amide-Pos-100101"
"C8-Neg-100080",NA,"C2 H4 N O2 P S4",7628459.13594338,"C8-Neg-100080"
"C8-Pos-100040",NA,"C35 H84 N10 O8 P2",7627584.20541781,"C8-Pos-100040"
"Amide-Pos-100132",NA,"C9 H3 Cl N O5 P3",7613436.81824203,"Amide-Pos-100132"
"Amide-Pos-100142",NA,"C4 H11 N O",7602575.12736067,"Amide-Pos-100142"
"C8-Neg-100124",NA,"C6 H15 N2 O6 P3",7599107.682756,"C8-Neg-100124"
"Amide-Pos-100121",NA,"C17 H13 N6 O5 P3 S2",7595279.32714173,"Amide-Pos-100121"
"C8-Pos-000188","Spectral Match to 1-Octadecanoyl-sn-glycero-3-phosphocholine from NIST14","C26 H54 N O7 P",7593378.73685607,"Spectral Match to 1-Octadecanoyl-sn-glycero-3-phosphocholine from NIST14"
"C18-Neg-000062","Guanosine monophosphate (GMP)","C10 H14 N5 O8 P",7590272.17678726,"Guanosine monophosphate (GMP)"
"C8-Neg-100070",NA,"C9 H18 O9",7575790.88897547,"C8-Neg-100070"
"Amide-Pos-100128",NA,"C9 H20 N2 S",7561182.08491032,"Amide-Pos-100128"
"Amide-Neg-000130","DL-Alanine","C3 H7 N O2",7549760.19264228,"DL-Alanine"
"Amide-Neg-000152","L-Gulono-1,4-lactone","C6 H10 O6",7538042.63283866,"L-Gulono-1,4-lactone"
"C18-Pos-000159","Butan-2-yl(ethyl)amine","C6 H15 N",7527848.95358786,"Butan-2-yl(ethyl)amine"
"C8-Pos-100210",NA,"C19 H38 N O5 P",7519588.88422002,"C8-Pos-100210"
"C8-Pos-100129",NA,"C4 H9 Cl N10 O5 P2 S2",7481457.86203388,"C8-Pos-100129"
"Amide-Neg-000105","Acrylic acid","C3 H4 O2",7471467.08412238,"Acrylic acid"
"C8-Neg-100093",NA,"C2 H Cl2 N3 O P2",7443798.2645422,"C8-Neg-100093"
"C18-Pos-000157","Dodecyltrimethylammonium","C15 H33 N",7436100.25990868,"Dodecyltrimethylammonium"
"C18-Pos-100157",NA,"C8 H9 O2 P3 S2",7431653.34788588,"C18-Pos-100157"
"C8-Neg-000024","Phosphatidylethanolamine lyso 22:6","C27 H44 N O7 P",7417580.21561088,"Phosphatidylethanolamine lyso 22:6"
"C8-Neg-000016","Oleic acid","C18 H34 O2",7412391.23639911,"Oleic acid"
"Amide-Neg-100118",NA,"C6 H13 Cl O6",7411635.95308915,"Amide-Neg-100118"
"C8-Pos-100204",NA,"C24 H38 N4",7407653.66257729,"C8-Pos-100204"
"C8-Pos-100205",NA,"C24 H40 N4 O",7407653.66257729,"C8-Pos-100205"
"C8-Neg-100097",NA,"C5 H11 Cl N8 O5 P2",7402430.60967937,"C8-Neg-100097"
"Amide-Pos-000181","Octaethylene glycol","C16 H34 O9",7391181.46329718,"Octaethylene glycol"
"C8-Pos-100181",NA,"C49 H58 O",7386147.72507765,"C8-Pos-100181"
"C8-Pos-100188",NA,"C79 H159 N2 O14 P3 S",7380901.073707,"C8-Pos-100188"
"Amide-Pos-000176","Acetyl-β-methylcholine","C8 H17 N O2",7378668.74333796,"Acetyl-β-methylcholine"
"C18-Pos-100159",NA,"C3 H N O4 S",7372575.62368856,"C18-Pos-100159"
"C8-Pos-100203",NA,"C19 H40 N6 O S",7363668.51250833,"C8-Pos-100203"
"C8-Pos-000114","1-Stearoyl-2-arachidonoyl-sn-glycero-3-phosphoserine","C44 H78 N O10 P",7362447.19420537,"1-Stearoyl-2-arachidonoyl-sn-glycero-3-phosphoserine"
"Amide-Pos-100102",NA,"C25 H26 N4 O8 S2",7346841.54618996,"Amide-Pos-100102"
"C18-Pos-100161",NA,"C3 H N2 O P3",7338903.15623355,"C18-Pos-100161"
"Amide-Pos-100085",NA,"C8 H4 Cl P3 S3",7314002.97634507,"Amide-Pos-100085"
"C18-Pos-000122","Glucose 1-phosphate","C6 H13 O9 P",7307824.53602124,"Glucose 1-phosphate"
"Amide-Pos-000218","1-Hydroxy-2-(3-pyridinyl)ethylidene bisphosphonic acid","C7 H11 N O7 P2",7302836.98525688,"1-Hydroxy-2-(3-pyridinyl)ethylidene bisphosphonic acid"
"Amide-Pos-100092",NA,"C6 H5 Br N P S",7283184.27215099,"Amide-Pos-100092"
"C8-Pos-000170","Stearoyl-L-carnitine","C25 H49 N O4",7281816.51667494,"Stearoyl-L-carnitine"
"C8-Pos-100211",NA,"C20 H41 N O2 S",7279130.19765999,"C8-Pos-100211"
"C18-Neg-100057",NA,"C7 H3 N3 O5",7269832.40961971,"C18-Neg-100057"
"C18-Pos-100165",NA,"C21 H44 O5",7265941.95854501,"C18-Pos-100165"
"C18-Pos-100144",NA,"C4 H Cl N2 O2 S",7262625.55074134,"C18-Pos-100144"
"C8-Pos-000196","PC 16:2_28:7","C52 H86 N O8 P",7259623.5887953,"PC 16:2_28:7"
"C18-Neg-100031",NA,"C11 H15 N O10",7250421.06155736,"C18-Neg-100031"
"C18-Pos-100134",NA,"C8 H9 N4 O7 P",7239554.17858342,"C18-Pos-100134"
"Amide-Neg-000126","3-Hydroxy-3-methylglutaric acid","C6 H10 O5",7238881.92377738,"3-Hydroxy-3-methylglutaric acid"
"C8-Pos-100215",NA,"C35 H43 N3 O3",7235275.49688624,"C8-Pos-100215"
"C18-Pos-100132",NA,"C2 H6 Cl N O3 P2",7229968.34817584,"C18-Pos-100132"
"C18-Pos-100135",NA,"C8 H15 O6 P S",7219042.20403784,"C18-Pos-100135"
"C8-Pos-000177","PC 14:0_16:3","C38 H70 N O8 P",7215876.41054513,"PC 14:0_16:3"
"Amide-Neg-000125","meso-Butane-1,2,3,4-tetracarboxylic acid","C8 H10 O8",7192508.10371696,"meso-Butane-1,2,3,4-tetracarboxylic acid"
"Amide-Pos-100146",NA,"C3 H Cl N5 P3",7187543.55625607,"Amide-Pos-100146"
"C8-Pos-100183",NA,"C37 H71 N4 O4 P",7180915.2420901,"C8-Pos-100183"
"C8-Pos-100194",NA,"C36 H76 N8",7179646.67274939,"C8-Pos-100194"
"Amide-Neg-100115",NA,"C6 H13 Cl O5",7175488.42352907,"Amide-Neg-100115"
"C8-Pos-100153",NA,"C8 H11 Cl N2 S",7156936.50575445,"C8-Pos-100153"
"C18-Pos-100170",NA,"C H3 Cl O4 P2",7152817.55071951,"C18-Pos-100170"
"C8-Pos-000198","5'-S-Methyl-5'-thioadenosine","C11 H15 N5 O3 S",7151204.88575186,"5'-S-Methyl-5'-thioadenosine"
"C8-Pos-100230",NA,"C20 H45 N6 O3 P",7139653.3183094,"C8-Pos-100230"
"C18-Pos-100129",NA,"C3 H4 N3 O P",7099769.79257025,"C18-Pos-100129"
"C8-Pos-100202",NA,"C15 H38 N6 O5",7092942.22547657,"C8-Pos-100202"
"Amide-Pos-000209","L-Histidine","C6 H9 N3 O2",7092851.84336661,"L-Histidine"
"C8-Pos-100214",NA,"C33 H45 O4 P",7072607.45049095,"C8-Pos-100214"
"Amide-Pos-000136","Glycerophosphocholine","C8 H20 N O6 P",7065986.77271105,"Glycerophosphocholine"
"Amide-Neg-100133",NA,"C4 H8 O4",7053920.50077842,"Amide-Neg-100133"
"C8-Neg-100103",NA,"C23 H40 N4 O2",7023875.5030042,"C8-Neg-100103"
"C18-Neg-100068",NA,"C6 H7 Cl O6",7021977.72708147,"C18-Neg-100068"
"Amide-Pos-100120",NA,"C7 H17 O14 P3",7011067.63058133,"Amide-Pos-100120"
"Amide-Pos-100140",NA,"C4 H8 N O P S",7002244.64843198,"Amide-Pos-100140"
"Amide-Pos-000157","Imidazolelactic acid","C6 H8 N2 O3",6995046.24960344,"Imidazolelactic acid"
"Amide-Pos-100143",NA,"C4 H11 N O",6992689.88004396,"Amide-Pos-100143"
"C18-Pos-100148",NA,"C3 H5 O11 P3",6986885.51759018,"C18-Pos-100148"
"Amide-Neg-100148",NA,"C H N3 O2",6982731.0318614,"Amide-Neg-100148"
"C8-Neg-100073",NA,"C15 H28 Cl4 N2 S3",6964575.56918231,"C8-Neg-100073"
"C18-Pos-000125","2-Aminoisobutyric acid","C4 H9 N O2",6955693.0137482,"2-Aminoisobutyric acid"
"Amide-Pos-100114",NA,"C2 H6 O2 P2 S",6952760.10379721,"Amide-Pos-100114"
"Amide-Neg-100131",NA,"C7 H9 N O5",6950811.67772129,"Amide-Neg-100131"
"C18-Neg-000066","N-Acetyl-DL-glutamic acid","C7 H11 N O5",6917122.3500958,"N-Acetyl-DL-glutamic acid"
"C8-Pos-100223",NA,"C24 H36 N6 O",6909970.35680557,"C8-Pos-100223"
"C18-Neg-000059","Succinic acid","C4 H6 O4",6897691.85317969,"Succinic acid"
"C18-Pos-100100",NA,"C2 H6 O3 P2",6894574.07422635,"C18-Pos-100100"
"C8-Pos-000146","PS 20:2_20:2","C46 H82 N O10 P",6894100.85232796,"PS 20:2_20:2"
"Amide-Neg-000163","Pro","C5 H9 N O2",6889854.85088693,"Pro"
"C8-Pos-000191","1-(1Z-Octadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine","C48 H84 N O7 P",6857460.02066576,"1-(1Z-Octadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine"
"Amide-Neg-000139","DL-β-Leucine","C6 H13 N O2",6847379.50568287,"DL-β-Leucine"
"C8-Pos-000233","(Z,E)-Tetradeca-9,12-dienol","C14 H26 O",6842800.40462011,"(Z,E)-Tetradeca-9,12-dienol"
"C18-Pos-000139","Ethyl D-allothreoninate","C6 H13 N O3",6836794.99547471,"Ethyl D-allothreoninate"
"C8-Neg-100129",NA,"C11 H14 Cl2 N4 O2 S",6833416.3049794,"C8-Neg-100129"
"C8-Pos-100233",NA,"C26 H45 N O4",6824215.18519788,"C8-Pos-100233"
"C8-Pos-100168",NA,"C42 H66 N4",6812256.29995738,"C8-Pos-100168"
"Amide-Pos-100154",NA,"C11 H11 N6 O15 P S",6810722.69339902,"Amide-Pos-100154"
"Amide-Pos-100090",NA,"C7 H3 Br Cl4 N3 P S",6801183.79400464,"Amide-Pos-100090"
"C18-Pos-100204",NA,"C38 H79 N5 O3 S5",6792588.48080817,"C18-Pos-100204"
"Amide-Pos-100160",NA,"C2 H Cl2 N4 O2 P3 S",6785549.14504031,"Amide-Pos-100160"
"Amide-Pos-100145",NA,"C3 H10 N O4 P",6771450.28406842,"Amide-Pos-100145"
"Amide-Pos-000231","5-Propylthiophene-2-sulfonic acid","C7 H10 O3 S2",6757719.0946876,"5-Propylthiophene-2-sulfonic acid"
"Amide-Neg-100137",NA,"C6 H8 Cl N O6",6723919.33130119,"Amide-Neg-100137"
"C8-Neg-100074",NA,"C19 H28 Cl N2 O2 P3 S2",6692725.89931936,"C8-Neg-100074"
"Amide-Pos-100164",NA,"C8 H Cl O4 P2 S",6686245.91319394,"Amide-Pos-100164"
"C8-Pos-100231",NA,"C26 H37 O2 P S",6669217.32180738,"C8-Pos-100231"
"C8-Neg-100049",NA,"C21 H21 N6 O P3 S2",6655909.17689632,"C8-Neg-100049"
"Amide-Pos-000182","Cytidine","C9 H13 N3 O5",6653371.116432,"Cytidine"
"Amide-Pos-000206","Methyl-L-histidinate","C7 H11 N3 O2",6649881.97607971,"Methyl-L-histidinate"
"C18-Pos-100121",NA,"C10 H20 N O6 P3",6633162.16617269,"C18-Pos-100121"
"Amide-Pos-000207","2,3-Dihydroxypyridine","C5 H5 N O2",6629143.19251458,"2,3-Dihydroxypyridine"
"C8-Neg-100078",NA,"C20 H36 O2",6625807.55296976,"C8-Neg-100078"
"C18-Pos-100102",NA,"C9 H13 N3 O3",6616121.37180429,"C18-Pos-100102"
"C8-Pos-000204","PC(17:0_18:1)","C43 H84 N O8 P",6612430.58486997,"PC(17:0_18:1)"
"C8-Neg-100089",NA,"C4 H11 Cl3 N8 O2",6602444.49422775,"C8-Neg-100089"
"Amide-Neg-000196","L-Glutamic acid","C5 H9 N O4",6587873.76612814,"L-Glutamic acid"
"Amide-Pos-000217","cis-4-Hydroxy-D-proline","C5 H9 N O3",6586874.51692107,"cis-4-Hydroxy-D-proline"
"C18-Pos-100171",NA,"C H3 N2 O4 P",6578917.98198637,"C18-Pos-100171"
"C18-Pos-100130",NA,"C2 H5 Cl N3 O3 P",6562921.56432369,"C18-Pos-100130"
"Amide-Pos-000140","2-Aminoisobutyric acid","C4 H9 N O2",6548904.3184108,"2-Aminoisobutyric acid"
"Amide-Neg-000120","Diacetyl","C4 H6 O2",6546489.23965334,"Diacetyl"
"Amide-Pos-000194","2'-Deoxyadenosine","C10 H13 N5 O3",6544613.48351888,"2'-Deoxyadenosine"
"Amide-Neg-100110",NA,"C6 H13 Cl O6",6540834.85499867,"Amide-Neg-100110"
"Amide-Neg-100145",NA,"C11 H18 N6 O2 S2",6540762.40089796,"Amide-Neg-100145"
"C8-Neg-000031","2-Docosahexaenoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine","C43 H74 N O8 P",6540405.48767852,"2-Docosahexaenoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine"
"Amide-Neg-100141",NA,"C7 H16 Cl N O S2",6539749.95133835,"Amide-Neg-100141"
"Amide-Pos-100185",NA,"C3 H9 N8 O6 P",6531518.0550216,"Amide-Pos-100185"
"Amide-Neg-000121","DL-β-Leucine","C6 H13 N O2",6525835.12540932,"DL-β-Leucine"
"C8-Neg-100062",NA,"C8 H13 N O2 S2",6522156.78851783,"C8-Neg-100062"
"C8-Pos-000163","PC O-38:4","C46 H86 N O7 P",6519908.55930475,"PC O-38:4"
"C18-Pos-000138","D-(+)-Pipecolinic acid","C6 H11 N O2",6519065.47546733,"D-(+)-Pipecolinic acid"
"C18-Neg-000065","2-Oxobutyric acid","C4 H6 O3",6516531.66550012,"2-Oxobutyric acid"
"C8-Pos-100136",NA,"C10 H12 N8 O13 P2",6513737.50379155,"C8-Pos-100136"
"C18-Neg-000043","1-β-D-Arabinofuranosyluracil 5'-monophosphate","C9 H13 N2 O9 P",6506863.49472422,"1-β-D-Arabinofuranosyluracil 5'-monophosphate"
"Amide-Pos-100152",NA,"C9 H21 N5 O6 P2 S2",6497924.19716072,"Amide-Pos-100152"
"C8-Neg-100116",NA,"C24 H45 N4 O P",6492506.96115203,"C8-Neg-100116"
"Amide-Neg-100084",NA,"C5 H5 Cl N4 O",6491027.79945971,"Amide-Neg-100084"
"Amide-Pos-100129",NA,"C3 H2 Cl N4 O4 P3 S",6489469.56267558,"Amide-Pos-100129"
"C8-Pos-000047","2-(2H-Benzotriazol-2-yl)-4,6-bis(1-methyl-1-phenylethyl)phenol","C30 H29 N3 O",6484799.06804343,"2-(2H-Benzotriazol-2-yl)-4,6-bis(1-methyl-1-phenylethyl)phenol"
"C8-Neg-000035","PE(O-22:6_16:1)","C43 H74 N O7 P",6469863.66639043,"PE(O-22:6_16:1)"
"Amide-Pos-100144",NA,"C8 H13 O P S",6469629.36505926,"Amide-Pos-100144"
"C18-Pos-100139",NA,"C3 H2 Cl N4 O7 P",6464942.59169073,"C18-Pos-100139"
"C18-Neg-100039",NA,"C5 H4 N6 O11 P2",6461035.36437766,"C18-Neg-100039"
"C8-Pos-000165","Adenosine","C10 H13 N5 O4",6457240.84654645,"Adenosine"
"C18-Pos-100138",NA,"C12 H20 N2 O3",6448754.93594187,"C18-Pos-100138"
"Amide-Pos-100136",NA,"C10 H6 N P",6446350.95859741,"Amide-Pos-100136"
"Amide-Neg-100168",NA,"C7 H9 N O5",6446185.42302947,"Amide-Neg-100168"
"C8-Neg-100137",NA,"C H2 Cl N5 O2 P2",6442697.95199951,"C8-Neg-100137"
"Amide-Pos-000215","Pyridine-3,5-diol","C5 H5 N O2",6439211.32310808,"Pyridine-3,5-diol"
"Amide-Neg-100138",NA,"C4 H9 N O8 S",6436944.48857439,"Amide-Neg-100138"
"C8-Pos-100143",NA,"C23 H47 N O2 S",6434235.0783176,"C8-Pos-100143"
"C18-Pos-100189",NA,"C3 H2 N O P S",6428899.4224855,"C18-Pos-100189"
"Amide-Pos-100110",NA,"C17 H22 N2 O5 S",6408362.34771284,"Amide-Pos-100110"
"C8-Neg-100072",NA,"C12 H25 N6 O18 P3",6406791.55445281,"C8-Neg-100072"
"C8-Neg-000041","Phosphatidylethanolamine alkenyl 16:0-20:4","C41 H74 N O7 P",6400548.70123395,"Phosphatidylethanolamine alkenyl 16:0-20:4"
"C8-Neg-100126",NA,"C14 H25 Cl3 N4 O4 P2",6393617.37527647,"C8-Neg-100126"
"C8-Neg-100075",NA,"C9 H17 Cl2 N2 P S2",6393475.46244427,"C8-Neg-100075"
"C8-Pos-100250",NA,"C53 H102 N O8 P3 S",6391366.09009919,"C8-Pos-100250"
"Amide-Neg-100144",NA,"C4 H5 N O2",6389183.7181712,"Amide-Neg-100144"
"C8-Neg-000017","Linoelaidic acid","C18 H32 O2",6374963.87854241,"Linoelaidic acid"
"C8-Neg-100101",NA,"C6 H9 Cl O7",6369197.45485753,"C8-Neg-100101"
"C8-Neg-100127",NA,"C12 H22 Br N4 O2 P S",6366900.75791925,"C8-Neg-100127"
"C8-Pos-100133",NA,"C53 H69 N7 O5",6355460.915263,"C8-Pos-100133"
"Amide-Pos-100113",NA,"C10 H14 N4 O",6354961.91919364,"Amide-Pos-100113"
"C8-Pos-100244",NA,"C26 H25 N2 O P",6336708.20850141,"C8-Pos-100244"
"C18-Pos-000130","Caprolactam","C6 H11 N O",6305657.59411646,"Caprolactam"
"C8-Pos-000117","Pantothenic acid","C9 H17 N O5",6288952.55607905,"Pantothenic acid"
"C8-Pos-100259",NA,"C42 H78 N3 O3 P",6288271.08757232,"C8-Pos-100259"
"C18-Pos-100155",NA,"C19 H33 N5 O2",6264520.56460638,"C18-Pos-100155"
"C18-Pos-100128",NA,"C2 H5 Cl N3 O3 P",6241647.6284635,"C18-Pos-100128"
"Amide-Neg-100140",NA,"C4 H9 N O8 S",6226503.03343177,"Amide-Neg-100140"
"Amide-Pos-000205","Methyl-L-histidinate","C7 H11 N3 O2",6223532.88440289,"Methyl-L-histidinate"
"C18-Pos-100154",NA,"C6 H7 N3 O6 P2",6222051.35372336,"C18-Pos-100154"
"Amide-Neg-100156",NA,"C4 H7 N O10",6214993.65670502,"Amide-Neg-100156"
"C8-Pos-000203","PS 16:4_26:4","C48 H78 N O10 P",6214899.14196174,"PS 16:4_26:4"
"C8-Pos-100219",NA,"C21 H41 N5 O",6213391.30861159,"C8-Pos-100219"
"Amide-Pos-000200","L-(-)-Methionine","C5 H11 N O2 S",6210785.5673038,"L-(-)-Methionine"
"Amide-Neg-000156","L-N-Acetylhistidine","C8 H11 N3 O3",6204409.33740824,"L-N-Acetylhistidine"
"C8-Pos-000095","Lidocaine","C14 H22 N2 O",6174955.96201155,"Lidocaine"
"C8-Neg-100138",NA,"C14 H22 Cl N2 O6 P3 S",6166514.94588667,"C8-Neg-100138"
"Amide-Neg-000162","L-(+)-Tartaric acid","C4 H6 O6",6161148.85779477,"L-(+)-Tartaric acid"
"C8-Neg-100125",NA,"C12 H23 Cl2 N4 O6 P S",6160051.89696492,"C8-Neg-100125"
"Amide-Neg-100134",NA,"C6 H12 Cl N O6",6157070.32355146,"Amide-Neg-100134"
"C18-Pos-100098",NA,"C3 H O7 P3 S",6139374.55703048,"C18-Pos-100098"
"Amide-Pos-100137",NA,"C6 H5 Br N P S",6137353.02504881,"Amide-Pos-100137"
"C8-Pos-100236",NA,"C15 H23 N6 O2 P S",6129713.75075752,"C8-Pos-100236"
"C18-Pos-000131","N-Acetylputrescine","C6 H14 N2 O",6123664.85044618,"N-Acetylputrescine"
"Amide-Neg-100169",NA,"C6 H9 N O6",6109991.22304985,"Amide-Neg-100169"
"C8-Pos-100131",NA,"C5 H15 Cl N4 O P2 S3",6107073.86485292,"C8-Pos-100131"
"C8-Neg-000037","LPE 22:4","C27 H48 N O7 P",6105953.37767316,"LPE 22:4"
"C8-Neg-100095",NA,"C9 H21 Cl4 N4 O P",6105205.127177,"C8-Neg-100095"
"Amide-Pos-100174",NA,"C5 H10 Cl N O2",6065656.68073619,"Amide-Pos-100174"
"C8-Pos-000250","1-Benzyl-4-(α-α-cyanobenzylidene)piperidine","C20 H20 N2",6061837.51147302,"1-Benzyl-4-(α-α-cyanobenzylidene)piperidine"
"C18-Pos-100174",NA,"C9 H5 N4 O18 P3 S",6060063.70486986,"C18-Pos-100174"
"C8-Pos-100033",NA,"C22 H47 N",6059678.37285828,"C8-Pos-100033"
"C8-Neg-100105",NA,"C7 H18 Cl N2 O11 P S",6048685.83918161,"C8-Neg-100105"
"C18-Pos-100152",NA,"C H3 N6 O5 P3",6048618.81113202,"C18-Pos-100152"
"C18-Pos-100143",NA,"C5 H11 N O2",6041492.66990306,"C18-Pos-100143"
"C8-Pos-100034",NA,"C41 H67 N9 O5",6023189.18132981,"C8-Pos-100034"
"C8-Pos-100035",NA,"C21 H35 N2 O P",6023189.18132981,"C8-Pos-100035"
"Amide-Pos-000197","2-Piperazinecarboxamide","C5 H11 N3 O",6020879.63223408,"2-Piperazinecarboxamide"
"C8-Pos-000189","SM 8:1;2O/24:0","C37 H75 N2 O6 P",6013899.84390598,"SM 8:1;2O/24:0"
"C8-Pos-100263",NA,"C20 H41 N O2 S",6013852.45527947,"C8-Pos-100263"
"C18-Pos-100118",NA,"C15 H34 N9 O P",6008164.99348578,"C18-Pos-100118"
"Amide-Pos-000253","Hymexazol","C4 H5 N O2",6005305.23166601,"Hymexazol"
"C8-Neg-100064",NA,"C6 H15 Cl N8 O S4",6002789.36771619,"C8-Neg-100064"
"C8-Neg-100112",NA,"C27 H37 N2 O2 P S",5989696.54830624,"C8-Neg-100112"
"C18-Pos-100232",NA,"C12 H15 N5 O3",5987144.93351615,"C18-Pos-100232"
"Amide-Neg-100159",NA,"C3 H5 N O2",5985668.22577566,"Amide-Neg-100159"
"C8-Pos-100125",NA,"C4 H9 Cl N4 O7 S3",5983103.36131104,"C8-Pos-100125"
"C8-Pos-000221","PC 14:0_15:0","C37 H74 N O8 P",5978722.81130355,"PC 14:0_15:0"
"C18-Neg-100059",NA,"C11 H14 N2 O7",5970075.65611354,"C18-Neg-100059"
"C18-Pos-100178",NA,"C2 H5 Cl N3 O3 P",5968910.04998282,"C18-Pos-100178"
"C8-Pos-100140",NA,"C22 H41 N O5",5964902.01903603,"C8-Pos-100140"
"C8-Pos-100195",NA,"C6 H5 N2 O14 P",5960416.58828469,"C8-Pos-100195"
"C18-Pos-100197",NA,"C2 H5 Cl N3 O3 P",5959509.35510068,"C18-Pos-100197"
"C8-Neg-100094",NA,"C20 H38 O2",5954888.68452922,"C8-Neg-100094"
"C18-Pos-100201",NA,"C4 H9 Cl O9 S3",5954835.52861763,"C18-Pos-100201"
"Amide-Pos-000237","L-Glutathione oxidized","C20 H32 N6 O12 S2",5944912.03194466,"L-Glutathione oxidized"
"Amide-Neg-100191",NA,"C2 H3 N O3",5944693.65324093,"Amide-Neg-100191"
"Amide-Pos-100156",NA,"C12 H17 Cl N2 O2",5934540.20019961,"Amide-Pos-100156"
"C8-Neg-000038","3-(3,5-Di-tert-butyl-4-hydroxyphenyl)propanoic acid","C17 H26 O3",5930663.76604792,"3-(3,5-Di-tert-butyl-4-hydroxyphenyl)propanoic acid"
"Amide-Pos-100167",NA,"C13 H8 N2 O14 S",5928300.13133256,"Amide-Pos-100167"
