"Compound.ID","Name","Formula","GW_bucket","mean_intensity","display_name"
"Amide-Neg-100462",NA,"C9 H19 N4 O13 P S2","16-18",648157.051920752,"Amide-Neg-100462"
"C8-Pos-100735",NA,"C16 H31 N O2 S","16-18",646989.666896332,"C8-Pos-100735"
"C8-Neg-100498",NA,"C7 H15 Cl3 N2 O S","16-18",646903.732612839,"C8-Neg-100498"
"C8-Pos-100478",NA,"C11 H28 N5 O2 P","16-18",645387.939808302,"C8-Pos-100478"
"C8-Pos-101211",NA,"C15 H28 O","16-18",645151.079449472,"C8-Pos-101211"
"C8-Pos-101049",NA,"C26 H50 O3 S","16-18",644110.19576195,"C8-Pos-101049"
"C8-Pos-100991",NA,"C18 H37 N O2","16-18",643187.702769157,"C8-Pos-100991"
"C18-Neg-100373",NA,"C H Cl3 N O2 P3","16-18",642818.957028028,"C18-Neg-100373"
"C8-Neg-100762",NA,"C5 H15 Br N6 O4 S","16-18",642423.277921332,"C8-Neg-100762"
"C18-Pos-100541",NA,"C22 H43 N O","16-18",642203.950225536,"C18-Pos-100541"
"C8-Neg-100883",NA,"C5 H13 Cl N8 P2 S2","16-18",641744.450762004,"C8-Neg-100883"
"C8-Pos-101063",NA,"C11 H2 N3 O2 P","16-18",641700.734427248,"C8-Pos-101063"
"Amide-Neg-100463",NA,"C8 H15 N O9 S","16-18",640914.443466572,"Amide-Neg-100463"
"C8-Pos-101246",NA,"C29 H64 N5 O3 P","16-18",640807.036495741,"C8-Pos-101246"
"C8-Neg-100756",NA,"C6 H18 Br N8 O2 P","16-18",640572.212623476,"C8-Neg-100756"
"C8-Pos-100331",NA,"C71 H123 N8 O12 P3","16-18",640526.02390152,"C8-Pos-100331"
"Amide-Pos-000405","OPHTHALMATE","C11 H19 N3 O6","16-18",640483.309654532,"OPHTHALMATE"
"Amide-Neg-100349",NA,"C6 H9 Cl O7","16-18",638917.894308106,"Amide-Neg-100349"
"C8-Pos-100141",NA,"C25 H45 N","16-18",638463.694102789,"C8-Pos-100141"
"Amide-Pos-000463","Adenylosuccinic acid","C14 H18 N5 O11 P","16-18",638383.074349635,"Adenylosuccinic acid"
"C18-Neg-100317",NA,"C16 H33 N2 O9 P3 S","16-18",638031.380269975,"C18-Neg-100317"
"C8-Neg-100741",NA,"C4 H3 N2 O6 P","16-18",637590.07259917,"C8-Neg-100741"
"C8-Pos-100924",NA,"C18 H35 N O3","16-18",637420.330639105,"C8-Pos-100924"
"C8-Pos-101150",NA,"C23 H53 N7 O3 S","16-18",637381.160780667,"C8-Pos-101150"
"C18-Pos-000236","1-Palmitoylglycerol","C19 H38 O4","16-18",637123.647400016,"1-Palmitoylglycerol"
"Amide-Pos-100346",NA,"C6 H3 Cl N4 O P2 S","16-18",636181.471794838,"Amide-Pos-100346"
"Amide-Neg-100488",NA,"C3 H8 O3 S2","16-18",635877.784351962,"Amide-Neg-100488"
"C8-Pos-000505","PE 16:0_22:2","C43 H82 N O8 P","16-18",635694.51869078,"PE 16:0_22:2"
"Amide-Neg-000486","2-Aminoadipic acid","C6 H11 N O4","16-18",634406.807206651,"2-Aminoadipic acid"
"C8-Pos-000472","LPE 18:2","C23 H44 N O7 P","16-18",634136.614879976,"LPE 18:2"
"C8-Neg-100668",NA,"C29 H25 N4 O10 P3 S","16-18",634073.897783613,"C8-Neg-100668"
"Amide-Pos-100402",NA,"C6 H16 N6 O7 P2","16-18",633775.111483895,"Amide-Pos-100402"
"C8-Pos-100919",NA,"C39 H76 N5 O4 P","16-18",633100.039821007,"C8-Pos-100919"
"Amide-Neg-100427",NA,"C2 H5 N4 O7 P3","16-18",633060.988644063,"Amide-Neg-100427"
"C18-Pos-100633",NA,"C15 H31 Cl2 N5 O5","16-18",632755.685851175,"C18-Pos-100633"
"C18-Pos-100634",NA,"C17 H38 Cl N6 O P S2","16-18",632755.685851175,"C18-Pos-100634"
"Amide-Pos-100435",NA,"C5 H16 Cl3 N6 P3","16-18",632484.847583708,"Amide-Pos-100435"
"C8-Pos-100999",NA,"C4 H7 N3 O5 P2","16-18",632347.151399885,"C8-Pos-100999"
"Amide-Neg-000470","1-β-D-Arabinofuranosyluracil 5'-monophosphate","C9 H13 N2 O9 P","16-18",632213.3750371,"1-β-D-Arabinofuranosyluracil 5'-monophosphate"
"C18-Pos-100457",NA,"C88 H162 N9 O15 P3 S2","16-18",631946.896683333,"C18-Pos-100457"
"Amide-Neg-100454",NA,"C15 H17 N O12 P2 S2","16-18",631880.042565542,"Amide-Neg-100454"
"C18-Pos-000267","4-Indolecarbaldehyde","C9 H7 N O","16-18",631858.647023877,"4-Indolecarbaldehyde"
"Amide-Pos-000429","N,N-Dimethylguanosine","C12 H17 N5 O5","16-18",631785.02969161,"N,N-Dimethylguanosine"
"C8-Pos-100349",NA,"C81 H130 N4 O15 P2","16-18",631460.929194389,"C8-Pos-100349"
"C8-Neg-100519",NA,"C5 H14 N6 O12 P2","16-18",631355.791489118,"C8-Neg-100519"
"C8-Pos-100825",NA,"C23 H43 N O5","16-18",631276.865366396,"C8-Pos-100825"
"Amide-Neg-100418",NA,"C7 H17 Cl N O3 P3 S2","16-18",630504.013658871,"Amide-Neg-100418"
"C8-Neg-100478",NA,"C36 H79 N9 O5 S3","16-18",630426.222357583,"C8-Neg-100478"
"C8-Neg-100681",NA,"C5 H13 N6 O P3","16-18",630412.135581548,"C8-Neg-100681"
"C18-Pos-100563",NA,"C16 H27 N5 O2","16-18",630405.153758403,"C18-Pos-100563"
"Amide-Neg-100559",NA,"C6 H15 N2 O6 P","16-18",630222.7172137,"Amide-Neg-100559"
"C18-Pos-100664",NA,"C22 H45 N O3","16-18",630183.137863621,"C18-Pos-100664"
"C18-Neg-000163","Citric acid","C6 H8 O7","16-18",629960.757400158,"Citric acid"
"Amide-Pos-100394",NA,"C14 H29 N4 O8 P S2","16-18",629512.878799924,"Amide-Pos-100394"
"C8-Pos-100850",NA,"C5 H12 N6 O8 P2","16-18",629461.172857915,"C8-Pos-100850"
"C8-Neg-100786",NA,"C10 H23 Cl N8 O4 P2 S","16-18",628614.6559932,"C8-Neg-100786"
"Amide-Neg-100508",NA,"C9 H16 N9 O4 P S","16-18",628553.919141305,"Amide-Neg-100508"
"Amide-Neg-100509",NA,"C5 H17 N7 O3 P2 S","16-18",628553.919141305,"Amide-Neg-100509"
"C8-Pos-100357",NA,"C69 H135 N4 O17 P3 S","16-18",628410.682003714,"C8-Pos-100357"
"C8-Neg-100370",NA,"C6 H19 Br N8 O13","16-18",626774.579254033,"C8-Neg-100370"
"Amide-Neg-100606",NA,"C2 H7 N8 O2 P S","16-18",626755.992077648,"Amide-Neg-100606"
"C18-Pos-000214","Xanthosine","C10 H12 N4 O6","16-18",626360.349554146,"Xanthosine"
"C18-Neg-100120",NA,"C12 H19 N O5 S2","16-18",625325.906192063,"C18-Neg-100120"
"C8-Pos-101193",NA,"C14 H40 N9 O3 P","16-18",625166.072777903,"C8-Pos-101193"
"C8-Pos-101117",NA,"C23 H51 N4 O2 P","16-18",624500.985846594,"C8-Pos-101117"
"C8-Neg-100531",NA,"C7 H7 Cl N P3 S","16-18",624402.475244364,"C8-Neg-100531"
"Amide-Pos-100033",NA,"C4 H11 N O","16-18",624352.087230342,"Amide-Pos-100033"
"C8-Pos-100979",NA,"C18 H43 N7 S2","16-18",624188.753208271,"C8-Pos-100979"
"C18-Pos-100569",NA,"C8 H6 N4 O3","16-18",623910.021505403,"C18-Pos-100569"
"C8-Pos-101247",NA,"C24 H35 N","16-18",623713.221558899,"C8-Pos-101247"
"C18-Pos-100304",NA,"C22 H40 N4 O","16-18",623298.133944032,"C18-Pos-100304"
"C18-Pos-100402",NA,"C22 H43 N5 O","16-18",623298.133944032,"C18-Pos-100402"
"Amide-Pos-100468",NA,"C5 H10 N2","16-18",623231.198675603,"Amide-Pos-100468"
"Amide-Neg-100601",NA,"C5 H N7 O","16-18",623047.81005764,"Amide-Neg-100601"
"C8-Neg-100829",NA,"C3 H5 Cl N3 P S3","16-18",622994.340512813,"C8-Neg-100829"
"Amide-Pos-100401",NA,"C12 H23 N","16-18",622637.539743423,"Amide-Pos-100401"
"C8-Pos-101180",NA,"C25 H55 N9 O4 P2","16-18",621623.413291103,"C8-Pos-101180"
"C18-Neg-100305",NA,"C6 H9 O10 P","16-18",621271.415887742,"C18-Neg-100305"
"C8-Pos-000511","2-Amino-1,3,4-octadecanetriol","C18 H39 N O3","16-18",621019.414393014,"2-Amino-1,3,4-octadecanetriol"
"C8-Pos-100593",NA,"C9 H18 Cl N2 O10 P3 S2","16-18",619878.200554279,"C8-Pos-100593"
"Amide-Pos-100560",NA,"C4 H5 N O","16-18",619494.075103096,"Amide-Pos-100560"
"C8-Pos-101126",NA,"C33 H65 N5 O11","16-18",619393.470897753,"C8-Pos-101126"
"Amide-Pos-100369",NA,"C9 H23 N6 O4 P3 S2","16-18",618138.107518526,"Amide-Pos-100369"
"C8-Neg-100858",NA,"C24 H55 N4 P3","16-18",617671.265204331,"C8-Neg-100858"
"Amide-Neg-100553",NA,"C3 H5 N7 O2","16-18",617322.260504142,"Amide-Neg-100553"
"C8-Pos-000225","Spectral Match to 1-Hexadecylpyridinium from NIST14","C21 H37 N","16-18",616673.869843994,"Spectral Match to 1-Hexadecylpyridinium from NIST14"
"C8-Neg-100624",NA,"C10 H21 N O9","16-18",614646.515239279,"C8-Neg-100624"
"C18-Pos-100572",NA,"C22 H39 N O S3","16-18",614523.648780034,"C18-Pos-100572"
"Amide-Neg-000484","Acetoacetic acid","C4 H6 O3","16-18",613261.833394146,"Acetoacetic acid"
"C18-Neg-100161",NA,"C9 H9 Cl N O2 P","16-18",613024.789592753,"C18-Neg-100161"
"C18-Pos-000229","2-(Tetradecylamino)ethanol","C16 H35 N O","16-18",612940.237846631,"2-(Tetradecylamino)ethanol"
"C8-Pos-100763",NA,"C22 H34 N4 O","16-18",612424.265324571,"C8-Pos-100763"
"Amide-Pos-100555",NA,"C3 H6 N2 O8 S","16-18",612337.874085561,"Amide-Pos-100555"
"C8-Pos-100644",NA,"C6 H8 Cl N O5 P2","16-18",612087.716518984,"C8-Pos-100644"
"C8-Pos-101147",NA,"C19 H37 N O2","16-18",611941.225852253,"C8-Pos-101147"
"Amide-Neg-100458",NA,"C6 H11 N O9","16-18",611687.666419241,"Amide-Neg-100458"
"Amide-Neg-000399","D-(-)-Mannitol","C6 H14 O6","16-18",610672.602744129,"D-(-)-Mannitol"
"C8-Neg-100737",NA,"C10 H21 Br N2 O7 P2","16-18",609677.139899581,"C8-Neg-100737"
"C8-Neg-100860",NA,"C21 H42 N6 O3 S","16-18",609596.550853997,"C8-Neg-100860"
"C8-Neg-100667",NA,"C12 H27 Br Cl N2 O2 P S2","16-18",609097.145169042,"C8-Neg-100667"
"C18-Neg-100296",NA,"C11 H15 N O10","16-18",608954.074946809,"C18-Neg-100296"
"C8-Pos-101170",NA,"C39 H70 N O5 P S","16-18",608846.605437843,"C8-Pos-101170"
"Amide-Pos-100442",NA,"C11 H19 N2 O8 P","16-18",608510.419532096,"Amide-Pos-100442"
"Amide-Pos-100443",NA,"C6 H13 N9 O3 P2","16-18",608510.419532096,"Amide-Pos-100443"
"C8-Neg-000173","LPE 22:3","C27 H50 N O7 P","16-18",608363.174112176,"LPE 22:3"
"C8-Neg-100676",NA,"C3 H4 Cl2 N3 O6 P3 S5","16-18",608326.071378469,"C8-Neg-100676"
"Amide-Neg-100489",NA,"C5 H12 O4 S","16-18",607967.222321365,"Amide-Neg-100489"
"C8-Neg-100477",NA,"C13 H26 Cl4 N2 O4 S","16-18",607909.079411238,"C8-Neg-100477"
"C8-Pos-100987",NA,"C19 H40 N6 S","16-18",607848.762412597,"C8-Pos-100987"
"C8-Neg-100671",NA,"C40 H66 N4 O2","16-18",607552.194679118,"C8-Neg-100671"
"C8-Pos-101190",NA,"C62 H92 N3 O5 P S","16-18",607240.153782666,"C8-Pos-101190"
"C8-Neg-100869",NA,"C40 H83 N5 O7 P2 S","16-18",607069.996258235,"C8-Neg-100869"
"C18-Pos-100369",NA,"C2 H O3 P S","16-18",606921.477130934,"C18-Pos-100369"
"Amide-Neg-100551",NA,"C5 H8 Cl N O5","16-18",606764.829432071,"Amide-Neg-100551"
"C18-Pos-100421",NA,"C29 H23 N2 O12 P3 S","16-18",606741.398268831,"C18-Pos-100421"
"C18-Neg-100355",NA,"C3 H4 Cl N8 O2 P3","16-18",605949.164122687,"C18-Neg-100355"
"C18-Neg-100126",NA,"C2 H3 Cl3 P2 S","16-18",605501.271464336,"C18-Neg-100126"
"C8-Pos-100645",NA,"C2 H4 N6 O4 P2 S","16-18",605319.186841183,"C8-Pos-100645"
"C8-Pos-000371","INOSINE","C10 H12 N4 O5","16-18",605227.720048017,"INOSINE"
"Amide-Neg-100432",NA,"C9 H15 N O9","16-18",604485.141232679,"Amide-Neg-100432"
"C8-Pos-100633",NA,"C5 H3 N6 O2 P S","16-18",604097.585368495,"C8-Pos-100633"
"Amide-Neg-100534",NA,"C6 H17 N6 O6 P","16-18",603942.914209171,"Amide-Neg-100534"
"C18-Neg-100288",NA,"C3 H Br Cl N P2 S","16-18",603915.715234205,"C18-Neg-100288"
"Amide-Pos-000451","2-(1-Piperazinyl)acetamide","C6 H13 N3 O","16-18",603848.481590002,"2-(1-Piperazinyl)acetamide"
"Amide-Neg-100478",NA,"C14 H26 N6 O","16-18",603777.005529486,"Amide-Neg-100478"
"Amide-Neg-100577",NA,"C6 H13 Cl O6","16-18",603704.496575969,"Amide-Neg-100577"
"C8-Neg-100807",NA,"C31 H54 O3","16-18",603586.955968595,"C8-Neg-100807"
"Amide-Neg-000494","Cytidine 5'-diphosphate ethanolamine","C11 H20 N4 O11 P2","16-18",603238.570500795,"Cytidine 5'-diphosphate ethanolamine"
"Amide-Neg-100433",NA,"C2 H5 O6 P","16-18",603010.144602614,"Amide-Neg-100433"
"C8-Pos-101123",NA,"C30 H48 N10 O3","16-18",602937.294145819,"C8-Pos-101123"
"Amide-Neg-100373",NA,"C3 H8 O6 S","16-18",602299.933310953,"Amide-Neg-100373"
"C18-Pos-100637",NA,"C22 H41 N O2","16-18",602189.515771306,"C18-Pos-100637"
"C8-Neg-100670",NA,"C7 H7 Cl4 N O2 P2 S5","16-18",602118.425562512,"C8-Neg-100670"
"C8-Pos-100213",NA,"C17 H32 O3","16-18",601999.265438276,"C8-Pos-100213"
"C18-Neg-100251",NA,"C4 H13 N6 P S3","16-18",601922.880354693,"C18-Neg-100251"
"C18-Neg-100281",NA,"C3 H9 Cl N10 O6 P2 S","16-18",601483.366428506,"C18-Neg-100281"
"C8-Neg-100897",NA,"C7 H23 Cl N5 O5 P3 S","16-18",601296.605198403,"C8-Neg-100897"
"C18-Neg-100195",NA,"C12 H19 N O5 S2","16-18",601178.95666838,"C18-Neg-100195"
"C8-Pos-100869",NA,"C14 H33 N4 O7 P","16-18",601030.290476009,"C8-Pos-100869"
"C8-Pos-100870",NA,"C14 H36 N5 O7 P","16-18",601030.290476009,"C8-Pos-100870"
"C8-Pos-100871",NA,"C14 H36 N5 O P S2","16-18",601030.290476009,"C8-Pos-100871"
"C8-Pos-000473","LPC 32:5-SN1","C40 H72 N O7 P","16-18",601017.371490273,"LPC 32:5-SN1"
"C18-Neg-100224",NA,"C11 H15 N O10","16-18",600749.450479557,"C18-Neg-100224"
"C8-Pos-100509",NA,"C4 H5 Cl2 N2 O2 P3","16-18",600675.456979237,"C8-Pos-100509"
"Amide-Neg-000487","6-Gingerol","C17 H26 O4","16-18",600664.764891923,"6-Gingerol"
"C8-Pos-100557",NA,"C37 H85 N10 O2 P3 S","16-18",600626.992501548,"C8-Pos-100557"
"C8-Neg-100544",NA,"C9 H22 N4 O18 P2 S","16-18",600032.438083878,"C8-Neg-100544"
"C8-Neg-100604",NA,"C14 H26 O2","16-18",599873.721467817,"C8-Neg-100604"
"C8-Pos-100670",NA,"C8 H14 N5 O6 P S","16-18",599849.621444485,"C8-Pos-100670"
"C18-Pos-100607",NA,"C3 H4 N5 O4 P","16-18",599521.492220347,"C18-Pos-100607"
"C8-Pos-100989",NA,"C27 H25 N9 O17 P2","16-18",599241.664962654,"C8-Pos-100989"
"C18-Neg-100286",NA,"C H Cl N3 P S3","16-18",598742.909091215,"C18-Neg-100286"
"Amide-Neg-000512","L-Glutathione oxidized","C20 H32 N6 O12 S2","16-18",598700.612041275,"L-Glutathione oxidized"
"Amide-Neg-000277","Arachidonic acid","C20 H32 O2","16-18",597706.97527261,"Arachidonic acid"
"C8-Pos-101202",NA,"C27 H52 O5","16-18",597266.229802399,"C8-Pos-101202"
"Amide-Pos-000399","gamma-Glu-Glu","C10 H17 N3 O6","16-18",596571.195843074,"gamma-Glu-Glu"
"C8-Pos-000527","N-Demethylmifepristone","C28 H33 N O2","16-18",596047.000797519,"N-Demethylmifepristone"
"C8-Neg-100901",NA,"C23 H46 N6 O3 S","16-18",596039.386489974,"C8-Neg-100901"
"C8-Pos-101041",NA,"C20 H26 O3","16-18",596028.548019653,"C8-Pos-101041"
"C8-Neg-100490",NA,"C9 H22 Br Cl N4 P2","16-18",595737.540422467,"C8-Neg-100490"
"C8-Pos-101260",NA,"C41 H92 N10 O11 P2 S","16-18",595595.70247135,"C8-Pos-101260"
"Amide-Neg-100495",NA,"C8 H15 O3 P3","16-18",595195.721105199,"Amide-Neg-100495"
"Amide-Neg-000365","Tiglate","C5 H8 O2","16-18",595140.945593023,"Tiglate"
"C18-Pos-100379",NA,"C3 H6 N2 O5","16-18",595035.573130414,"C18-Pos-100379"
"C18-Neg-100352",NA,"C3 H8 Br N5 O3 S","16-18",594873.255577987,"C18-Neg-100352"
"C8-Neg-000170","PG 18:1_20:4","C44 H77 O10 P","16-18",594446.029283198,"PG 18:1_20:4"
"Amide-Neg-000445","D-Glucose 6-phosphate","C6 H13 O9 P","16-18",594399.943780152,"D-Glucose 6-phosphate"
"C8-Neg-100653",NA,"C7 H17 Cl3 N4 O8","16-18",594289.43679404,"C8-Neg-100653"
"C8-Neg-100913",NA,"C4 H Cl N2 O10 S3","16-18",594234.129745763,"C8-Neg-100913"
"C18-Neg-100266",NA,"C15 H34 N3 O10 P3 S2","16-18",592227.539177314,"C18-Neg-100266"
"C18-Pos-100580",NA,"C26 H38 N2 O2 P2","16-18",592020.210383746,"C18-Pos-100580"
"C8-Pos-101194",NA,"C20 H42 N6 O4","16-18",591396.803171583,"C8-Pos-101194"
"C8-Pos-100676",NA,"C6 H6 Cl N5 O2 P2 S","16-18",591285.226252513,"C8-Pos-100676"
"C8-Pos-101222",NA,"C29 H61 N4 O2 P","16-18",590933.0072299,"C8-Pos-101222"
"C8-Pos-100400",NA,"C83 H143 N2 O18 P3","16-18",590680.256479691,"C8-Pos-100400"
"Amide-Pos-100499",NA,"C2 H2 Br N5 O3 P2 S4","16-18",590401.644454742,"Amide-Pos-100499"
"C18-Pos-000225","Cytosine","C4 H5 N3 O","16-18",589227.729459241,"Cytosine"
"C8-Neg-100682",NA,"C26 H21 N4 O8 P3 S","16-18",589103.123101808,"C8-Neg-100682"
"Amide-Pos-000384","Guanoxan","C10 H13 N3 O2","16-18",588835.007738429,"Guanoxan"
"Amide-Pos-100482",NA,"C5 H12 N10 O4 P2","16-18",587974.772638622,"Amide-Pos-100482"
"C8-Pos-101285",NA,"C21 H36 N4","16-18",587208.725831506,"C8-Pos-101285"
"C8-Pos-101206",NA,"C34 H76 N5 O5 P","16-18",586674.842986515,"C8-Pos-101206"
"C18-Pos-100701",NA,"C23 H48 O6","16-18",586669.316976752,"C18-Pos-100701"
"C18-Neg-000139","Hypotaurine","C2 H7 N O2 S","16-18",586405.227880203,"Hypotaurine"
"C8-Pos-000518","Cholest-4-en-3-one","C27 H44 O","16-18",585824.111397262,"Cholest-4-en-3-one"
"C18-Pos-100598",NA,"C20 H43 N O2","16-18",585705.915669193,"C18-Pos-100598"
"Amide-Neg-100487",NA,"C4 H7 N O2 S","16-18",585336.531003594,"Amide-Neg-100487"
"C18-Pos-100498",NA,"C29 H23 N2 O12 P3 S","16-18",585255.668078454,"C18-Pos-100498"
"Amide-Pos-100457",NA,"C10 H15 N3","16-18",585243.389854145,"Amide-Pos-100457"
"C8-Pos-100885",NA,"C37 H68 N6 O3","16-18",584874.681920006,"C8-Pos-100885"
"C8-Neg-100736",NA,"C17 H41 N8 O P","16-18",584011.576737633,"C8-Neg-100736"
"Amide-Neg-000493","Adenosine diphosphate (ADP)","C10 H15 N5 O10 P2","16-18",583928.730407267,"Adenosine diphosphate (ADP)"
"Amide-Pos-100358",NA,"C87 H178 N7 O18 P3 S4","16-18",583924.683047374,"Amide-Pos-100358"
"C8-Neg-100465",NA,"C10 H12 Cl N4 O11 P S","16-18",583769.031001852,"C8-Neg-100465"
"C8-Pos-100712",NA,"C31 H61 N5 O7","16-18",583666.039795125,"C8-Pos-100712"
"Amide-Pos-100449",NA,"C7 H11 N O2 S","16-18",582763.962261886,"Amide-Pos-100449"
"Amide-Pos-100481",NA,"C11 H11 N3 O3","16-18",582218.219012336,"Amide-Pos-100481"
"C8-Pos-100875",NA,"C30 H68 N5 O2 P S","16-18",582197.031651214,"C8-Pos-100875"
"C8-Neg-100752",NA,"C23 H40 Cl N2 P","16-18",582092.95555654,"C8-Neg-100752"
"C8-Pos-100971",NA,"C35 H77 N9 O11","16-18",581670.272754051,"C8-Pos-100971"
"Amide-Pos-100357",NA,"C14 H19 N8 O16 P3","16-18",580825.831254334,"Amide-Pos-100357"
"C8-Neg-100597",NA,"C7 H21 N7 O5 P2 S","16-18",580698.586572407,"C8-Neg-100597"
"Amide-Pos-000487","N-[4-(1,3-Benzothiazol-2-yl)phenyl]-3,4-dihydro-2H-1,5-benzodioxepine-6-carboxamide","C23 H18 N2 O3 S","16-18",580602.284410093,"N-[4-(1,3-Benzothiazol-2-yl)phenyl]-3,4-dihydro-2H-1,5-benzodioxepine-6-carboxamide"
"C8-Neg-000099","5-[(1S,2R,4aR)-5-(Hydroxymethyl)-1,2,4a-trimethyl-1,2,3,4,4a,7,8,8a-octahydro-1-naphthalenyl]-3-methylpentanoic acid","C20 H34 O3","16-18",580568.201906324,"5-[(1S,2R,4aR)-5-(Hydroxymethyl)-1,2,4a-trimethyl-1,2,3,4,4a,7,8,8a-octahydro-1-naphthalenyl]-3-methylpentanoic acid"
"Amide-Neg-100516",NA,"C12 H25 N4 O5 P S","16-18",580358.19635574,"Amide-Neg-100516"
"C18-Pos-100575",NA,"C13 H5 Cl N O P S4","16-18",579786.247675797,"C18-Pos-100575"
"C18-Neg-000152","Adenine","C5 H5 N5","16-18",579335.950007609,"Adenine"
"C8-Neg-100314",NA,"C7 H12 Cl2 O7 P2","16-18",578564.924391814,"C8-Neg-100314"
"C18-Pos-100540",NA,"C2 H6 Cl N O2 S","16-18",578224.729355272,"C18-Pos-100540"
"C8-Pos-100598",NA,"C24 H27 N O2","16-18",578147.782238175,"C8-Pos-100598"
"C8-Pos-000524","2,6-Di-tert-butyl-1,4-benzoquinone","C14 H20 O2","16-18",577954.507806373,"2,6-Di-tert-butyl-1,4-benzoquinone"
"C8-Pos-101226",NA,"C53 H75 N5 O6","16-18",577878.875130526,"C8-Pos-101226"
"C8-Pos-101081",NA,"C36 H79 N9 O P2 S2","16-18",577448.896411504,"C8-Pos-101081"
"C8-Pos-101082",NA,"C31 H76 N10 O3 P2 S2","16-18",577448.896411504,"C8-Pos-101082"
"C8-Neg-100341",NA,"C7 H17 O7 P3","16-18",577389.270782635,"C8-Neg-100341"
"C18-Neg-100318",NA,"C H Cl3 N O2 P3","16-18",576556.361576729,"C18-Neg-100318"
"C18-Pos-100526",NA,"C15 H29 N O5","16-18",576033.224367523,"C18-Pos-100526"
"C8-Neg-100862",NA,"C2 H5 Br Cl N2 O2 P S","16-18",575706.064903684,"C8-Neg-100862"
"C8-Neg-100420",NA,"C5 H10 Cl N10 O P S2","16-18",575517.498066208,"C8-Neg-100420"
"Amide-Neg-000506","L-Serine","C3 H7 N O3","16-18",574900.675273367,"L-Serine"
"Amide-Neg-000402","(2R)-2,3-Dihydroxypropanoic acid","C3 H6 O4","16-18",574626.520868507,"(2R)-2,3-Dihydroxypropanoic acid"
"C8-Pos-000474","Cytidine 5'-diphosphocholine","C14 H26 N4 O11 P2","16-18",574224.622379798,"Cytidine 5'-diphosphocholine"
"C8-Pos-100788",NA,"C20 H43 N9 O7","16-18",574086.834158877,"C8-Pos-100788"
"Amide-Neg-100423",NA,"C6 H10 Cl N O6","16-18",574079.009606989,"Amide-Neg-100423"
"Amide-Pos-100376",NA,"C2 H7 N O6","16-18",573319.606411746,"Amide-Pos-100376"
"C8-Pos-000259","Dibutyl sebacate","C18 H34 O4","16-18",573047.115479251,"Dibutyl sebacate"
"C18-Neg-000170","Adenine","C5 H5 N5","16-18",572962.041807993,"Adenine"
"Amide-Pos-100351",NA,"C7 H16 O12 P2","16-18",572852.125335417,"Amide-Pos-100351"
"C8-Pos-100575",NA,"C30 H55 N5 O5","16-18",572456.252357192,"C8-Pos-100575"
"Amide-Neg-000474","Gluconic acid","C6 H12 O7","16-18",571718.748823408,"Gluconic acid"
"Amide-Neg-100560",NA,"C2 H7 Cl N4 O8 P2","16-18",571638.686869495,"Amide-Neg-100560"
"C8-Neg-100960",NA,"C48 H96 N3 O7 P3 S","16-18",570485.081574558,"C8-Neg-100960"
"C8-Pos-100261",NA,"C18 H43 N4 O4 P","16-18",570392.827608277,"C8-Pos-100261"
"C8-Pos-101385",NA,"C38 H86 N9 O6 P3","16-18",570033.510940662,"C8-Pos-101385"
"C8-Pos-100940",NA,"C37 H81 N9 O4 P2","16-18",569616.82230178,"C8-Pos-100940"
"C8-Pos-100886",NA,"C34 H70 N6 O3 S","16-18",569490.444869091,"C8-Pos-100886"
"Amide-Neg-100482",NA,"C7 H6 N3 O3 P","16-18",569389.68621567,"Amide-Neg-100482"
"Amide-Pos-100454",NA,"C39 H70 N3 O6 P","16-18",569312.884497571,"Amide-Pos-100454"
"C18-Pos-100642",NA,"C13 H33 N8 O11 P3 S2","16-18",569211.168986573,"C18-Pos-100642"
"Amide-Pos-100398",NA,"C9 H14 N2 O6","16-18",569159.704112248,"Amide-Pos-100398"
"C8-Pos-100789",NA,"C20 H44 N5 O6 P S2","16-18",569119.297400956,"C8-Pos-100789"
"C8-Neg-100294",NA,"C11 H30 Cl N10 O2 P3 S5","16-18",569063.484445242,"C8-Neg-100294"
"Amide-Neg-100442",NA,"C14 H26 O2","16-18",569054.729658667,"Amide-Neg-100442"
"C8-Pos-000550","LPE 20:1","C25 H50 N O7 P","16-18",568818.142634688,"LPE 20:1"
"Amide-Neg-100558",NA,"C2 H3 N O3 S","16-18",568798.06919717,"Amide-Neg-100558"
"C8-Pos-101238",NA,"C19 H35 N2 O6 P S","16-18",568533.179520074,"C8-Pos-101238"
"Amide-Pos-000492","L-Aspartic acid","C4 H7 N O4","16-18",568469.078001136,"L-Aspartic acid"
"C8-Neg-100684",NA,"C8 H23 Br N6 O2 P2","16-18",568419.901166757,"C8-Neg-100684"
"C8-Pos-101177",NA,"C21 H45 N7 S2","16-18",568002.926816959,"C8-Pos-101177"
"C8-Pos-101240",NA,"C22 H51 N4 O5 P S","16-18",567997.076425575,"C8-Pos-101240"
"Amide-Neg-100596",NA,"C4 H7 N O3","16-18",567926.154969578,"Amide-Neg-100596"
"Amide-Neg-100550",NA,"C10 H17 N O8","16-18",567445.757351476,"Amide-Neg-100550"
"C8-Neg-000158","1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine","C21 H44 N O7 P","16-18",567367.045317352,"1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"
