"Compound.ID","Name","Formula","GW_bucket","mean_intensity","display_name"
"C18-Neg-000098","N-Acetyl-DL-aspartic acid","C6 H9 N O5","16-18",567178.079854293,"N-Acetyl-DL-aspartic acid"
"C18-Pos-100453",NA,"C22 H47 N","16-18",567169.355592321,"C18-Pos-100453"
"C8-Neg-100777",NA,"C8 H19 Cl3 N4 O3 P2","16-18",567080.521123266,"C8-Neg-100777"
"C18-Pos-100363",NA,"C15 H29 N O5","16-18",566654.025011764,"C18-Pos-100363"
"C8-Pos-000449","Hexanoylcarnitine","C13 H25 N O4","16-18",566557.081261701,"Hexanoylcarnitine"
"Amide-Pos-100539",NA,"C11 H21 N O6 S","16-18",566180.583321074,"Amide-Pos-100539"
"C18-Pos-000263","Spectral Match to L-Methionine, N-acetyl- from NIST14","C7 H13 N O3 S","16-18",565124.894997232,"Spectral Match to L-Methionine, N-acetyl- from NIST14"
"C8-Pos-101111",NA,"C35 H78 N8 O3 P2 S","16-18",564792.009091084,"C8-Pos-101111"
"C8-Pos-101288",NA,"C24 H47 N7 O3 S","16-18",564297.381917538,"C8-Pos-101288"
"C8-Neg-100270",NA,"C20 H32 O2","16-18",564035.229204501,"C8-Neg-100270"
"C8-Neg-100631",NA,"C42 H77 N5 O9 P2","16-18",563917.50654232,"C8-Neg-100631"
"C18-Pos-100616",NA,"C3 H4 Cl2 O P2 S3","16-18",563681.790680811,"C18-Pos-100616"
"Amide-Pos-100509",NA,"C8 H16 O2","16-18",563595.637814861,"Amide-Pos-100509"
"C8-Pos-000568","ergocalciferol","C28 H44 O","16-18",563379.728787016,"ergocalciferol"
"C18-Neg-100298",NA,"C8 H19 Cl N7 O2 P3 S","16-18",563341.721387919,"C18-Neg-100298"
"Amide-Neg-000451","Guanosine 5'-diphosphate (GDP)","C10 H15 N5 O11 P2","16-18",563072.465475283,"Guanosine 5'-diphosphate (GDP)"
"C8-Pos-100600",NA,"C3 H7 Cl2 N O4 P2 S","16-18",563049.824730517,"C8-Pos-100600"
"C8-Neg-100425",NA,"C6 H17 Cl3 N6 O12","16-18",562531.170907398,"C8-Neg-100425"
"Amide-Pos-100527",NA,"C21 H39 N4 O17 P3 S","16-18",562439.218038003,"Amide-Pos-100527"
"C8-Neg-100941",NA,"C51 H94 N2 O11 P2","16-18",562088.01131626,"C8-Neg-100941"
"C8-Neg-100290",NA,"C25 H42 O6","16-18",561955.74352445,"C8-Neg-100290"
"C18-Pos-100558",NA,"C6 H6 N4 O3 P2","16-18",561328.554341612,"C18-Pos-100558"
"C8-Pos-101286",NA,"C19 H38 N4 O2 P2","16-18",560851.677795642,"C8-Pos-101286"
"Amide-Pos-100420",NA,"C7 H12 Cl N5 O7 P2","16-18",560786.764126274,"Amide-Pos-100420"
"Amide-Pos-100458",NA,"C5 H16 N8 O6 P2","16-18",560786.67977677,"Amide-Pos-100458"
"Amide-Neg-100329",NA,"C8 H17 Cl O8","16-18",560699.783175042,"Amide-Neg-100329"
"Amide-Neg-100652",NA,"C2 H7 N8 O3 P","16-18",560610.725629805,"Amide-Neg-100652"
"C8-Pos-100958",NA,"C88 H163 N10 O16 P3 S5","16-18",560376.621679481,"C8-Pos-100958"
"C8-Neg-100873",NA,"C32 H54 O2","16-18",560370.034721363,"C8-Neg-100873"
"Amide-Pos-000473","Cytidine","C9 H13 N3 O5","16-18",560203.138768831,"Cytidine"
"Amide-Pos-100480",NA,"C11 H19 N O7","16-18",560189.274085884,"Amide-Pos-100480"
"C8-Pos-101092",NA,"C13 H30 N2 O6","16-18",560116.58296273,"C8-Pos-101092"
"C8-Pos-101093",NA,"C13 H29 O P","16-18",560116.58296273,"C8-Pos-101093"
"C8-Pos-100855",NA,"C45 H72 N7 O6 P","16-18",560059.92904418,"C8-Pos-100855"
"C18-Pos-100724",NA,"C14 H29 N O","16-18",559879.257894903,"C18-Pos-100724"
"C8-Pos-000378","Solanidine","C27 H43 N O","16-18",559824.76494256,"Solanidine"
"C8-Pos-000542","1,2-Dilauroyl-sn-glycero-3-phosphatidylcholine","C32 H64 N O8 P","16-18",559572.329307029,"1,2-Dilauroyl-sn-glycero-3-phosphatidylcholine"
"C8-Pos-101048",NA,"C23 H22 N4 O4","16-18",559315.066840848,"C8-Pos-101048"
"C18-Pos-100186",NA,"C6 H21 N4 O5 P3","16-18",558550.553882327,"C18-Pos-100186"
"C8-Pos-101255",NA,"C25 H50 N4 O2 P2","16-18",558292.966692549,"C8-Pos-101255"
"Amide-Pos-100330",NA,"C11 H24 N6 O8 P2","16-18",557860.267822554,"Amide-Pos-100330"
"C8-Neg-100638",NA,"C8 H14 Br N2 P","16-18",557815.055139785,"C8-Neg-100638"
"C8-Neg-100712",NA,"C5 H6 Br2 Cl4 N5 O2 P","16-18",557691.33735351,"C8-Neg-100712"
"Amide-Neg-000479","Vanillin-4-sulfate","C8 H8 O6 S","16-18",557330.302810716,"Vanillin-4-sulfate"
"C18-Neg-000161","N6-Succinyladenosine; LC-tDDA; CE10","C14 H17 N5 O8","16-18",556996.95859249,"N6-Succinyladenosine; LC-tDDA; CE10"
"C8-Pos-100254",NA,"C23 H42 N4 O2","16-18",556593.919491272,"C8-Pos-100254"
"C8-Pos-100255",NA,"C23 H45 N5 O2","16-18",556593.919491272,"C8-Pos-100255"
"C8-Neg-100871",NA,"C22 H48 N2 O10 S","16-18",556433.07661415,"C8-Neg-100871"
"C8-Neg-100872",NA,"C24 H46 N2 O P2 S","16-18",556433.07661415,"C8-Neg-100872"
"Amide-Neg-100519",NA,"C6 H10 O8","16-18",555325.076021903,"Amide-Neg-100519"
"C8-Pos-100794",NA,"C9 H12 N2 O6","16-18",555201.266294355,"C8-Pos-100794"
"Amide-Neg-100561",NA,"C8 H19 N O5","16-18",555107.872436039,"Amide-Neg-100561"
"Amide-Neg-100492",NA,"C12 H17 N2 O2 P3 S","16-18",555012.194963573,"Amide-Neg-100492"
"C8-Neg-000175","1-(1Z-Octadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine","C45 H78 N O7 P","16-18",554968.593764968,"1-(1Z-Octadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine"
"C8-Neg-000159","Phosphatidylethanolamine 18:0-18:1","C41 H80 N O8 P","16-18",554935.595044674,"Phosphatidylethanolamine 18:0-18:1"
"C18-Pos-100604",NA,"C12 H23 Cl N5 O2 P S3","16-18",554267.888542427,"C18-Pos-100604"
"Amide-Pos-000445","Histamine","C5 H9 N3","16-18",554027.10220882,"Histamine"
"Amide-Neg-100547",NA,"C6 H13 Cl O7","16-18",553840.811465494,"Amide-Neg-100547"
"C18-Neg-100297",NA,"C7 H18 Br Cl N5 O6 P3","16-18",553716.370976564,"C18-Neg-100297"
"C18-Pos-100503",NA,"C6 H14 O4","16-18",553712.550359744,"C18-Pos-100503"
"Amide-Pos-100556",NA,"C8 H6 N2 O","16-18",553668.953593562,"Amide-Pos-100556"
"C8-Pos-000490","3-[1-Decenyl]dihydro-2,5-furandione","C14 H22 O3","16-18",553553.373554384,"3-[1-Decenyl]dihydro-2,5-furandione"
"Amide-Pos-100475",NA,"C12 H24 O4","16-18",553536.904665823,"Amide-Pos-100475"
"Amide-Neg-100501",NA,"C6 H16 N6 O P2 S","16-18",553075.328243649,"Amide-Neg-100501"
"Amide-Neg-000426","(2R)-2,3-Dihydroxypropanoic acid","C3 H6 O4","16-18",552753.960097368,"(2R)-2,3-Dihydroxypropanoic acid"
"C18-Pos-100656",NA,"C4 H5 N3 O","16-18",552730.322067825,"C18-Pos-100656"
"C8-Pos-101267",NA,"C86 H137 N10 O15 P3 S","16-18",552334.206907647,"C8-Pos-101267"
"Amide-Neg-000433","Glyoxylic acid","C2 H2 O3","16-18",552142.255483176,"Glyoxylic acid"
"Amide-Neg-100499",NA,"C3 H5 N7 O3","16-18",552000.468337973,"Amide-Neg-100499"
"C8-Pos-000519","12-Aminododecanoic acid","C12 H25 N O2","16-18",551992.191907584,"12-Aminododecanoic acid"
"C18-Neg-100407",NA,"C6 H8 Cl2 O6 P2","16-18",551925.796842114,"C18-Neg-100407"
"C8-Pos-101056",NA,"C29 H17 N8 O17 P","16-18",551590.405795423,"C8-Pos-101056"
"Amide-Neg-100421",NA,"C4 H8 O2 S","16-18",551299.607345742,"Amide-Neg-100421"
"C8-Neg-100841",NA,"C6 H18 Cl N8 O7 P3 S","16-18",551188.150109747,"C8-Neg-100841"
"Amide-Pos-000414","1,4-Dimethylpiperazine","C6 H14 N2","16-18",551017.039117105,"1,4-Dimethylpiperazine"
"C8-Neg-100795",NA,"C30 H72 N10 O8 P2","16-18",550949.865522277,"C8-Neg-100795"
"C8-Pos-100943",NA,"C31 H71 N10 O5 P","16-18",550490.555870547,"C8-Pos-100943"
"Amide-Neg-000513","FUMARATE","C4 H4 O4","16-18",550392.671340947,"FUMARATE"
"C8-Neg-100688",NA,"C11 H8 N4 O3 P2 S","16-18",550271.708814204,"C8-Neg-100688"
"C8-Neg-100770",NA,"C36 H81 N9 O13 P2","16-18",549629.269741219,"C8-Neg-100770"
"Amide-Neg-100295",NA,"C6 H7 Cl O6","16-18",549625.256689747,"Amide-Neg-100295"
"Amide-Pos-100553",NA,"C20 H37 N2 P S","16-18",549312.819614837,"Amide-Pos-100553"
"C18-Pos-100590",NA,"C42 H74 N O9 P S","16-18",549242.896565377,"C18-Pos-100590"
"C8-Neg-100629",NA,"C43 H89 N6 O11 P","16-18",548799.794900152,"C8-Neg-100629"
"C8-Pos-100877",NA,"C15 H38 N5 O3 P","16-18",548688.869469038,"C8-Pos-100877"
"Amide-Neg-100453",NA,"C6 H10 N2 O3","16-18",548666.979605692,"Amide-Neg-100453"
"C8-Pos-101356",NA,"C6 H15 N4 O9 P3","16-18",548566.641446783,"C8-Pos-101356"
"C8-Neg-100722",NA,"C12 H26 Cl N2 O7 P3 S","16-18",548473.234996438,"C8-Neg-100722"
"C8-Pos-101050",NA,"C37 H58 N4 O3","16-18",548231.387381371,"C8-Pos-101050"
"C8-Pos-101051",NA,"C30 H66 N5 O6 P","16-18",548231.387381371,"C8-Pos-101051"
"C8-Neg-100820",NA,"C22 H44 N6 O2 S","16-18",548170.154941073,"C8-Neg-100820"
"C8-Pos-101296",NA,"C17 H32 O","16-18",547901.768312382,"C8-Pos-101296"
"C8-Neg-100908",NA,"C2 H2 Cl N O4 P2 S2","16-18",547584.790623018,"C8-Neg-100908"
"C8-Neg-100947",NA,"C5 H17 N5 O13 P2","16-18",547449.471804889,"C8-Neg-100947"
"C8-Pos-100346",NA,"C65 H117 N8 O18 P","16-18",547146.846022036,"C8-Pos-100346"
"C18-Pos-100676",NA,"C9 H24 N9 O2 P","16-18",546913.257989001,"C18-Pos-100676"
"C8-Neg-000160","PG 18:1_20:4","C44 H77 O10 P","16-18",546873.596267672,"PG 18:1_20:4"
"C8-Pos-000425","1,8-Diaza-2,9-diketocyclotetradecane","C12 H22 N2 O2","16-18",546779.120905137,"1,8-Diaza-2,9-diketocyclotetradecane"
"C8-Pos-101159",NA,"C27 H44 N4","16-18",546687.621480854,"C8-Pos-101159"
"C8-Pos-101103",NA,"C18 H16 O2","16-18",546404.651211787,"C8-Pos-101103"
"C8-Pos-000475","trans-4'-Ethyl-(1,1'-bicyclohexyl)-4-carboxylic acid","C15 H26 O2","16-18",546379.797129518,"trans-4'-Ethyl-(1,1'-bicyclohexyl)-4-carboxylic acid"
"Amide-Pos-100494",NA,"C10 H27 N6 O15 P3","16-18",545444.110919595,"Amide-Pos-100494"
"C18-Neg-000171","Penicillin G","C16 H18 N2 O4 S","16-18",545413.201411936,"Penicillin G"
"C8-Pos-100253",NA,"C21 H41 N5 O","16-18",545345.896046121,"C8-Pos-100253"
"C8-Pos-000467","1-Hexadecyl-sn-glycero-3-phosphocholine","C24 H52 N O6 P","16-18",545301.362250449,"1-Hexadecyl-sn-glycero-3-phosphocholine"
"C8-Pos-100612",NA,"C18 H19 N2 O14 P3 S","16-18",544746.848488976,"C8-Pos-100612"
"C8-Neg-000166","PE 14:0_22:6","C41 H70 N O8 P","16-18",544477.342339428,"PE 14:0_22:6"
"Amide-Neg-100471",NA,"C13 H7 P S2","16-18",544368.614570408,"Amide-Neg-100471"
"C8-Pos-101245",NA,"C24 H51 N O5 S","16-18",544253.098709854,"C8-Pos-101245"
"C8-Pos-100382",NA,"C63 H113 N8 O17 P","16-18",542777.011212904,"C8-Pos-100382"
"C8-Pos-101187",NA,"C24 H51 N5 O3 P2","16-18",542546.309800792,"C8-Pos-101187"
"Amide-Neg-100566",NA,"C14 H3 N O","16-18",542455.473166229,"Amide-Neg-100566"
"C8-Pos-100964",NA,"C21 H51 N7 O S2","16-18",541401.182464552,"C8-Pos-100964"
"C8-Pos-000548","Myristoyl Ethanolamide","C16 H33 N O2","16-18",541284.248603505,"Myristoyl Ethanolamide"
"C18-Pos-100744",NA,"C13 H35 N8 O12 P3 S2","16-18",541208.809500903,"C18-Pos-100744"
"C8-Neg-100833",NA,"C5 H16 Cl N8 O10 P3","16-18",541198.015913167,"C8-Neg-100833"
"Amide-Neg-000502","Uridine 5'-diphosphate (UDP)","C9 H14 N2 O12 P2","16-18",541001.021614744,"Uridine 5'-diphosphate (UDP)"
"C8-Pos-100982",NA,"C27 H51 N O5","16-18",540564.082873031,"C8-Pos-100982"
"C18-Pos-000268","herniarin","C10 H8 O3","16-18",540387.871179688,"herniarin"
"C8-Pos-100955",NA,"C23 H43 N4 O P S","16-18",540325.659389694,"C8-Pos-100955"
"C8-Pos-101131",NA,"C39 H61 N6 O2 P","16-18",540220.717086001,"C8-Pos-101131"
"C8-Pos-000555","Cer 18:1;2O/14:0","C32 H63 N O3","16-18",540017.09954546,"Cer 18:1;2O/14:0"
"C8-Neg-100720",NA,"C2 H4 N8 O7","16-18",539407.091014393,"C8-Neg-100720"
"C8-Pos-000343","Arachidonic acid","C20 H32 O2","16-18",539400.972822623,"Arachidonic acid"
"C8-Pos-100863",NA,"C35 H82 N9 O5 P3","16-18",539252.814657615,"C8-Pos-100863"
"C8-Pos-101236",NA,"C32 H50 O2","16-18",539184.69489844,"C8-Pos-101236"
"C8-Pos-101040",NA,"C17 H46 N9 O2 P","16-18",538133.264472744,"C8-Pos-101040"
"C8-Pos-101002",NA,"C33 H69 N4 O4 P","16-18",538023.655920321,"C8-Pos-101002"
"C18-Pos-100703",NA,"C14 H25 N O2","16-18",537428.557631703,"C18-Pos-100703"
"Amide-Pos-000457","Propionylcarnitine","C10 H19 N O4","16-18",537316.482190736,"Propionylcarnitine"
"C8-Pos-101080",NA,"C12 H27 N6 O P S2","16-18",536881.020712698,"C8-Pos-101080"
"C8-Pos-101151",NA,"C21 H49 N7 O2 S","16-18",536680.5771359,"C8-Pos-101151"
"C18-Neg-100287",NA,"C10 H16 N5 O5 P","16-18",536630.472759989,"C18-Neg-100287"
"C8-Neg-100281",NA,"C8 H18 Br N4 O6 P","16-18",536439.765037893,"C8-Neg-100281"
"C8-Neg-100731",NA,"C6 H12 N O10 P","16-18",536311.771801498,"C8-Neg-100731"
"C8-Pos-100437",NA,"C81 H143 N8 O17 P3","16-18",535390.696167785,"C8-Pos-100437"
"C8-Neg-100680",NA,"C17 H28 O3 S","16-18",534668.265988257,"C8-Neg-100680"
"C8-Pos-101195",NA,"C24 H40 N4 O","16-18",534552.71703796,"C8-Pos-101195"
"C8-Neg-100888",NA,"C14 H23 O3 P","16-18",534490.054831414,"C8-Neg-100888"
"C8-Pos-101259",NA,"C27 H55 Cl N8 O4 S","16-18",534023.208814007,"C8-Pos-101259"
"C18-Pos-100687",NA,"C12 H21 N O4","16-18",533958.757660486,"C18-Pos-100687"
"C8-Neg-100467",NA,"C4 H13 N6 O P3 S","16-18",533834.415103796,"C8-Neg-100467"
"C8-Pos-101411",NA,"C17 H21 N4 P","16-18",533773.881241817,"C8-Pos-101411"
"C8-Pos-100519",NA,"C18 H35 N O2","16-18",533455.803907782,"C8-Pos-100519"
"C8-Neg-100704",NA,"C2 H6 N7 O4 P","16-18",533166.000188763,"C8-Neg-100704"
"Amide-Pos-000489","Υ-L-Glutamyl-L-glutamic acid","C10 H16 N2 O7","16-18",533005.55369538,"Υ-L-Glutamyl-L-glutamic acid"
"C8-Neg-100289",NA,"C6 H18 Br N10 O P3","16-18",532590.862074735,"C8-Neg-100289"
"C8-Neg-100721",NA,"C22 H34 N6 O2","16-18",532094.165883414,"C8-Neg-100721"
"C8-Pos-101215",NA,"C38 H67 N3 O8 S2","16-18",532013.452623961,"C8-Pos-101215"
"C8-Neg-100699",NA,"C12 H5 N6 O6 P S","16-18",531907.647068201,"C8-Neg-100699"
"C8-Pos-000512","3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-","C14 H22 O4","16-18",531827.063206031,"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-"
"C8-Neg-100760",NA,"C6 H17 Cl3 N4 P2","16-18",531667.450161041,"C8-Neg-100760"
"Amide-Neg-100309",NA,"C4 H4 O2","16-18",531439.450484699,"Amide-Neg-100309"
"C18-Neg-100285",NA,"C7 H18 Br Cl N5 O6 P3","16-18",530781.165018526,"C18-Neg-100285"
"C8-Neg-100473",NA,"C40 H88 N3 O10 P3","16-18",530367.81241542,"C8-Neg-100473"
"C8-Pos-101188",NA,"C31 H70 N5 O2 P","16-18",530359.784092278,"C8-Pos-101188"
"C8-Pos-101327",NA,"C30 H62 N8 O","16-18",530335.795512556,"C8-Pos-101327"
"C18-Neg-100280",NA,"C6 H11 Cl O5","16-18",529695.987479766,"C18-Neg-100280"
"C8-Neg-000162","1-Palmitoyl-2-arachidonoyl-sn-glycero-3-phosphoserine","C42 H74 N O10 P","16-18",529419.686625984,"1-Palmitoyl-2-arachidonoyl-sn-glycero-3-phosphoserine"
"C8-Neg-100678",NA,"C3 H5 Cl N8 O","16-18",529172.41612609,"C8-Neg-100678"
"C8-Pos-100269",NA,"C24 H50 O7","16-18",529070.597851933,"C8-Pos-100269"
"C8-Pos-100270",NA,"C19 H50 N9 O2 P","16-18",529070.597851933,"C8-Pos-100270"
"Amide-Neg-000485","Uridine 5'-diphosphogalactose","C15 H24 N2 O17 P2","16-18",528961.54011111,"Uridine 5'-diphosphogalactose"
"C8-Pos-100827",NA,"C37 H62 N4 O","16-18",528476.94765019,"C8-Pos-100827"
"C8-Pos-101313",NA,"C34 H49 N3 O2","16-18",528437.36463374,"C8-Pos-101313"
"C8-Neg-100943",NA,"C7 H19 Br Cl N9 O3 S","16-18",528231.685906244,"C8-Neg-100943"
"C8-Pos-101359",NA,"C4 H12 Cl N9 O17 P2","16-18",528138.850491724,"C8-Pos-101359"
"C8-Pos-100189",NA,"C40 H65 N9 O4","16-18",528083.691197874,"C8-Pos-100189"
"C18-Neg-100311",NA,"C7 H5 Cl N2 O16 P2 S","16-18",527584.314254028,"C18-Neg-100311"
"Amide-Neg-100607",NA,"C4 H11 Cl2 N2 O3 P3 S","16-18",527470.21386609,"Amide-Neg-100607"
"Amide-Neg-100480",NA,"C15 H19 N2 P S2","16-18",526677.742908129,"Amide-Neg-100480"
"C8-Neg-100500",NA,"C7 H4 Cl N10 O12 P3","16-18",526649.768835319,"C8-Neg-100500"
"Amide-Neg-100539",NA,"C10 H23 N7 O3 S2","16-18",526647.227248721,"Amide-Neg-100539"
"Amide-Pos-100395",NA,"C11 H20 N2 O5","16-18",526531.905204831,"Amide-Pos-100395"
"Amide-Pos-100396",NA,"C9 H17 N O5","16-18",526531.905204831,"Amide-Pos-100396"
"C8-Pos-101155",NA,"C23 H46 O4","16-18",526509.991691832,"C8-Pos-101155"
"C8-Pos-101156",NA,"C19 H45 N4 O3 P","16-18",526509.991691832,"C8-Pos-101156"
"C18-Pos-000260","N6-Me-Adenosine","C11 H15 N5 O4","16-18",526431.345657591,"N6-Me-Adenosine"
"C8-Pos-101344",NA,"C39 H63 N4 O9 P","16-18",526209.320675576,"C8-Pos-101344"
"C8-Neg-100919",NA,"C27 H43 N O4","16-18",526134.504117503,"C8-Neg-100919"
"C18-Pos-100405",NA,"C62 H102 N7 O17 P3","16-18",525815.757547935,"C18-Pos-100405"
"C8-Neg-100978",NA,"C4 H6 Cl2 N O P3","16-18",525799.143089544,"C8-Neg-100978"
"Amide-Neg-100504",NA,"C3 H N2 O P","16-18",525704.844632083,"Amide-Neg-100504"
"C8-Neg-100696",NA,"C10 H19 N4 O4 P S","16-18",525613.103809539,"C8-Neg-100696"
"C18-Neg-100234",NA,"C2 H2 Br N3 O3 P2 S2","16-18",525531.663084582,"C18-Neg-100234"
"C8-Neg-100834",NA,"C22 H42 N6 O3 S","16-18",525183.638227596,"C8-Neg-100834"
"C8-Pos-000412","LPC 22:4-SN2","C30 H54 N O7 P","16-18",525039.612754782,"LPC 22:4-SN2"
"C8-Pos-101087",NA,"C39 H84 N9 O3 P3","16-18",524516.394648715,"C8-Pos-101087"
"C18-Neg-100372",NA,"C7 H11 Cl3 N O P3","16-18",524379.108910304,"C18-Neg-100372"
"Amide-Pos-100570",NA,"C10 H24 N3 O7 P S2","16-18",524292.358849045,"Amide-Pos-100570"
"C18-Neg-100282",NA,"C11 H15 N O10","16-18",524200.578212661,"C18-Neg-100282"
"C8-Pos-100520",NA,"C90 H142 N5 O13 P3","16-18",523996.1069404,"C8-Pos-100520"
"C8-Pos-101061",NA,"C23 H56 N9 O5 P","16-18",523678.604419919,"C8-Pos-101061"
"C18-Pos-100570",NA,"C6 H15 N","16-18",523468.797441927,"C18-Pos-100570"
"C8-Pos-101278",NA,"C19 H39 N O5","16-18",523060.303175913,"C8-Pos-101278"
"C8-Pos-000554","Acaranoic acid","C17 H30 O4","16-18",522776.525352965,"Acaranoic acid"
"C8-Pos-101167",NA,"C38 H76 N6 O14 P2","16-18",522474.824330832,"C8-Pos-101167"
"C8-Neg-100662",NA,"C4 H9 O6 P3","16-18",521945.10453658,"C8-Neg-100662"
"Amide-Neg-100659",NA,"C5 H8 O6","16-18",521810.747452209,"Amide-Neg-100659"
"C8-Pos-100839",NA,"C38 H87 N7 O7 P2","16-18",521602.171259587,"C8-Pos-100839"
"C8-Neg-100567",NA,"C8 H14 O7","16-18",520971.30429964,"C8-Neg-100567"
"C18-Neg-000158","Azelaic acid","C9 H16 O4","16-18",520875.345028714,"Azelaic acid"
"C8-Pos-101305",NA,"C9 H26 N4 O4 P2","16-18",520306.574310386,"C8-Pos-101305"
"C18-Neg-000162","2-Hydroxyisovaleric acid","C5 H10 O3","16-18",520211.843494437,"2-Hydroxyisovaleric acid"
"C8-Pos-101064",NA,"C21 H34 N4 O","16-18",520185.152278888,"C8-Pos-101064"
"C8-Pos-100701",NA,"C86 H158 N9 O14 P3 S2","16-18",519567.025620475,"C8-Pos-100701"
"C18-Neg-100414",NA,"C5 H2 Cl N2 P S","16-18",519397.229693927,"C18-Neg-100414"
"Amide-Pos-100508",NA,"C6 H10 N2 O","16-18",518888.957896405,"Amide-Pos-100508"
"C18-Pos-000231","Cytarabine","C9 H13 N3 O5","16-18",518682.362402962,"Cytarabine"
"C18-Pos-100643",NA,"C10 H28 N9 O P","16-18",517786.254827724,"C18-Pos-100643"
"Amide-Neg-100567",NA,"C6 H13 Cl O6","16-18",517469.589457658,"Amide-Neg-100567"
"C18-Neg-100272",NA,"C11 H15 N O10","16-18",517258.912604537,"C18-Neg-100272"
"Amide-Pos-100469",NA,"C8 H22 N5 O4 P3 S","16-18",516370.196360518,"Amide-Pos-100469"
"C8-Pos-000443","PC 9:0_9:0","C26 H52 N O8 P","16-18",516361.355464495,"PC 9:0_9:0"
"C8-Pos-100896",NA,"C23 H43 N O4","16-18",514769.808236473,"C8-Pos-100896"
"C8-Neg-100583",NA,"C7 H17 N5 O2 P2 S","16-18",514708.219849245,"C8-Neg-100583"
"C8-Pos-000539","DG 18:1_20:4","C41 H70 O5","16-18",514439.18593702,"DG 18:1_20:4"
"Amide-Neg-100523",NA,"C4 H4 O3","16-18",514362.784977038,"Amide-Neg-100523"
"C8-Neg-100539",NA,"C42 H84 N3 O5 P3 S","16-18",513708.176648636,"C8-Neg-100539"
"Amide-Neg-100641",NA,"C6 H7 N O6","16-18",513683.357672096,"Amide-Neg-100641"
"Amide-Pos-000323","Inosine","C10 H12 N4 O5","16-18",513149.50555705,"Inosine"
"C18-Neg-100299",NA,"C3 H7 N3 O9 S","16-18",512663.475970159,"C18-Neg-100299"
"C18-Neg-100353",NA,"C5 H11 N5 O2 P2 S","16-18",511882.03882354,"C18-Neg-100353"
"C18-Pos-100576",NA,"C12 H5 N3 S","16-18",511593.602486648,"C18-Pos-100576"
"C8-Neg-100998",NA,"C7 H18 Br N8 O P","16-18",511085.50104901,"C8-Neg-100998"
"C8-Neg-101021",NA,"C13 H15 O P3","16-18",511033.572389019,"C8-Neg-101021"
"C8-Pos-101198",NA,"C30 H50 N4","16-18",510254.752581596,"C8-Pos-101198"
"C8-Pos-100994",NA,"C19 H43 N7 S","16-18",510065.573689543,"C8-Pos-100994"
"C18-Pos-100596",NA,"C12 H23 N O9","16-18",509972.725557369,"C18-Pos-100596"
"C8-Pos-101243",NA,"C11 H22 Br3 Cl2 N2 O4 P3 S4","16-18",509169.682446357,"C8-Pos-101243"
"Amide-Neg-100497",NA,"C6 H14 O6 P2","16-18",508971.711772334,"Amide-Neg-100497"
"Amide-Pos-000369","1-Palmitoyl-3-oleoyl-sn-glycero-2-phosphoethanolamine","C39 H76 N O8 P","16-18",508804.664971866,"1-Palmitoyl-3-oleoyl-sn-glycero-2-phosphoethanolamine"
"Amide-Neg-000403","Pentadecanoic acid","C15 H30 O2","16-18",508476.092960634,"Pentadecanoic acid"
"Amide-Pos-000383","2,6-Diaminopyrimidin-4-ol","C4 H6 N4 O","16-18",508123.275525172,"2,6-Diaminopyrimidin-4-ol"
"Amide-Pos-100574",NA,"C15 H29 N5 O5 P2 S2","16-18",508080.624355264,"Amide-Pos-100574"
"Amide-Pos-100575",NA,"C10 H29 N10 O9 P3","16-18",508080.624355264,"Amide-Pos-100575"
"Amide-Pos-100576",NA,"C24 H24 N8 O S2","16-18",508080.624355264,"Amide-Pos-100576"
"Amide-Neg-000452","4-Acetamidobutanoic acid","C6 H11 N O3","16-18",508009.042098395,"4-Acetamidobutanoic acid"
"C8-Pos-100972",NA,"C31 H54 N4 O3 S","16-18",507977.763829009,"C8-Pos-100972"
"C18-Pos-100688",NA,"C32 H62 N3 O8 P S","16-18",507707.559006994,"C18-Pos-100688"
"C8-Neg-100407",NA,"C8 H19 O7 P3","16-18",507624.336654642,"C8-Neg-100407"
"C8-Pos-000588","Dibenzoylmethane","C15 H12 O2","16-18",507415.975809566,"Dibenzoylmethane"
"C8-Neg-000177","Phosphatidylglyceride 17:0-18:1","C46 H75 O10 P","16-18",507187.713991255,"Phosphatidylglyceride 17:0-18:1"
"C8-Pos-101200",NA,"C34 H74 N9 O3 P3 S","16-18",506783.648041766,"C8-Pos-101200"
"C8-Pos-100410",NA,"C14 H26 N4 O6 P2 S5","16-18",506559.245291374,"C8-Pos-100410"
"C8-Pos-000529","Methyl 3,5-di-tert-butyl-4-hydroxybenzoate","C16 H24 O3","16-18",505182.832805107,"Methyl 3,5-di-tert-butyl-4-hydroxybenzoate"
"Amide-Pos-100528",NA,"C2 H6 Cl N3 O12 P2","16-18",504965.620513798,"Amide-Pos-100528"
"C8-Pos-101304",NA,"C31 H69 N6 O2 P","16-18",504920.406146218,"C8-Pos-101304"
"C8-Neg-100793",NA,"C7 H23 Br N8 O7 P2","16-18",504842.552895504,"C8-Neg-100793"
