Name,Sample02,Sample03,Sample04,Sample06,Sample07,Sample13,Sample15,Sample17,Sample18,Sample21,Sample23,Sample24,Sample26,Sample31,Sample33,Sample37,Sample40,Sample41,Sample42,Sample43,Sample46,Sample47,Sample49,Sample50
Label,F,F,M,F,M,F,M,M,F,F,M,F,M,F,F,M,F,M,F,F,M,M,M,M
(R)-Butyrylcarnitine,7979220.81258952,8608499.14562454,7023798.95637304,10097396.0474873,5489856.41423941,4468403.20352584,7850827.90088372,9093138.18406634,11901678.8842564,11564633.0772787,9439137.17561167,3785344.09208185,2780134.13008227,9056048.52118421,10712309.6963416,5809973.39468469,6744499.65965177,11754413.6884083,12876378.3246086,13798848.9657056,7245426.1042685,7975255.63924407,8169985.62442842,9504411.73095022
(R)-Ketamine,45294.4298587242,63822.2341350496,66899.6685213955,9972840.18212855,97372.2205571062,58600.9727130331,88122.0667713344,58255.9779461976,84511.652182492,61891.0449356144,856480.867635194,51693.2927063581,59315.337392132,48890.4179258013,56159.6008947746,1643994.35163865,59639.7617036717,55662.3459878668,59075.4922820982,50174.9298272138,47079.8382271981,43668.6546677849,56325.830535524,56951.9739939936
(R)-Pantetheine,12422.1050506933,29901.8480563846,NA,102419.644263652,121878.122447588,73404.1497134991,53290.3522248959,54803.826501182,308887.388861354,31530.2403163319,69150.3013839359,20762.1571198008,101246.24516202,25476.7812844455,59857.1048332277,72726.3335132524,66168.3681558039,48755.8417041844,87358.0182465249,36928.7903015792,118085.794522273,74770.5878365294,97694.7877838898,58532.0259058173
(Z)-2-Oct-7-enylpent-2-enedioic acid,1271981.49005364,1140795.86490744,1266093.69546571,1189486.5114638,1397733.75537983,1407596.14435581,1472199.6645698,1319760.17976987,1468338.60295347,992445.440726405,1368162.17309437,1239493.67020974,1123848.23993559,1364051.48966894,1094059.02188165,1135545.24923432,1219437.43176945,1027530.85614389,937387.746993407,1295111.31235372,1213551.37195948,1039391.4058116,1045941.04958336,1039286.95784035
"(Z,E)-Tetradeca-9,12-dienol",7018762.87610897,7119458.62122105,7200286.19592372,7320996.69220429,6875151.72435388,7236520.32041591,7330186.79716779,7067751.62335942,7089181.86883766,7267082.92676958,5568733.27003243,5757765.79789354,7092451.2847645,NA,6504410.94758383,7283820.74337513,6860576.87831862,6435473.56554378,5193029.50358756,7324963.99081944,6826439.40375478,7039007.25875374,6980821.40821161,6991535.60726124
"(αS,1S,2R)-α-Amino-2-carboxycyclopropaneacetic acid",NA,NA,26129462.1515036,NA,28067678.3434516,NA,36530835.405932,31890880.0029721,NA,36737400.4210205,31505175.4877082,19551806.1071394,25021762.4246728,NA,35046800.7855948,23106887.8399952,23473323.1441342,35457158.6632,NA,31266611.0841828,28262361.2533791,NA,32240217.119644,30983845.7689627
"1,2-DIDECANOYL-SN-GLYCERO-3-PHOSPHOCHOLINE",183135.285864358,492361.252164822,484278.812765393,714713.780819652,460098.642290096,NA,584749.862238193,435012.140749751,595172.294569618,497120.139217353,345302.617991208,113428.8127023,364374.935858769,291250.321455384,324636.74907948,NA,161122.754675292,356329.980061296,167040.293073392,NA,197684.683578292,199311.100186159,317536.556810591,259447.485216419
"1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine",46686257.2142451,NA,37012555.4903004,NA,79230350.0400902,41141911.4366924,NA,48296877.2526354,NA,46216918.0303306,74683370.4256728,NA,56477053.8989329,51056334.7186829,48700974.7476896,NA,NA,44079839.1805211,NA,NA,55966186.9274568,57318268.8173115,47348715.0755802,NA
"1,2-Di-(9Z-tetradecenoyl)-sn-glycero-3-phosphocholine",414291.278333373,424748.278879139,168613.838155524,522686.163689981,375996.099705113,212359.169861196,248604.531371241,243779.54529803,463847.707687185,532420.091385877,580893.050357482,480803.527377284,382606.561590443,246531.514729952,308713.462022214,271283.810137752,290956.198531255,300889.224255915,253147.910949347,59669.7736561916,241900.69092932,322753.455262438,411521.682015435,158115.921997642
"1,2-Diarachidonoyl-sn-glycero-3-phosphocholine",20874825.2887667,23316845.5035795,24860049.0072765,22907948.6861897,25669132.8736795,27894809.962235,28592369.7143085,28319503.304912,24991662.3736632,17904653.2851935,21039652.8035011,24482826.6125442,22428304.9105601,19468824.2734131,32721314.9648025,22427752.6062925,23164408.3384013,17295625.2758251,22703896.9662792,23903351.221258,26071995.0848123,21591271.0286475,20980663.9652781,20497741.44868
"1,2-Didocosahexaenoyl-sn-glycero-3-phosphocholine",2548936.45585086,1903737.53356484,2004109.97902412,2298114.27115551,2464922.79356624,2793317.62431087,1582578.31109924,2920439.41497395,3965408.33557542,1639568.75190337,2004760.81963987,NA,3163742.95191214,2403480.96574813,3017994.14092165,2531738.62516552,3448429.46887785,2123684.93488675,3888689.27327676,3263910.03070032,2826255.98894293,2513580.74947918,3652652.24280347,1831504.4740491
"1,2-Dilinolenoyl-sn-glycero-3-phosphoethanolamine",4770618.11958427,3785265.92205277,3793073.41281718,3082820.50428629,3852002.14493506,3046841.75428259,3339040.13582722,3024374.7836943,3047771.31424712,2878434.52551971,2781710.49433277,2582214.8646656,4056498.05364188,2981317.5119412,3134579.45446256,3435725.51414515,3600378.4921719,3917590.66590502,3312210.43800647,2879058.87435311,3570597.8032774,4209741.56161992,3655098.09567768,2796113.65002437
"1,2-Dilinoleoyl-sn-glycero-3-phosphoethanolamine",20233391.2288661,19479551.9061302,24438932.128186,18398199.037255,24348226.3872894,18280323.4434448,26453090.4642314,14909947.8483666,13796997.3365006,17506393.9067703,14663877.2571827,10834248.586722,18378548.1001752,13176942.2689194,18734004.0026558,21925818.704878,16097127.561677,17579492.2861758,16771578.0712626,14139842.4684991,20324225.1164088,17954769.47162,17082111.0302239,23143432.7635333
"1,2-Dipalmitoleoyl-sn-glycero-3-phosphocholine",473983934.269542,607391018.557895,450275247.494813,603746930.200183,581138444.154186,623128367.036754,525249944.218973,660549574.651823,557441007.633149,619774912.997127,739765822.904286,822210296.994865,567392450.309982,620166230.224499,729472897.005037,527332488.868741,649871390.170449,511607092.66464,497907009.337001,580503949.483304,672483286.207528,569546777.792681,636733277.322426,526876779.878017
"1,2-Dipentadecanoyl-sn-glycero-3-phosphocholine",529123460.098412,508411415.494113,530012656.012163,488572869.134885,497257845.675001,450787317.971427,548537430.726324,389116310.487344,428671899.255476,474580870.314936,554344119.66351,570530467.393923,481098717.581441,524005832.607689,396023852.662953,525802203.185824,485638344.856945,655610982.350023,649745643.463006,490536054.240551,548483248.746734,578308835.709557,626686267.978646,642012162.969491
"1,2-Ditetradecanoyl-sn-glycero-3-phosphocholine",288717126.77049,264519143.599218,246856629.832472,293385382.285596,264185316.121557,185426812.417876,296659509.211044,195430484.235164,222885616.641306,274051189.466766,265667625.563516,225422741.76888,261610228.555868,215935487.010723,168588509.805616,288218035.379452,209119982.412673,288353656.135706,242098653.978266,241052820.426807,216725543.555059,301394148.725949,304177878.401467,274071937.550946
"1,2-Ethanediol, 1-[(2S,4aR,4bS,7S,8aS)-2,3,4,4a,4b,5,6,7,8,8a,9,10-dodecahydro-7-hydroxy-2,4b,8,8-tetramethyl-2-phenanthrenyl]-",191981.72863543,795716.471520241,444676.405658037,266443.409209568,377913.42021805,263668.163559727,145807.484933394,194659.568563043,294699.216352206,550197.05332684,562022.392993924,324117.40357047,309308.570874562,436191.697158266,151637.759434444,222543.781460495,252385.281128907,124705.419896537,443383.643049475,526557.881197025,179549.354834215,198031.275159597,1643553.25696439,368736.715315654
"1,2-dihydroxyheptadec-16-yn-4-yl acetate",3368225.08730601,3310142.2578088,3258235.14183967,3796062.3386724,3331824.57788526,3582599.94783983,3298142.30396023,3258522.98461245,3407515.85272601,NA,2234676.97688533,2337433.69922439,3214362.71391672,2512480.20682626,3053111.21229942,3181327.57305832,3053017.11234,3102020.10295153,2279798.97604104,3205846.6306195,3103390.86516042,3265185.08042819,3258644.47108567,NA
"1,2-dioleoyl-sn-glycero-3-phosphatidylcholine",369121745.160618,329960030.253224,280400283.410425,196381449.142914,318002571.877941,365320140.091811,277709213.847256,401720288.241115,339182188.42463,383347291.613407,432091065.658035,381425969.032618,339925404.18176,530024306.090316,438203885.055104,352153848.716476,389196004.639212,376842006.172862,305019007.242872,381521862.122404,390346527.972229,386027257.736153,379722853.47983,403959986.304132
"1,24-Dihydroxyvitamin D3",1460118.98230997,1660910.16955817,1590555.57880615,2319683.38842039,1090521.94939214,1662856.55546151,1549896.0505859,1215656.76731316,1714491.2133023,3572453.36420825,1383741.03974542,2693946.18022215,1584807.31874258,1652848.04937885,2193958.44061069,716447.71890471,1313101.03121763,1228430.50985027,2337110.95623884,1774019.33898459,1644003.19728051,1575481.20424711,1917677.57445876,1790193.45488789
"1,3,5-Tris(3,5-di-tert-butyl-4-hydroxybenzyl)-1,3,5-triazine-2,4,6(1H,3H,5H)-trione",20010862.6596296,20934316.3793795,NA,25125244.472661,NA,NA,NA,19172200.9653255,NA,NA,25518895.5967117,23458697.9453202,17499847.1083442,29650373.3068877,16880264.509029,18253369.6226293,18497974.3592494,17384997.8128266,NA,16923289.0110062,20905285.5942769,17845796.8845992,19724966.8388639,16637815.2158476
"1,3-Diphenylacetone",467799.216735269,490982.092277737,489624.828737674,507659.330403108,494714.621928793,487229.800708263,483869.83664235,485879.583968973,479228.929982523,450303.807974545,473380.156999045,485838.498768566,479053.521090009,485069.139397733,482200.997176773,471118.278903986,475768.811360134,483486.336924637,482862.245583535,480303.33737969,466353.661263298,467947.01196467,467891.970833828,464853.281065217
"1,3-di-o-Tolylguanidine",22312.7236680474,28760.7925786276,27260.2672344396,26796.3206572133,20131.6804070656,25704.1323113203,27563.6064903954,29649.4954324674,24944.9059946825,24179.8800814796,19575.6594503672,26181.1584049665,27707.0158430052,24972.3643667764,27952.4410022887,21949.1620436742,34869.7282167339,32435.7596889242,21714.6357581314,29827.6382928786,34066.025303427,28883.6970823511,30362.7910181445,32497.2742585748
"1,4-Anhydro-6-O-[(9Z)-9-octadecenoyl]-D-glucitol",2350698.91551919,NA,992284.972094737,1386469.11132683,1498048.35875359,NA,2182983.39194589,1985814.23678237,NA,NA,2317609.21053613,2410339.45703237,772104.176598384,2464857.28663567,2208089.28397552,2149666.6590985,2221771.32375321,2449001.52966849,2327638.40771803,NA,1566851.45281811,866524.509363429,1068884.3522829,1606171.40957492
"1,8-Diaza-2,9-diketocyclotetradecane",143277.003033071,75613.2125025447,318294.744332467,412375.477977141,490801.076855519,249934.756011051,205552.970042866,574746.116043703,191269.879886345,148172.303818623,214995.213056264,1121436.27214547,473425.868159599,148662.559873942,587428.042855311,68559.329738618,429851.558436066,247808.413471636,169075.257112012,187471.784313826,172777.953266775,92842.3816758871,837228.564243936,375956.333507501
"1-(1Z-Octadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine",6165756.57903446,6260980.91582434,5644791.36759314,4750096.63304269,4490742.45893426,9539529.2402716,4385315.29871733,9021041.03664377,6595710.72838497,4632903.3529871,6802710.05934838,10984952.6127901,6442307.92534023,8032147.43566352,8454953.50552595,5392504.51963198,8784119.36173982,6128511.03759693,5647660.5255913,8855912.40101977,7844063.57287184,6762418.30474813,8185595.25235519,4774316.37032154
"1-(1Z-Octadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine",751647.377554798,632480.220301047,596911.307478127,431953.853274519,560033.596069413,447527.111004931,211858.822273411,766571.658983911,667656.554824479,453566.476421243,541017.014253426,NA,577462.027848288,342253.619114855,615865.937529865,NA,473733.764889472,387925.250703717,616687.961298812,591989.220527839,509134.738942782,777458.22220378,503667.840475459,580199.083951807
1-(1Z-Octadecenyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine,4112111.48896333,2804716.01168291,4054975.03846471,3666800.31205165,3617699.52367184,6475681.89920696,3938739.72235545,5755332.51515909,4844609.99747718,2274550.2722546,5709109.04027818,8249697.14827164,2203896.50050051,4934316.91046832,5537685.52372785,3474394.04064354,5383488.91438052,5521469.80174029,4892666.01104964,2658635.55252223,6312921.74352535,4042680.19852923,6016019.92761058,2662646.31322006
"1-(3-Ethyl-2,4-dihydroxy-6-methoxyphenyl)-1-butanone",383227.685987873,409357.145328136,636158.733128918,448300.946539965,445618.298960605,490917.747389274,548735.055631694,355192.726688786,346124.491885522,363321.920242582,492506.641588538,411663.408045704,426515.621237128,362190.920866179,490449.019795377,381623.762057118,299440.051581019,468558.007741801,363325.536994358,376283.463111689,338583.355654385,329120.487248691,367646.81825388,459833.693251876
"1-(4,6-Dimethylpyrimidin-2-yl)piperidine-4-carboxylic acid",78786.2045059763,81920.6280865102,111317.570842447,84291.470620218,78916.8677418459,126104.546122778,107971.354081039,84444.0151222291,109055.648723983,76797.7877411296,77296.7219009639,108402.295488176,84820.085858282,78810.5927634488,120992.915292796,79606.9731686789,88879.4595064683,73698.3082740599,57600.2498104769,88994.0705488239,89726.6772108152,93645.3287415775,87583.9963918359,113187.463080535
"1-(5Z,8Z,11Z,14Z-Eicosatetraenoyl)-sn-glycero-3-phosphocholine",234264.985967055,367156.15169575,293992.43314105,479201.382109672,294065.411157997,122600.338150218,264690.948684925,187953.294356824,902126.854814923,233706.56045122,446389.900549931,142777.806032786,366298.345821458,175291.949379842,272359.361483892,278366.066723222,374875.11816676,312345.683934802,620788.750621653,380385.982312995,281694.909581233,267544.929796446,435861.242546367,280106.627910935
1-AMINOCYCLOPROPANECARBOXYLATE,17180825.6559717,20808083.5326451,14822619.2082787,22120845.9412468,14198546.0591861,16896008.0607605,17482424.1051883,23755346.0909961,22803514.9259239,21486010.324277,21542601.2986081,19155228.8942074,15930256.694552,22285348.4194641,21042821.3332728,17606790.6609283,17803392.6246591,22633150.7557341,29782242.0435237,25712220.8231281,23525408.6568041,15796228.1115991,24053409.2485028,23764990.1251324
1-Aminocyclohexanecarboxylic acid,282611.950140047,640007.183675789,436194.506292482,901807.874546836,176675.174895493,968252.268202684,438061.672679653,1377170.77171696,371539.424998146,231605.677370699,1239008.95684403,299381.487601408,123037.562192348,858614.384135622,1032003.80047869,220899.102222864,928211.847797669,435077.217116382,468338.934814135,732246.047643738,NA,325317.716039554,594775.662103039,466002.440315508
1-Deoxy-1-(methylamino)-D-galactitol,5770046.8235452,820756.940702399,331600.698928878,348119.788763742,155749.885048839,7345451.16071772,9907000.16526559,1298605.29006033,1207629.43404552,273398.402144444,247560.429429328,1556603.9169837,256798.207684107,NA,2953708.89593517,7687595.40926414,519114.745316403,3615777.48440191,564911.053378764,695447.337477786,NA,1281905.50915876,2115923.83549906,10204809.6020482
1-Hexadecanoyl-2-(14-pentadecenoyl)-sn-glycero-3-phosphocholine,20249119.2672885,18798100.4657378,17878655.206469,18972880.2507679,18229954.2689396,18528099.0887889,21105878.9261952,18439914.233318,18144014.9851873,18201653.9752199,20449222.4801994,4307562.63158857,16121166.3579693,17098987.3855041,21072169.0340734,18000043.5588558,18245845.2542128,17028051.5145585,633250.992162954,17330817.4883251,17772464.421376,18726050.1344952,20821110.823325,19723777.1402358
"1-Hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine",512510925.262685,549153974.655246,616477829.199948,496728131.220492,565854389.814176,518132246.222384,581437398.224535,109049304.565685,532609969.55007,505698923.477497,483830290.222548,464552410.380239,519323190.91151,475929697.703076,479883108.91529,512236233.311729,447536838.839686,495780288.908886,625984236.467597,498790111.513044,494379530.197187,503241273.092358,536566497.855906,489886837.934589
"1-Hexadecyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine",7933782.87274181,9786508.78296899,11336259.2630481,7186063.70545669,6381988.043958,10218352.0346451,8528830.77822658,2321572.81443744,9462768.09537625,7335222.2513754,7353082.88851738,10468011.1436281,7831822.13542222,7565329.56366349,8169681.00727312,8732890.81797854,7532500.49664886,7709447.38061289,10031552.5648114,10494925.4144226,7662132.31528228,6629642.83277185,9958405.70635859,8561037.51756299
1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine,28576928.1513115,34445826.7460413,41008535.6188108,26982924.6531986,33682133.8093598,57071945.500891,37539531.2560867,41775608.0973872,36106787.958201,34832643.1411965,60544035.2886586,97079311.0490136,32202381.8853613,43238761.972909,40697948.0522133,32112430.909403,47830010.1769121,56509093.4437197,61565725.5478126,56257820.4834781,63704545.621015,46986304.5092994,67748129.0475489,45026098.7454909
1-Hexadecyl-sn-glycero-3-phosphocholine,909917.046865153,1230733.00487449,1202216.83435255,863813.711763151,618100.750078397,552875.733548408,624761.751802283,467457.558236103,1356287.63787181,475067.854616214,469662.183056959,648123.667807971,555057.861096514,299811.390655709,878806.093703249,553720.560627327,522599.89326957,661155.718304031,1169740.92510195,575705.106000595,507947.280042704,380783.491299491,623650.08113772,828015.876324539
"1-Hydroxy-2,5-pyrrolidinedione",1772846.89382358,3022262.14654036,1949895.32617501,2368181.92516876,3082227.58239908,2905724.62225515,3545032.2599301,3536500.60724657,3379754.46483273,3439931.78002103,1289063.39004552,2767293.10916628,1748248.122703,4596233.64809563,3051179.8999634,2099815.95267503,3361523.16011841,3664482.03636716,5590817.17636705,3862681.49665617,3116154.47482667,2419623.40120353,3454935.17137734,3708023.43030146
1-Hydroxy-2-(3-pyridinyl)ethylidene bisphosphonic acid,6002733.01127314,10788893.1804509,5864651.08961867,5064012.06752756,5900885.98722299,6379858.97462935,5803843.85051907,5426493.58466031,6839063.40077601,5781893.25147035,9591524.71768709,4759457.54486568,7478289.36204986,5082335.35793997,9164584.52355087,6234752.2174039,9921613.13437419,8898558.13963591,8692842.68631792,10446085.8014298,8062225.6953197,5492243.37455246,10133293.2829918,7457953.40989768
1-Linoleoyl glycerol,12037046.8146874,12929066.4726508,13784325.6242548,13307952.5630057,12047733.5645817,12901623.0532536,12736135.2420471,12361998.22591,14831573.8954198,12098139.065242,11120221.0005236,12205846.7678449,11786920.0313514,12140290.737339,13395871.6625536,11485331.1693474,12351702.4317609,11275015.6848633,8971889.69539386,13658739.2903349,11986336.5698827,11170083.6002329,12483344.8246067,11777270.1533135
1-Linoleoyl-sn-glycero-3-phosphorylcholine,4928823.36820598,4415590.4198547,4352690.02527426,3808771.801258,3732224.11457425,2816535.33429668,3698904.88165694,2301652.36063163,5982980.51135275,2740016.39782427,2907060.18058392,3977718.1999433,1896676.72613991,1638110.17751291,5773177.82995277,2842538.84675367,2879277.82244431,2972957.8796112,1762112.99238456,2625731.85531033,3569215.50067007,2290657.88676788,1944894.83269828,4479679.29561155
1-Methyladenine,NA,49357.854020831,NA,NA,NA,NA,NA,NA,NA,18176.3554222724,28296.2899981787,NA,12325.6398605592,NA,41606.9139588064,22839.2946622982,27274.4789600996,NA,16220.6892801223,14904.4498666272,26332.2301582798,NA,15888.4044307968,15208.0652155212
1-Methylnicotinamide,1487040.67676381,2436441.74004759,1003839.15910319,3640646.84034784,3076872.94872303,3414860.02599395,8875093.08067699,1148426.61527802,2028439.79004576,NA,1229953.73303471,NA,NA,445842.64250179,4047465.25127271,1509004.97039071,1429648.35350229,1286702.51265354,6187801.24097447,NA,920534.660352753,1049613.55136523,2698255.17323968,1376646.35341771
1-Monolinolenin,NA,13029667.0454396,11975312.5099264,NA,NA,11747133.8088248,11540713.2436241,NA,11999703.5478732,11646489.9405182,1603557.14203693,NA,NA,NA,10733709.3481918,10936903.8074048,NA,NA,NA,11268907.9365011,11374185.7356348,NA,10761140.690189,10717479.1758234
1-Myristoyl-sn-glycero-3-phosphocholine,1088211.34431966,1067108.05124611,1085882.7467829,2375076.29389047,1250030.85882032,363471.742330072,1123383.76870254,375576.302718271,2582278.36071424,1321256.00390628,1458432.90460177,921160.721984368,1219161.6871191,479484.707163891,750333.703060964,1188967.32812359,1562279.13881267,1143513.50872892,2068480.54610212,1361661.20450421,907191.914697531,1112442.97966427,1118124.027712,1546571.45607525
1-O-Octadecyl-sn-glyceryl-3-phosphorylcholine,259524.0849752,483765.364352625,332770.010910724,320347.883069466,211805.255784592,195706.159736079,199084.763705211,188371.021292836,396562.075428991,154994.111173696,239496.40171597,443793.914134589,182721.100316442,122640.886433913,249150.913755543,190934.878641752,182729.697931945,244205.441992585,434663.017307894,253164.448350734,219986.506993439,191069.178258314,258501.270009663,265475.513772212
1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine,210415611.614097,234648277.820952,182340326.428683,183636648.112066,203299207.076546,263125503.960443,221831669.298727,221385383.728031,221929690.187353,221623544.145482,306004995.379566,284149032.8488,208719567.471705,246958393.291048,218442743.602293,196562321.155145,246414209.292981,278677442.499419,299256751.622026,217580179.532705,308168564.315044,227777328.291776,312360774.753725,226054023.087432
1-Oleoyl-sn-glycero-3-phosphocholine,95480454.2252484,123970730.625682,119376732.220103,138575271.1519,135068810.063059,53666384.0438756,86048186.3772563,57345631.6107023,141394118.787718,85744564.3530398,81918950.0003672,75632310.8216843,80581177.6079795,48686500.6635934,83920285.0221452,79802947.6454027,90300337.58864,81949458.216172,88635279.779031,73285150.1045241,72455944.1529122,77764738.9489767,80754762.6195415,113849515.684935
1-Oleoyl-sn-glycero-3-phosphoethanolamine,16787809.1552022,26516834.4148697,19498951.6859344,25740780.4184716,22250446.4218949,11897405.5333727,16506480.9123486,13159657.3416327,25499173.7781416,16037277.0774899,18798859.2172818,14161837.5349361,16425993.3866368,10116741.5750334,18520928.1367663,15606998.8658529,18010715.0187272,14096361.2473413,11870247.2427349,14924665.3727858,15147536.3932369,14214114.2425393,14933744.3187477,19219045.8475651
1-Palmitoyl-2-arachidonoyl-sn-glycero-3-phosphoserine,163477.194894442,188709.482514657,168774.431184766,141328.407588903,NA,68866.0900094052,157965.75564096,362830.871347007,401999.854925589,428777.004487851,795721.646288731,848000.796172742,131968.833577133,443544.967320449,341168.12294646,331775.954413089,379079.852848646,176774.909336062,725417.322902965,1123084.64685073,385251.715680518,67103.0257123165,363813.683601567,163175.258712608
1-Palmitoyl-2-azelaoylphosphatidylcholine,313502.243343344,227569.119420092,338973.202467069,554942.03006622,241542.018092972,253241.128882502,NA,336615.587448483,265901.134997905,371483.234530155,195789.022032347,254289.048469613,385410.341751173,356296.416183257,293340.681319291,267159.091243725,119699.697901019,274817.90513898,186662.158132112,259541.528199411,205172.328455094,68236.6023329535,NA,NA
1-Palmitoyl-2-docosahexaenoyl-sn-glycero-3-phosphocholine,173207805.74575,159745935.573298,171265038.028402,158070587.941101,183884318.569142,169594426.733715,154045937.407173,173696685.226039,201752674.291082,130621613.875468,156684041.174897,188146798.066166,189550142.355549,159408983.788996,180842794.824428,166157264.307813,96364345.7745233,167660025.995547,184846821.177105,166394221.223782,169821153.768981,193198183.484937,173566025.431506,150601530.487451
1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine,14076513.9135863,22182586.02096,16900206.2471354,20346403.9212668,20280096.7690329,11055367.1606735,16297640.4924207,11420287.3562952,22453535.5702891,13185074.6757655,19466614.6109107,12031893.7230369,14299015.220408,9398805.0567569,14458818.9128092,15286980.1847243,15470074.5257377,12925124.9566357,15710057.41213,15108799.6295921,14987123.159382,12249655.3727761,13308075.2927419,15740102.7461658
1-Palmitoyl-2-linoleoyl-sn-glycero-3-phosphocholine,597859391.455784,13049026.2218764,535592687.238121,638431545.124611,551617182.160541,611132738.241105,610970133.896752,626199060.815785,570585519.665461,376979806.212489,626849688.785992,652062191.606753,557772777.750164,581168835.537913,427394846.104285,529737544.723713,601589606.901748,323537626.717587,486094422.662967,540342915.817602,572271859.462739,344125294.485291,377810840.715349,354473173.939278
1-Palmitoyl-2-oleoyl-phosphatidylglycerol,5325935.54896163,5681541.37669869,6404137.41094598,5147872.69549702,NA,5943095.76467982,8087411.18676801,10681726.7485405,6879585.72883677,11274072.5825232,11876617.4289565,13502303.8965558,8463001.51230133,12761919.4433822,6315935.47170006,7281035.37242316,7687368.23466901,8238380.110006,6633104.82252855,14814742.8576103,7335932.87730271,8275735.41461539,8694322.46037781,7853778.10121354
1-Palmitoyl-2-stearoyl-sn-glycero-3-phosphocholine,7082146.06652903,10500027.1871134,3198035.65640524,3809883.61732887,3975105.76292279,14283430.4480651,6533436.71459449,5790132.17887295,11107151.8292669,9618291.40073032,37076226.3321892,32241385.3679755,4276545.24008064,15075289.1566466,6553312.04578875,16308668.2839242,19134338.3535657,19724508.241207,32677724.4540019,25236843.084075,27606458.9495798,14643223.2660037,39388487.688792,22879216.6705354
1-Palmitoyl-3-oleoyl-sn-glycero-2-phosphoethanolamine,7753666.31151846,7120495.35377104,10747214.1024042,5904403.87941764,7364692.52761731,9041103.70632425,6654153.06508536,6679481.23196798,5027391.27978045,5763599.8512997,9753071.77287932,8720377.64819467,6590159.64777325,8244258.54872934,8293172.49810076,7091262.31305589,8906861.88094719,11211749.754368,9080513.49026527,7489647.68558748,13549682.6891759,8219009.37925043,11769868.3661436,10458409.5505527
1-Palmitoyl-sn-glycero-3-phosphocholine,398850418.107604,439336916.517802,432453736.187327,538056971.250058,451090826.590383,162989377.734284,337173269.217265,178560824.492523,537099506.045907,343652032.718604,290801245.437402,285402535.331704,331183756.424669,207205286.066447,246428978.398395,352871549.335333,350407640.711708,377891853.545137,661728779.876259,311620698.088355,286698110.157758,345163809.986422,375368445.953928,468544728.912836
1-Palmitoylglycerol,1960251070.5833,2008289717.30891,2106086657.55902,1894587659.54455,1963065042.23873,2030060582.44582,2105336271.45634,1976910591.48418,2044990746.83656,2055479885.90085,1777314935.43717,1877144725.98425,1960574586.8346,1874002523.54208,2081604182.19068,1992604333.61884,2041873563.23938,2050086834.01825,1696465514.12322,2122925899.49586,2063881419.02375,2016944695.91887,2080840832.8662,2127392312.7551
1-Pentadecanoyl-sn-glycero-3-phosphocholine,530108.627710867,NA,665149.945597693,NA,691650.760703219,NA,467006.537595478,161661.775706251,NA,453787.789874731,429857.607758597,533745.532718162,446725.874903444,NA,NA,536970.117239279,438675.828529682,446811.596482417,875986.316818414,360151.279365309,358959.694542065,416028.171172696,410382.499658199,604856.946032141
"1-Pyridin-3-yl-1,4-diazepane",641420.086575462,825620.208279108,5536015.62435633,2281055.02441685,5553678.65315182,3682003.91217531,6271245.60699199,4423017.05633429,4372337.87282394,4866499.0781562,4496650.13534644,4480804.81763006,1144219.7286882,3071352.30960654,5613912.67187616,587085.458485229,3760758.55768718,7234594.80664951,5781437.73565161,6197263.88768647,5690465.53739693,2646386.19282656,3610865.79640279,1642676.19833659
1-Stearoyl-2-arachidonoyl-sn-glycero-3-phospho-(1'-myo-inositol),11931731.6718336,9490294.16635412,8809920.25826465,9319019.50155705,7794462.09607945,10820124.6125369,8715785.63263984,27366022.4257519,21167751.0514099,24070153.1038388,28268004.3778531,41621585.5200691,227503.977489247,31711952.5518951,14276020.6477304,15543531.9492246,17512099.5432882,12306449.0603201,24945983.5462947,47621935.9468222,15528909.2262007,13769999.9487881,13248480.1029618,12642539.6904185
1-Stearoyl-2-arachidonoyl-sn-glycero-3-phospho-(1'-sn-glycerol),363396.111769395,228815.496765479,420486.565023434,159555.203054446,321469.166135761,369982.584264903,439065.645351698,559664.738774821,470505.557136804,695555.401111462,728021.307827207,1710161.33761364,516846.356730613,466301.779684621,244977.923516982,646980.40394545,601902.920724284,353211.405879315,501292.447866753,1474833.64985046,475625.181255216,521108.098387151,320396.960531365,583559.989496973
