Name,Sample02,Sample03,Sample04,Sample06,Sample07,Sample13,Sample15,Sample17,Sample18,Sample21,Sample23,Sample24,Sample26,Sample31,Sample33,Sample37,Sample40,Sample41,Sample42,Sample43,Sample46,Sample47,Sample49,Sample50
Label,F,F,M,F,M,F,M,M,F,F,M,F,M,F,F,M,F,M,F,F,M,M,M,M
Isocytosine,606456.66207347,573952.861247235,423943.191808797,552028.824450431,434691.472381049,455051.395247042,432167.125324723,596537.574085149,449125.670779074,457272.801345215,485994.891019816,357897.672589139,414744.131600699,485427.168633676,467337.910781772,409510.098963225,528616.518081381,596141.150367493,593672.152432205,546175.298445424,549950.146132026,432100.76860273,518384.645690394,490362.860230916
Itaconic acid,57402855.5693557,98903744.5572977,46164402.1745365,62646880.754681,128056391.015533,NA,117482061.703332,82979239.5310906,128278222.588325,99478771.9010396,NA,NA,75466152.1138928,NA,104959243.078339,55377082.9090338,120268101.307784,101686774.691338,103151011.851664,120209078.629542,104286993.319564,90388335.2966617,110255818.286139,NA
Kanosamine,1011893.80856564,1198988.19396107,2073663.48854122,NA,1746040.25902534,1368208.46706576,NA,602216.133648777,NA,NA,NA,833177.78186386,941001.54775109,NA,NA,1025649.19063498,1163013.76134726,913095.123021471,940301.911314998,NA,1889838.87762137,1525677.45002615,1598231.05574532,1368158.58024079
Kojic acid,NA,2208068.96723341,NA,NA,NA,2116295.67246973,2335686.49221581,2227282.7399238,NA,NA,NA,1353432.24191046,1687703.77530401,2155130.79353927,NA,NA,1831080.02443271,2469782.83894777,3278026.18454207,2035607.45374364,1730353.11530843,2364606.08120797,2122432.53473041,2482055.63917922
Kynurenic acid,808032.104155803,978238.139676935,1215101.63928314,1668513.85440051,549655.668080183,1256491.03393163,674953.013386623,753568.43478309,1242366.6913158,862418.563097082,2393530.67500955,459957.873311028,452228.317364578,645078.893391888,540746.240475144,1189517.76967966,1135726.68216691,1210836.41048459,1620513.21980571,1586812.50034948,998672.79545098,505462.416528748,1201886.32116713,1392899.04171384
L(+)-Ornithine,2232112.94061579,NA,2390060.05316103,3389484.20016277,4021185.65041694,3068383.12540145,4234651.99850472,2905316.35742206,NA,NA,NA,2617765.49071091,NA,2540996.32179829,3954209.983858,2022479.01001559,NA,2955640.49920379,2856595.76801237,2573851.50555142,3787904.24428119,NA,2711326.86256446,NA
L-(+)-Citrulline,1751818.73502843,2421286.31604883,1982462.93859146,2903936.46753641,1925992.89633841,2478381.4155503,2341397.34112039,2457435.4128327,2332800.93548598,2554509.88077899,3783283.33902004,3226624.18644639,1497235.114202,2598567.18005726,742762.98090289,1849482.14375569,2292086.58861168,2285108.48011935,3527512.63327831,3465065.5950424,3182525.69246271,2235470.75498502,3269311.70296313,2427473.25455633
L-(+)-Lactic acid,191060835.74722,285493168.162453,121221325.167561,170031257.80435,338439706.248966,348333784.898537,444230309.012259,342348262.763533,339348421.325977,199730447.351169,190950998.124806,139049863.321801,142577984.668584,115693998.171758,241182939.26351,127022506.021432,256984136.858248,185270700.505845,339574439.873722,308739832.983426,346004409.789001,256539318.993671,391169480.5571,130743400.057722
L-(-)-Malic acid,184334.88401033,280284.602293065,170504.3229981,147761.326048333,422505.635115836,831522.708911967,368400.481245323,765785.072470539,572997.693997393,581500.546108895,389558.749461759,736597.252605041,404295.120752925,2006373.70411367,700405.689547848,172296.250724488,338444.112350945,280532.17532435,297152.083374272,1685947.33229018,926900.944109056,151158.152686897,361100.001738726,237741.12789431
L-(-)-Methionine,4398716.35014511,4902694.44649475,3904154.63867418,9594230.89562335,NA,9045133.88371557,8755621.35395026,3803897.21267881,11871162.2316966,7384401.92050226,4739621.4707132,2233759.29840368,3950206.2083598,4510340.63510031,9336450.45324571,3660937.33513763,6913077.1809592,5501797.42331574,11533720.4015994,5390347.30956176,6129858.03099895,4737190.99795411,NA,4339962.80185323
L-2-Aminoadipic acid,1765397.71984515,NA,1655343.79251226,1449455.66543937,1812518.78783569,2671777.36954787,2039801.5523733,3712057.74120343,2595199.15658492,1644983.80001243,2275812.79846198,2187306.36490631,1248246.8194582,3078913.13173972,3714393.39763182,1250502.26964045,2232112.16088606,1935860.98676571,5401601.60578021,3298679.18326914,4673368.80578118,1747082.94639943,3330250.90367118,2240517.22063367
L-Aspartic acid,10517397.7481712,23452071.5006129,10470377.32031,12155949.1699914,19855137.3106041,19727771.1966616,30439158.6578161,17805077.8806095,15482685.0112095,13153426.4790729,6820128.52288527,15094506.2061585,11422659.8207611,21512069.8385919,18668254.8175373,10022577.7278573,12568729.1321655,15464953.359445,18289063.418312,19455614.676264,23825181.387793,10107690.7622198,18571671.3245779,21514689.0394908
L-Cystathionine,1049333.04635562,1048346.24520535,3588522.54525428,3817962.75137394,744080.354584739,4961391.07755284,1488087.94022458,4760290.50191975,2491035.09776203,2671820.31906056,1544407.62943649,758832.376861836,620872.581712205,1207587.31078662,2504939.887533,1305553.9214328,1328965.27666751,1690179.01938539,4132873.64094284,2317386.79812549,1471704.45623049,227898.562202566,3184737.86916392,3133138.95267729
L-Gln,1454358.47427374,NA,NA,1336999.67952034,1599249.5320576,1596857.57576313,1229464.57736179,1794240.97299967,NA,1667510.92382176,1291091.61508204,1375022.70121909,1512211.36245062,1450763.76902466,2618680.21093655,1175642.06152723,1632958.71151737,1032841.54180416,1136787.45453256,NA,1407346.83776648,1667883.74253852,1445247.88137067,1677308.74378367
L-Glutamic acid,137727204.257997,166235410.022297,136466324.567241,174546115.857926,115748680.686658,142967358.24203,155290968.67724,201039004.014661,186447729.63277,170113698.709624,167965043.709362,170187902.596876,130501790.123926,183852152.879817,192246196.293638,142317008.055677,149596930.64377,189226011.428862,267952127.903534,210760298.458426,191226748.068169,128126546.555203,200080628.197056,207772682.762115
L-Glutarylcarnitine,740197.203151131,1505192.06058591,583039.902495667,1336860.84573445,506004.571221935,362785.006842542,692605.586803436,216473.367462762,1116878.60211888,690184.916327107,418616.744579205,134591.630209855,572203.227819031,361608.298893299,291012.636132368,563549.322272004,573064.076497543,838851.150505729,2907697.39405579,518891.560560808,627085.729813043,775524.102538357,1374282.74483092,1081838.70576974
L-Glutathione (reduced),12279563.1733469,15296355.804266,7405775.97841805,17863295.8897185,9184312.04027515,16327973.6085665,12330628.8534498,17964911.1758481,16922638.1924376,11772022.473324,15874951.7519538,10388315.798279,10353429.6581172,11557616.6942112,10794120.0889385,10839789.1359289,8678394.37360827,11362017.2254256,15949110.0882876,12477814.6271875,13411909.3201019,12510524.1275521,16867740.7558146,6413178.75999139
L-Glutathione oxidized,4870061.99653596,5195531.81453369,6208816.53056131,5777086.88957596,3795869.28327399,5864659.80575477,6115389.23662853,8960862.05988826,4863542.93326347,5054694.05552868,NA,8230056.9824374,3643531.72376227,6521685.75193866,8188982.63288724,3951551.95068566,5148706.82769665,5215834.61852311,6534330.25166235,7224789.903536,5901175.74845691,4281215.45416756,7225394.89746179,7959205.38596699
"L-Gulono-1,4-lactone",6086773.72494884,NA,NA,6838858.36041212,8488788.15066064,6362170.83130224,8237774.68250778,6714577.46014274,8884567.50612681,10578912.3128803,NA,4293389.59828684,6478724.78755305,9461410.65690717,4458319.66180867,5932330.25023669,7483202.48534185,8554972.99123171,7276973.05679395,11186716.4285143,7691017.50002854,7040637.78919369,8545486.56511082,7703290.4896232
L-Histidine,28031502.892167,13193308.7321412,NA,31877598.1074572,4966195.54176887,2657967.94006876,1694207.67038506,370755.928978496,21734057.5057041,12498256.6972682,13104372.1022628,NA,14080556.8308544,5192845.04920734,1089635.9077477,4250212.82896026,14058022.1405606,15181443.2355855,17135202.8730308,3826913.21481394,15077196.0783897,7010873.47226241,14244745.8940896,1906643.27619524
L-Homoarginine,3929815.03675578,3729998.63340269,3762836.15635241,5680787.96263607,5160868.98480576,1901571.99052294,8094201.92890272,1166044.77155385,5055131.62145318,4906950.2011562,4908267.63162769,2602235.27892358,6069184.13805585,3957950.53738323,3149170.82728227,4654482.56544878,2146320.03721675,7514646.35161229,6004647.300642,6171760.41815733,6785511.34233941,5101723.73643163,9929486.33090942,2711729.29033841
L-Isoleucine,NA,802196.797084686,405519.757995402,1276263.71474936,738694.028594585,765668.490802328,1416659.02593547,NA,828797.345969433,NA,NA,NA,NA,NA,823255.10713597,1573229.54076694,NA,1496282.96277495,755137.136849092,1997209.97354737,2383645.66485692,NA,1389819.23119156,NA
